fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,foci_ABS_Position_1,foci_PER_Position_1,foci_intensity_1,foci_ABS_Position_2,foci_PER_Position_2,foci_intensity_2,foci_ABS_Position_3,foci_PER_Position_3,Obj.ID
11jan15_8oct14_PWD_f3_sp1_1_rev,114,6.6955,0.058825,0.14711,7,1,,,,,,,,,4,0.034609,0,26,0.23077,0,52,0.45545,11jan15_8oct14_PWD_f3_sp1_1_rev_1
11jan15_8oct14_PWD_f3_sp1_1_rev,66,7.2658,0.10974,0.15919,3,2,,,,,,,,,8,0.11357,0.79607,36,0.54245,0,59,0.88425,11jan15_8oct14_PWD_f3_sp1_1_rev_2
11jan15_8oct14_PWD_f3_sp1_1_rev,85,8.0124,0.094443,0.13491,2,3,,,,,,,,,23,0.26783,1.3032,47,0.55308,0.96686,NA,NA,11jan15_8oct14_PWD_f3_sp1_1_rev_3
11jan15_8oct14_PWD_f3_sp1_1_rev,96,6.0927,0.063152,0.13257,8,4,,,,,,,,,8,0.082017,0.8895,19,0.19372,0.24895,36,0.37171,11jan15_8oct14_PWD_f3_sp1_1_rev_4
11jan15_8oct14_PWD_f3_sp1_1_rev,113,9.2754,0.081897,0.33386,2,5,,,,,,,,,77,0.68137,0,89,0.7818,0,NA,NA,11jan15_8oct14_PWD_f3_sp1_1_rev_5
11jan15_8oct14_PWD_f3_sp1_1_rev,158,7.3961,0.046725,0.15008,6,8,,,,,,,,,5,0.031505,0,37,0.23514,0,72,0.45621,11jan15_8oct14_PWD_f3_sp1_1_rev_8
11jan15_8oct14_PWD_f3_sp1_1_rev,88,5.9265,0.067614,0.14222,8,10,,,,,,,,,7,0.085292,0.63279,14,0.15784,0.23106,21,0.2362,11jan15_8oct14_PWD_f3_sp1_1_rev_10
11jan15_8oct14_PWD_f3_sp1_1_rev,109,3.4417,0.031606,0.3382,16,11,,,,,,,,,0,0.0027412,0.81034,7,0.05984,0.58789,12,0.11469,11jan15_8oct14_PWD_f3_sp1_1_rev_11
11jan15_8oct14_PWD_f3_sp1_1_rev,100,5.8268,0.058339,0.34958,1,12,,,,,,,,,78,0.78118,0,NA,NA,NA,NA,NA,11jan15_8oct14_PWD_f3_sp1_1_rev_12
11jan15_8oct14_PWD_f3_sp1_1_rev,74,7.6621,0.1039,0.37394,4,15,,,,,,,,,13,0.1782,1.597,18,0.2435,1.0961,48,0.64454,11jan15_8oct14_PWD_f3_sp1_1_rev_15
11jan15_8oct14_PWD_f3_sp1_1_rev,112,6.0082,0.053648,0.15615,4,16,,,,,,,,,10,0.089191,0.9497,35,0.3137,0.9729,65,0.5783,11jan15_8oct14_PWD_f3_sp1_1_rev_16
11jan15_8oct14_PWD_f3_sp1_1_rev,26,2.1918,0.083519,0.14233,1,18,,,,,,,,,24,0.91648,0,NA,NA,NA,NA,NA,11jan15_8oct14_PWD_f3_sp1_1_rev_18
11jan15_8oct14_PWD_f3_sp1_1_rev,44,5.8777,0.13403,0.41835,1,19,,,,,,,,,35,0.80887,4.2617,NA,NA,NA,NA,NA,11jan15_8oct14_PWD_f3_sp1_1_rev_19
11jan15_8oct14_PWD_f3_sp1_1_rev,77,7.4871,0.097776,0.15879,5,21,,,,,,,,,10,0.12664,0,22,0.29322,0,37,0.48503,11jan15_8oct14_PWD_f3_sp1_1_rev_21
11jan15_8oct14_PWD_f3_sp1_10_rev,83,3.5872,0.04297,0.41481,7,3,,,,,,,,,5,0.059896,0,17,0.20954,0,23,0.27844,11jan15_8oct14_PWD_f3_sp1_10_rev_3
11jan15_8oct14_PWD_f3_sp1_10_rev,84,3.3789,0.040406,0.16608,7,4,,,,,,,,,5,0.057298,0,17,0.19828,0,23,0.27548,11jan15_8oct14_PWD_f3_sp1_10_rev_4
11jan15_8oct14_PWD_f3_sp1_10_rev,76,2.6016,0.034343,0.46016,11,5,,,,,,,,,1,0.018858,2.0084,6,0.085045,1.2317,13,0.16741,11jan15_8oct14_PWD_f3_sp1_10_rev_5
11jan15_8oct14_PWD_f3_sp1_10_rev,80,4.3188,0.054271,0.42503,13,6,,,,,,,,,2,0.023935,3.2698,8,0.098887,2.5628,17,0.21343,11jan15_8oct14_PWD_f3_sp1_10_rev_6
11jan15_8oct14_PWD_f3_sp1_10_rev,79,4.3188,0.054439,0.17064,13,7,,,,,,,,,2,0.028011,1.4147,8,0.099194,1.0348,17,0.21855,11jan15_8oct14_PWD_f3_sp1_10_rev_7
11jan15_8oct14_PWD_f3_sp1_10_rev,67,2.5136,0.037421,0.19409,5,8,,,,,,,,,7,0.10633,0.84581,18,0.26661,0.11835,29,0.43793,11jan15_8oct14_PWD_f3_sp1_10_rev_8
11jan15_8oct14_PWD_f3_sp1_10_rev,111,17.969,0.16204,0.42254,6,9,,,,,,,,,11,0.098379,2.3418,16,0.14646,2.4472,54,0.4871,11jan15_8oct14_PWD_f3_sp1_10_rev_9
11jan15_8oct14_PWD_f3_sp1_10_rev,113,5.5675,0.049359,0.44584,7,10,,,,,,,,,9,0.084119,0,25,0.22453,2.7009,34,0.29706,11jan15_8oct14_PWD_f3_sp1_10_rev_10
11jan15_8oct14_PWD_f3_sp1_10_rev,113,5.5679,0.049427,0.17925,8,11,,,,,,,,,9,0.084234,0,24,0.21723,1.2701,34,0.29745,11jan15_8oct14_PWD_f3_sp1_10_rev_11
11jan15_8oct14_PWD_f3_sp1_10_rev,51,2.866,0.056737,0.17514,7,12,,,,,,,,,2,0.035994,0.91706,8,0.1551,0.94647,14,0.27365,11jan15_8oct14_PWD_f3_sp1_10_rev_12
11jan15_8oct14_PWD_f3_sp1_10_rev,83,3.7169,0.044728,0.1568,3,13,,,,,,,,,37,0.44586,0.77765,71,0.85393,2.1874,77,0.92371,11jan15_8oct14_PWD_f3_sp1_10_rev_13
11jan15_8oct14_PWD_f3_sp1_10_rev,65,4.9111,0.076011,0.15998,4,14,,,,,,,,,6,0.092402,0,14,0.21131,0,41,0.63645,11jan15_8oct14_PWD_f3_sp1_10_rev_14
11jan15_8oct14_PWD_f3_sp1_10_rev,88,6.4892,0.073502,0.41698,4,15,,,,,,,,,6,0.066685,2.8133,29,0.33095,1.8135,53,0.60167,11jan15_8oct14_PWD_f3_sp1_10_rev_15
11jan15_8oct14_PWD_f3_sp1_10_rev,68,7.5668,0.11187,0.46662,6,16,,,,,,,,,7,0.10666,2.0126,13,0.186,1.474,27,0.39972,11jan15_8oct14_PWD_f3_sp1_10_rev_16
11jan15_8oct14_PWD_f3_sp1_10_rev,68,7.5677,0.11188,0.18711,6,17,,,,,,,,,7,0.1067,0.81243,12,0.18232,0.5974,27,0.39973,11jan15_8oct14_PWD_f3_sp1_10_rev_17
11jan15_8oct14_PWD_f3_sp1_10_rev,71,4.2976,0.060644,0.16227,4,18,,,,,,,,,1,0.012451,0,27,0.37817,0.39971,49,0.68634,11jan15_8oct14_PWD_f3_sp1_10_rev_18
11jan15_8oct14_PWD_f3_sp1_10_rev,68,5.3432,0.078966,0.1826,4,20,,,,,,,,,8,0.11412,1.908,23,0.33984,0.31732,53,0.78912,11jan15_8oct14_PWD_f3_sp1_10_rev_20
11jan15_8oct14_PWD_f3_sp1_10_rev,45,2.4242,0.053754,0.48758,2,26,,,,,,,,,3,0.074879,1.7112,44,0.97984,2.5472,NA,NA,11jan15_8oct14_PWD_f3_sp1_10_rev_26
11jan15_8oct14_PWD_f3_sp1_10_rev,63,1.1594,0.018422,0.46677,4,27,,,,,,,,,14,0.22715,0,44,0.69168,0,59,0.94048,11jan15_8oct14_PWD_f3_sp1_10_rev_27
11mar15_28feb15_PWD_f1_sp1_1_rev,131,6.8356,0.052194,0.46577,1,1,,,,,,,,,93,0.71368,7.6042,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_1
11mar15_28feb15_PWD_f1_sp1_1_rev,91,9.2796,0.10223,0.42494,2,2,,,,,,,,,46,0.50131,0,66,0.72879,0,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_2
11mar15_28feb15_PWD_f1_sp1_1_rev,107,3.9627,0.036919,0.46309,2,3,,,,,,,,,29,0.26581,8.5682,71,0.66557,5.1795,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_3
11mar15_28feb15_PWD_f1_sp1_1_rev,142,5.0279,0.035359,0.4606,3,4,,,,,,,,,2,0.011163,0,12,0.085905,0,124,0.8741,11mar15_28feb15_PWD_f1_sp1_1_rev_4
11mar15_28feb15_PWD_f1_sp1_1_rev,114,2.5739,0.0225,0.44686,2,6,,,,,,,,,21,0.18049,0,78,0.68012,0,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_6
11mar15_28feb15_PWD_f1_sp1_1_rev,89,4.0491,0.045311,0.44254,2,7,,,,,,,,,32,0.3634,0.80359,59,0.65982,1.7017,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_7
11mar15_28feb15_PWD_f1_sp1_1_rev,76,3.3392,0.044199,0.45161,1,8,,,,,,,,,51,0.68158,6.6446,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_8
11mar15_28feb15_PWD_f1_sp1_1_rev,51,7.4044,0.14403,0.46336,1,9,1,,,,,,,,50,0.97221,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_9
11mar15_28feb15_PWD_f1_sp1_1_rev,141,3.9722,0.028226,0.39366,1,10,,,,,,,,,89,0.62965,7.5382,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_10
11mar15_28feb15_PWD_f1_sp1_1_rev,60,3.0793,0.050996,0.51509,1,11,,,,,,,,,31,0.51601,5.1512,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_11
11mar15_28feb15_PWD_f1_sp1_1_rev,113,4.6107,0.040839,0.41653,1,12,1,,,,,,,,69,0.61382,6.1327,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_12
11mar15_28feb15_PWD_f1_sp1_1_rev,82,5.6921,0.069431,0.43243,1,13,,,,,,,,,71,0.86683,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_13
11mar15_28feb15_PWD_f1_sp1_1_rev,126,6.0769,0.048156,0.41779,1,14,1,,,,,,,,57,0.44897,6.7519,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_14
11mar15_28feb15_PWD_f1_sp1_1_rev,59,5.5533,0.094694,0.41077,6,15,,,,,,,,,3,0.046328,0.37728,12,0.19989,0.49692,35,0.60169,11mar15_28feb15_PWD_f1_sp1_1_rev_15
11mar15_28feb15_PWD_f1_sp1_1_rev,119,7.5758,0.063541,0.39338,1,17,1,0,,,,,,,81,0.68316,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_17
11mar15_28feb15_PWD_f1_sp1_1_rev,107,8.2508,0.07676,0.39446,1,18,,,,,,,,,81,0.75256,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_18
11mar15_28feb15_PWD_f1_sp1_1_rev,73,5.1347,0.070369,0.38673,1,20,,,,,,,,,18,0.25041,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_1_rev_20
11mar15_28feb15_PWD_f1_sp1_1_rev,136,4.5589,0.033553,0.37925,3,21,,,,,,,,,10,0.072248,8.3679,23,0.17257,9.1837,107,0.78574,11mar15_28feb15_PWD_f1_sp1_1_rev_21
11mar15_28feb15_PWD_f1_sp1_10.1_rev,81,5.297,0.065098,0.41799,1,1,,,,,,,,,71,0.87854,1.593,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_1
11mar15_28feb15_PWD_f1_sp1_10.1_rev,106,8.6665,0.08156,0.45438,1,5,,,,,,,,,39,0.36318,3.8266,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_5
11mar15_28feb15_PWD_f1_sp1_10.1_rev,102,5.3935,0.052797,0.45181,1,6,,,,,,,,,78,0.76377,2.6448,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_6
11mar15_28feb15_PWD_f1_sp1_10.1_rev,94,6.7564,0.071699,0.42082,1,7,,,,,,,,,34,0.3574,5.567,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_7
11mar15_28feb15_PWD_f1_sp1_10.1_rev,69,6.6691,0.096948,0.45721,1,8,,,,,,,,,20,0.29786,5.6263,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_8
11mar15_28feb15_PWD_f1_sp1_10.1_rev,77,14.6614,0.18943,0.43127,5,11,,,,,,,,,20,0.25522,0.60589,25,0.32185,0,52,0.66847,11mar15_28feb15_PWD_f1_sp1_10.1_rev_11
11mar15_28feb15_PWD_f1_sp1_10.1_rev,104,6.2055,0.059725,0.37525,1,12,,,,,,,,,40,0.38749,4.5713,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_12
11mar15_28feb15_PWD_f1_sp1_10.1_rev,139,6.8007,0.049027,0.40872,1,14,,,,,,,,,79,0.56911,8.5672,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_14
11mar15_28feb15_PWD_f1_sp1_10.1_rev,116,8.0301,0.069427,0.39827,1,16,,,,,,,,,81,0.70192,4.2068,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_16
11mar15_28feb15_PWD_f1_sp1_10.1_rev,58,7.9789,0.13784,0.38861,1,17,,,,,,,,,34,0.58122,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_17
11mar15_28feb15_PWD_f1_sp1_10.1_rev,88,7.3592,0.083903,0.36344,1,18,,,,,,,,,52,0.59546,5.0465,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_18
11mar15_28feb15_PWD_f1_sp1_10.1_rev,40,5.1904,0.12853,0.36075,2,19,,,,,,,,,27,0.67764,4.4153,34,0.83492,8.2736,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_19
11mar15_28feb15_PWD_f1_sp1_10.1_rev,112,4.6304,0.041354,0.40918,1,20,,,,,,,,,42,0.37942,3.1804,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_20
11mar15_28feb15_PWD_f1_sp1_10.1_rev,108,7.1531,0.066017,0.38121,6,21,,,,,,,,,18,0.16802,0,28,0.25993,0.28858,37,0.33819,11mar15_28feb15_PWD_f1_sp1_10.1_rev_21
11mar15_28feb15_PWD_f1_sp1_10.1_rev,52,9.0419,0.1732,0.37944,1,22,,,,,,,,,37,0.70019,7.3332,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_22
11mar15_28feb15_PWD_f1_sp1_10.1_rev,105,7.7529,0.074118,0.34435,1,23,,,,,,,,,78,0.74941,5.2501,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.1_rev_23
11mar15_28feb15_PWD_f1_sp1_10.1_rev,79,7.4393,0.093664,0.33221,4,24,,,,,,,,,47,0.58665,0,56,0.7038,0,72,0.91097,11mar15_28feb15_PWD_f1_sp1_10.1_rev_24
11mar15_28feb15_PWD_f1_sp1_10.1_rev,88,12.9923,0.14736,0.39375,5,25,,,,,,,,,8,0.092674,0.31761,31,0.35297,0.98776,47,0.53455,11mar15_28feb15_PWD_f1_sp1_10.1_rev_25
11mar15_28feb15_PWD_f1_sp1_10.2_rev,95,6.5791,0.069355,0.4121,1,1,1,1,1,,1,34,,,34,0.35589,6.7956,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_1
11mar15_28feb15_PWD_f1_sp1_10.2_rev,103,5.8011,0.056453,0.36374,1,2,1,1,1,,1,40,,,40,0.3896,5.7644,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_2
11mar15_28feb15_PWD_f1_sp1_10.2_rev,100,11.6033,0.11599,0.35167,1,4,1,1,1,,1,73,,,73,0.73267,6.8032,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_4
11mar15_28feb15_PWD_f1_sp1_10.2_rev,121,8.6152,0.070936,0.35909,1,5,1,1,1,,1,56,,,56,0.46346,2.0816,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_5
11mar15_28feb15_PWD_f1_sp1_10.2_rev,123,5.4913,0.044734,0.37514,1,6,1,1,1,,1,99,,,99,0.80444,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_6
11mar15_28feb15_PWD_f1_sp1_10.2_rev,57,8.2423,0.14508,0.37475,1,7,1,1,1,,1,34,,,34,0.59155,8.8543,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_7
11mar15_28feb15_PWD_f1_sp1_10.2_rev,88,7.3263,0.083119,0.35433,1,8,1,1,1,,1,53,,,53,0.59796,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_8
11mar15_28feb15_PWD_f1_sp1_10.2_rev,126,9.4267,0.075076,0.36946,6,9,1,,,,,,,,7,0.05254,0.3463,39,0.31177,0,66,0.52939,11mar15_28feb15_PWD_f1_sp1_10.2_rev_9
11mar15_28feb15_PWD_f1_sp1_10.2_rev,108,7.0659,0.065146,0.36998,6,10,1,,,,,,,,18,0.17024,0,29,0.26757,0,37,0.34385,11mar15_28feb15_PWD_f1_sp1_10.2_rev_10
11mar15_28feb15_PWD_f1_sp1_10.2_rev,110,9.4419,0.085729,0.36393,7,11,1,,,,,,,,5,0.04165,0.86512,31,0.27852,0.33297,63,0.5753,11mar15_28feb15_PWD_f1_sp1_10.2_rev_11
11mar15_28feb15_PWD_f1_sp1_10.2_rev,171,3.438,0.020121,0.364,11,12,0,,,,,,,,1,0.0050891,0,30,0.1783,0,39,0.23025,11mar15_28feb15_PWD_f1_sp1_10.2_rev_12
11mar15_28feb15_PWD_f1_sp1_10.2_rev,111,6.9428,0.06259,0.38285,3,14,1,0,,,1,81,,,3,0.024887,0,81,0.73375,0,100,0.90372,11mar15_28feb15_PWD_f1_sp1_10.2_rev_14
11mar15_28feb15_PWD_f1_sp1_10.2_rev,79,7.0848,0.089419,0.32473,4,15,1,0,,,1,46,,,46,0.58241,0,55,0.69793,0,72,0.91002,11mar15_28feb15_PWD_f1_sp1_10.2_rev_15
11mar15_28feb15_PWD_f1_sp1_10.2_rev,138,9.1153,0.06628,0.35951,4,16,1,,,,,,,,24,0.17385,0.39616,79,0.57767,2.8578,88,0.64161,11mar15_28feb15_PWD_f1_sp1_10.2_rev_16
11mar15_28feb15_PWD_f1_sp1_10.2_rev,120,7.9984,0.066703,0.34172,5,17,1,,,,,,,,32,0.26704,0.29347,56,0.4693,0.88774,61,0.5067,11mar15_28feb15_PWD_f1_sp1_10.2_rev_17
11mar15_28feb15_PWD_f1_sp1_10.2_rev,124,9.0248,0.072507,0.36622,8,18,1,,,,,,,,7,0.053477,0.54771,14,0.1121,0.83757,37,0.2957,11mar15_28feb15_PWD_f1_sp1_10.2_rev_18
11mar15_28feb15_PWD_f1_sp1_10.2_rev,115,5.2675,0.045782,0.3451,5,20,1,,,,,,,,5,0.045782,2.4296,12,0.10685,1.4735,63,0.54888,11mar15_28feb15_PWD_f1_sp1_10.2_rev_20
11mar15_28feb15_PWD_f1_sp1_10.2_rev,72,8.2155,0.11392,0.35404,1,21,0,,,,,,,,32,0.44406,1.4792,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_21
11mar15_28feb15_PWD_f1_sp1_10.2_rev,91,9.6488,0.10569,0.37871,2,22,0,,,,,,,,20,0.22049,0,58,0.63758,0,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_22
11mar15_28feb15_PWD_f1_sp1_10.2_rev,109,7.2762,0.066805,0.37365,7,23,1,,,,,,,,19,0.17517,0.71732,27,0.25094,2.4322,41,0.37686,11mar15_28feb15_PWD_f1_sp1_10.2_rev_23
11mar15_28feb15_PWD_f1_sp1_10.2_rev,118,8.5324,0.072011,0.37449,1,24,1,1,1,,1,84,,,84,0.70787,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10.2_rev_24
11mar15_28feb15_PWD_f1_sp1_10_rev,81,5.1031,0.062676,0.41648,1,1,,,,,,,,,72,0.8786,1.1811,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_1
11mar15_28feb15_PWD_f1_sp1_10_rev,107,8.899,0.083427,0.44738,1,5,,,,,,,,,39,0.36299,4.7382,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_5
11mar15_28feb15_PWD_f1_sp1_10_rev,102,5.3939,0.052905,0.446,1,6,,,,,,,,,78,0.76776,2.7318,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_6
11mar15_28feb15_PWD_f1_sp1_10_rev,95,6.7564,0.071396,0.41833,1,7,,,,,,,,,34,0.35851,6.8175,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_7
11mar15_28feb15_PWD_f1_sp1_10_rev,69,6.4726,0.094091,0.44751,1,8,,,,,,,,,20,0.29499,6.7669,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_8
11mar15_28feb15_PWD_f1_sp1_10_rev,78,14.4138,0.18576,0.42687,3,11,,,,,,,,,20,0.25141,0.29406,25,0.31789,0,59,0.75617,11mar15_28feb15_PWD_f1_sp1_10_rev_11
11mar15_28feb15_PWD_f1_sp1_10_rev,103,5.8028,0.056081,0.37202,1,12,,,,,,,,,40,0.39095,4.8269,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_12
11mar15_28feb15_PWD_f1_sp1_10_rev,139,7.0844,0.051061,0.40283,1,14,,,,,,,,,79,0.57175,10.4973,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_14
11mar15_28feb15_PWD_f1_sp1_10_rev,99,11.3108,0.11377,0.35923,1,15,,,,,,,,,73,0.72967,5.8883,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_15
11mar15_28feb15_PWD_f1_sp1_10_rev,121,8.6167,0.070949,0.36609,1,17,,,,,,,,,56,0.46343,1.5986,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_17
11mar15_28feb15_PWD_f1_sp1_10_rev,116,7.7784,0.067216,0.39241,1,19,,,,,,,,,81,0.70242,4.359,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_19
11mar15_28feb15_PWD_f1_sp1_10_rev,123,5.2436,0.042729,0.38162,1,20,,,,,,,,,99,0.80437,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_20
11mar15_28feb15_PWD_f1_sp1_10_rev,58,8.2215,0.14145,0.38581,1,21,,,,,,,,,34,0.58291,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_21
11mar15_28feb15_PWD_f1_sp1_10_rev,88,7.6841,0.087288,0.35917,1,22,,,,,,,,,53,0.60504,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_22
11mar15_28feb15_PWD_f1_sp1_10_rev,40,5.1891,0.1285,0.35605,2,23,,,,,,,,,27,0.67758,4.5593,34,0.8349,9.4194,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_23
11mar15_28feb15_PWD_f1_sp1_10_rev,125,9.0435,0.072122,0.37615,6,24,,,,,,,,,6,0.050376,0,39,0.30997,0,66,0.52955,11mar15_28feb15_PWD_f1_sp1_10_rev_24
11mar15_28feb15_PWD_f1_sp1_10_rev,112,4.9848,0.044493,0.40476,1,25,,,,,,,,,43,0.38672,4.1073,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_25
11mar15_28feb15_PWD_f1_sp1_10_rev,109,7.1055,0.065056,0.37678,5,26,,,,,,,,,19,0.16943,0,29,0.26383,0,37,0.33927,11mar15_28feb15_PWD_f1_sp1_10_rev_26
11mar15_28feb15_PWD_f1_sp1_10_rev,110,9.4447,0.085702,0.36803,6,27,,,,,,,,,5,0.043903,0.51143,31,0.27835,0.13553,63,0.57497,11mar15_28feb15_PWD_f1_sp1_10_rev_27
11mar15_28feb15_PWD_f1_sp1_10_rev,52,9.6503,0.18462,0.3757,1,28,,,,,,,,,37,0.71083,8.8097,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_28
11mar15_28feb15_PWD_f1_sp1_10_rev,171,3.2938,0.019255,0.37101,11,29,,,,,,,,,1,0.0034388,0,31,0.18015,0,39,0.22763,11mar15_28feb15_PWD_f1_sp1_10_rev_29
11mar15_28feb15_PWD_f1_sp1_10_rev,105,7.4095,0.070844,0.33923,1,30,,,,,,,,,78,0.74803,5.5083,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_30
11mar15_28feb15_PWD_f1_sp1_10_rev,111,6.7957,0.061308,0.39014,2,31,,,,,,,,,3,0.024903,0,81,0.72945,0,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_31
11mar15_28feb15_PWD_f1_sp1_10_rev,79,7.0837,0.089411,0.3285,3,32,,,,,,,,,46,0.58237,0,55,0.69794,0,72,0.91006,11mar15_28feb15_PWD_f1_sp1_10_rev_32
11mar15_28feb15_PWD_f1_sp1_10_rev,137,8.9504,0.065325,0.36938,2,33,,,,,,,,,79,0.57722,2.281,88,0.64212,2.3005,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_33
11mar15_28feb15_PWD_f1_sp1_10_rev,120,7.5406,0.063021,0.34755,4,34,,,,,,,,,56,0.46738,0.49436,60,0.5007,1.6598,90,0.75397,11mar15_28feb15_PWD_f1_sp1_10_rev_34
11mar15_28feb15_PWD_f1_sp1_10_rev,125,9.0251,0.072449,0.373,7,35,,,,,,,,,7,0.053445,0.34442,14,0.112,0.54771,37,0.29544,11mar15_28feb15_PWD_f1_sp1_10_rev_35
11mar15_28feb15_PWD_f1_sp1_10_rev,115,5.2685,0.045731,0.35222,4,37,,,,,,,,,6,0.048805,1.6427,12,0.1058,0.88407,67,0.58075,11mar15_28feb15_PWD_f1_sp1_10_rev_37
11mar15_28feb15_PWD_f1_sp1_10_rev,72,8.2147,0.11477,0.36268,1,38,,,,,,,,,32,0.44541,1.0161,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_38
11mar15_28feb15_PWD_f1_sp1_10_rev,91,9.7554,0.10669,0.384,2,39,,,,,,,,,20,0.21788,0,58,0.63541,0,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_39
11mar15_28feb15_PWD_f1_sp1_10_rev,109,6.9215,0.063697,0.37793,5,40,,,,,,,,,19,0.17326,0.37896,27,0.24918,1.7661,41,0.37313,11mar15_28feb15_PWD_f1_sp1_10_rev_40
11mar15_28feb15_PWD_f1_sp1_10_rev,119,9.299,0.07818,0.37922,1,41,,,,,,,,,85,0.71072,0,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_10_rev_41
11mar15_28feb15_PWD_f1_sp1_11.1_rev,113,5.5139,0.04881,0.35744,1,2,,,,,,,,,54,0.47466,2.2443,NA,NA,NA,NA,NA,11mar15_28feb15_PWD_f1_sp1_11.1_rev_2
