fileName,centromere_ABS_Position,centromere_PER_Position,avergeRED,chromosomeLength,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3
5jun18_21may18_KAZ_m2_sp1_19.2_rev,4.683,0.061901,0.52934,76,1,17,5jun18_21may18_KAZ_m2_sp1_19.2_rev_17,1,1,,,1,49,,
5jun18_21may18_KAZ_m2_sp1_19.2_rev,5.6431,0.081035,0.61223,70,1,3,5jun18_21may18_KAZ_m2_sp1_19.2_rev_3,1,1,,,1,65,,
5jun18_21may18_KAZ_m2_sp1_19.2_rev,4.9805,0.055877,0.59246,89,2,4,5jun18_21may18_KAZ_m2_sp1_19.2_rev_4,1,0,,,1,69,,
5jun18_21may18_KAZ_m2_sp1_19.2_rev,4.8485,0.042255,0.56317,115,3,5,5jun18_21may18_KAZ_m2_sp1_19.2_rev_5,1,0,,fainter foci,1,75,,
5jun18_21may18_KAZ_m2_sp1_19.2_rev,4.7409,0.064156,0.55973,74,1,6,5jun18_21may18_KAZ_m2_sp1_19.2_rev_6,1,1,,,1,62,,
5jun18_21may18_KAZ_m2_sp1_19.2_rev,4.3077,0.041387,0.53368,104,2,8,5jun18_21may18_KAZ_m2_sp1_19.2_rev_8,1,1,,,1,65,,
5jun18_21may18_KAZ_m2_sp1_19.2_rev,4.985,0.053699,0.50582,93,1,9,5jun18_21may18_KAZ_m2_sp1_19.2_rev_9,1,1,,,1,52,,
5jun18_21may18_KAZ_m2_sp1_2_rev,7.0552,0.071662,0.6143,98,1,10,5jun18_21may18_KAZ_m2_sp1_2_rev_10,1,1,,,1,81,,
5jun18_21may18_KAZ_m2_sp1_2_rev,3.6923,0.054237,0.62988,68,1,11,5jun18_21may18_KAZ_m2_sp1_2_rev_11,1,1,,,1,41,,
5jun18_21may18_KAZ_m2_sp1_2_rev,6.043,0.077414,0.57662,78,1,13,5jun18_21may18_KAZ_m2_sp1_2_rev_13,1,1,,,1,74,,
5jun18_21may18_KAZ_m2_sp1_2_rev,4.8916,0.058303,0.58297,84,2,14,5jun18_21may18_KAZ_m2_sp1_2_rev_14,1,0,,,1,49,,
5jun18_21may18_KAZ_m2_sp1_2_rev,4,0.046759,0.56704,86,1,15,5jun18_21may18_KAZ_m2_sp1_2_rev_15,1,1,,,1,81,,
5jun18_21may18_KAZ_m2_sp1_2_rev,5.5392,0.10752,0.62705,52,3,6,5jun18_21may18_KAZ_m2_sp1_2_rev_6,1,0,,,1,41,,
5jun18_21may18_KAZ_m2_sp1_2_rev,3.2787,0.034936,0.59562,94,1,8,5jun18_21may18_KAZ_m2_sp1_2_rev_8,1,1,,,1,38,,
5jun18_21may18_KAZ_m2_sp1_2_rev,7.57,0.059717,0.61246,127,1,9,5jun18_21may18_KAZ_m2_sp1_2_rev_9,1,1,,,1,82,,
5jun18_21may18_KAZ_m2_sp1_20_rev,5.7869,0.12401,0.60343,47,1,10,5jun18_21may18_KAZ_m2_sp1_20_rev_10,1,1,,,1,29,,
5jun18_21may18_KAZ_m2_sp1_20_rev,3.6923,0.036772,0.565,100,1,11,5jun18_21may18_KAZ_m2_sp1_20_rev_11,1,1,,,1,56,,
5jun18_21may18_KAZ_m2_sp1_20_rev,5.7533,0.07501,0.59664,77,2,12,5jun18_21may18_KAZ_m2_sp1_20_rev_12,1,0,,,1,69,,
5jun18_21may18_KAZ_m2_sp1_20_rev,5.2959,0.078576,0.5908,67,1,2,5jun18_21may18_KAZ_m2_sp1_20_rev_2,1,1,,,1,34,,
5jun18_21may18_KAZ_m2_sp1_20_rev,4.127,0.047985,0.58808,86,3,3,5jun18_21may18_KAZ_m2_sp1_20_rev_3,1,0,,,1,73,,
5jun18_21may18_KAZ_m2_sp1_20_rev,2.7273,0.043577,0.61329,63,3,5,5jun18_21may18_KAZ_m2_sp1_20_rev_5,1,0,,SC kinda squiggly,1,48,,
5jun18_21may18_KAZ_m2_sp1_20_rev,4.7359,0.051852,0.57601,91,1,9,5jun18_21may18_KAZ_m2_sp1_20_rev_9,1,1,,,1,68,,
5jun18_21may18_KAZ_m2_sp1_21_rev,3.9801,0.040394,0.60238,99,2,1,5jun18_21may18_KAZ_m2_sp1_21_rev_1,1,1,,,1,67,,
5jun18_21may18_KAZ_m2_sp1_21_rev,3.662,0.050679,0.57336,72,1,14,5jun18_21may18_KAZ_m2_sp1_21_rev_14,1,1,,,1,27,,
5jun18_21may18_KAZ_m2_sp1_21_rev,2.9644,0.045254,0.56302,66,2,15,5jun18_21may18_KAZ_m2_sp1_21_rev_15,1,0,,,1,32,,
5jun18_21may18_KAZ_m2_sp1_21_rev,2.3188,0.024467,0.6144,95,2,4,5jun18_21may18_KAZ_m2_sp1_21_rev_4,1,0,,,1,87,,
5jun18_21may18_KAZ_m2_sp1_21_rev,3.941,0.037743,0.63463,104,1,7,5jun18_21may18_KAZ_m2_sp1_21_rev_7,1,1,,,1,83,,
5jun18_21may18_KAZ_m2_sp1_21_rev,4.2288,0.051983,0.6188,81,1,9,5jun18_21may18_KAZ_m2_sp1_21_rev_9,1,1,,,1,81,,
5jun18_21may18_KAZ_m2_sp1_3_rev,3.1429,0.065919,0.56371,48,1,11,5jun18_21may18_KAZ_m2_sp1_3_rev_11,1,1,,,1,36,,
5jun18_21may18_KAZ_m2_sp1_3_rev,4.9876,0.05713,0.55392,87,1,12,5jun18_21may18_KAZ_m2_sp1_3_rev_12,1,1,,,1,29,,
5jun18_21may18_KAZ_m2_sp1_3_rev,3.8266,0.055226,0.5336,69,1,13,5jun18_21may18_KAZ_m2_sp1_3_rev_13,1,1,,,1,58,,
5jun18_21may18_KAZ_m2_sp1_3_rev,5.0169,0.084414,0.5577,59,5,15,5jun18_21may18_KAZ_m2_sp1_3_rev_15,1,0,,"very faint foci, almost non-foci",1,36,,
5jun18_21may18_KAZ_m2_sp1_3_rev,4.2976,0.06313,0.53351,68,1,16,5jun18_21may18_KAZ_m2_sp1_3_rev_16,1,1,,,1,36,,
5jun18_21may18_KAZ_m2_sp1_3_rev,3.0303,0.038679,0.56074,78,1,4,5jun18_21may18_KAZ_m2_sp1_3_rev_4,1,1,,,1,50,,
5jun18_21may18_KAZ_m2_sp1_3_rev,5.9335,0.074577,0.5602,80,6,6,5jun18_21may18_KAZ_m2_sp1_3_rev_6,1,0,,,1,53,,
5jun18_21may18_KAZ_m2_sp1_3_rev,3.1884,0.036849,0.54319,87,1,9,5jun18_21may18_KAZ_m2_sp1_3_rev_9,1,1,,,1,83,,
5jun18_21may18_KAZ_m2_sp1_4_rev,3.8806,0.047324,0.5875,82,6,13,5jun18_21may18_KAZ_m2_sp1_4_rev_13,1,0,,,1,77,,
5jun18_21may18_KAZ_m2_sp1_4_rev,5.2715,0.095287,0.6932,55,3,2,5jun18_21may18_KAZ_m2_sp1_4_rev_2,1,0,,,1,34,,
5jun18_21may18_KAZ_m2_sp1_4_rev,6.0563,0.072688,0.67648,83,6,3,5jun18_21may18_KAZ_m2_sp1_4_rev_3,1,0,,,1,55,,
5jun18_21may18_KAZ_m2_sp1_4_rev,5.2415,0.065548,0.6763,80,2,9,5jun18_21may18_KAZ_m2_sp1_4_rev_9,1,0,,,1,68,,
5jun18_21may18_KAZ_m2_sp1_5.1_rev,3.4571,0.046432,0.57837,74,5,2,5jun18_21may18_KAZ_m2_sp1_5.1_rev_2,1,0,,,1,29,,
5jun18_21may18_KAZ_m2_sp1_5.1_rev,2.2222,0.035298,0.57757,63,1,6,5jun18_21may18_KAZ_m2_sp1_5.1_rev_6,1,1,,,1,53,,
5jun18_21may18_KAZ_m2_sp1_5.1_rev,4.1176,0.058398,0.53685,71,7,9,5jun18_21may18_KAZ_m2_sp1_5.1_rev_9,1,0,,,1,41,,
5jun18_21may18_KAZ_m2_sp1_6_rev,2.8306,0.033443,0.6906,85,2,1,5jun18_21may18_KAZ_m2_sp1_6_rev_1,1,0,,maybe duplicate?,1,68,,
5jun18_21may18_KAZ_m2_sp1_6_rev,4.4248,0.066133,0.6522,67,5,10,5jun18_21may18_KAZ_m2_sp1_6_rev_10,1,0,,,1,31,,
5jun18_21may18_KAZ_m2_sp1_6_rev,7.3028,0.095051,0.67284,77,2,4,5jun18_21may18_KAZ_m2_sp1_6_rev_4,1,0,,,1,48,,
5jun18_21may18_KAZ_m2_sp1_6_rev,3.0986,0.04995,0.69091,62,4,6,5jun18_21may18_KAZ_m2_sp1_6_rev_6,1,0,,,1,53,,
5jun18_21may18_KAZ_m2_sp1_6_rev,5.9762,0.128,0.6914,47,1,9,5jun18_21may18_KAZ_m2_sp1_6_rev_9,1,0,,,1,39,,
5jun18_21may18_KAZ_m2_sp1_7_rev,4.7856,0.091158,0.64286,52,2,11,5jun18_21may18_KAZ_m2_sp1_7_rev_11,1,0,,,1,41,,
5jun18_21may18_KAZ_m2_sp1_7_rev,4.9457,0.050787,0.64923,97,4,4,5jun18_21may18_KAZ_m2_sp1_7_rev_4,1,0,,,1,83,,
5jun18_21may18_KAZ_m2_sp1_7_rev,4.2871,0.047897,0.63106,90,3,7,5jun18_21may18_KAZ_m2_sp1_7_rev_7,1,0,,other faint foci toward end,1,12,,
5jun18_21may18_KAZ_m2_sp1_8.1_rev,3.1884,0.029837,0.55817,107,1,10,5jun18_21may18_KAZ_m2_sp1_8.1_rev_10,1,1,,,1,59,,
5jun18_21may18_KAZ_m2_sp1_8.1_rev,5.2417,0.05164,0.54414,102,1,12,5jun18_21may18_KAZ_m2_sp1_8.1_rev_12,1,1,,,1,92,,
5jun18_21may18_KAZ_m2_sp1_8.1_rev,3.3333,0.0401,0.60901,83,9,2,5jun18_21may18_KAZ_m2_sp1_8.1_rev_2,1,0,,,1,32,,
5jun18_21may18_KAZ_m2_sp1_8.1_rev,2.9622,0.044427,0.66232,67,4,4,5jun18_21may18_KAZ_m2_sp1_8.1_rev_4,1,0,,,1,54,,
5jun18_21may18_KAZ_m2_sp1_8.1_rev,2.8125,0.029214,0.63068,96,1,8,5jun18_21may18_KAZ_m2_sp1_8.1_rev_8,1,1,,,1,65,,
5jun18_21may18_KAZ_m2_sp1_8.2_rev,3.8806,0.033464,0.62435,116,9,1,5jun18_21may18_KAZ_m2_sp1_8.2_rev_1,1,0,,,1,33,,
5jun18_21may18_KAZ_m2_sp1_8.2_rev,5.9904,0.12139,0.65845,49,4,10,5jun18_21may18_KAZ_m2_sp1_8.2_rev_10,1,0,,,1,39,,
5jun18_21may18_KAZ_m2_sp1_8.2_rev,5.7801,0.046673,0.62397,124,1,11,5jun18_21may18_KAZ_m2_sp1_8.2_rev_11,1,1,,,1,100,,
5jun18_21may18_KAZ_m2_sp1_8.2_rev,5.6404,0.060615,0.66649,93,1,2,5jun18_21may18_KAZ_m2_sp1_8.2_rev_2,1,1,,,1,87,,
5jun18_21may18_KAZ_m2_sp1_8.2_rev,5.3731,0.083375,0.68595,64,2,6,5jun18_21may18_KAZ_m2_sp1_8.2_rev_6,1,0,,,1,60,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,4.665,0.068848,0.54074,68,1,1,5jun18_21may18_KAZ_m2_sp1_8.3_rev_1,1,1,,(possible duplicates?),1,10,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,2.7692,0.055124,0.42227,50,1,10,5jun18_21may18_KAZ_m2_sp1_8.3_rev_10,1,1,,,1,45,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,4.4303,0.050109,0.46131,88,1,11,5jun18_21may18_KAZ_m2_sp1_8.3_rev_11,1,1,,,1,73,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,6.3023,0.093104,0.41821,68,1,14,5jun18_21may18_KAZ_m2_sp1_8.3_rev_14,1,1,,,1,56,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,7.5256,0.075017,0.4469,100,2,6,5jun18_21may18_KAZ_m2_sp1_8.3_rev_6,1,1,,,1,96,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,4.484,0.044712,0.47348,100,2,7,5jun18_21may18_KAZ_m2_sp1_8.3_rev_7,1,0,,maybe werid twist in SC isolation,1,44,,
5jun18_21may18_KAZ_m2_sp1_8.3_rev,5.8775,0.048914,0.41856,120,2,9,5jun18_21may18_KAZ_m2_sp1_8.3_rev_9,1,0,,,1,102,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,3.4758,0.058027,0.62882,60,3,1,5jun18_21may18_KAZ_m2_sp1_9.2_rev_1,1,0,,,1,34,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,4.8521,0.073847,0.49877,66,3,12,5jun18_21may18_KAZ_m2_sp1_9.2_rev_12,1,0,,,1,46,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,3,0.032972,0.49995,91,3,14,5jun18_21may18_KAZ_m2_sp1_9.2_rev_14,1,0,,,1,65,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,3.2492,0.044623,0.50199,73,4,15,5jun18_21may18_KAZ_m2_sp1_9.2_rev_15,1,0,,,1,69,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,4.1349,0.059872,0.53279,69,1,2,5jun18_21may18_KAZ_m2_sp1_9.2_rev_2,1,1,,,1,61,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,2.9398,0.038326,0.58072,77,2,5,5jun18_21may18_KAZ_m2_sp1_9.2_rev_5,1,0,,,1,23,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,3.5568,0.074108,0.52997,48,1,7,5jun18_21may18_KAZ_m2_sp1_9.2_rev_7,1,1,,,1,41,,
5jun18_21may18_KAZ_m2_sp1_9.2_rev,3.945,0.046904,0.51776,84,3,8,5jun18_21may18_KAZ_m2_sp1_9.2_rev_8,1,0,,,1,62,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,8.835,0.15956,0.48065,55,1,1,7feb18_11jan18_KAZ_m4_sp1_10_rev_1,1,1,1,,1,22,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,5.0452,0.041873,0.42673,120,9,10,7feb18_11jan18_KAZ_m4_sp1_10_rev_10,1,0,0,,1,65,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,4.7276,0.053631,0.45795,88,1,13,7feb18_11jan18_KAZ_m4_sp1_10_rev_13,1,1,1,,1,80,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,7.2865,0.09612,0.4678,76,2,15,7feb18_11jan18_KAZ_m4_sp1_10_rev_15,1,0,0,,1,46,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,4.3393,0.053482,0.48313,81,2,2,7feb18_11jan18_KAZ_m4_sp1_10_rev_2,1,0,0,,1,59,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,3.7668,0.046654,0.48405,81,1,4,7feb18_11jan18_KAZ_m4_sp1_10_rev_4,1,1,1,,1,71,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,6.9314,0.058188,0.44971,119,8,8,7feb18_11jan18_KAZ_m4_sp1_10_rev_8,1,0,0,,1,35,,
7feb18_11jan18_KAZ_m4_sp1_10_rev,5.3162,0.074046,0.47593,72,1,9,7feb18_11jan18_KAZ_m4_sp1_10_rev_9,1,1,1,,1,62,,
7feb18_11jan18_KAZ_m4_sp1_11_rev,11.3016,0.15722,0.80775,72,4,10,7feb18_11jan18_KAZ_m4_sp1_11_rev_10,1,0,0,"channels slightly offset, this might affect the centromere estimates",1,60,,
7feb18_11jan18_KAZ_m4_sp1_11_rev,0.27397,0.0033107,0.66286,83,1,16,7feb18_11jan18_KAZ_m4_sp1_11_rev_16,1,1,1,,1,79,,
7feb18_11jan18_KAZ_m4_sp1_11_rev,11.8359,0.17502,0.6648,68,5,18,7feb18_11jan18_KAZ_m4_sp1_11_rev_18,1,0,0,,1,35,,
7feb18_11jan18_KAZ_m4_sp1_11_rev,14.0112,0.16208,0.82076,86,1,4,7feb18_11jan18_KAZ_m4_sp1_11_rev_4,1,1,1,,1,27,,
7feb18_11jan18_KAZ_m4_sp1_11_rev,9.8654,0.097132,0.80493,102,2,7,7feb18_11jan18_KAZ_m4_sp1_11_rev_7,1,0,0,,1,92,,
7feb18_11jan18_KAZ_m4_sp1_12_rev,2.5397,0.028068,0.42584,90,8,17,7feb18_11jan18_KAZ_m4_sp1_12_rev_17,1,,,,1,71,,
7feb18_11jan18_KAZ_m4_sp1_13_rev,4.7734,0.10887,0.57436,44,1,1,7feb18_11jan18_KAZ_m4_sp1_13_rev_1,1,1,1,,1,27,,
7feb18_11jan18_KAZ_m4_sp1_13_rev,5.622,0.080035,0.50389,70,4,10,7feb18_11jan18_KAZ_m4_sp1_13_rev_10,1,0,0,maybe a foci near centromere,1,65,,
7feb18_11jan18_KAZ_m4_sp1_13_rev,5.0793,0.074543,0.48639,68,2,15,7feb18_11jan18_KAZ_m4_sp1_13_rev_15,1,0,0,,1,61,,
7feb18_11jan18_KAZ_m4_sp1_13_rev,5.2965,0.053805,0.56425,98,9,4,7feb18_11jan18_KAZ_m4_sp1_13_rev_4,1,0,0,,1,79,,
7feb18_11jan18_KAZ_m4_sp1_13_rev,3.7408,0.052149,0.52444,72,2,8,7feb18_11jan18_KAZ_m4_sp1_13_rev_8,1,0,0,,1,67,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,5.193,0.057271,0.62875,91,6,1,7feb18_11jan18_KAZ_m4_sp1_14_rev_1,1,0,0,,1,86,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,5.6503,0.064458,0.60031,88,5,10,7feb18_11jan18_KAZ_m4_sp1_14_rev_10,1,0,0,,1,82,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,4.1333,0.075295,0.55155,55,6,15,7feb18_11jan18_KAZ_m4_sp1_14_rev_15,1,0,0,,1,15,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,5.0048,0.051317,0.6335,98,8,3,7feb18_11jan18_KAZ_m4_sp1_14_rev_3,1,0,0,,1,51,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,4.1176,0.037655,0.61538,109,10,4,7feb18_11jan18_KAZ_m4_sp1_14_rev_4,1,0,0,,1,49,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,5.7599,0.056885,0.58533,101,10,6,7feb18_11jan18_KAZ_m4_sp1_14_rev_6,1,0,0,,1,98,,
7feb18_11jan18_KAZ_m4_sp1_14_rev,2.6866,0.041242,0.59613,65,5,8,7feb18_11jan18_KAZ_m4_sp1_14_rev_8,1,0,0,,1,42,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,4.6858,0.045608,0.76372,103,3,10,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_10,1,0,0,,1,82,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,4.3432,0.045894,0.71668,95,11,13,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_13,1,0,0,,1,54,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,3.5841,0.03611,0.68556,99,6,14,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_14,1,0,0,,1,65,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,6.1038,0.088184,0.71551,69,5,15,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_15,1,0,0,,1,62,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,3.3846,0.053954,0.70532,63,6,16,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_16,1,0,0,,1,38,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,2.8986,0.032729,0.65248,89,4,18,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_18,1,0,0,,1,42,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,2.5,0.029943,0.76414,83,3,3,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_3,1,0,0,,1,22,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,7.0625,0.14416,0.81304,49,3,4,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_4,1,0,0,,1,38,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,1.7241,0.01664,0.74036,104,11,6,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_6,1,0,0,,1,53,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,2.5352,0.024169,0.7863,105,11,7,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_7,1,0,0,,1,100,,
7feb18_11jan18_KAZ_m4_sp1_16.1_rev,4.7977,0.10576,0.77093,45,1,8,7feb18_11jan18_KAZ_m4_sp1_16.1_rev_8,1,1,1,,1,17,,
7feb18_11jan18_KAZ_m4_sp1_16.2_rev,4.4571,0.046846,0.64681,95,8,10,7feb18_11jan18_KAZ_m4_sp1_16.2_rev_10,1,0,0,the end is kinda kinked at the end,1,70,,
7feb18_11jan18_KAZ_m4_sp1_16.2_rev,5.4026,0.096157,0.60615,56,3,12,7feb18_11jan18_KAZ_m4_sp1_16.2_rev_12,1,0,0,,1,47,,
7feb18_11jan18_KAZ_m4_sp1_16.2_rev,7.0588,0.086931,0.51548,81,4,13,7feb18_11jan18_KAZ_m4_sp1_16.2_rev_13,1,0,0,,1,66,,
7feb18_11jan18_KAZ_m4_sp1_16.2_rev,5.1815,0.086654,0.5832,60,3,14,7feb18_11jan18_KAZ_m4_sp1_16.2_rev_14,1,0,0,,1,19,,
7feb18_11jan18_KAZ_m4_sp1_16.2_rev,5.6275,0.076768,0.66179,73,2,2,7feb18_11jan18_KAZ_m4_sp1_16.2_rev_2,1,0,0,,1,63,,
7feb18_11jan18_KAZ_m4_sp1_16.2_rev,4.8856,0.044763,0.58751,109,1,5,7feb18_11jan18_KAZ_m4_sp1_16.2_rev_5,1,1,1,,1,91,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,4.0676,0.097976,0.47778,42,1,1,7feb18_11jan18_KAZ_m4_sp1_17_rev_1,1,1,1,,1,33,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,5.5769,0.074569,0.49573,75,6,11,7feb18_11jan18_KAZ_m4_sp1_17_rev_11,1,0,0,,1,69,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,4.6568,0.065434,0.46926,71,1,13,7feb18_11jan18_KAZ_m4_sp1_17_rev_13,1,1,1,,1,66,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,4.058,0.077666,0.4774,52,3,14,7feb18_11jan18_KAZ_m4_sp1_17_rev_14,1,0,0,sec fainter foci,1,42,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,5.8611,0.089673,0.47785,65,1,5,7feb18_11jan18_KAZ_m4_sp1_17_rev_5,1,1,1,,1,58,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,5.2733,0.075599,0.49062,70,4,6,7feb18_11jan18_KAZ_m4_sp1_17_rev_6,1,0,0,,1,59,,
7feb18_11jan18_KAZ_m4_sp1_17_rev,3.8351,0.038868,0.46385,99,2,9,7feb18_11jan18_KAZ_m4_sp1_17_rev_9,1,0,0,,1,28,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,3.75,0.082589,0.60906,45,1,11,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_11,1,1,1,,1,26,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,4.4543,0.046296,0.52656,96,9,12,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_12,1,0,0,,1,95,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,5.8376,0.060642,0.49705,96,2,13,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_13,1,0,0,,1,72,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,4.0403,0.053039,0.53518,76,1,14,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_14,1,0,0,,1,39,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,5.4069,0.10017,0.50906,54,3,16,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_16,1,0,0,,1,47,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,4.6233,0.066879,0.63059,69,5,4,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_4,1,0,0,,1,39,,
7feb18_11jan18_KAZ_m4_sp1_18.1_rev,4.7342,0.043489,0.55691,109,1,7,7feb18_11jan18_KAZ_m4_sp1_18.1_rev_7,1,1,1,,1,93,,
7feb18_11jan18_KAZ_m4_sp1_18.2_rev,5.4013,0.059076,0.4955,91,6,12,7feb18_11jan18_KAZ_m4_sp1_18.2_rev_12,1,0,0,,1,49,,
7feb18_11jan18_KAZ_m4_sp1_18.2_rev,5.0749,0.087131,0.49542,58,4,13,7feb18_11jan18_KAZ_m4_sp1_18.2_rev_13,1,0,0,,1,31,,
7feb18_11jan18_KAZ_m4_sp1_18.2_rev,5.0817,0.06727,0.44523,76,4,16,7feb18_11jan18_KAZ_m4_sp1_18.2_rev_16,1,0,0,,1,58,,
7feb18_11jan18_KAZ_m4_sp1_18.2_rev,4.275,0.096585,0.43292,44,5,17,7feb18_11jan18_KAZ_m4_sp1_18.2_rev_17,1,0,0,,1,24,,
7feb18_11jan18_KAZ_m4_sp1_19_rev,6.8034,0.082375,0.55894,83,6,12,7feb18_11jan18_KAZ_m4_sp1_19_rev_12,1,0,0,,1,46,,
7feb18_11jan18_KAZ_m4_sp1_19_rev,4.2059,0.048435,0.51195,87,5,18,7feb18_11jan18_KAZ_m4_sp1_19_rev_18,1,0,0,,1,52,,
7feb18_11jan18_KAZ_m4_sp1_19_rev,4.4689,0.068343,0.46608,65,2,19,7feb18_11jan18_KAZ_m4_sp1_19_rev_19,1,0,0,,1,20,,
7feb18_11jan18_KAZ_m4_sp1_19_rev,3.384,0.034122,0.5479,99,9,6,7feb18_11jan18_KAZ_m4_sp1_19_rev_6,1,0,0,,1,80,,
7feb18_11jan18_KAZ_m4_sp1_19_rev,4.8139,0.057356,0.57142,84,4,7,7feb18_11jan18_KAZ_m4_sp1_19_rev_7,1,0,0,,1,20,,
7feb18_11jan18_KAZ_m4_sp1_19_rev,4.8309,0.073458,0.56055,66,4,8,7feb18_11jan18_KAZ_m4_sp1_19_rev_8,1,0,0,,1,59,,
7feb18_11jan18_KAZ_m4_sp1_2_rev,4.6496,0.065759,0.56353,71,3,1,7feb18_11jan18_KAZ_m4_sp1_2_rev_1,1,0,0,,1,56,,
7feb18_11jan18_KAZ_m4_sp1_2_rev,3.9764,0.082186,0.54918,48,5,5,7feb18_11jan18_KAZ_m4_sp1_2_rev_5,1,0,0,,1,29,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,6.8845,0.070926,0.58351,97,1,1,7feb18_11jan18_KAZ_m4_sp1_22_rev_1,1,1,1,great cell,1,47,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,7.3252,0.088915,0.54838,82,1,10,7feb18_11jan18_KAZ_m4_sp1_22_rev_10,1,1,1,,1,76,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,5.2676,0.096949,0.53779,54,1,11,7feb18_11jan18_KAZ_m4_sp1_22_rev_11,1,1,1,,1,32,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,5.7386,0.069047,0.50599,83,1,12,7feb18_11jan18_KAZ_m4_sp1_22_rev_12,1,1,1,,1,64,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,8.536,0.1192,0.51967,72,1,13,7feb18_11jan18_KAZ_m4_sp1_22_rev_13,1,1,1,,1,25,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,5.2698,0.056312,0.52039,94,1,14,7feb18_11jan18_KAZ_m4_sp1_22_rev_14,1,1,1,,1,82,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,5.0985,0.053337,0.50758,96,1,15,7feb18_11jan18_KAZ_m4_sp1_22_rev_15,1,1,1,,1,78,,
7feb18_11jan18_KAZ_m4_sp1_22_rev,5.5458,0.054224,0.59558,102,4,2,7feb18_11jan18_KAZ_m4_sp1_22_rev_2,1,0,0,twist,1,54,,
