fileName,centromere_ABS_Position,centromere_PER_Position,avergeRED,chromosomeLength,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3
20jul15_18may15_PWD_m2_sp1_10.2_rev,4.9668,0.05716,0.56517,87,9,18,20jul15_18may15_PWD_m2_sp1_10.2_rev_18,1,0,0,,1,33,,
20jul15_18may15_PWD_m2_sp1_11_rev,5.9231,0.082059,0.81449,72,1,12,20jul15_18may15_PWD_m2_sp1_11_rev_12,1,1,1,,1,48,,
20jul15_18may15_PWD_m2_sp1_11_rev,6.1263,0.057525,0.7714,106,3,15,20jul15_18may15_PWD_m2_sp1_11_rev_15,1,0,0,,1,82,,
20jul15_18may15_PWD_m2_sp1_11_rev,4.5304,0.035892,0.73691,126,2,16,20jul15_18may15_PWD_m2_sp1_11_rev_16,1,0,0,,1,82,,
20jul15_18may15_PWD_m2_sp1_11_rev,5.2706,0.063799,0.75619,83,2,18,20jul15_18may15_PWD_m2_sp1_11_rev_18,1,0,0,,1,63,,
20jul15_18may15_PWD_m2_sp1_11_rev,7.0875,0.084049,0.84274,84,1,7,20jul15_18may15_PWD_m2_sp1_11_rev_7,1,1,1,,1,59,,
20jul15_18may15_PWD_m2_sp1_13_rev,7.5685,0.1469,0.58417,52,2,15,20jul15_18may15_PWD_m2_sp1_13_rev_15,1,0,0,,1,46,,
20jul15_18may15_PWD_m2_sp1_13_rev,7.4854,0.085303,0.56705,88,8,19,20jul15_18may15_PWD_m2_sp1_13_rev_19,1,0,,,1,36,,
20jul15_18may15_PWD_m2_sp1_13_rev,6.8056,0.11361,0.66639,60,1,2,20jul15_18may15_PWD_m2_sp1_13_rev_2,1,1,1,,1,49,,
20jul15_18may15_PWD_m2_sp1_13_rev,4.2945,0.051984,0.62142,83,1,4,20jul15_18may15_PWD_m2_sp1_13_rev_4,1,1,1,might be strange twist in the SC,1,58,,
20jul15_18may15_PWD_m2_sp1_14.2_rev,5.533,0.087232,0.48605,63,3,6,20jul15_18may15_PWD_m2_sp1_14.2_rev_6,1,0,0,,1,28,,
20jul15_18may15_PWD_m2_sp1_14.2_rev,4.6284,0.069267,0.49336,67,1,9,20jul15_18may15_PWD_m2_sp1_14.2_rev_9,1,1,1,,1,38,,
20jul15_18may15_PWD_m2_sp1_15.2_rev,3.3321,0.031716,0.70139,105,7,10,20jul15_18may15_PWD_m2_sp1_15.2_rev_10,1,0,0,,1,77,,
20jul15_18may15_PWD_m2_sp1_15.2_rev,8.7159,0.088534,0.66901,98,10,13,20jul15_18may15_PWD_m2_sp1_15.2_rev_13,1,0,0,,1,55,,
20jul15_18may15_PWD_m2_sp1_16.2_rev,5.2374,0.063459,0.65513,83,2,10,20jul15_18may15_PWD_m2_sp1_16.2_rev_10,1,0,0,,1,63,,
20jul15_18may15_PWD_m2_sp1_16.2_rev,4.7198,0.054627,0.53338,86,1,15,20jul15_18may15_PWD_m2_sp1_16.2_rev_15,1,1,1,,1,57,,
20jul15_18may15_PWD_m2_sp1_16.2_rev,5.3266,0.092974,0.51358,57,1,16,20jul15_18may15_PWD_m2_sp1_16.2_rev_16,1,1,1,,1,47,,
20jul15_18may15_PWD_m2_sp1_16.2_rev,8.0884,0.13841,0.66807,58,1,2,20jul15_18may15_PWD_m2_sp1_16.2_rev_2,1,1,1,,1,32,,
20jul15_18may15_PWD_m2_sp1_16.2_rev,4.8099,0.05913,0.62403,81,3,3,20jul15_18may15_PWD_m2_sp1_16.2_rev_3,1,0,0,,1,63,,
20jul15_18may15_PWD_m2_sp1_16.2_rev,7.9766,0.090609,0.58355,88,1,7,20jul15_18may15_PWD_m2_sp1_16.2_rev_7,1,1,1,,1,67,,
20jul15_18may15_PWD_m2_sp1_17_rev,1.875,0.020468,0.73409,92,4,1,20jul15_18may15_PWD_m2_sp1_17_rev_1,1,0,0,,1,37,,
20jul15_18may15_PWD_m2_sp1_17_rev,5.4953,0.082799,0.55864,66,1,15,20jul15_18may15_PWD_m2_sp1_17_rev_15,1,1,1,,1,48,,
20jul15_18may15_PWD_m2_sp1_17_rev,5.2376,0.073919,0.59416,71,2,9,20jul15_18may15_PWD_m2_sp1_17_rev_9,1,0,0,,1,54,,
20jul15_18may15_PWD_m2_sp1_19_rev,4.5546,0.061767,0.80319,74,3,1,20jul15_18may15_PWD_m2_sp1_19_rev_1,1,0,0,,1,42,,
20jul15_18may15_PWD_m2_sp1_19_rev,9.4833,0.11025,0.7386,86,5,17,20jul15_18may15_PWD_m2_sp1_19_rev_17,1,0,0,,1,16,82,
27mar16_6mar16_PWD_m1_sp1_1_rev,2.8571,0.041717,0.73768,68,2,1,27mar16_6mar16_PWD_m1_sp1_1_rev_1,1,0,0,,1,57,,
27mar16_6mar16_PWD_m1_sp1_1_rev,5.7334,0.087616,0.66959,65,3,10,27mar16_6mar16_PWD_m1_sp1_1_rev_10,1,0,0,,1,48,,
27mar16_6mar16_PWD_m1_sp1_1_rev,1.8462,0.026346,0.74644,70,2,4,27mar16_6mar16_PWD_m1_sp1_1_rev_4,1,0,0,,1,40,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,3.4375,0.039777,0.64125,86,1,1,27mar16_6mar16_PWD_m1_sp1_2.1_rev_1,1,1,1,,1,79,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,8.7082,0.11944,0.53835,73,2,10,27mar16_6mar16_PWD_m1_sp1_2.1_rev_10,1,0,0,,1,66,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,3.4768,0.068919,0.61216,50,1,12,27mar16_6mar16_PWD_m1_sp1_2.1_rev_12,1,1,1,,1,43,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,5.0878,0.075018,0.51313,68,1,13,27mar16_6mar16_PWD_m1_sp1_2.1_rev_13,1,1,1,,1,52,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,2.0588,0.032798,0.53544,63,1,17,27mar16_6mar16_PWD_m1_sp1_2.1_rev_17,1,1,1,,1,16,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,5.8226,0.12296,0.50751,47,1,18,27mar16_6mar16_PWD_m1_sp1_2.1_rev_18,1,1,1,,1,43,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,3.9258,0.074129,0.71859,53,1,4,27mar16_6mar16_PWD_m1_sp1_2.1_rev_4,1,1,1,,1,38,,
27mar16_6mar16_PWD_m1_sp1_2.1_rev,4.3333,0.067409,0.56314,64,1,5,27mar16_6mar16_PWD_m1_sp1_2.1_rev_5,1,1,1,,1,48,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,6.6946,0.048817,0.513,137,2,1,27mar16_6mar16_PWD_m1_sp1_2.2_rev_1,1,0,0,,1,93,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,6.6503,0.067103,0.56134,99,3,13,27mar16_6mar16_PWD_m1_sp1_2.2_rev_13,1,0,0,,1,68,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,6.3524,0.071667,0.57326,89,3,14,27mar16_6mar16_PWD_m1_sp1_2.2_rev_14,1,0,0,,1,78,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,6.7758,0.1108,0.62225,61,4,17,27mar16_6mar16_PWD_m1_sp1_2.2_rev_17,1,0,0,might not be good segmentation,1,50,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,7.6107,0.060007,0.48901,127,2,2,27mar16_6mar16_PWD_m1_sp1_2.2_rev_2,1,0,0,,1,55,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,5.6509,0.086888,0.59253,65,1,6,27mar16_6mar16_PWD_m1_sp1_2.2_rev_6,1,1,1,,1,26,,
27mar16_6mar16_PWD_m1_sp1_2.2_rev,5.0187,0.087521,0.5299,57,1,9,27mar16_6mar16_PWD_m1_sp1_2.2_rev_9,1,1,1,,1,26,,
27mar16_6mar16_PWD_m1_sp1_3_rev,5.3071,0.072996,0.75806,73,1,1,27mar16_6mar16_PWD_m1_sp1_3_rev_1,1,1,1,,1,62,,
27mar16_6mar16_PWD_m1_sp1_3_rev,3.2836,0.027012,0.6142,122,1,13,27mar16_6mar16_PWD_m1_sp1_3_rev_13,1,1,1,,1,118,,
27mar16_6mar16_PWD_m1_sp1_3_rev,3.678,0.049915,0.62667,74,1,20,27mar16_6mar16_PWD_m1_sp1_3_rev_20,1,1,1,,1,52,,
27mar16_6mar16_PWD_m1_sp1_3_rev,6.9745,0.090276,0.72188,77,1,9,27mar16_6mar16_PWD_m1_sp1_3_rev_9,1,1,1,,1,70,,
27mar16_6mar16_PWD_m1_sp1_4_rev,5.6318,0.10961,0.41001,51,1,11,27mar16_6mar16_PWD_m1_sp1_4_rev_11,1,1,1,,1,46,,
27mar16_6mar16_PWD_m1_sp1_4_rev,5.1772,0.10459,0.35218,49,1,13,27mar16_6mar16_PWD_m1_sp1_4_rev_13,1,1,1,,1,46,,
27mar16_6mar16_PWD_m1_sp1_4_rev,3.9481,0.054479,0.31402,72,1,15,27mar16_6mar16_PWD_m1_sp1_4_rev_15,1,1,1,,1,50,,
27mar16_6mar16_PWD_m1_sp1_4_rev,4.1846,0.057973,0.32875,72,1,16,27mar16_6mar16_PWD_m1_sp1_4_rev_16,1,1,1,,1,55,,
27mar16_6mar16_PWD_m1_sp1_4_rev,8.9359,0.16862,0.34667,53,1,17,27mar16_6mar16_PWD_m1_sp1_4_rev_17,1,1,1,,1,31,,
27mar16_6mar16_PWD_m1_sp1_4_rev,3.8467,0.052392,0.43443,73,3,4,27mar16_6mar16_PWD_m1_sp1_4_rev_4,1,0,0,,1,64,,
27mar16_6mar16_PWD_m1_sp1_5_rev,1.7143,0.02761,0.57355,62,4,12,27mar16_6mar16_PWD_m1_sp1_5_rev_12,1,0,0,,1,26,,
27mar16_6mar16_PWD_m1_sp1_5_rev,4.8382,0.049788,0.48234,97,4,14,27mar16_6mar16_PWD_m1_sp1_5_rev_14,1,0,0,,1,23,,
27mar16_6mar16_PWD_m1_sp1_5_rev,6.1965,0.12503,0.5263,50,4,16,27mar16_6mar16_PWD_m1_sp1_5_rev_16,1,0,0,,1,36,,
27mar16_6mar16_PWD_m1_sp1_5_rev,5.1717,0.060262,0.49897,86,4,18,27mar16_6mar16_PWD_m1_sp1_5_rev_18,1,0,0,,1,12,,
27mar16_6mar16_PWD_m1_sp1_5_rev,5.3015,0.066086,0.5699,80,4,2,27mar16_6mar16_PWD_m1_sp1_5_rev_2,1,0,0,,1,66,,
27mar16_6mar16_PWD_m1_sp1_5_rev,8.493,0.089571,0.54939,95,6,3,27mar16_6mar16_PWD_m1_sp1_5_rev_3,1,0,0,,1,58,,
27mar16_6mar16_PWD_m1_sp1_5_rev,3.4182,0.034657,0.49175,99,3,9,27mar16_6mar16_PWD_m1_sp1_5_rev_9,1,0,0,,1,32,,
6mar15_1mar15_PWD_m1_sp4_1.1_rev,4.3873,0.07174,0.40402,61,1,12,6mar15_1mar15_PWD_m1_sp4_1.1_rev_12,1,1,1,,1,31,,
6mar15_1mar15_PWD_m1_sp4_2_rev,5.1037,0.069919,0.76068,73,4,15,6mar15_1mar15_PWD_m1_sp4_2_rev_15,1,0,0,,1,42,,
6mar15_1mar15_PWD_m1_sp4_2_rev,5.8372,0.10151,0.85293,58,2,3,6mar15_1mar15_PWD_m1_sp4_2_rev_3,1,0,0,,1,49,,
6mar15_1mar15_PWD_m1_sp4_2_rev,2.3881,0.044639,0.78361,53,5,5,6mar15_1mar15_PWD_m1_sp4_2_rev_5,1,0,0,,1,28,,
6mar15_1mar15_PWD_m1_sp4_3_rev,3.6041,0.048281,0.73908,75,1,4,6mar15_1mar15_PWD_m1_sp4_3_rev_4,1,1,1,,1,65,,
6mar15_1mar15_PWD_m1_sp4_3_rev,3.8161,0.068068,0.81053,56,1,5,6mar15_1mar15_PWD_m1_sp4_3_rev_5,1,1,1,,1,36,,
6mar15_1mar15_PWD_m1_sp4_3_rev,4.6936,0.081194,0.74835,58,2,7,6mar15_1mar15_PWD_m1_sp4_3_rev_7,1,0,0,,1,49,,
6mar15_1mar15_PWD_m1_sp4_4_rev,3.9416,0.037034,0.79459,106,2,1,6mar15_1mar15_PWD_m1_sp4_4_rev_1,1,0,0,,1,15,,
6mar15_1mar15_PWD_m1_sp4_4_rev,5.6146,0.065181,0.75348,86,3,15,6mar15_1mar15_PWD_m1_sp4_4_rev_15,1,0,0,,1,56,,
6mar15_1mar15_PWD_m1_sp4_4_rev,9.2074,0.11612,0.80928,79,4,16,6mar15_1mar15_PWD_m1_sp4_4_rev_16,1,0,0,,1,66,,
6mar15_1mar15_PWD_m1_sp4_4_rev,5.1965,0.084126,0.84396,62,3,3,6mar15_1mar15_PWD_m1_sp4_4_rev_3,1,0,0,faint foci,1,44,,
6mar15_1mar15_PWD_m1_sp4_4_rev,6.3347,0.11463,0.85817,55,5,9,6mar15_1mar15_PWD_m1_sp4_4_rev_9,1,0,0,,1,46,,
