fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
16feb18_1feb18_KAZ_f2_sp1_3_rev,95,4.1691,0.044016,40,16feb18_1feb18_KAZ_f2_sp1_3_rev_40,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_3_rev,90,4.0175,0.044447,41,16feb18_1feb18_KAZ_f2_sp1_3_rev_41,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_3_rev,94,9.0359,0.095891,42,16feb18_1feb18_KAZ_f2_sp1_3_rev_42,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,80,1.7308,0.021502,1,16feb18_1feb18_KAZ_f2_sp1_4_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,92,2.7273,0.029546,3,16feb18_1feb18_KAZ_f2_sp1_4_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,65,6.3229,0.096839,4,16feb18_1feb18_KAZ_f2_sp1_4_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,70,6.7912,0.097473,5,16feb18_1feb18_KAZ_f2_sp1_4_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,102,2.8169,0.027619,7,16feb18_1feb18_KAZ_f2_sp1_4_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,100,2.9851,0.029768,10,16feb18_1feb18_KAZ_f2_sp1_4_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,104,4.2912,0.04145,12,16feb18_1feb18_KAZ_f2_sp1_4_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,110,4.4561,0.040419,14,16feb18_1feb18_KAZ_f2_sp1_4_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,131,2.6866,0.020439,15,16feb18_1feb18_KAZ_f2_sp1_4_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,89,2.7273,0.03078,16,16feb18_1feb18_KAZ_f2_sp1_4_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,76,1.6568,0.021863,17,16feb18_1feb18_KAZ_f2_sp1_4_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,118,7.3866,0.062601,19,16feb18_1feb18_KAZ_f2_sp1_4_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,101,5.4794,0.054033,20,16feb18_1feb18_KAZ_f2_sp1_4_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,72,3.25,0.045226,21,16feb18_1feb18_KAZ_f2_sp1_4_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,98,2.5806,0.026372,22,16feb18_1feb18_KAZ_f2_sp1_4_rev_22,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_4_rev,73,3.6505,0.050195,23,16feb18_1feb18_KAZ_f2_sp1_4_rev_23,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,107,4.0625,0.037797,1,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,94,5.5924,0.059643,2,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_2,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,89,3.3333,0.03733,3,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,71,3.2787,0.046184,4,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,92,5.8824,0.064209,6,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_6,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,142,4.7754,0.033691,7,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,105,8.818,0.084357,8,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_8,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,87,4.928,0.056901,9,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_9,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,114,5.4825,0.048243,10,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,79,6.7793,0.085456,11,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,56,7.5775,0.13468,12,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,108,6.2467,0.057691,13,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,109,6.0407,0.055388,14,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,108,4.6903,0.043435,15,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,74,4.5207,0.060967,16,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,76,6.2692,0.082738,17,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,100,3.4372,0.034254,18,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,100,3.8806,0.038808,19,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,70,2.029,0.028988,20,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.1_rev,111,2.3881,0.021517,21,16feb18_1feb18_KAZ_f2_sp1_5.1_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,190,3.8814,0.020447,4,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,71,9.0047,0.12673,12,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,84,5.931,0.070344,13,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,53,2.623,0.049301,16,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,142,2.6756,0.018818,18,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,86,17.2293,0.19948,20,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,278,16.4335,0.059122,31,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_31,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5.2_rev,48,9.3704,0.19409,32,16feb18_1feb18_KAZ_f2_sp1_5.2_rev_32,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,93,5.7716,0.062007,2,16feb18_1feb18_KAZ_f2_sp1_5_rev_2,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,89,2.6667,0.029829,3,16feb18_1feb18_KAZ_f2_sp1_5_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,72,3.2787,0.045734,5,16feb18_1feb18_KAZ_f2_sp1_5_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,140,4.881,0.034964,7,16feb18_1feb18_KAZ_f2_sp1_5_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,104,7.6308,0.073034,8,16feb18_1feb18_KAZ_f2_sp1_5_rev_8,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,87,5.0407,0.057942,9,16feb18_1feb18_KAZ_f2_sp1_5_rev_9,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,114,5.3295,0.04685,10,16feb18_1feb18_KAZ_f2_sp1_5_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,78,6.4501,0.083145,11,16feb18_1feb18_KAZ_f2_sp1_5_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,56,7.7261,0.13704,12,16feb18_1feb18_KAZ_f2_sp1_5_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,108,5.9363,0.054957,13,16feb18_1feb18_KAZ_f2_sp1_5_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,109,5.1187,0.047141,14,16feb18_1feb18_KAZ_f2_sp1_5_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,108,4.6896,0.043569,15,16feb18_1feb18_KAZ_f2_sp1_5_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,74,4.5779,0.061807,16,16feb18_1feb18_KAZ_f2_sp1_5_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,76,6.1191,0.080941,17,16feb18_1feb18_KAZ_f2_sp1_5_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,100,3.437,0.034286,18,16feb18_1feb18_KAZ_f2_sp1_5_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,100,3.5329,0.035461,19,16feb18_1feb18_KAZ_f2_sp1_5_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,70,2.3529,0.033493,20,16feb18_1feb18_KAZ_f2_sp1_5_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,111,2.3881,0.021555,21,16feb18_1feb18_KAZ_f2_sp1_5_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,32,3.0769,0.096253,23,16feb18_1feb18_KAZ_f2_sp1_5_rev_23,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,68,5.6734,0.082914,25,16feb18_1feb18_KAZ_f2_sp1_5_rev_25,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,75,4.9445,0.066113,28,16feb18_1feb18_KAZ_f2_sp1_5_rev_28,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,70,5.2207,0.074782,35,16feb18_1feb18_KAZ_f2_sp1_5_rev_35,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,128,9.08,0.071175,44,16feb18_1feb18_KAZ_f2_sp1_5_rev_44,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_5_rev,49,9.375,0.19315,53,16feb18_1feb18_KAZ_f2_sp1_5_rev_53,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,87,0.59701,0.0068383,1,16feb18_1feb18_KAZ_f2_sp1_6_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,102,2.3529,0.022963,2,16feb18_1feb18_KAZ_f2_sp1_6_rev_2,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,102,2.3088,0.022596,4,16feb18_1feb18_KAZ_f2_sp1_6_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,136,5.7093,0.042078,5,16feb18_1feb18_KAZ_f2_sp1_6_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,112,5.8567,0.052431,7,16feb18_1feb18_KAZ_f2_sp1_6_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,116,12.6992,0.10903,8,16feb18_1feb18_KAZ_f2_sp1_6_rev_8,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,113,6.9412,0.061358,9,16feb18_1feb18_KAZ_f2_sp1_6_rev_9,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,104,8.4879,0.081404,10,16feb18_1feb18_KAZ_f2_sp1_6_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,112,3.9917,0.035744,11,16feb18_1feb18_KAZ_f2_sp1_6_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,112,1.2308,0.010986,12,16feb18_1feb18_KAZ_f2_sp1_6_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,59,2.9851,0.050757,13,16feb18_1feb18_KAZ_f2_sp1_6_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,86,5.1574,0.060056,14,16feb18_1feb18_KAZ_f2_sp1_6_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,106,2.4615,0.023275,15,16feb18_1feb18_KAZ_f2_sp1_6_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,99,5.7197,0.057806,16,16feb18_1feb18_KAZ_f2_sp1_6_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,102,4.2688,0.041828,17,16feb18_1feb18_KAZ_f2_sp1_6_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,106,2.1875,0.020697,18,16feb18_1feb18_KAZ_f2_sp1_6_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,72,3.1429,0.043495,19,16feb18_1feb18_KAZ_f2_sp1_6_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,84,3.8333,0.045654,20,16feb18_1feb18_KAZ_f2_sp1_6_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_6_rev,92,5.1512,0.055916,21,16feb18_1feb18_KAZ_f2_sp1_6_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,108,1.4286,0.013255,1,16feb18_1feb18_KAZ_f2_sp1_7_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,101,3.75,0.037012,3,16feb18_1feb18_KAZ_f2_sp1_7_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,64,1.875,0.029285,4,16feb18_1feb18_KAZ_f2_sp1_7_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,110,4.803,0.043683,5,16feb18_1feb18_KAZ_f2_sp1_7_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,72,2.8125,0.039122,6,16feb18_1feb18_KAZ_f2_sp1_7_rev_6,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,86,1.4925,0.017264,7,16feb18_1feb18_KAZ_f2_sp1_7_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,117,3.2877,0.028115,8,16feb18_1feb18_KAZ_f2_sp1_7_rev_8,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,143,6.058,0.042238,11,16feb18_1feb18_KAZ_f2_sp1_7_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,95,3.6346,0.038419,12,16feb18_1feb18_KAZ_f2_sp1_7_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,75,3.6364,0.048493,13,16feb18_1feb18_KAZ_f2_sp1_7_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,53,4.7669,0.089536,14,16feb18_1feb18_KAZ_f2_sp1_7_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,88,1.194,0.013641,15,16feb18_1feb18_KAZ_f2_sp1_7_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,148,1.6667,0.011297,17,16feb18_1feb18_KAZ_f2_sp1_7_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,100,5.4186,0.054456,18,16feb18_1feb18_KAZ_f2_sp1_7_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,149,4.0433,0.027216,19,16feb18_1feb18_KAZ_f2_sp1_7_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,68,4.7834,0.069865,20,16feb18_1feb18_KAZ_f2_sp1_7_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_7_rev,51,3.1478,0.061146,21,16feb18_1feb18_KAZ_f2_sp1_7_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,67,6.9358,0.10307,1,16feb18_1feb18_KAZ_f2_sp1_8_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,42,1.194,0.028155,2,16feb18_1feb18_KAZ_f2_sp1_8_rev_2,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,79,3.6823,0.0465,3,16feb18_1feb18_KAZ_f2_sp1_8_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,75,2,0.026624,4,16feb18_1feb18_KAZ_f2_sp1_8_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,112,4.9537,0.044205,5,16feb18_1feb18_KAZ_f2_sp1_8_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,71,4.7489,0.067213,6,16feb18_1feb18_KAZ_f2_sp1_8_rev_6,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,62,1.6393,0.026516,7,16feb18_1feb18_KAZ_f2_sp1_8_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,62,5.4564,0.08866,8,16feb18_1feb18_KAZ_f2_sp1_8_rev_8,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,58,2.0896,0.036206,9,16feb18_1feb18_KAZ_f2_sp1_8_rev_9,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,80,4.59,0.057111,10,16feb18_1feb18_KAZ_f2_sp1_8_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,84,2.7692,0.032963,11,16feb18_1feb18_KAZ_f2_sp1_8_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,71,4.3025,0.060964,12,16feb18_1feb18_KAZ_f2_sp1_8_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,89,8.3507,0.093683,13,16feb18_1feb18_KAZ_f2_sp1_8_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,95,4.4945,0.047143,14,16feb18_1feb18_KAZ_f2_sp1_8_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,77,2.9851,0.038853,15,16feb18_1feb18_KAZ_f2_sp1_8_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,106,6.9487,0.065372,16,16feb18_1feb18_KAZ_f2_sp1_8_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,59,2.8571,0.048426,17,16feb18_1feb18_KAZ_f2_sp1_8_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,87,3.9787,0.045559,18,16feb18_1feb18_KAZ_f2_sp1_8_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,75,4.9818,0.066473,19,16feb18_1feb18_KAZ_f2_sp1_8_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,81,2.029,0.025147,20,16feb18_1feb18_KAZ_f2_sp1_8_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_8_rev,82,8.6558,0.10525,21,16feb18_1feb18_KAZ_f2_sp1_8_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,137,5,0.036462,1,16feb18_1feb18_KAZ_f2_sp1_9_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,129,7.1131,0.055156,2,16feb18_1feb18_KAZ_f2_sp1_9_rev_2,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,161,6.7782,0.042204,3,16feb18_1feb18_KAZ_f2_sp1_9_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,106,5.9516,0.056075,5,16feb18_1feb18_KAZ_f2_sp1_9_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,203,12.1009,0.059476,6,16feb18_1feb18_KAZ_f2_sp1_9_rev_6,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,106,5.3729,0.0505,8,16feb18_1feb18_KAZ_f2_sp1_9_rev_8,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,156,5.1495,0.033086,11,16feb18_1feb18_KAZ_f2_sp1_9_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,151,5.2995,0.035123,13,16feb18_1feb18_KAZ_f2_sp1_9_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,125,5.4392,0.043486,14,16feb18_1feb18_KAZ_f2_sp1_9_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,143,11.1405,0.077911,15,16feb18_1feb18_KAZ_f2_sp1_9_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,96,4.0536,0.042051,16,16feb18_1feb18_KAZ_f2_sp1_9_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,137,4.586,0.033532,17,16feb18_1feb18_KAZ_f2_sp1_9_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f2_sp1_9_rev,153,5.6684,0.037114,18,16feb18_1feb18_KAZ_f2_sp1_9_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,96,1.791,0.018623,1,16feb18_1feb18_KAZ_f4_sp1_1_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,67,6.9021,0.10314,5,16feb18_1feb18_KAZ_f4_sp1_1_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,146,7.0472,0.04827,10,16feb18_1feb18_KAZ_f4_sp1_1_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,84,9.2834,0.1103,13,16feb18_1feb18_KAZ_f4_sp1_1_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,231,5.0971,0.022079,14,16feb18_1feb18_KAZ_f4_sp1_1_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,101,8.9726,0.088767,15,16feb18_1feb18_KAZ_f4_sp1_1_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,34,5.0646,0.14853,16,16feb18_1feb18_KAZ_f4_sp1_1_rev_16,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,60,3.9344,0.06593,22,16feb18_1feb18_KAZ_f4_sp1_1_rev_22,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,35,5.1822,0.14886,26,16feb18_1feb18_KAZ_f4_sp1_1_rev_26,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,108,4.4358,0.041203,28,16feb18_1feb18_KAZ_f4_sp1_1_rev_28,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,54,2.5397,0.047188,32,16feb18_1feb18_KAZ_f4_sp1_1_rev_32,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,47,4.8491,0.10407,33,16feb18_1feb18_KAZ_f4_sp1_1_rev_33,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_1_rev,99,16.6634,0.1678,34,16feb18_1feb18_KAZ_f4_sp1_1_rev_34,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,131,3.6585,0.027821,1,16feb18_1feb18_KAZ_f4_sp1_10_rev_1,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,149,3.9439,0.02654,2,16feb18_1feb18_KAZ_f4_sp1_10_rev_2,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,102,3.9896,0.039162,3,16feb18_1feb18_KAZ_f4_sp1_10_rev_3,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,145,3.6404,0.025104,4,16feb18_1feb18_KAZ_f4_sp1_10_rev_4,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,49,7.619,0.15393,5,16feb18_1feb18_KAZ_f4_sp1_10_rev_5,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,144,1.791,0.012451,6,16feb18_1feb18_KAZ_f4_sp1_10_rev_6,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,168,8.4202,0.050197,7,16feb18_1feb18_KAZ_f4_sp1_10_rev_7,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,83,3.6786,0.044289,9,16feb18_1feb18_KAZ_f4_sp1_10_rev_9,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,181,7.3899,0.040782,10,16feb18_1feb18_KAZ_f4_sp1_10_rev_10,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,119,3.0415,0.025649,11,16feb18_1feb18_KAZ_f4_sp1_10_rev_11,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,118,3.6943,0.031294,12,16feb18_1feb18_KAZ_f4_sp1_10_rev_12,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,132,10.3404,0.078484,13,16feb18_1feb18_KAZ_f4_sp1_10_rev_13,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,109,3.0282,0.027719,14,16feb18_1feb18_KAZ_f4_sp1_10_rev_14,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,122,5.8929,0.048367,15,16feb18_1feb18_KAZ_f4_sp1_10_rev_15,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,74,3.6781,0.049521,17,16feb18_1feb18_KAZ_f4_sp1_10_rev_17,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,138,9.3702,0.067921,18,16feb18_1feb18_KAZ_f4_sp1_10_rev_18,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,95,7.2729,0.076421,19,16feb18_1feb18_KAZ_f4_sp1_10_rev_19,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,107,6.1737,0.057639,20,16feb18_1feb18_KAZ_f4_sp1_10_rev_20,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_10_rev,63,4.4767,0.071548,21,16feb18_1feb18_KAZ_f4_sp1_10_rev_21,,,,,,,,,
16feb18_1feb18_KAZ_f4_sp1_11_rev,79,4.6682,0.058887,1,16feb18_1feb18_KAZ_f4_sp1_11_rev_1,,,,,,,,,
