fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
11jan15_8oct14_PWD_f3_sp1_1_rev,114,6.6955,0.058825,1,11jan15_8oct14_PWD_f3_sp1_1_rev_1,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,66,7.2658,0.10974,2,11jan15_8oct14_PWD_f3_sp1_1_rev_2,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,85,8.0124,0.094443,3,11jan15_8oct14_PWD_f3_sp1_1_rev_3,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,96,6.0927,0.063152,4,11jan15_8oct14_PWD_f3_sp1_1_rev_4,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,113,9.2754,0.081897,5,11jan15_8oct14_PWD_f3_sp1_1_rev_5,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,158,7.3961,0.046725,8,11jan15_8oct14_PWD_f3_sp1_1_rev_8,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,88,5.9265,0.067614,10,11jan15_8oct14_PWD_f3_sp1_1_rev_10,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,109,3.4417,0.031606,11,11jan15_8oct14_PWD_f3_sp1_1_rev_11,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,100,5.8268,0.058339,12,11jan15_8oct14_PWD_f3_sp1_1_rev_12,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,74,7.6621,0.1039,15,11jan15_8oct14_PWD_f3_sp1_1_rev_15,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,112,6.0082,0.053648,16,11jan15_8oct14_PWD_f3_sp1_1_rev_16,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,26,2.1918,0.083519,18,11jan15_8oct14_PWD_f3_sp1_1_rev_18,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,44,5.8777,0.13403,19,11jan15_8oct14_PWD_f3_sp1_1_rev_19,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_1_rev,77,7.4871,0.097776,21,11jan15_8oct14_PWD_f3_sp1_1_rev_21,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,83,3.5872,0.04297,3,11jan15_8oct14_PWD_f3_sp1_10_rev_3,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,84,3.3789,0.040406,4,11jan15_8oct14_PWD_f3_sp1_10_rev_4,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,76,2.6016,0.034343,5,11jan15_8oct14_PWD_f3_sp1_10_rev_5,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,80,4.3188,0.054271,6,11jan15_8oct14_PWD_f3_sp1_10_rev_6,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,79,4.3188,0.054439,7,11jan15_8oct14_PWD_f3_sp1_10_rev_7,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,67,2.5136,0.037421,8,11jan15_8oct14_PWD_f3_sp1_10_rev_8,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,111,17.969,0.16204,9,11jan15_8oct14_PWD_f3_sp1_10_rev_9,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,113,5.5675,0.049359,10,11jan15_8oct14_PWD_f3_sp1_10_rev_10,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,113,5.5679,0.049427,11,11jan15_8oct14_PWD_f3_sp1_10_rev_11,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,51,2.866,0.056737,12,11jan15_8oct14_PWD_f3_sp1_10_rev_12,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,83,3.7169,0.044728,13,11jan15_8oct14_PWD_f3_sp1_10_rev_13,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,65,4.9111,0.076011,14,11jan15_8oct14_PWD_f3_sp1_10_rev_14,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,88,6.4892,0.073502,15,11jan15_8oct14_PWD_f3_sp1_10_rev_15,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,68,7.5668,0.11187,16,11jan15_8oct14_PWD_f3_sp1_10_rev_16,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,68,7.5677,0.11188,17,11jan15_8oct14_PWD_f3_sp1_10_rev_17,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,71,4.2976,0.060644,18,11jan15_8oct14_PWD_f3_sp1_10_rev_18,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,68,5.3432,0.078966,20,11jan15_8oct14_PWD_f3_sp1_10_rev_20,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,45,2.4242,0.053754,26,11jan15_8oct14_PWD_f3_sp1_10_rev_26,,,,,,,,,
11jan15_8oct14_PWD_f3_sp1_10_rev,63,1.1594,0.018422,27,11jan15_8oct14_PWD_f3_sp1_10_rev_27,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,131,6.8356,0.052194,1,11mar15_28feb15_PWD_f1_sp1_1_rev_1,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,91,9.2796,0.10223,2,11mar15_28feb15_PWD_f1_sp1_1_rev_2,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,107,3.9627,0.036919,3,11mar15_28feb15_PWD_f1_sp1_1_rev_3,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,142,5.0279,0.035359,4,11mar15_28feb15_PWD_f1_sp1_1_rev_4,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,114,2.5739,0.0225,6,11mar15_28feb15_PWD_f1_sp1_1_rev_6,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,89,4.0491,0.045311,7,11mar15_28feb15_PWD_f1_sp1_1_rev_7,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,76,3.3392,0.044199,8,11mar15_28feb15_PWD_f1_sp1_1_rev_8,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,51,7.4044,0.14403,9,11mar15_28feb15_PWD_f1_sp1_1_rev_9,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,141,3.9722,0.028226,10,11mar15_28feb15_PWD_f1_sp1_1_rev_10,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,60,3.0793,0.050996,11,11mar15_28feb15_PWD_f1_sp1_1_rev_11,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,113,4.6107,0.040839,12,11mar15_28feb15_PWD_f1_sp1_1_rev_12,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,82,5.6921,0.069431,13,11mar15_28feb15_PWD_f1_sp1_1_rev_13,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,126,6.0769,0.048156,14,11mar15_28feb15_PWD_f1_sp1_1_rev_14,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,59,5.5533,0.094694,15,11mar15_28feb15_PWD_f1_sp1_1_rev_15,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,119,7.5758,0.063541,17,11mar15_28feb15_PWD_f1_sp1_1_rev_17,1,0,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,107,8.2508,0.07676,18,11mar15_28feb15_PWD_f1_sp1_1_rev_18,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,73,5.1347,0.070369,20,11mar15_28feb15_PWD_f1_sp1_1_rev_20,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_1_rev,136,4.5589,0.033553,21,11mar15_28feb15_PWD_f1_sp1_1_rev_21,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,81,5.297,0.065098,1,11mar15_28feb15_PWD_f1_sp1_10.1_rev_1,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,106,8.6665,0.08156,5,11mar15_28feb15_PWD_f1_sp1_10.1_rev_5,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,102,5.3935,0.052797,6,11mar15_28feb15_PWD_f1_sp1_10.1_rev_6,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,94,6.7564,0.071699,7,11mar15_28feb15_PWD_f1_sp1_10.1_rev_7,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,69,6.6691,0.096948,8,11mar15_28feb15_PWD_f1_sp1_10.1_rev_8,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,77,14.6614,0.18943,11,11mar15_28feb15_PWD_f1_sp1_10.1_rev_11,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,104,6.2055,0.059725,12,11mar15_28feb15_PWD_f1_sp1_10.1_rev_12,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,139,6.8007,0.049027,14,11mar15_28feb15_PWD_f1_sp1_10.1_rev_14,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,116,8.0301,0.069427,16,11mar15_28feb15_PWD_f1_sp1_10.1_rev_16,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,58,7.9789,0.13784,17,11mar15_28feb15_PWD_f1_sp1_10.1_rev_17,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,88,7.3592,0.083903,18,11mar15_28feb15_PWD_f1_sp1_10.1_rev_18,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,40,5.1904,0.12853,19,11mar15_28feb15_PWD_f1_sp1_10.1_rev_19,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,112,4.6304,0.041354,20,11mar15_28feb15_PWD_f1_sp1_10.1_rev_20,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,108,7.1531,0.066017,21,11mar15_28feb15_PWD_f1_sp1_10.1_rev_21,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,52,9.0419,0.1732,22,11mar15_28feb15_PWD_f1_sp1_10.1_rev_22,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,105,7.7529,0.074118,23,11mar15_28feb15_PWD_f1_sp1_10.1_rev_23,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,79,7.4393,0.093664,24,11mar15_28feb15_PWD_f1_sp1_10.1_rev_24,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.1_rev,88,12.9923,0.14736,25,11mar15_28feb15_PWD_f1_sp1_10.1_rev_25,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,95,6.5791,0.069355,1,11mar15_28feb15_PWD_f1_sp1_10.2_rev_1,1,1,1,,1,34,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,103,5.8011,0.056453,2,11mar15_28feb15_PWD_f1_sp1_10.2_rev_2,1,1,1,,1,40,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,100,11.6033,0.11599,4,11mar15_28feb15_PWD_f1_sp1_10.2_rev_4,1,1,1,,1,73,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,121,8.6152,0.070936,5,11mar15_28feb15_PWD_f1_sp1_10.2_rev_5,1,1,1,,1,56,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,123,5.4913,0.044734,6,11mar15_28feb15_PWD_f1_sp1_10.2_rev_6,1,1,1,,1,99,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,57,8.2423,0.14508,7,11mar15_28feb15_PWD_f1_sp1_10.2_rev_7,1,1,1,,1,34,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,88,7.3263,0.083119,8,11mar15_28feb15_PWD_f1_sp1_10.2_rev_8,1,1,1,,1,53,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,126,9.4267,0.075076,9,11mar15_28feb15_PWD_f1_sp1_10.2_rev_9,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,108,7.0659,0.065146,10,11mar15_28feb15_PWD_f1_sp1_10.2_rev_10,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,110,9.4419,0.085729,11,11mar15_28feb15_PWD_f1_sp1_10.2_rev_11,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,171,3.438,0.020121,12,11mar15_28feb15_PWD_f1_sp1_10.2_rev_12,0,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,111,6.9428,0.06259,14,11mar15_28feb15_PWD_f1_sp1_10.2_rev_14,1,0,,,1,81,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,79,7.0848,0.089419,15,11mar15_28feb15_PWD_f1_sp1_10.2_rev_15,1,0,,,1,46,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,138,9.1153,0.06628,16,11mar15_28feb15_PWD_f1_sp1_10.2_rev_16,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,120,7.9984,0.066703,17,11mar15_28feb15_PWD_f1_sp1_10.2_rev_17,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,124,9.0248,0.072507,18,11mar15_28feb15_PWD_f1_sp1_10.2_rev_18,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,115,5.2675,0.045782,20,11mar15_28feb15_PWD_f1_sp1_10.2_rev_20,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,72,8.2155,0.11392,21,11mar15_28feb15_PWD_f1_sp1_10.2_rev_21,0,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,91,9.6488,0.10569,22,11mar15_28feb15_PWD_f1_sp1_10.2_rev_22,0,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,109,7.2762,0.066805,23,11mar15_28feb15_PWD_f1_sp1_10.2_rev_23,1,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10.2_rev,118,8.5324,0.072011,24,11mar15_28feb15_PWD_f1_sp1_10.2_rev_24,1,1,1,,1,84,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,81,5.1031,0.062676,1,11mar15_28feb15_PWD_f1_sp1_10_rev_1,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,107,8.899,0.083427,5,11mar15_28feb15_PWD_f1_sp1_10_rev_5,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,102,5.3939,0.052905,6,11mar15_28feb15_PWD_f1_sp1_10_rev_6,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,95,6.7564,0.071396,7,11mar15_28feb15_PWD_f1_sp1_10_rev_7,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,69,6.4726,0.094091,8,11mar15_28feb15_PWD_f1_sp1_10_rev_8,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,78,14.4138,0.18576,11,11mar15_28feb15_PWD_f1_sp1_10_rev_11,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,103,5.8028,0.056081,12,11mar15_28feb15_PWD_f1_sp1_10_rev_12,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,139,7.0844,0.051061,14,11mar15_28feb15_PWD_f1_sp1_10_rev_14,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,99,11.3108,0.11377,15,11mar15_28feb15_PWD_f1_sp1_10_rev_15,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,121,8.6167,0.070949,17,11mar15_28feb15_PWD_f1_sp1_10_rev_17,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,116,7.7784,0.067216,19,11mar15_28feb15_PWD_f1_sp1_10_rev_19,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,123,5.2436,0.042729,20,11mar15_28feb15_PWD_f1_sp1_10_rev_20,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,58,8.2215,0.14145,21,11mar15_28feb15_PWD_f1_sp1_10_rev_21,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,88,7.6841,0.087288,22,11mar15_28feb15_PWD_f1_sp1_10_rev_22,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,40,5.1891,0.1285,23,11mar15_28feb15_PWD_f1_sp1_10_rev_23,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,125,9.0435,0.072122,24,11mar15_28feb15_PWD_f1_sp1_10_rev_24,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,112,4.9848,0.044493,25,11mar15_28feb15_PWD_f1_sp1_10_rev_25,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,109,7.1055,0.065056,26,11mar15_28feb15_PWD_f1_sp1_10_rev_26,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,110,9.4447,0.085702,27,11mar15_28feb15_PWD_f1_sp1_10_rev_27,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,52,9.6503,0.18462,28,11mar15_28feb15_PWD_f1_sp1_10_rev_28,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,171,3.2938,0.019255,29,11mar15_28feb15_PWD_f1_sp1_10_rev_29,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,105,7.4095,0.070844,30,11mar15_28feb15_PWD_f1_sp1_10_rev_30,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,111,6.7957,0.061308,31,11mar15_28feb15_PWD_f1_sp1_10_rev_31,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,79,7.0837,0.089411,32,11mar15_28feb15_PWD_f1_sp1_10_rev_32,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,137,8.9504,0.065325,33,11mar15_28feb15_PWD_f1_sp1_10_rev_33,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,120,7.5406,0.063021,34,11mar15_28feb15_PWD_f1_sp1_10_rev_34,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,125,9.0251,0.072449,35,11mar15_28feb15_PWD_f1_sp1_10_rev_35,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,115,5.2685,0.045731,37,11mar15_28feb15_PWD_f1_sp1_10_rev_37,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,72,8.2147,0.11477,38,11mar15_28feb15_PWD_f1_sp1_10_rev_38,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,91,9.7554,0.10669,39,11mar15_28feb15_PWD_f1_sp1_10_rev_39,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,109,6.9215,0.063697,40,11mar15_28feb15_PWD_f1_sp1_10_rev_40,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_10_rev,119,9.299,0.07818,41,11mar15_28feb15_PWD_f1_sp1_10_rev_41,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,113,5.5139,0.04881,2,11mar15_28feb15_PWD_f1_sp1_11.1_rev_2,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,72,5.2835,0.073523,5,11mar15_28feb15_PWD_f1_sp1_11.1_rev_5,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,116,5.3465,0.046049,6,11mar15_28feb15_PWD_f1_sp1_11.1_rev_6,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,132,3.8463,0.029232,9,11mar15_28feb15_PWD_f1_sp1_11.1_rev_9,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,211,4.2682,0.020221,10,11mar15_28feb15_PWD_f1_sp1_11.1_rev_10,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,85,5.4076,0.063603,11,11mar15_28feb15_PWD_f1_sp1_11.1_rev_11,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,100,9.2317,0.092024,12,11mar15_28feb15_PWD_f1_sp1_11.1_rev_12,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,86,11.5915,0.13514,13,11mar15_28feb15_PWD_f1_sp1_11.1_rev_13,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,151,5.1778,0.0343,14,11mar15_28feb15_PWD_f1_sp1_11.1_rev_14,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,120,7.2051,0.059898,15,11mar15_28feb15_PWD_f1_sp1_11.1_rev_15,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,92,5.6064,0.061035,16,11mar15_28feb15_PWD_f1_sp1_11.1_rev_16,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.1_rev,146,6.5047,0.044558,17,11mar15_28feb15_PWD_f1_sp1_11.1_rev_17,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,127,10.6068,0.083722,2,11mar15_28feb15_PWD_f1_sp1_11.2_rev_2,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,111,7.1585,0.064649,3,11mar15_28feb15_PWD_f1_sp1_11.2_rev_3,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,64,5.352,0.084022,4,11mar15_28feb15_PWD_f1_sp1_11.2_rev_4,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,114,13.5044,0.11836,5,11mar15_28feb15_PWD_f1_sp1_11.2_rev_5,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,59,6.5126,0.10955,7,11mar15_28feb15_PWD_f1_sp1_11.2_rev_7,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,125,8.8463,0.070962,10,11mar15_28feb15_PWD_f1_sp1_11.2_rev_10,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,65,4.7254,0.072417,16,11mar15_28feb15_PWD_f1_sp1_11.2_rev_16,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,52,2.9543,0.056493,17,11mar15_28feb15_PWD_f1_sp1_11.2_rev_17,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,149,4.2538,0.02858,18,11mar15_28feb15_PWD_f1_sp1_11.2_rev_18,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,27,2.2222,0.081085,19,11mar15_28feb15_PWD_f1_sp1_11.2_rev_19,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,120,1.1429,0.0095412,20,11mar15_28feb15_PWD_f1_sp1_11.2_rev_20,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,119,7.6069,0.063857,21,11mar15_28feb15_PWD_f1_sp1_11.2_rev_21,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,126,10.5939,0.084314,22,11mar15_28feb15_PWD_f1_sp1_11.2_rev_22,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11.2_rev,93,8.5294,0.091428,23,11mar15_28feb15_PWD_f1_sp1_11.2_rev_23,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,127,10.5731,0.083543,2,11mar15_28feb15_PWD_f1_sp1_11_rev_2,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,110,6.9088,0.062621,4,11mar15_28feb15_PWD_f1_sp1_11_rev_4,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,64,5.1024,0.080331,5,11mar15_28feb15_PWD_f1_sp1_11_rev_5,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,114,6.1871,0.054447,6,11mar15_28feb15_PWD_f1_sp1_11_rev_6,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,114,13.6049,0.11924,7,11mar15_28feb15_PWD_f1_sp1_11_rev_7,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,59,6.2604,0.10531,9,11mar15_28feb15_PWD_f1_sp1_11_rev_9,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,72,5.4982,0.076284,12,11mar15_28feb15_PWD_f1_sp1_11_rev_12,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,125,8.8196,0.070795,14,11mar15_28feb15_PWD_f1_sp1_11_rev_14,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,117,5.7024,0.048906,15,11mar15_28feb15_PWD_f1_sp1_11_rev_15,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,132,3.8479,0.029244,18,11mar15_28feb15_PWD_f1_sp1_11_rev_18,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,105,2.1212,0.020221,21,11mar15_28feb15_PWD_f1_sp1_11_rev_21,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,211,4.0194,0.019027,22,11mar15_28feb15_PWD_f1_sp1_11_rev_22,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,65,4.4245,0.068103,25,11mar15_28feb15_PWD_f1_sp1_11_rev_25,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,53,2.9802,0.056714,26,11mar15_28feb15_PWD_f1_sp1_11_rev_26,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,85,5.5101,0.064998,27,11mar15_28feb15_PWD_f1_sp1_11_rev_27,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,149,4.2538,0.02858,28,11mar15_28feb15_PWD_f1_sp1_11_rev_28,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,101,9.3185,0.092527,29,11mar15_28feb15_PWD_f1_sp1_11_rev_29,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,28,2.2222,0.08064,30,11mar15_28feb15_PWD_f1_sp1_11_rev_30,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,119,0.56338,0.0047215,32,11mar15_28feb15_PWD_f1_sp1_11_rev_32,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,119,7.605,0.063978,33,11mar15_28feb15_PWD_f1_sp1_11_rev_33,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,151,5.1359,0.034055,34,11mar15_28feb15_PWD_f1_sp1_11_rev_34,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,121,7.2067,0.059623,35,11mar15_28feb15_PWD_f1_sp1_11_rev_35,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,126,10.7547,0.085449,36,11mar15_28feb15_PWD_f1_sp1_11_rev_36,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,93,8.2353,0.088272,37,11mar15_28feb15_PWD_f1_sp1_11_rev_37,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,92,5.2501,0.057132,38,11mar15_28feb15_PWD_f1_sp1_11_rev_38,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_11_rev,146,6.5053,0.044548,40,11mar15_28feb15_PWD_f1_sp1_11_rev_40,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_12.1_rev,45,2.3729,0.052217,1,11mar15_28feb15_PWD_f1_sp1_12.1_rev_1,,,,,,,,,
11mar15_28feb15_PWD_f1_sp1_12.1_rev,72,7.3549,0.10246,2,11mar15_28feb15_PWD_f1_sp1_12.1_rev_2,,,,,,,,,
