"fileName","chromosomeLength","centromere_ABS_Position","centromere_PER_Position","avergeRED","numberCrossOvers","boxNumber","foci_ABS_Position_1","Obj.ID","mouse","strain","subsp","sex","category","SC.pass","foci.pass","curated.1pass.0fail","curation.notes","hand.foci.count","Foci1","Foci2","Foci3","notes"
"14sep18_27aug18_CZECH_m1_sp1_1_rev",92,4.4908,0.048874,0.44826,9,1,2,"14sep18_27aug18_CZECH_m1_sp1_1_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",71,5.6082,0.078445,0.40798,4,10,3,"14sep18_27aug18_CZECH_m1_sp1_1_rev_10","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",157,7.0667,0.044947,0.42086,4,11,2,"14sep18_27aug18_CZECH_m1_sp1_1_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",29,3.2787,0.11474,0.34474,4,12,4,"14sep18_27aug18_CZECH_m1_sp1_1_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",106,4.6425,0.043966,0.40377,8,14,5,"14sep18_27aug18_CZECH_m1_sp1_1_rev_14","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",126,5.0628,0.040275,0.38225,12,15,3,"14sep18_27aug18_CZECH_m1_sp1_1_rev_15","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",194,9.4428,0.048743,0.43862,15,2,13,"14sep18_27aug18_CZECH_m1_sp1_1_rev_2","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",92,6.6274,0.071953,0.42088,6,4,3,"14sep18_27aug18_CZECH_m1_sp1_1_rev_4","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",52,5.8959,0.11267,0.45595,2,6,2,"14sep18_27aug18_CZECH_m1_sp1_1_rev_6","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",172,3.9394,0.022946,0.39947,7,7,4,"14sep18_27aug18_CZECH_m1_sp1_1_rev_7","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_1_rev",81,6.0711,0.075092,0.43895,6,9,6,"14sep18_27aug18_CZECH_m1_sp1_1_rev_9","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",106,6.8901,0.06491,0.57017,7,1,3,"14sep18_27aug18_CZECH_m1_sp1_10_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",93,5.1071,0.055191,0.51939,9,10,3,"14sep18_27aug18_CZECH_m1_sp1_10_rev_10","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",63,4.9881,0.079752,0.44773,5,11,4,"14sep18_27aug18_CZECH_m1_sp1_10_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",40,4.3782,0.11,0.48175,1,12,6,"14sep18_27aug18_CZECH_m1_sp1_10_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",120,4.84,0.040351,0.44815,9,14,2,"14sep18_27aug18_CZECH_m1_sp1_10_rev_14","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",94,9.3576,0.099452,0.55026,4,2,3,"14sep18_27aug18_CZECH_m1_sp1_10_rev_2","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",122,3.8806,0.031861,0.57056,13,6,4,"14sep18_27aug18_CZECH_m1_sp1_10_rev_6","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",61,4.7619,0.077715,0.55024,7,7,6,"14sep18_27aug18_CZECH_m1_sp1_10_rev_7","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_10_rev",84,5.6036,0.066479,0.56101,7,8,4,"14sep18_27aug18_CZECH_m1_sp1_10_rev_8","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",47,1.5152,0.03247,0.50657,3,11,14,"14sep18_27aug18_CZECH_m1_sp1_11_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",32,3.3333,0.10441,0.60483,2,12,7,"14sep18_27aug18_CZECH_m1_sp1_11_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",32,5.5801,0.17425,0.63749,3,13,6,"14sep18_27aug18_CZECH_m1_sp1_11_rev_13","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",55,10.8313,0.19697,0.64339,1,17,20,"14sep18_27aug18_CZECH_m1_sp1_11_rev_17","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",51,3.8806,0.07608,0.59642,1,2,26,"14sep18_27aug18_CZECH_m1_sp1_11_rev_2","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",60,5.1604,0.086062,0.56187,1,22,17,"14sep18_27aug18_CZECH_m1_sp1_11_rev_22","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",36,5.3369,0.14938,0.66687,2,24,19,"14sep18_27aug18_CZECH_m1_sp1_11_rev_24","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_11_rev",101,5.7281,0.056735,0.62791,2,3,24,"14sep18_27aug18_CZECH_m1_sp1_11_rev_3","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",84,8.8562,0.10488,0.62004,2,1,11,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",65,7.1642,0.11043,0.53177,3,11,13,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",28,3.2787,0.11899,0.49412,3,13,5,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_13","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",71,5.7014,0.080712,0.59952,1,15,14,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_15","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",79,6.9722,0.088087,0.54699,1,19,28,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_19","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",55,6.6667,0.12121,0.6243,3,4,6,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_4","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",34,6.4661,0.18859,0.59834,1,5,7,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_5","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",192,24.8378,0.12955,0.6278,7,6,41,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_6","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12.1_rev",21,3.6786,0.17631,0.64284,1,8,2,"14sep18_27aug18_CZECH_m1_sp1_12.1_rev_8","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",95,6.2266,0.065605,0.37612,6,1,20,"14sep18_27aug18_CZECH_m1_sp1_12_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",67,4.5995,0.068236,0.36353,6,11,17,"14sep18_27aug18_CZECH_m1_sp1_12_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",84,5.5142,0.065328,0.44977,3,13,6,"14sep18_27aug18_CZECH_m1_sp1_12_rev_13","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",78,3.8196,0.049099,0.34462,4,16,36,"14sep18_27aug18_CZECH_m1_sp1_12_rev_16","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",136,7.2415,0.053215,0.44937,7,19,8,"14sep18_27aug18_CZECH_m1_sp1_12_rev_19","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",79,1.8182,0.023063,0.32618,7,21,5,"14sep18_27aug18_CZECH_m1_sp1_12_rev_21","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",97,1.8462,0.018962,0.29778,6,22,1,"14sep18_27aug18_CZECH_m1_sp1_12_rev_22","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",57,5.1465,0.090383,0.43474,5,23,6,"14sep18_27aug18_CZECH_m1_sp1_12_rev_23","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",46,4.9251,0.10687,0.40548,4,25,2,"14sep18_27aug18_CZECH_m1_sp1_12_rev_25","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",59,7.1774,0.12157,0.3488,2,29,11,"14sep18_27aug18_CZECH_m1_sp1_12_rev_29","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",92,5.0586,0.054824,0.39524,9,3,2,"14sep18_27aug18_CZECH_m1_sp1_12_rev_3","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",80,5.2098,0.064736,0.47114,7,30,5,"14sep18_27aug18_CZECH_m1_sp1_12_rev_30","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",77,10.9033,0.14252,0.32823,9,34,11,"14sep18_27aug18_CZECH_m1_sp1_12_rev_34","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",55,3.5484,0.064089,0.42533,5,35,4,"14sep18_27aug18_CZECH_m1_sp1_12_rev_35","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",91,2.8571,0.031425,0.38813,2,4,56,"14sep18_27aug18_CZECH_m1_sp1_12_rev_4","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",63,4.787,0.075561,0.35248,6,49,6,"14sep18_27aug18_CZECH_m1_sp1_12_rev_49","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",80,0.9375,0.011729,0.36934,8,5,2,"14sep18_27aug18_CZECH_m1_sp1_12_rev_5","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",62,1.875,0.03004,0.30045,3,51,21,"14sep18_27aug18_CZECH_m1_sp1_12_rev_51","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",49,4.8485,0.097964,0.27124,6,57,5,"14sep18_27aug18_CZECH_m1_sp1_12_rev_57","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",82,6.5554,0.079898,0.43006,4,59,9,"14sep18_27aug18_CZECH_m1_sp1_12_rev_59","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",38,5.9026,0.15457,0.30493,1,67,17,"14sep18_27aug18_CZECH_m1_sp1_12_rev_67","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",102,6.2554,0.061459,0.30909,8,7,4,"14sep18_27aug18_CZECH_m1_sp1_12_rev_7","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",65,6.4726,0.099601,0.29994,4,70,4,"14sep18_27aug18_CZECH_m1_sp1_12_rev_70","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",24,4.4122,0.18733,0.36681,2,72,5,"14sep18_27aug18_CZECH_m1_sp1_12_rev_72","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",101,1.5385,0.015194,0.35005,5,79,7,"14sep18_27aug18_CZECH_m1_sp1_12_rev_79","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",24,4.5333,0.18882,0.43549,2,90,6,"14sep18_27aug18_CZECH_m1_sp1_12_rev_90","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",23,1.9355,0.082681,0.35927,2,92,1,"14sep18_27aug18_CZECH_m1_sp1_12_rev_92","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",76,1.7391,0.02277,0.36062,6,94,1,"14sep18_27aug18_CZECH_m1_sp1_12_rev_94","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_12_rev",79,7.6733,0.097325,0.38104,1,96,28,"14sep18_27aug18_CZECH_m1_sp1_12_rev_96","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",73,5.3984,0.073804,0.53709,6,10,6,"14sep18_27aug18_CZECH_m1_sp1_13_rev_10","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",66,3.0556,0.046128,0.54295,2,11,23,"14sep18_27aug18_CZECH_m1_sp1_13_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",72,6.2769,0.087654,0.55243,6,12,8,"14sep18_27aug18_CZECH_m1_sp1_13_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",70,5.0938,0.073271,0.53926,6,13,19,"14sep18_27aug18_CZECH_m1_sp1_13_rev_13","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",85,7.0432,0.082674,0.53963,6,14,11,"14sep18_27aug18_CZECH_m1_sp1_13_rev_14","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",92,5.8449,0.063699,0.51181,7,15,7,"14sep18_27aug18_CZECH_m1_sp1_13_rev_15","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",58,4.3836,0.075163,0.55612,5,16,9,"14sep18_27aug18_CZECH_m1_sp1_13_rev_16","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",84,6.3935,0.076152,0.52895,2,17,5,"14sep18_27aug18_CZECH_m1_sp1_13_rev_17","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",80,6.5957,0.082699,0.57665,9,3,1,"14sep18_27aug18_CZECH_m1_sp1_13_rev_3","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",48,5.7776,0.12033,0.58303,4,5,5,"14sep18_27aug18_CZECH_m1_sp1_13_rev_5","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",123,2.9851,0.024272,0.56639,11,6,2,"14sep18_27aug18_CZECH_m1_sp1_13_rev_6","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",77,3.7143,0.048049,0.56719,6,7,1,"14sep18_27aug18_CZECH_m1_sp1_13_rev_7","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",47,3.7143,0.079064,0.56426,3,8,8,"14sep18_27aug18_CZECH_m1_sp1_13_rev_8","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_13_rev",93,3.9872,0.042746,0.52843,8,9,8,"14sep18_27aug18_CZECH_m1_sp1_13_rev_9","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",97,5.5529,0.057045,0.46822,9,10,7,"14sep18_27aug18_CZECH_m1_sp1_2_rev_10","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",94,8.6525,0.092423,0.46544,8,11,11,"14sep18_27aug18_CZECH_m1_sp1_2_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",37,5.9293,0.16115,0.45005,3,12,6,"14sep18_27aug18_CZECH_m1_sp1_2_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",99,5.4481,0.055121,0.42899,8,13,3,"14sep18_27aug18_CZECH_m1_sp1_2_rev_13","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",93,5.1734,0.055375,0.39261,6,14,3,"14sep18_27aug18_CZECH_m1_sp1_2_rev_14","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",82,5.3978,0.065672,0.49216,7,5,5,"14sep18_27aug18_CZECH_m1_sp1_2_rev_5","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",123,6.525,0.053007,0.46735,11,7,8,"14sep18_27aug18_CZECH_m1_sp1_2_rev_7","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",58,6.0178,0.10375,0.48605,2,8,20,"14sep18_27aug18_CZECH_m1_sp1_2_rev_8","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_2_rev",100,4.3538,0.043746,0.45044,2,9,50,"14sep18_27aug18_CZECH_m1_sp1_2_rev_9","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",122,3.5821,0.029305,0.554,8,1,5,"14sep18_27aug18_CZECH_m1_sp1_3_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",52,3.8382,0.073741,0.48529,3,10,7,"14sep18_27aug18_CZECH_m1_sp1_3_rev_10","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",115,5.937,0.051467,0.47839,8,11,2,"14sep18_27aug18_CZECH_m1_sp1_3_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",86,7.0857,0.08263,0.47239,7,12,7,"14sep18_27aug18_CZECH_m1_sp1_3_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",88,5.3676,0.061298,0.50156,10,13,1,"14sep18_27aug18_CZECH_m1_sp1_3_rev_13","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",63,5.6578,0.089908,0.51563,6,14,8,"14sep18_27aug18_CZECH_m1_sp1_3_rev_14","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",92,6.0562,0.065572,0.43556,8,15,6,"14sep18_27aug18_CZECH_m1_sp1_3_rev_15","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",93,5.8968,0.063273,0.52106,6,2,2,"14sep18_27aug18_CZECH_m1_sp1_3_rev_2","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",81,4.908,0.06041,0.52879,6,5,4,"14sep18_27aug18_CZECH_m1_sp1_3_rev_5","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",85,4.1935,0.049211,0.52596,7,6,3,"14sep18_27aug18_CZECH_m1_sp1_3_rev_6","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",79,6.1419,0.07812,0.49981,8,8,1,"14sep18_27aug18_CZECH_m1_sp1_3_rev_8","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_3_rev",103,5.1609,0.050017,0.49148,9,9,5,"14sep18_27aug18_CZECH_m1_sp1_3_rev_9","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",120,4.4883,0.037456,0.50241,2,1,36,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",69,5.5352,0.079738,0.53056,6,3,3,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_3","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",115,4.3077,0.03732,0.46597,2,4,36,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_4","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",125,3.9214,0.031484,0.55235,11,5,5,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_5","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",69,4.0667,0.058688,0.5011,1,6,59,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_6","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",95,4.1489,0.043621,0.48035,1,7,46,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_7","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",85,6.2343,0.072982,0.43521,7,8,3,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_8","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.1_rev",56,5.3616,0.095781,0.4422,2,9,7,"14sep18_27aug18_CZECH_m1_sp1_4.1_rev_9","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.2_rev",81,4.3788,0.054211,0.36523,1,1,72,"14sep18_27aug18_CZECH_m1_sp1_4.2_rev_1","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.2_rev",61,4.6417,0.076268,0.28346,2,10,5,"14sep18_27aug18_CZECH_m1_sp1_4.2_rev_10","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.2_rev",98,4.375,0.044831,0.33971,7,11,4,"14sep18_27aug18_CZECH_m1_sp1_4.2_rev_11","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
"14sep18_27aug18_CZECH_m1_sp1_4.2_rev",68,5.3657,0.079309,0.38647,6,12,9,"14sep18_27aug18_CZECH_m1_sp1_4.2_rev_12","27aug18_CZECH_m1","CZECH","Musc","male","CZECH male","","","","","","","","",""
