return5,fileName,boxNumber,centromere,SC length,rank,chrm.class,hand.foci.count,F1,F2,F3,notes,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob15,,78.789,,autosome,1,46.628,,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob16,,70.586,,autosome,1,46.567,,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob13,,88.251,,autosome,1,46.402,,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob17,,62.159,,autosome,1,46.394,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_5,,49.557,18,autosome,1,46.387,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_12,,75.923,,autosome,1,46.314,,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_3,,54.772,,autosome,1,46.192,,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob13,,71.443,,autosome,1,46.162,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_9,,99.603,,autosome,1,46.044,,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob16,,53.491,,autosome,1,45.81,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob11,,103.921,,autosome,1,45.472,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_12,,90.169,4,autosome,1,45.448,,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob18,,51.138,,autosome,1,45.308,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob17,,55.695,,autosome,1,45.269,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob19,,55.057,,autosome,1,45.234,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_16,,65.956,14,autosome,1,45.233,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_19,,68.846,,autosome,1,45.171,,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob16,,66.409,,autosome,1,45.168,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob18,,78.743,,autosome,1,45.122,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob5,,91.067,,autosome,1,45.114,,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob4,,100.655,,autosome,1,45.1,,,maybe faint extra foci,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob8,,76.97,,autosome,1,44.875,,,,,
"3,5,6,7,8,27",29nov16_13nov16_MSM_m2_sp1_13,blob_19,,54.383,,autosome,1,44.87,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob9,,66.342,,autosome,1,44.822,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob15,,55.605,,autosome,1,44.727,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob9,,51.452,,autosome,1,44.676,,,could be 2CO?,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_3,,64.761,,autosome,1,44.67,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob16,,48.319,,autosome,1,44.509,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob7,,63.027,,autosome,1,44.428,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob8,,68.781,,autosome,1,44.37,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob4,,93.53,,autosome,1,44.313,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob5,,75.778,,autosome,1,44.111,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob11,,69.069,,autosome,1,44.078,,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob4,,94.439,,autosome,1,43.999,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob1,,75.847,,autosome,1,43.997,,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob9,,73.523,,autosome,1,43.956,,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob18,,68.34,,autosome,1,43.873,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob15,,59.992,,autosome,1,43.577,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob4,,70.424,,autosome,1,43.527,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob17,,60.739,,autosome,1,43.498,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob4,,118.22,,autosome,1,43.473,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob15,,58.386,,autosome,1,43.173,,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob11,,69.588,,autosome,1,43.112,,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob16,,46.405,,autosome,1,42.93,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_2,,89.227,,autosome,1,42.877,,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob5,,47.845,,autosome,1,42.73,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob14,,87.81,,autosome,1,42.516,,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob5,,87.965,,autosome,1,42.454,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_13,,80.988,7,autosome,1,42.424,,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob4,,96.843,,autosome,1,42.419,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob9,,88.467,,autosome,1,42.196,,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob15,,94.518,,autosome,1,41.613,,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_17,,93.201,,autosome,1,41.418,,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob20,,79.067,,autosome,1,41.384,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob2,,56.251,,autosome,1,41.182,,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_14,,104.175,,autosome,1,41.147,,,maybe XY? ,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob18,,77.21,,autosome,1,40.944,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob6,,45.831,,autosome,1,40.855,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob15,,68.705,,autosome,1,40.771,,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob9,,49.328,,autosome,1,40.702,,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob17,,49.065,,autosome,1,40.685,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob6,,86.543,,autosome,1,40.609,,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob18,,61.036,,autosome,1,40.356,,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob3,,84.792,,autosome,1,40.323,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob12,,125.786,,autosome,1,40.317,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob10,,116.418,,autosome,1,40.23,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob19,,120.154,,autosome,1,40.226,,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_18,,71.303,,autosome,1,40.053,,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob9,,70.151,,autosome,1,39.905,,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob3,,85.374,,autosome,1,39.898,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob10,,77.536,,autosome,1,39.719,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_1,,64.785,15,autosome,1,39.589,,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob17,,92.841,,autosome,1,39.565,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob1,,50.758,,autosome,1,39.558,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob2,,52.281,,autosome,1,39.546,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob15,,71.355,,autosome,1,39.395,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob8,,46.718,,autosome,1,39.252,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_15,,88.39,5,autosome,1,39.211,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob2,,48.24,,autosome,1,39.21,,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob2,,83.052,,autosome,1,39.142,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob6,,99.403,,autosome,1,39.092,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob14,,65.935,,autosome,1,38.935,,,,,
"3,5,6,7,8,9",29nov16_13nov16_MSM_m2_sp1_13,blob_1 ,,62.878,,autosome,1,38.725,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob12,,62.545,,autosome,1,38.204,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_2,,51.172,,autosome,1,38.013,,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob20,,112.373,,autosome,1,37.97,,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob4,,49.74,,autosome,1,37.891,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob6,,49.971,,autosome,1,37.264,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob10,,98.087,,autosome,1,37.18,,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob18,,51.098,,autosome,1,36.871,,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob15,,69.045,,autosome,1,36.774,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob16,,69.446,,autosome,1,36.502,,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob15,,44.253,,autosome,1,36.275,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_10,,87.244,,autosome,1,36.138,,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob2,,92.301,,autosome,1,36.07,,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob9,,68.615,,autosome,1,35.736,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob5,,92.443,,autosome,1,35.568,,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob11,,114.164,,autosome,1,35.533,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob8,,52.411,,autosome,1,35.46,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_6,,79.088,,autosome,1,35.257,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob17,,101.197,,autosome,1,35.148,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob16,,71.63,,autosome,1,35.148,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob7,,84.609,,autosome,1,35.105,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob13,,72.51,,autosome,1,34.839,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob19,,59.725,,autosome,1,34.713,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob17,,55.601,,autosome,1,34.697,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob13,,82.187,,autosome,1,34.551,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob18,,51.383,,autosome,1,34.452,,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob6,,66.92,,autosome,1,34.441,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_3,,79.754,9,autosome,1,34.213,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob20,,43.322,,autosome,1,34.169,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_5,,98.871,,autosome,1,33.659,,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_14,,97.267,,autosome,1,33.658,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_13,,69.337,,autosome,1,33.651,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob15,,65.721,,autosome,1,33.647,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob16,,84.718,,autosome,1,33.646,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob13,,87.142,,autosome,1,33.642,,,could be 2CO?,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob11,,92.947,,autosome,1,33.514,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob10,,82.61,,autosome,1,33.261,,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob6,,40.958,,autosome,1,33.161,,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob15,,57.21,,autosome,1,33.078,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_14,,60.579,16,autosome,1,32.562,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob16,,90.045,,autosome,1,32.369,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_8,,77.235,,autosome,1,32.294,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob15,,67.526,,autosome,1,32.245,,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob5,,97.134,,autosome,1,32.087,,,,,
check!,3aug17_8may17_LEW_m2_sp1_5_rev,blob20,,50.331,,autosome,1,32.033,,46.688,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob7,,80.1,,autosome,1,32.024,,,,,
check!,22nov16_13nov16_MSM_f2_sp1_19,blob_11,,92.888,,autosome,1,31.995,,78.091,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob18,,87.695,,autosome,1,31.953,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob4,,95.828,,autosome,1,31.902,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_16,,75.844,,autosome,1,31.838,,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob13,,58.361,,autosome,1,31.825,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob1,,69.547,,autosome,1,31.819,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob2,,87.384,,autosome,1,31.681,,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob14,,53.952,,autosome,1,31.566,,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob10,,67.233,,autosome,1,31.502,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob6,,78.718,,autosome,1,31.491,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob1,,72.801,,autosome,1,31.395,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_13,,94.831,,autosome,1,31.329,,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob11,,58.829,,autosome,1,31.316,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob18,,90.303,,autosome,1,31.24,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob3,,48.795,,autosome,1,31.114,,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_12,,52.784,,autosome,1,31.03,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob3,,54.413,,autosome,1,30.984,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob3,,77.186,,autosome,1,30.748,,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob7,,93.896,,autosome,1,30.56,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob6,,42.276,,autosome,1,30.537,,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob2,,48.025,,autosome,1,30.503,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob6,,96.339,,autosome,1,30.367,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob16,,75.552,,autosome,1,30.123,,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_11,,111.593,,autosome,1,30.017,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob17,,79.553,,autosome,1,29.877,,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob8,,55.281,,autosome,1,29.802,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob5,,34.982,,autosome,1,29.48,,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob7,,80.822,,autosome,1,29.454,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob15,,67.836,,autosome,1,29.407,,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob3,,80.863,,autosome,1,29.353,,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob12,,60.546,,autosome,1,29.329,,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob19,,69.461,,autosome,1,29.14,,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob10,,69.046,,autosome,1,29.12,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob20,,62.806,,autosome,1,28.777,,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob11,,83.556,,autosome,1,28.692,,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_7,,53.395,,autosome,1,28.689,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob7,,45.079,,autosome,1,28.674,,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob12,,43.254,,autosome,1,28.596,,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob10,,93.037,,autosome,1,28.53,,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob19,,64.809,,autosome,1,28.345,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob2,,68.952,,autosome,1,28.321,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob17,,48.892,,autosome,1,28.265,,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob18,,82.175,,autosome,1,28.209,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_4,,43.241,19,autosome,1,28.145,,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_19,,45.98,,autosome,1,27.725,,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob10,,78.512,,autosome,1,27.547,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob6,,100.556,,autosome,1,27.455,,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob6,,104.405,,autosome,1,27.34,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob12,,81.911,,autosome,1,27.094,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob11,,88.398,,autosome,1,26.882,,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob13,,59.713,,autosome,1,26.808,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob20,,54.474,,autosome,1,26.752,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob8,,55.14,,autosome,1,26.509,,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob2,,74.225,,autosome,1,26.364,,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob3,,90.15,,autosome,1,26.32,,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_18,,69.62,13,autosome,1,26.274,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob12,,53.085,,autosome,1,26.233,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob15,,58.756,,autosome,1,26.179,,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_6,,47.369,,autosome,1,26.047,,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob4,,45.42,,autosome,1,25.95,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob1,,35.73,,autosome,1,25.633,,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_14,,55.608,,autosome,1,25.58,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob16,,51.528,,autosome,1,25.566,,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_2,,47.178,,autosome,1,24.727,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob5,,94.82,,autosome,1,24.688,,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob1,,64.213,,autosome,1,24.661,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob7,,78.552,,autosome,1,24.589,,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob9,,51.56,,autosome,1,24.512,,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob17,,90.129,,autosome,1,24.445,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob13,,61.877,,autosome,1,24.425,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob17,,77.716,,autosome,1,24.025,,,"replicated measures (77.184, 24.013)",,
,27oct16_31aug16_MSM_m1_sp1_26,blob_1 ,,88.708,,autosome,1,23.962,,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_5,,62.793,,autosome,1,23.645,,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob15,,46.089,,autosome,1,23.541,,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob10,,112.523,,autosome,1,23.468,,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob9,,78.196,,autosome,1,23.444,,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob11,,59.702,,autosome,1,23.43,,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob13,,54.483,,autosome,1,23.426,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob8,,64.501,,autosome,1,23.331,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob16,,43.704,,autosome,1,22.969,,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob17,,107.332,,autosome,1,22.8,,,,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob6,,63.266,,autosome,1,22.635,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob2,,57.499,,autosome,1,22.586,,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob8,,58.661,,autosome,1,22.408,,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob3,,87.134,,autosome,1,22.3,,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob11,,84.746,,autosome,1,22.278,,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob3,,48.428,,autosome,1,22.088,,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_8,,114.693,,autosome,1,22.032,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob9,,69.648,,autosome,1,21.807,,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob5,,54.713,,autosome,1,21.762,,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob16,,80.957,,autosome,1,21.668,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob18,,81.484,,autosome,1,21.518,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob9,,52.192,,autosome,1,21.162,,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob15,,103.459,,autosome,1,20.765,,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob3,,50.328,,autosome,1,20.712,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob19,,88.616,,autosome,1,20.261,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob4,,62.011,,autosome,1,20.237,,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_17,,135.852,,autosome,1,20.095,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob8,,38.947,,autosome,1,19.991,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob9,,76.656,,autosome,1,19.899,,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob18,,92.528,,autosome,1,19.251,,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_6,,64.031,,autosome,1,19.22,,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_2,,81.878,,autosome,1,18.929,,,"unclear crossover events, may be 2 more but only one clear and centered",,
,28jul15_22jun15_G_m2_sp1_19_rev,blob11,,64.859,,autosome,1,18.547,,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob4,,62.446,,autosome,1,18.454,,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob18,,64.594,,autosome,1,18.301,,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_1 ,,65.506,,autosome,1,18.258,,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob14,,77.791,,autosome,1,17.77,,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_18,,47.157,,autosome,1,17.599,,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob11,,69.23,,autosome,1,16.61,,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob10,,76.501,,autosome,1,16.204,,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob15,,60.334,,autosome,1,16.202,,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_13,,80.06,,autosome,1,15.616,,,maybe XY?,,
,18mar15_10mar15_WSB_m1_sp1_13_rev,blob2,,52.894,,autosome,1,15.587,,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob3,,77.956,,autosome,1,15.363,,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob10,,60.929,,autosome,1,15.35,,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob19,,86.248,,autosome,1,14.98,,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob17,,100.922,,autosome,1,14.508,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob7,,75.456,,autosome,1,12.845,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob12,,55.455,,autosome,1,12.245,,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob7,,71.116,,autosome,1,12.099,,,maybe 2CO,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob18,,69.662,,autosome,1,11.468,,,,,
"16 of 20, Check",29nov16_13nov16_MSM_f1_sp1_5,blob_20,,76.488,,autosome,1,,,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob4,,134.053,,autosome,2,116.644,14.447,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob16,,202.025,,autosome,2,80.481,166.704,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob15,,98.02,,autosome,2,79.86,91.943,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob3,,120.663,,autosome,2,76.643,90.802,,,,
check!,22nov16_13nov16_MSM_f2_sp1_19,blob_17,,84.617,,autosome,2,74.603,,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob5,,93.64,,autosome,2,70.681,89.852,,,,
,5aug17_14jul17_LEW_f1_sp1_1_rev,blob9,,149.048,,autosome,2,62.347,120.229,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_7,,104.242,,autosome,2,60.97,94.462,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob15,,130.07,,autosome,2,59.716,118.898,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob10,,102.383,,autosome,2,58.964,96.288,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_3,,139.228,,autosome,2,58.42,121.181,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob8,,95.796,,autosome,2,55.874,81.083,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob20,,122.33,,autosome,2,55.107,111.855,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob19,,103.387,,autosome,2,55.085,95.661,,,,
