return5,fileName,boxNumber,centromere,SC length,rank,chrm.class,hand.foci.count,F1,F2,F3,notes,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_5,,122.683,,autosome,2,54.983,95.139,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob19,,121.758,,autosome,2,54.863,117.218,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob2,,126.367,,autosome,2,54.786,109.735,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob10,,114.905,,autosome,2,53.496,111.771,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob11,,96.813,,autosome,2,53.14,83.346,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob5,,90.441,,autosome,2,51.619,83.422,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob18,,108.705,,autosome,2,51.413,102.891,,,,
"3,5,6,7,8,12",29nov16_13nov16_MSM_m2_sp1_13,blob_4,,92.214,,autosome,2,50.849,85.672,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_2,,113.414,,autosome,2,50.498,106.295,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_13,,102.024,,autosome,2,50.291,96.304,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob12,,131.296,,autosome,2,49.89,116.046,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob3,,122.94,,autosome,2,49.589,114.269,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob19,,124.678,,autosome,2,48.583,102.374,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_10,,76.042,,autosome,2,48.405,71.848,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob13,,95.272,,autosome,2,47.751,90.69,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob13,,93.486,,autosome,2,47.621,66.662,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob17,,105.986,,autosome,2,47.558,100.184,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_9,,103.177,,autosome,2,46.974,83.232,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob20,,99.674,,autosome,2,46.837,85.496,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_9,,109.453,,autosome,2,46.287,79.996,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob2,,92.247,,autosome,2,46.254,82.602,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob5,,112.889,,autosome,2,46.066,106.061,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob12,,86.126,,autosome,2,45.87,79.03,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob13,,93.33,,autosome,2,45.748,82.018,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_18,,98.861,,autosome,2,45.704,94.896,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob10,,119.793,,autosome,2,45.307,111.444,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob12,,125.479,,autosome,2,44.992,113.851,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob10,,103.365,,autosome,2,44.442,83.991,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob9,,118.286,,autosome,2,44.208,88.137,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob9,,103.474,,autosome,2,42.75,77.117,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob3,,95.769,,autosome,2,42.332,80.605,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob2,,111.835,,autosome,2,42.271,80.693,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob14,,99.67,,autosome,2,42.081,96.046,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob8,,137.2,,autosome,2,41.452,125.56,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob20,,108.295,,autosome,2,40.973,93.546,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob5,,91.692,,autosome,2,40.685,87.583,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob13,,95.645,,autosome,2,40.418,85.841,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_4,,100.774,,autosome,2,40.286,97.835,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob12,,114.918,,autosome,2,40.239,101.918,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob1,,83.484,,autosome,2,40.224,79.107,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob3,,119.901,,autosome,2,39.179,90.728,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob8,,104.737,,autosome,2,39.086,97.951,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob13,,116.21,,autosome,2,38.963,93.37,,,,
"3,5,6,7,8,23",29nov16_13nov16_MSM_m2_sp1_13,blob_15,,120.122,,autosome,2,38.834,96.685,,,,
"3,5,6,7,8,22",29nov16_13nov16_MSM_m2_sp1_13,blob_14,,95.74,,autosome,2,38.684,85.581,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_6,,112.203,,autosome,2,38.264,109.271,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob1,,86.966,,autosome,2,38.25,72.25,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob18,,102.807,,autosome,2,38.243,97.38,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_9,,98.566,,autosome,2,37.952,80.411,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob5,,102.103,,autosome,2,37.888,95.25,,"overlapping chrm, might be 3CO?",,
,2aug15_8jun15_G_f4_sp1_18_rev,blob19,,105.693,,autosome,2,37.785,91.61,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob4,,112.552,,autosome,2,37.706,97.353,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob7,,91.629,,autosome,2,37.698,88.687,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_3,,100.897,,autosome,2,37.576,91.407,,,,
check!,22nov16_13nov16_MSM_f2_sp1_19,blob_12,,93,,autosome,2,37.544,,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob4,,80.793,,autosome,2,36.796,72.129,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob9,,101.269,,autosome,2,36.617,97.31,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob4,,107.162,,autosome,2,36.308,99.654,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob8,,105.65,,autosome,2,35.934,78.734,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob7,,90.154,,autosome,2,35.912,79.1,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob20,,91.743,,autosome,2,35.86,83.15,,kinda hard to distinguish the ends (with blob20),,
,28jul15_22jun15_G_m2_sp1_4_rev,blob11,,92.367,,autosome,2,35.734,88.195,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob16,,129.038,,autosome,2,35.726,105.696,,,,
"3,5,6,7,8,24",29nov16_13nov16_MSM_m2_sp1_13,blob_16,,109.231,,autosome,2,35.719,86.507,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob7,,111.326,,autosome,2,35.484,63.007,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob10,,107.62,,autosome,2,35.47,87.299,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob5,,77.513,,autosome,2,34.958,68.83,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob5,,104.476,,autosome,2,34.746,83.708,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob16,,75.707,,autosome,2,34.149,66.989,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob20,,85.22,,autosome,2,34.019,80.481,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_12,,110.821,,autosome,2,33.496,96.079,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob13,,78.002,,autosome,2,33.393,53.279,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob14,,93.571,,autosome,2,32.966,86.462,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob7,,92.511,,autosome,2,32.772,79.299,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_4,,88.235,,autosome,2,32.757,73.503,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob11,,113.034,,autosome,2,32.586,106.127,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob9,,107.815,,autosome,2,32.266,89.897,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_7,,87.713,,autosome,2,32.209,64.97,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob4,,93.799,,autosome,2,32.033,65.136,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_17,,89.863,,autosome,2,32.029,72.633,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob20,,92.775,,autosome,2,31.598,64.124,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob20,,103.025,,autosome,2,31.385,86.057,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob4,,101.351,,autosome,2,31.222,79.72,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_8,,97.654,,autosome,2,31.145,84.025,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob4,,117.68,,autosome,2,30.67,88.346,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_3,,84.102,,autosome,2,30.487,52.104,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_16,,90.311,,autosome,2,30.244,81.179,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob14,,103.996,,autosome,2,30.113,91.19,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob15,,117.74,,autosome,2,30.089,93.089,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob5,,98.452,,autosome,2,29.969,61.11,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob10,,101,,autosome,2,29.939,90.376,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob8,,121.432,,autosome,2,29.907,104.834,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_11,,124.69,,autosome,2,29.855,106.434,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_19,,108.669,,autosome,2,29.713,104.42,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob20,,86.856,,autosome,2,29.699,60.559,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob13,,121.686,,autosome,2,29.554,76.871,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_20,,87.042,,autosome,2,29.297,82.441,,,,
,1mar16_3jan16_G_m2_sp1_19.3_rev,blob18,,83.862,,autosome,2,29.155,80.651,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob7,,99.101,,autosome,2,29.153,82.175,,,,
"3,5,6,7,8,17",29nov16_13nov16_MSM_m2_sp1_13,blob_9,,82.684,,autosome,2,29.109,70.771,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob19,,76.2,,autosome,2,29.031,70.108,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob4,,80.667,,autosome,2,28.702,75.509,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob12,,136.017,,autosome,2,28.634,120.369,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_10,,110.864,,autosome,2,28.329,91.915,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob8,,181.169,,autosome,2,28.187,165.637,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob1,,93.744,,autosome,2,27.923,83.689,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob8,,113.666,,autosome,2,27.88,73.533,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob8,,80.099,,autosome,2,27.668,71.093,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob5,,87.824,,autosome,2,27.567,72.893,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob15,,133.364,,autosome,2,27.042,102.091,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_1 ,,78.797,,autosome,2,27.028,69.21,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_18,,110.175,,autosome,2,26.944,76.63,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob1,,71.741,,autosome,2,26.788,65.581,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob9,,74.744,,autosome,2,26.779,66.756,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob16,,139.811,,autosome,2,26.737,101.184,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob17,,97.123,,autosome,2,26.424,89.484,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_19,,112.165,,autosome,2,26.422,109.915,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob3,,106.975,,autosome,2,26.378,93.277,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_19,,88.94,,autosome,2,26.336,86.164,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob9,,118.766,,autosome,2,26.318,84.944,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob17,,74.29,,autosome,2,26.303,58.128,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob8,,94.917,,autosome,2,26.201,64.174,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob11,,94.865,,autosome,2,26.135,89.71,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob15,,111.288,,autosome,2,26.116,86.669,,maybe 3CO,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_11,,95.355,,autosome,2,25.962,73.359,,,,
,12jan17_4jan17_LEW_f1_sp1_22_rev,blob12,,80.574,,autosome,2,25.959,71.158,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob12,,81.265,,autosome,2,25.862,66.905,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob14,,85.286,,autosome,2,25.845,77.786,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_15,,67.822,,autosome,2,25.538,64.455,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob4,,78.976,,autosome,2,25.526,59.139,,,,
,5aug17_14jul17_LEW_f1_sp1_11_rev,blob1,,114.613,,autosome,2,25.467,78.757,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob3,,96.615,,autosome,2,25.303,96.615,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob18,,85.417,,autosome,2,25.295,69.446,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob14,,134.106,,autosome,2,25.146,82.864,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_9,,84.276,,autosome,2,25.073,41.317,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob17,,101.622,,autosome,2,24.95,91.659,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob3,,94.048,,autosome,2,24.893,89.103,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob19,,93.79,,autosome,2,24.832,69.608,,kinda hard to distinguish the ends (with blob20),,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob1,,81.924,,autosome,2,24.819,77.925,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob7,,115.098,,autosome,2,24.799,90.672,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob12,,94.226,,autosome,2,24.786,84.822,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob2,,72.25,,autosome,2,24.786,62.198,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob6,,100.547,,autosome,2,24.775,60.159,,could be 2CO?,,
"3,5,6,7,8,15",29nov16_13nov16_MSM_m2_sp1_13,blob_7,,72.311,,autosome,2,24.718,69.46,,end of blob unclear SC length might be off ,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_7,,116.104,,autosome,2,24.658,106.278,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob19,,58.342,,autosome,2,24.59,46.938,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_18,,142.212,,autosome,2,24.351,119.431,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob15,,111.352,,autosome,2,24.279,72.974,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob10,,104.906,,autosome,2,24.03,88.24,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob9,,77.67,,autosome,2,23.954,64.656,,,,
"3,5,6,7,8,21",29nov16_13nov16_MSM_m2_sp1_13,blob_13,,130.619,,autosome,2,23.875,95.118,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_7,,123.166,,autosome,2,23.868,111.07,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_16,,111.409,,autosome,2,23.759,76.64,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob3,,72.451,,autosome,2,23.682,66.473,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob19,,95.937,,autosome,2,23.642,87.332,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_2,,92.806,,autosome,2,23.557,88.302,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_20,,139.294,,autosome,2,23.366,97.575,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_9,,125.404,,autosome,2,23.195,106.504,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob4,,85.683,,autosome,2,23.032,63.294,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob13,,88.481,,autosome,2,22.889,71.567,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob9,,81.042,,autosome,2,22.596,58.633,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_1 ,,96.887,,autosome,2,22.537,93.698,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob15,,130.929,,autosome,2,22.473,93.776,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob16,,98.113,,autosome,2,22.412,64.897,,large green blob,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob13,,84.743,,autosome,2,22.407,82.148,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_12,,116.616,,autosome,2,22.369,82.079,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob12,,121.528,,autosome,2,22.26,104.244,,,,
,22nov16_13nov16_MSM_f2_sp1_18,blob_17,,95.22,,autosome,2,22.098,41.506,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob3,,107.127,,autosome,2,22.057,89.41,,,,
"3,5,6,7,8,10",29nov16_13nov16_MSM_m2_sp1_13,blob_2,,119.134,,autosome,2,21.837,117.524,,,,
"3,5,6,7,8,20",29nov16_13nov16_MSM_m2_sp1_13,blob_12,,110.834,,autosome,2,21.728,101.119,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob2,,71.914,,autosome,2,21.534,69.036,,,,
,13jul15_12jun15_WSB_f1_sp1_13_rev,blob3,,127.345,,autosome,2,21.474,76.985,,,,
,3aug17_8may17_LEW_m2_sp1_3_rev,blob12,,73.22,,autosome,2,21.339,60.094,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob16,,74.898,,autosome,2,21.314,69.709,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob19,,106.875,,autosome,2,21.265,71.485,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob19,,101.713,,autosome,2,21.222,96.836,,in a 2-tangle. Think it is a 2-tangle not a 2-overlap,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob5,,94.205,,autosome,2,21.222,83.216,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_17,,130.569,,autosome,2,21.153,117.194,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob4,,98.349,,autosome,2,21.121,80.437,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_16,,68.292,,autosome,2,21.011,67.291,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_20,,80.038,,autosome,2,20.926,73.94,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob6,,94.565,,autosome,2,20.856,82.272,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob3,,104.076,,autosome,2,20.772,64.617,,,,
,15sep15_16jun15_WSB_f3_sp2_1_rev,blob5,,101.643,,autosome,2,20.751,87.085,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob11,,108.964,,autosome,2,20.684,102.018,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_15,,91.68,,autosome,2,20.66,71.789,,,,
,29nov16_13nov16_MSM_f1_sp1_24.1_rev,blob10,,105.235,,autosome,2,20.523,88.803,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob15,,73.478,,autosome,2,20.447,67.907,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob1,,97.537,,autosome,2,20.285,54.075,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob7,,107.588,,autosome,2,20.284,90.775,,,,
,22nov16_30sep16_MSM_f2_sp1_22_rev,blob8,,87.826,,autosome,2,20.16,61.677,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_7,,87.819,,autosome,2,20.06,80.546,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob9,,79.199,,autosome,2,19.807,64.442,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_10,,96.369,,autosome,2,19.61,80.909,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob14,,97.589,,autosome,2,19.526,90.387,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_15,,152.102,,autosome,2,19.427,93.969,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob15,,114.834,,autosome,2,19.363,83.666,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob2,,116.936,,autosome,2,19.316,113.086,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob11,,98.245,,autosome,2,19.142,79.133,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_16,,95.218,,autosome,2,19.121,92.34,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_8,,101.87,1,autosome,2,18.81,101.244,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob18,,69.813,,autosome,2,18.694,58.677,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob20,,93.362,,autosome,2,18.536,91.632,,in a 2-tangle. Think it is a 2-tangle not a 2-overlap,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob8,,88.969,,autosome,2,18.53,86.386,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob11,,111.223,,autosome,2,18.478,105.177,,,,
,7feb17_20dec16_LEW_m2_sp1_25_rev,blob16,,91.944,,autosome,2,18.162,77.459,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob14,,117.495,,autosome,2,18,112.323,,,,
,22nov16_30sep16_MSM_f2_sp1_13.1_rev,blob16,,77.255,,autosome,2,17.693,63.223,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_15,,87.673,,autosome,2,17.496,76.934,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob20,,90.022,,autosome,2,17.469,81.142,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob14,,79.616,,autosome,2,16.809,73.359,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob1,,103.098,,autosome,2,16.643,84.674,,,,
,3aug17_8may17_LEW_m2_sp1_5_rev,blob13,,115.161,,autosome,2,16.433,108.07,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob12,,95.636,,autosome,2,16.408,86.438,,,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_19,,100.416,2,autosome,2,16.382,96.501,,,,
,27oct16_31aug16_MSM_m1_sp1_9_rev,blob14,,92.088,,autosome,2,16.314,81.859,,,,
,30jul15_12jun15_WSB_m2_sp1_3_rev,blob15,,76.727,,autosome,2,16.285,60.707,,,,
,28jul15_22jun15_G_m2_sp1_4_rev,blob10,,76.588,,autosome,2,16.246,63.741,,,,
,2aug15_8jun15_G_f4_sp1_7_rev,blob14,,76.415,,autosome,2,16.233,57.398,,"duplicate foci position: 16.261, 56.445",,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob3,,109.125,,autosome,2,16.145,73.882,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_14,,71.998,,autosome,2,16.071,68.813,,,,
,4dec14_8oct14_PWD_f1_sp1_12_rev,blob19,,118.13,,autosome,2,15.752,82.866,,very faint foci,,
,14oct16_30jun16_CAST_m3_sp1_3.2,blob_17,,81.315,6,autosome,2,15.719,48.129,,,,
16 of 20,29nov16_13nov16_MSM_f1_sp1_5,blob_10,,96.6,,autosome,2,15.652,76.443,,,,
,27oct16_31aug16_MSM_m1_sp1_26,blob_8,,119.988,,autosome,2,15.556,84.987,,,,
,30mar15_13oct14_G_f1_sp1_1.1_rev,blob5,,86.637,,autosome,2,15.285,65.725,,,,
,4dec14_8oct14_PWD_f1_sp1_16_rev,blob6,,111.09,,autosome,2,15.133,83.583,,,,
,7feb17_20dec16_LEW_m2_sp1_20_rev,blob16,,69.274,,autosome,2,15.127,40.152,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob6,,109.514,,autosome,2,15.027,94.319,,,,
,27oct16_31aug16_MSM_m1_sp1_19,blob_14,,72.893,,autosome,2,14.586,61.213,,,,
,30jul15_12jun15_WSB_m2_sp1_7.2_rev,blob17,,62.144,,autosome,2,14.24,56.731,,,,
,28jul15_22jun15_G_m2_sp1_3_rev,blob7,,95.791,,autosome,2,14.043,91.737,,,,
,29nov16_13nov16_MSM_m2_sp1_13_rev,blob16,,60.044,,autosome,2,13.301,52.391,,,,
,8jun15_23apr15_PWD_f2_sp1_20_rev,blob9,,72.432,,autosome,2,13.285,61.03,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob4,,71.537,,autosome,2,13.071,67.201,,,,
,27jul15_22jun15_G_m2_sp1_8_rev,blob10,,103.57,,autosome,2,13.071,77.996,,,,
"3,5,6,7,8,26",29nov16_13nov16_MSM_m2_sp1_13,blob_18,,61.317,,autosome,2,13.067,51.123,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob13,,81.774,,autosome,2,13.042,62.01,,,,
,27oct16_31aug16_MSM_m1_sp1_11,blob_6,,70.169,,autosome,2,13,67.092,,,,
,22nov16_13nov16_MSM_f2_sp1_19,blob_16,,69.587,,autosome,2,12.807,46.545,,,,
,2apr15_14sep14_WSB_f1_sp1_15_rev,blob8,,88.901,,autosome,2,12.671,73.796,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob18,,102.174,,autosome,2,12.595,89.116,,,,
,20jul15_18may15_PWD_m1_sp1_6.1_rev,blob5,,117.691,,autosome,2,12.162,112.937,,,,
,28jul15_22jun15_G_m2_sp1_19_rev,blob12,,107.759,,autosome,2,12.162,92.596,,,,
,2aug15_8jun15_G_f4_sp1_18_rev,blob4,,72.643,,autosome,2,12.06,35.239,,,,
,22mar15_10mar15_PWD_m2_sp1_15_rev,blob9,,110.845,,autosome,2,12,87.633,,,,
,20jul15_18may15_PWD_m1_sp1_2.2_rev,blob5,,95.361,,autosome,2,11.877,83.613,,,,
,27oct16_31aug16_MSM_m1_sp1_18_rev,blob2,,84.823,,autosome,2,11.739,57.896,,,,
,1oct16_30jun16_CAST_m3_sp1_m3_5.1,blob_12,,109.904,,autosome,2,11.416,99.274,,,,
