fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,foci_ABS_Position_1,mouse,strain,sex,category,Obj.ID
26jan18_11jan18_KAZ_m3_sp1_24_rev,80,4.0233,0.050226,0.45927,11,4,26jan18_11jan18_KAZ_m3_sp1_24_rev_4,1,,,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_4
26jan18_11jan18_KAZ_m3_sp1_24_rev,97,2.8571,0.029452,0.46146,6,6,26jan18_11jan18_KAZ_m3_sp1_24_rev_6,1,,,,,,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_6
26jan18_11jan18_KAZ_m3_sp1_24_rev,46,5.3774,0.11652,0.45929,3,7,26jan18_11jan18_KAZ_m3_sp1_24_rev_7,1,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_7
26jan18_11jan18_KAZ_m3_sp1_24_rev,63,4.1217,0.06561,0.4664,4,8,26jan18_11jan18_KAZ_m3_sp1_24_rev_8,1,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_8
26jan18_11jan18_KAZ_m3_sp1_24_rev,52,3.0137,0.057529,0.45159,4,9,26jan18_11jan18_KAZ_m3_sp1_24_rev_9,1,0,0,faint foci,1,45,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_9
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,87,4.916,0.056715,0.67922,7,1,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_1,0,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_1
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,44,4.1291,0.092851,0.62559,2,10,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_10,0,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_10
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,97,3.3803,0.034864,0.57432,2,11,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_11,1,0,0,,1,25,,,25,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_11
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,93,2.4615,0.026435,0.57348,2,12,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_12,1,1,1,,2,42,84,,42,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_12
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,26,3.4645,0.13091,0.57776,1,14,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_14,0,,,,,,,,8,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_14
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,64,4.9411,0.077266,0.57266,1,15,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_15,1,1,1,,1,54,,,54,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_15
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,109,4.1791,0.038368,0.67349,4,2,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_2,0,,,,,,,,34,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_2
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,91,3.75,0.041159,0.62533,1,3,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_3,1,1,1,,1,86,,,86,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_3
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,45,3.6364,0.081274,0.63731,3,4,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_4,1,0,0,,1,17,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_4
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,128,8.0058,0.062621,0.6361,4,6,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_6,0,,,,,,,,54,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_6
26jan18_11jan18_KAZ_m3_sp1_25.1_rev,101,2.0588,0.020418,0.59376,1,8,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_8,1,1,1,,1,59,,,59,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_25.1_rev_8
26jan18_11jan18_KAZ_m3_sp1_3_rev,68,3.9107,0.05769,0.62204,4,1,26jan18_11jan18_KAZ_m3_sp1_3_rev_1,1,,,,,,,,8,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_1
26jan18_11jan18_KAZ_m3_sp1_3_rev,71,3.532,0.049766,0.50124,5,12,26jan18_11jan18_KAZ_m3_sp1_3_rev_12,1,,,,,,,,13,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_12
26jan18_11jan18_KAZ_m3_sp1_3_rev,69,4.8336,0.070562,0.50678,4,15,26jan18_11jan18_KAZ_m3_sp1_3_rev_15,1,0,0,,3,31,44,58,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_15
26jan18_11jan18_KAZ_m3_sp1_3_rev,94,5.2464,0.055536,0.51965,4,16,26jan18_11jan18_KAZ_m3_sp1_3_rev_16,1,0,0,,2,27,73,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_16
26jan18_11jan18_KAZ_m3_sp1_3_rev,56,2.807,0.050002,0.58864,3,2,26jan18_11jan18_KAZ_m3_sp1_3_rev_2,1,0,0,foci too faint,0,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_2
26jan18_11jan18_KAZ_m3_sp1_3_rev,96,2.1538,0.022425,0.5945,7,3,26jan18_11jan18_KAZ_m3_sp1_3_rev_3,0,,,,,,,,8,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_3
26jan18_11jan18_KAZ_m3_sp1_3_rev,44,4.958,0.11233,0.59156,4,4,26jan18_11jan18_KAZ_m3_sp1_3_rev_4,1,,,,,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_4
26jan18_11jan18_KAZ_m3_sp1_3_rev,76,5.7622,0.075947,0.56953,4,8,26jan18_11jan18_KAZ_m3_sp1_3_rev_8,1,,,kinda werid kink,,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_8
26jan18_11jan18_KAZ_m3_sp1_3_rev,78,7.4497,0.095754,0.57191,4,9,26jan18_11jan18_KAZ_m3_sp1_3_rev_9,0,,,,,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_3_rev_9
26jan18_11jan18_KAZ_m3_sp1_4_rev,71,3.1746,0.044711,0.60653,5,1,26jan18_11jan18_KAZ_m3_sp1_4_rev_1,1,0,0,,1,60,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_1
26jan18_11jan18_KAZ_m3_sp1_4_rev,70,3.776,0.054011,0.5859,7,12,26jan18_11jan18_KAZ_m3_sp1_4_rev_12,1,,,,,,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_12
26jan18_11jan18_KAZ_m3_sp1_4_rev,49,3.8806,0.079666,0.57033,4,13,26jan18_11jan18_KAZ_m3_sp1_4_rev_13,1,0,0,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_13
26jan18_11jan18_KAZ_m3_sp1_4_rev,41,4.4588,0.10854,0.53604,4,14,26jan18_11jan18_KAZ_m3_sp1_4_rev_14,1,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_14
26jan18_11jan18_KAZ_m3_sp1_4_rev,81,2.3881,0.029568,0.55051,7,15,26jan18_11jan18_KAZ_m3_sp1_4_rev_15,1,,,faint foci,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_15
26jan18_11jan18_KAZ_m3_sp1_4_rev,85,3.5421,0.041663,0.51549,7,16,26jan18_11jan18_KAZ_m3_sp1_4_rev_16,1,,,,,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_16
26jan18_11jan18_KAZ_m3_sp1_4_rev,66,3.6454,0.055377,0.56489,6,18,26jan18_11jan18_KAZ_m3_sp1_4_rev_18,1,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_18
26jan18_11jan18_KAZ_m3_sp1_4_rev,77,2.5397,0.033015,0.53362,6,19,26jan18_11jan18_KAZ_m3_sp1_4_rev_19,1,,,faint foci,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_19
26jan18_11jan18_KAZ_m3_sp1_4_rev,63,4.2115,0.066835,0.60978,3,2,26jan18_11jan18_KAZ_m3_sp1_4_rev_2,1,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_2
26jan18_11jan18_KAZ_m3_sp1_4_rev,57,3.1503,0.055094,0.52602,5,20,26jan18_11jan18_KAZ_m3_sp1_4_rev_20,1,,,faint foci,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_20
26jan18_11jan18_KAZ_m3_sp1_4_rev,56,2.7114,0.048232,0.59134,6,3,26jan18_11jan18_KAZ_m3_sp1_4_rev_3,1,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_3
26jan18_11jan18_KAZ_m3_sp1_4_rev,64,2.8571,0.044357,0.59422,5,4,26jan18_11jan18_KAZ_m3_sp1_4_rev_4,1,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_4
26jan18_11jan18_KAZ_m3_sp1_4_rev,85,1.7391,0.020386,0.58296,1,5,26jan18_11jan18_KAZ_m3_sp1_4_rev_5,1,1,1,,1,59,,,59,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_5
26jan18_11jan18_KAZ_m3_sp1_4_rev,102,5.7412,0.056147,0.59275,8,6,26jan18_11jan18_KAZ_m3_sp1_4_rev_6,1,0,0,,1,53,,,9,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_6
26jan18_11jan18_KAZ_m3_sp1_4_rev,81,2.7273,0.033512,0.59062,8,7,26jan18_11jan18_KAZ_m3_sp1_4_rev_7,1,,,faint foci,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_7
26jan18_11jan18_KAZ_m3_sp1_4_rev,79,5.0565,0.064347,0.58195,2,8,26jan18_11jan18_KAZ_m3_sp1_4_rev_8,1,0,0,,1,30,,,30,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_8
26jan18_11jan18_KAZ_m3_sp1_4_rev,53,2.5806,0.048271,0.58626,5,9,26jan18_11jan18_KAZ_m3_sp1_4_rev_9,1,,,,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_4_rev_9
26jan18_11jan18_KAZ_m3_sp1_5_rev,86,3.1746,0.036825,0.59282,4,1,26jan18_11jan18_KAZ_m3_sp1_5_rev_1,,,,,,,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_1
26jan18_11jan18_KAZ_m3_sp1_5_rev,99,0.59701,0.0060078,0.55852,4,10,26jan18_11jan18_KAZ_m3_sp1_5_rev_10,1,0,0,,3,34,61,92,34,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_10
26jan18_11jan18_KAZ_m3_sp1_5_rev,80,4.3337,0.053913,0.57715,5,11,26jan18_11jan18_KAZ_m3_sp1_5_rev_11,0,,,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_11
26jan18_11jan18_KAZ_m3_sp1_5_rev,81,2.029,0.025055,0.56365,1,12,26jan18_11jan18_KAZ_m3_sp1_5_rev_12,1,1,1,,1,17,,,17,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_12
26jan18_11jan18_KAZ_m3_sp1_5_rev,93,5.0734,0.054791,0.57015,4,13,26jan18_11jan18_KAZ_m3_sp1_5_rev_13,0,,,,,,,,28,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_13
26jan18_11jan18_KAZ_m3_sp1_5_rev,65,6.2161,0.096124,0.51841,1,15,26jan18_11jan18_KAZ_m3_sp1_5_rev_15,1,1,1,,1,58,,,58,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_15
26jan18_11jan18_KAZ_m3_sp1_5_rev,88,3.0303,0.034558,0.51985,2,16,26jan18_11jan18_KAZ_m3_sp1_5_rev_16,1,0,0,,1,80,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_16
26jan18_11jan18_KAZ_m3_sp1_5_rev,103,3.895,0.037675,0.49977,1,17,26jan18_11jan18_KAZ_m3_sp1_5_rev_17,1,1,1,,1,30,,,30,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_17
26jan18_11jan18_KAZ_m3_sp1_5_rev,89,11.6094,0.13103,0.48158,1,18,26jan18_11jan18_KAZ_m3_sp1_5_rev_18,1,1,1,,1,34,,,34,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_18
26jan18_11jan18_KAZ_m3_sp1_5_rev,110,3.6788,0.033438,0.42461,1,19,26jan18_11jan18_KAZ_m3_sp1_5_rev_19,1,1,1,,1,99,,,99,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_19
26jan18_11jan18_KAZ_m3_sp1_5_rev,51,5.727,0.11267,0.62469,1,2,26jan18_11jan18_KAZ_m3_sp1_5_rev_2,1,1,1,,1,41,,,41,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_2
26jan18_11jan18_KAZ_m3_sp1_5_rev,83,4.4159,0.053319,0.60225,2,3,26jan18_11jan18_KAZ_m3_sp1_5_rev_3,1,0,0,,1,77,,,19,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_3
26jan18_11jan18_KAZ_m3_sp1_5_rev,127,2.2857,0.017931,0.58547,4,4,26jan18_11jan18_KAZ_m3_sp1_5_rev_4,1,0,0,,1,76,,,20,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_4
26jan18_11jan18_KAZ_m3_sp1_5_rev,61,3.3333,0.054481,0.60705,1,5,26jan18_11jan18_KAZ_m3_sp1_5_rev_5,1,1,1,,1,53,,,53,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_5
26jan18_11jan18_KAZ_m3_sp1_5_rev,91,4.3077,0.047479,0.58543,2,6,26jan18_11jan18_KAZ_m3_sp1_5_rev_6,1,0,0,,1,82,,,54,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_6
26jan18_11jan18_KAZ_m3_sp1_5_rev,57,4.8556,0.08486,0.57532,4,7,26jan18_11jan18_KAZ_m3_sp1_5_rev_7,0,,,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_5_rev_7
26jan18_11jan18_KAZ_m3_sp1_6_rev,63,4.6706,0.074674,0.5491,1,1,26jan18_11jan18_KAZ_m3_sp1_6_rev_1,1,1,1,,1,56,,,56,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_1
26jan18_11jan18_KAZ_m3_sp1_6_rev,48,3.3846,0.070991,0.54423,1,10,26jan18_11jan18_KAZ_m3_sp1_6_rev_10,1,1,1,,1,28,,,28,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_10
26jan18_11jan18_KAZ_m3_sp1_6_rev,74,3.4783,0.047231,0.50717,1,12,26jan18_11jan18_KAZ_m3_sp1_6_rev_12,1,1,1,,1,69,,,69,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_12
26jan18_11jan18_KAZ_m3_sp1_6_rev,105,4,0.037997,0.4948,3,13,26jan18_11jan18_KAZ_m3_sp1_6_rev_13,1,0,0,,1,38,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_13
26jan18_11jan18_KAZ_m3_sp1_6_rev,162,4.2273,0.02602,0.5191,12,14,26jan18_11jan18_KAZ_m3_sp1_6_rev_14,0,,,,,,,,9,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_14
26jan18_11jan18_KAZ_m3_sp1_6_rev,89,3.9233,0.044144,0.48131,3,15,26jan18_11jan18_KAZ_m3_sp1_6_rev_15,1,0,0,,1,84,,,10,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_15
26jan18_11jan18_KAZ_m3_sp1_6_rev,103,5.9371,0.057849,0.50733,1,16,26jan18_11jan18_KAZ_m3_sp1_6_rev_16,1,1,1,,1,95,,,95,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_16
26jan18_11jan18_KAZ_m3_sp1_6_rev,56,4.0185,0.0721,0.5027,1,18,26jan18_11jan18_KAZ_m3_sp1_6_rev_18,1,1,1,,1,50,,,50,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_18
26jan18_11jan18_KAZ_m3_sp1_6_rev,83,7.5195,0.090628,0.48102,1,19,26jan18_11jan18_KAZ_m3_sp1_6_rev_19,1,1,1,,1,36,,,36,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_19
26jan18_11jan18_KAZ_m3_sp1_6_rev,74,3.9817,0.053718,0.53334,1,2,26jan18_11jan18_KAZ_m3_sp1_6_rev_2,1,1,1,,1,55,,,55,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_2
26jan18_11jan18_KAZ_m3_sp1_6_rev,83,4.1791,0.050059,0.51983,2,3,26jan18_11jan18_KAZ_m3_sp1_6_rev_3,1,1,1,,2,27,58,,27,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_3
26jan18_11jan18_KAZ_m3_sp1_6_rev,93,3.4375,0.03713,0.49132,4,5,26jan18_11jan18_KAZ_m3_sp1_6_rev_5,1,0,0,,1,39,,,30,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_5
26jan18_11jan18_KAZ_m3_sp1_6_rev,95,3.2353,0.034066,0.5274,1,6,26jan18_11jan18_KAZ_m3_sp1_6_rev_6,1,0,0,,1,87,,,87,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_6
26jan18_11jan18_KAZ_m3_sp1_6_rev,72,5.2393,0.072402,0.51016,2,7,26jan18_11jan18_KAZ_m3_sp1_6_rev_7,1,0,0,,1,57,,,49,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_7
26jan18_11jan18_KAZ_m3_sp1_6_rev,85,1.4706,0.01727,0.50847,3,8,26jan18_11jan18_KAZ_m3_sp1_6_rev_8,1,0,0,faint flanking foci,1,33,,,13,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_8
26jan18_11jan18_KAZ_m3_sp1_6_rev,99,4.4836,0.045351,0.53173,2,9,26jan18_11jan18_KAZ_m3_sp1_6_rev_9,1,0,0,kink,1,39,,,27,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_6_rev_9
26jan18_11jan18_KAZ_m3_sp1_7_rev,68,4.3894,0.064974,0.54743,2,1,26jan18_11jan18_KAZ_m3_sp1_7_rev_1,1,0,0,,1,59,,,41,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_1
26jan18_11jan18_KAZ_m3_sp1_7_rev,46,2.7273,0.059389,0.51485,6,10,26jan18_11jan18_KAZ_m3_sp1_7_rev_10,1,0,0,,1,39,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_10
26jan18_11jan18_KAZ_m3_sp1_7_rev,90,4.3271,0.047883,0.50614,6,11,26jan18_11jan18_KAZ_m3_sp1_7_rev_11,1,0,0,,1,88,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_11
26jan18_11jan18_KAZ_m3_sp1_7_rev,69,4.484,0.065199,0.50645,4,12,26jan18_11jan18_KAZ_m3_sp1_7_rev_12,1,0,0,,1,58,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_12
26jan18_11jan18_KAZ_m3_sp1_7_rev,63,3.125,0.049837,0.50173,2,13,26jan18_11jan18_KAZ_m3_sp1_7_rev_13,1,0,0,,1,46,,,46,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_13
26jan18_11jan18_KAZ_m3_sp1_7_rev,93,4.8906,0.052513,0.44727,4,14,26jan18_11jan18_KAZ_m3_sp1_7_rev_14,1,0,0,,1,53,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_14
26jan18_11jan18_KAZ_m3_sp1_7_rev,88,6.2003,0.070398,0.46441,1,15,26jan18_11jan18_KAZ_m3_sp1_7_rev_15,0,,,,,,,,56,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_15
26jan18_11jan18_KAZ_m3_sp1_7_rev,89,4.8202,0.054226,0.47962,2,16,26jan18_11jan18_KAZ_m3_sp1_7_rev_16,1,0,0,,1,76,,,19,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_16
26jan18_11jan18_KAZ_m3_sp1_7_rev,54,5.0983,0.095039,0.50464,1,17,26jan18_11jan18_KAZ_m3_sp1_7_rev_17,1,1,1,,1,31,,,31,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_17
26jan18_11jan18_KAZ_m3_sp1_7_rev,82,4.2503,0.051722,0.45171,1,18,26jan18_11jan18_KAZ_m3_sp1_7_rev_18,1,1,1,,1,68,,,68,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_18
26jan18_11jan18_KAZ_m3_sp1_7_rev,86,5.0774,0.058949,0.52984,6,2,26jan18_11jan18_KAZ_m3_sp1_7_rev_2,1,0,0,,1,77,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_2
26jan18_11jan18_KAZ_m3_sp1_7_rev,93,3.3269,0.035871,0.53102,7,3,26jan18_11jan18_KAZ_m3_sp1_7_rev_3,1,0,0,,2,20,89,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_3
26jan18_11jan18_KAZ_m3_sp1_7_rev,81,5.7729,0.071213,0.53772,1,5,26jan18_11jan18_KAZ_m3_sp1_7_rev_5,1,0,0,,,,,,31,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_5
26jan18_11jan18_KAZ_m3_sp1_7_rev,62,4.7548,0.076171,0.54526,3,6,26jan18_11jan18_KAZ_m3_sp1_7_rev_6,0,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_6
26jan18_11jan18_KAZ_m3_sp1_7_rev,103,3.2787,0.031752,0.50938,4,7,26jan18_11jan18_KAZ_m3_sp1_7_rev_7,1,0,0,,1,76,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_7
26jan18_11jan18_KAZ_m3_sp1_7_rev,71,3.7277,0.052223,0.52844,1,8,26jan18_11jan18_KAZ_m3_sp1_7_rev_8,1,0,0,,1,15,,,15,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_8
26jan18_11jan18_KAZ_m3_sp1_7_rev,98,2.029,0.020739,0.47747,7,9,26jan18_11jan18_KAZ_m3_sp1_7_rev_9,1,0,0,,2,30,58,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_7_rev_9
26jan18_11jan18_KAZ_m3_sp1_8_rev,44,4.0956,0.09312,0.46687,1,1,26jan18_11jan18_KAZ_m3_sp1_8_rev_1,1,1,1,,1,24,,,24,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_1
26jan18_11jan18_KAZ_m3_sp1_8_rev,60,4.131,0.069162,0.43236,3,10,26jan18_11jan18_KAZ_m3_sp1_8_rev_10,1,0,0,,1,41,,,15,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_10
26jan18_11jan18_KAZ_m3_sp1_8_rev,53,3.1884,0.060154,0.43817,2,11,26jan18_11jan18_KAZ_m3_sp1_8_rev_11,1,0,0,,1,43,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_8_rev_11
