fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,foci_ABS_Position_1,mouse,strain,sex,category,Obj.ID
26jan18_11jan18_KAZ_m3_sp1_19_rev,39,2.069,0.052557,0.52721,3,10,26jan18_11jan18_KAZ_m3_sp1_19_rev_10,0,,,,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_10
26jan18_11jan18_KAZ_m3_sp1_19_rev,104,5.0208,0.048312,0.53739,1,12,26jan18_11jan18_KAZ_m3_sp1_19_rev_12,1,1,1,,1,94,,,94,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_12
26jan18_11jan18_KAZ_m3_sp1_19_rev,62,6.0404,0.096906,0.46439,1,14,26jan18_11jan18_KAZ_m3_sp1_19_rev_14,0,,,,,,,,26,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_14
26jan18_11jan18_KAZ_m3_sp1_19_rev,44,5.7165,0.1311,0.48108,3,15,26jan18_11jan18_KAZ_m3_sp1_19_rev_15,0,,,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_15
26jan18_11jan18_KAZ_m3_sp1_19_rev,34,5.259,0.15324,0.53351,2,16,26jan18_11jan18_KAZ_m3_sp1_19_rev_16,0,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_16
26jan18_11jan18_KAZ_m3_sp1_19_rev,78,4.937,0.063044,0.46715,2,17,26jan18_11jan18_KAZ_m3_sp1_19_rev_17,1,0,0,,1,69,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_17
26jan18_11jan18_KAZ_m3_sp1_19_rev,44,5.963,0.1363,0.45643,3,18,26jan18_11jan18_KAZ_m3_sp1_19_rev_18,1,0,0,,1,37,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_18
26jan18_11jan18_KAZ_m3_sp1_19_rev,61,4.7489,0.078085,0.64863,3,2,26jan18_11jan18_KAZ_m3_sp1_19_rev_2,0,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_2
26jan18_11jan18_KAZ_m3_sp1_19_rev,94,4.9747,0.053061,0.53903,3,3,26jan18_11jan18_KAZ_m3_sp1_19_rev_3,1,0,0,,1,80,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_3
26jan18_11jan18_KAZ_m3_sp1_19_rev,86,2.6272,0.030578,0.56043,2,4,26jan18_11jan18_KAZ_m3_sp1_19_rev_4,1,0,0,,1,67,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_4
26jan18_11jan18_KAZ_m3_sp1_19_rev,83,6.3607,0.076802,0.57256,3,5,26jan18_11jan18_KAZ_m3_sp1_19_rev_5,1,0,0,,1,45,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_5
26jan18_11jan18_KAZ_m3_sp1_19_rev,101,5.4515,0.053834,0.53491,5,6,26jan18_11jan18_KAZ_m3_sp1_19_rev_6,1,,,,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_6
26jan18_11jan18_KAZ_m3_sp1_19_rev,76,3.1065,0.041088,0.52664,1,7,26jan18_11jan18_KAZ_m3_sp1_19_rev_7,1,1,1,,1,71,,,71,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_19_rev_7
26jan18_11jan18_KAZ_m3_sp1_2_rev,96,5.9123,0.06136,0.59083,9,1,26jan18_11jan18_KAZ_m3_sp1_2_rev_1,0,,,signal not the clearest,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_1
26jan18_11jan18_KAZ_m3_sp1_2_rev,65,3.125,0.04809,0.54295,5,10,26jan18_11jan18_KAZ_m3_sp1_2_rev_10,0,,,,,,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_10
26jan18_11jan18_KAZ_m3_sp1_2_rev,50,3.9726,0.079404,0.56385,4,11,26jan18_11jan18_KAZ_m3_sp1_2_rev_11,1,,,foci are faint,,,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_11
26jan18_11jan18_KAZ_m3_sp1_2_rev,68,3.1429,0.046183,0.52112,4,12,26jan18_11jan18_KAZ_m3_sp1_2_rev_12,1,0,0,,1,63,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_12
26jan18_11jan18_KAZ_m3_sp1_2_rev,82,3.2836,0.040216,0.51027,7,13,26jan18_11jan18_KAZ_m3_sp1_2_rev_13,1,0,0,,1,32,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_13
26jan18_11jan18_KAZ_m3_sp1_2_rev,78,3.8399,0.049074,0.52709,3,14,26jan18_11jan18_KAZ_m3_sp1_2_rev_14,1,0,0,,1,52,,,29,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_14
26jan18_11jan18_KAZ_m3_sp1_2_rev,76,4.1395,0.054602,0.56471,6,15,26jan18_11jan18_KAZ_m3_sp1_2_rev_15,1,0,0,,2,17,60,,17,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_15
26jan18_11jan18_KAZ_m3_sp1_2_rev,70,4.3594,0.062313,0.61966,4,2,26jan18_11jan18_KAZ_m3_sp1_2_rev_2,1,,, small  foci,,,,,22,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_2
26jan18_11jan18_KAZ_m3_sp1_2_rev,85,3.9394,0.046488,0.5921,7,5,26jan18_11jan18_KAZ_m3_sp1_2_rev_5,1,0,0,,3,22,53,77,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_5
26jan18_11jan18_KAZ_m3_sp1_2_rev,60,4.5571,0.075708,0.60679,5,6,26jan18_11jan18_KAZ_m3_sp1_2_rev_6,1,0,0,,1,47,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_6
26jan18_11jan18_KAZ_m3_sp1_2_rev,87,4.6569,0.053233,0.56563,8,7,26jan18_11jan18_KAZ_m3_sp1_2_rev_7,1,0,0,foci too faint to tell,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_7
26jan18_11jan18_KAZ_m3_sp1_2_rev,78,2.029,0.026063,0.55005,3,9,26jan18_11jan18_KAZ_m3_sp1_2_rev_9,1,0,0,,1,70,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_2_rev_9
26jan18_11jan18_KAZ_m3_sp1_21_rev,60,4.7738,0.079491,0.44803,4,1,26jan18_11jan18_KAZ_m3_sp1_21_rev_1,1,,,faint foci,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_1
26jan18_11jan18_KAZ_m3_sp1_21_rev,66,4.7714,0.07191,0.40569,2,10,26jan18_11jan18_KAZ_m3_sp1_21_rev_10,1,0,0,,1,61,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_10
26jan18_11jan18_KAZ_m3_sp1_21_rev,65,3.0508,0.046724,0.41835,1,11,26jan18_11jan18_KAZ_m3_sp1_21_rev_11,1,1,1,,1,42,,,42,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_11
26jan18_11jan18_KAZ_m3_sp1_21_rev,76,5.16,0.067526,0.43182,4,13,26jan18_11jan18_KAZ_m3_sp1_21_rev_13,1,0,0,,1,30,,,16,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_13
26jan18_11jan18_KAZ_m3_sp1_21_rev,93,6.9037,0.07417,0.3774,2,14,26jan18_11jan18_KAZ_m3_sp1_21_rev_14,1,0,0,,1,48,,,48,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_14
26jan18_11jan18_KAZ_m3_sp1_21_rev,105,4.3248,0.041148,0.36632,4,15,26jan18_11jan18_KAZ_m3_sp1_21_rev_15,1,0,0,,2,42,101,,31,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_15
26jan18_11jan18_KAZ_m3_sp1_21_rev,100,4.5447,0.045533,0.34355,4,16,26jan18_11jan18_KAZ_m3_sp1_21_rev_16,1,0,0,,2,22,91,,8,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_16
26jan18_11jan18_KAZ_m3_sp1_21_rev,87,3.1458,0.036028,0.3852,6,17,26jan18_11jan18_KAZ_m3_sp1_21_rev_17,1,0,0,,1,51,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_17
26jan18_11jan18_KAZ_m3_sp1_21_rev,44,3.2243,0.073158,0.39013,2,18,26jan18_11jan18_KAZ_m3_sp1_21_rev_18,1,0,0,,1,39,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_18
26jan18_11jan18_KAZ_m3_sp1_21_rev,70,4.058,0.057619,0.37567,4,19,26jan18_11jan18_KAZ_m3_sp1_21_rev_19,1,0,0,,2,11,66,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_19
26jan18_11jan18_KAZ_m3_sp1_21_rev,87,3.7421,0.042839,0.43511,5,2,26jan18_11jan18_KAZ_m3_sp1_21_rev_2,1,0,0,,1,68,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_2
26jan18_11jan18_KAZ_m3_sp1_21_rev,103,5.7609,0.055977,0.42723,4,4,26jan18_11jan18_KAZ_m3_sp1_21_rev_4,1,0,0,,3,12,57,90,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_4
26jan18_11jan18_KAZ_m3_sp1_21_rev,88,4.7471,0.05379,0.42147,7,6,26jan18_11jan18_KAZ_m3_sp1_21_rev_6,0,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_6
26jan18_11jan18_KAZ_m3_sp1_21_rev,65,5.0955,0.078878,0.43606,2,7,26jan18_11jan18_KAZ_m3_sp1_21_rev_7,1,0,0,,1,23,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_7
26jan18_11jan18_KAZ_m3_sp1_21_rev,58,5.1949,0.089083,0.43153,5,8,26jan18_11jan18_KAZ_m3_sp1_21_rev_8,1,0,0,,1,24,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_8
26jan18_11jan18_KAZ_m3_sp1_21_rev,128,5.6835,0.044403,0.44021,12,9,26jan18_11jan18_KAZ_m3_sp1_21_rev_9,0,,,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_21_rev_9
26jan18_11jan18_KAZ_m3_sp1_22_rev,93,6.3167,0.067955,0.58976,7,1,26jan18_11jan18_KAZ_m3_sp1_22_rev_1,1,0,0,twist at centromere,1,90,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_1
26jan18_11jan18_KAZ_m3_sp1_22_rev,91,4.2959,0.047189,0.53367,3,10,26jan18_11jan18_KAZ_m3_sp1_22_rev_10,1,0,0,,1,25,,,25,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_10
26jan18_11jan18_KAZ_m3_sp1_22_rev,85,4.9992,0.058891,0.55663,4,11,26jan18_11jan18_KAZ_m3_sp1_22_rev_11,1,0,0,,2,22,54,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_11
26jan18_11jan18_KAZ_m3_sp1_22_rev,127,4.0541,0.031912,0.48313,11,13,26jan18_11jan18_KAZ_m3_sp1_22_rev_13,1,0,0,,2,11,115,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_13
26jan18_11jan18_KAZ_m3_sp1_22_rev,117,4.0183,0.034398,0.52219,2,14,26jan18_11jan18_KAZ_m3_sp1_22_rev_14,1,0,0,,1,106,,,90,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_14
26jan18_11jan18_KAZ_m3_sp1_22_rev,101,10.3352,0.10283,0.50294,5,16,26jan18_11jan18_KAZ_m3_sp1_22_rev_16,0,,,,,,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_16
26jan18_11jan18_KAZ_m3_sp1_22_rev,121,6.1183,0.050602,0.56994,5,2,26jan18_11jan18_KAZ_m3_sp1_22_rev_2,1,0,0,,1,88,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_2
26jan18_11jan18_KAZ_m3_sp1_22_rev,98,5.6026,0.056901,0.59229,4,3,26jan18_11jan18_KAZ_m3_sp1_22_rev_3,1,0,0,,1,48,,,16,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_3
26jan18_11jan18_KAZ_m3_sp1_22_rev,69,3.8375,0.055448,0.60321,6,4,26jan18_11jan18_KAZ_m3_sp1_22_rev_4,1,,,faint foci,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_4
26jan18_11jan18_KAZ_m3_sp1_22_rev,160,2.7137,0.016987,0.59803,13,6,26jan18_11jan18_KAZ_m3_sp1_22_rev_6,0,,,,,,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_6
26jan18_11jan18_KAZ_m3_sp1_22_rev,129,5.8482,0.045329,0.56005,12,7,26jan18_11jan18_KAZ_m3_sp1_22_rev_7,1,0,0,,2,54,88,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_22_rev_7
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,90,3.1899,0.035395,0.7481,2,1,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_1,1,0,0,,1,76,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_1
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,92,16.2364,0.17631,0.68349,3,10,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_10,0,,,,,,,,10,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_10
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,47,5.253,0.11126,0.69798,2,11,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_11,1,0,0,,1,40,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_11
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,94,4.1806,0.044511,0.65086,1,12,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_12,1,1,1,,1,61,,,61,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_12
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,77,3.4921,0.045385,0.67847,1,13,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_13,1,1,1,,1,66,,,66,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_13
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,64,3.4052,0.053104,0.64548,2,15,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_15,1,0,0,,1,42,,,10,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_15
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,92,5.55,0.060551,0.58437,2,16,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_16,1,1,1,,2,13,87,,13,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_16
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,92,3.2258,0.035254,0.72895,5,2,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_2,1,0,0,,3,15,31,82,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_2
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,86,4.6753,0.054681,0.73078,1,3,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_3,1,1,1,,1,52,,,52,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_3
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,82,5.7755,0.07072,0.77655,1,4,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_4,1,1,1,,1,71,,,71,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_4
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,97,6.0339,0.062213,0.75374,2,5,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_5,1,1,1,,2,19,68,,19,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_5
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,100,4.286,0.042773,0.68973,1,6,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_6,1,1,1,,1,50,,,50,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_6
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,71,3.0303,0.042494,0.73244,3,7,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_7,1,1,1,,1,45,,,19,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_7
26jan18_11jan18_KAZ_m3_sp1_23.1_rev,110,3.0303,0.027663,0.69076,3,9,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_9,0,,,,,,,,31,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.1_rev_9
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,72,5.0313,0.069445,0.59037,2,1,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_1,1,0,0,,1,46,,,17,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_1
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,79,6.4636,0.081961,0.50108,5,10,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_10,1,0,0,,2,62,72,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_10
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,75,3.1463,0.042132,0.4532,2,12,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_12,0,,,,,,,,34,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_12
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,63,5.0553,0.080379,0.4424,3,13,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_13,1,0,0,,1,13,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_13
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,155,5.0456,0.032594,0.55274,13,14,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_14,0,,,,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_14
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,83,4.426,0.053147,0.46316,9,15,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_15,1,,,faint foci,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_15
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,99,2.6866,0.027152,0.46646,2,16,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_16,1,1,1,,2,19,96,,19,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_16
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,84,3.4375,0.040899,0.58291,3,2,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_2,1,0,0,second faint foci,1,18,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_2
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,86,3.7171,0.043077,0.53491,7,3,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_3,1,0,0,,1,59,,,1,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_3
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,101,5.2556,0.05222,0.49698,1,4,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_4,1,1,1,,1,40,,,40,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_4
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,57,4.4025,0.077414,0.50111,4,5,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_5,1,0,0,,1,41,,,0,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_5
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,72,3.9169,0.054471,0.5421,2,6,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_6,1,0,0,,1,34,,,34,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_6
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,64,3.7312,0.058502,0.52232,1,7,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_7,1,1,1,,1,42,,,42,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_7
26jan18_11jan18_KAZ_m3_sp1_23.2_rev,53,3.3846,0.063289,0.54009,5,9,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_9,1,0,0,,1,41,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_23.2_rev_9
26jan18_11jan18_KAZ_m3_sp1_24_rev,97,13.409,0.13809,0.46835,7,1,26jan18_11jan18_KAZ_m3_sp1_24_rev_1,0,,,dim faint foci,,,,,6,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_1
26jan18_11jan18_KAZ_m3_sp1_24_rev,84,3.7273,0.04421,0.42254,7,10,26jan18_11jan18_KAZ_m3_sp1_24_rev_10,1,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_10
26jan18_11jan18_KAZ_m3_sp1_24_rev,67,4.0722,0.060926,0.4545,4,11,26jan18_11jan18_KAZ_m3_sp1_24_rev_11,1,0,0,,1,43,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_11
26jan18_11jan18_KAZ_m3_sp1_24_rev,94,3.5839,0.037939,0.44334,8,12,26jan18_11jan18_KAZ_m3_sp1_24_rev_12,1,,,,,,,,2,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_12
26jan18_11jan18_KAZ_m3_sp1_24_rev,91,4.6394,0.050831,0.4083,6,13,26jan18_11jan18_KAZ_m3_sp1_24_rev_13,1,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_13
26jan18_11jan18_KAZ_m3_sp1_24_rev,85,5.1556,0.060971,0.4509,4,14,26jan18_11jan18_KAZ_m3_sp1_24_rev_14,1,0,0,,1,60,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_14
26jan18_11jan18_KAZ_m3_sp1_24_rev,82,5.6531,0.069196,0.3849,3,15,26jan18_11jan18_KAZ_m3_sp1_24_rev_15,1,,,,,,,,9,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_15
26jan18_11jan18_KAZ_m3_sp1_24_rev,94,3.9323,0.041694,0.41123,6,16,26jan18_11jan18_KAZ_m3_sp1_24_rev_16,1,,,,,,,,8,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_16
26jan18_11jan18_KAZ_m3_sp1_24_rev,48,3.1484,0.065503,0.45339,2,17,26jan18_11jan18_KAZ_m3_sp1_24_rev_17,1,,,,,,,,4,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_17
26jan18_11jan18_KAZ_m3_sp1_24_rev,74,4.8693,0.065498,0.42241,6,18,26jan18_11jan18_KAZ_m3_sp1_24_rev_18,1,,,,,,,,7,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_18
26jan18_11jan18_KAZ_m3_sp1_24_rev,60,4.31,0.071477,0.41883,8,19,26jan18_11jan18_KAZ_m3_sp1_24_rev_19,1,,,,,,,,5,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_19
26jan18_11jan18_KAZ_m3_sp1_24_rev,68,2.9508,0.04325,0.46716,2,2,26jan18_11jan18_KAZ_m3_sp1_24_rev_2,1,0,0,,1,61,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_2
26jan18_11jan18_KAZ_m3_sp1_24_rev,66,3.2836,0.049406,0.47609,7,3,26jan18_11jan18_KAZ_m3_sp1_24_rev_3,1,,,,,,,,3,11jan18_KAZ_m3,KAZ,male,KAZ male,26jan18_11jan18_KAZ_m3_sp1_24_rev_3
