fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,avergeRED,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,mouse,strain,sex,category
5jun18_21may18_KAZ_m2_sp1_19.1_rev,61,4.5306,0.074809,0.67442,1,13,5jun18_21may18_KAZ_m2_sp1_19.1_rev_13,1,1,,,1,39,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,76,5.225,0.068317,0.66229,1,14,5jun18_21may18_KAZ_m2_sp1_19.1_rev_14,1,1,,,1,70,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,90,4.3799,0.048632,0.66237,1,15,5jun18_21may18_KAZ_m2_sp1_19.1_rev_15,1,1,,,1,86,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,94,9.0991,0.097292,0.70242,1,2,5jun18_21may18_KAZ_m2_sp1_19.1_rev_2,1,1,,,1,54,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,93,4.1935,0.045016,0.74379,1,3,5jun18_21may18_KAZ_m2_sp1_19.1_rev_3,1,1,,,1,89,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,89,4.9441,0.055439,0.70967,2,4,5jun18_21may18_KAZ_m2_sp1_19.1_rev_4,1,0,,,1,79,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,76,3.4758,0.045817,0.68344,1,5,5jun18_21may18_KAZ_m2_sp1_19.1_rev_5,1,1,,,1,13,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,81,3.7681,0.046347,0.73148,1,8,5jun18_21may18_KAZ_m2_sp1_19.1_rev_8,1,1,,,1,71,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.1_rev,84,3.3333,0.039563,0.70098,1,9,5jun18_21may18_KAZ_m2_sp1_19.1_rev_9,1,1,,,1,76,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,89,4.0757,0.04571,0.61228,1,1,5jun18_21may18_KAZ_m2_sp1_19.2_rev_1,1,1,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,103,2.3188,0.022417,0.55761,1,10,5jun18_21may18_KAZ_m2_sp1_19.2_rev_10,1,1,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,86,5.7674,0.067416,0.5745,1,11,5jun18_21may18_KAZ_m2_sp1_19.2_rev_11,1,1,,,1,76,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,88,3.2353,0.036678,0.55742,1,12,5jun18_21may18_KAZ_m2_sp1_19.2_rev_12,1,1,,,1,82,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,48,5.481,0.11353,0.5365,1,13,5jun18_21may18_KAZ_m2_sp1_19.2_rev_13,1,1,,,1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,102,6.1458,0.060322,0.51794,3,15,5jun18_21may18_KAZ_m2_sp1_19.2_rev_15,1,0,,,2,27,83,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,71,3.662,0.051692,0.50799,2,16,5jun18_21may18_KAZ_m2_sp1_19.2_rev_16,1,1,,second foci faint,2,49,62,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,76,4.683,0.061901,0.52934,1,17,5jun18_21may18_KAZ_m2_sp1_19.2_rev_17,1,1,,,1,49,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,57,3.7143,0.064936,0.55294,4,18,5jun18_21may18_KAZ_m2_sp1_19.2_rev_18,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,116,3.6364,0.031255,0.56531,2,2,5jun18_21may18_KAZ_m2_sp1_19.2_rev_2,1,1,,,2,21,109,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,70,5.6431,0.081035,0.61223,1,3,5jun18_21may18_KAZ_m2_sp1_19.2_rev_3,1,1,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,89,4.9805,0.055877,0.59246,2,4,5jun18_21may18_KAZ_m2_sp1_19.2_rev_4,1,0,,,1,69,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,115,4.8485,0.042255,0.56317,3,5,5jun18_21may18_KAZ_m2_sp1_19.2_rev_5,1,0,,fainter foci,1,75,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,74,4.7409,0.064156,0.55973,1,6,5jun18_21may18_KAZ_m2_sp1_19.2_rev_6,1,1,,,1,62,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,59,4.328,0.073901,0.60573,2,7,5jun18_21may18_KAZ_m2_sp1_19.2_rev_7,1,1,,first foci faint,2,24,50,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,104,4.3077,0.041387,0.53368,2,8,5jun18_21may18_KAZ_m2_sp1_19.2_rev_8,1,1,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_19.2_rev,93,4.985,0.053699,0.50582,1,9,5jun18_21may18_KAZ_m2_sp1_19.2_rev_9,1,1,,,1,52,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,98,7.0552,0.071662,0.6143,1,10,5jun18_21may18_KAZ_m2_sp1_2_rev_10,1,1,,,1,81,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,68,3.6923,0.054237,0.62988,1,11,5jun18_21may18_KAZ_m2_sp1_2_rev_11,1,1,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,113,2.3188,0.020595,0.60945,2,12,5jun18_21may18_KAZ_m2_sp1_2_rev_12,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,78,6.043,0.077414,0.57662,1,13,5jun18_21may18_KAZ_m2_sp1_2_rev_13,1,1,,,1,74,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,84,4.8916,0.058303,0.58297,2,14,5jun18_21may18_KAZ_m2_sp1_2_rev_14,1,0,,,1,49,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,86,4,0.046759,0.56704,1,15,5jun18_21may18_KAZ_m2_sp1_2_rev_15,1,1,,,1,81,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,90,1.5625,0.017441,0.62117,2,2,5jun18_21may18_KAZ_m2_sp1_2_rev_2,0,,X,strange SC isolation,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,112,4.383,0.039268,0.62928,2,3,5jun18_21may18_KAZ_m2_sp1_2_rev_3,1,1,,,2,22,106,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,91,16.1277,0.17751,0.62119,2,4,5jun18_21may18_KAZ_m2_sp1_2_rev_4,0,,X,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,83,8.0733,0.097649,0.63232,2,5,5jun18_21may18_KAZ_m2_sp1_2_rev_5,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,52,5.5392,0.10752,0.62705,3,6,5jun18_21may18_KAZ_m2_sp1_2_rev_6,1,0,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,94,3.2787,0.034936,0.59562,1,8,5jun18_21may18_KAZ_m2_sp1_2_rev_8,1,1,,,1,38,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_2_rev,127,7.57,0.059717,0.61246,1,9,5jun18_21may18_KAZ_m2_sp1_2_rev_9,1,1,,,1,82,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,47,5.7869,0.12401,0.60343,1,10,5jun18_21may18_KAZ_m2_sp1_20_rev_10,1,1,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,100,3.6923,0.036772,0.565,1,11,5jun18_21may18_KAZ_m2_sp1_20_rev_11,1,1,,,1,56,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,77,5.7533,0.07501,0.59664,2,12,5jun18_21may18_KAZ_m2_sp1_20_rev_12,1,0,,,1,69,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,67,5.2959,0.078576,0.5908,1,2,5jun18_21may18_KAZ_m2_sp1_20_rev_2,1,1,,,1,34,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,86,4.127,0.047985,0.58808,3,3,5jun18_21may18_KAZ_m2_sp1_20_rev_3,1,0,,,1,73,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,58,4.2366,0.073216,0.60122,1,4,5jun18_21may18_KAZ_m2_sp1_20_rev_4,0,,X,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,63,2.7273,0.043577,0.61329,3,5,5jun18_21may18_KAZ_m2_sp1_20_rev_5,1,0,,SC kinda squiggly,1,48,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,91,4.6278,0.050881,0.60482,2,8,5jun18_21may18_KAZ_m2_sp1_20_rev_8,1,1,,,2,22,88,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_20_rev,91,4.7359,0.051852,0.57601,1,9,5jun18_21may18_KAZ_m2_sp1_20_rev_9,1,1,,,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,99,3.9801,0.040394,0.60238,2,1,5jun18_21may18_KAZ_m2_sp1_21_rev_1,1,1,,,1,67,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,56,5.3441,0.094901,0.60971,4,11,5jun18_21may18_KAZ_m2_sp1_21_rev_11,1,0,,faint foci,2,18,56,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,49,4.6034,0.093049,0.59296,4,13,5jun18_21may18_KAZ_m2_sp1_21_rev_13,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,72,3.662,0.050679,0.57336,1,14,5jun18_21may18_KAZ_m2_sp1_21_rev_14,1,1,,,1,27,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,66,2.9644,0.045254,0.56302,2,15,5jun18_21may18_KAZ_m2_sp1_21_rev_15,1,0,,,1,32,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,57,4.8905,0.085722,0.62229,4,2,5jun18_21may18_KAZ_m2_sp1_21_rev_2,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,95,2.3188,0.024467,0.6144,2,4,5jun18_21may18_KAZ_m2_sp1_21_rev_4,1,0,,,1,87,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,83,6.4951,0.077915,0.62074,2,5,5jun18_21may18_KAZ_m2_sp1_21_rev_5,1,1,,,2,33,79,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,98,4.6016,0.047,0.60332,6,6,5jun18_21may18_KAZ_m2_sp1_21_rev_6,1,0,,faint foci,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,104,3.941,0.037743,0.63463,1,7,5jun18_21may18_KAZ_m2_sp1_21_rev_7,1,1,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_21_rev,81,4.2288,0.051983,0.6188,1,9,5jun18_21may18_KAZ_m2_sp1_21_rev_9,1,1,,,1,81,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,99,5.4435,0.054725,0.54787,2,1,5jun18_21may18_KAZ_m2_sp1_3_rev_1,1,1,,,2,61,82,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,100,3.4921,0.035002,0.52887,7,10,5jun18_21may18_KAZ_m2_sp1_3_rev_10,X,,,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,48,3.1429,0.065919,0.56371,1,11,5jun18_21may18_KAZ_m2_sp1_3_rev_11,1,1,,,1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,87,4.9876,0.05713,0.55392,1,12,5jun18_21may18_KAZ_m2_sp1_3_rev_12,1,1,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,69,3.8266,0.055226,0.5336,1,13,5jun18_21may18_KAZ_m2_sp1_3_rev_13,1,1,,,1,58,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,81,6.2846,0.077901,0.5462,2,14,5jun18_21may18_KAZ_m2_sp1_3_rev_14,1,1,,,2,45,78,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,59,5.0169,0.084414,0.5577,5,15,5jun18_21may18_KAZ_m2_sp1_3_rev_15,1,0,,"very faint foci, almost non-foci",1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,68,4.2976,0.06313,0.53351,1,16,5jun18_21may18_KAZ_m2_sp1_3_rev_16,1,1,,,1,36,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,74,5.2414,0.070429,0.55349,4,3,5jun18_21may18_KAZ_m2_sp1_3_rev_3,1,0,,,2,37,69,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,78,3.0303,0.038679,0.56074,1,4,5jun18_21may18_KAZ_m2_sp1_3_rev_4,1,1,,,1,50,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,87,6.4458,0.074297,0.54912,6,5,5jun18_21may18_KAZ_m2_sp1_3_rev_5,X,,,,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,80,5.9335,0.074577,0.5602,6,6,5jun18_21may18_KAZ_m2_sp1_3_rev_6,1,0,,,1,53,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,97,3.4375,0.035534,0.51706,7,7,5jun18_21may18_KAZ_m2_sp1_3_rev_7,1,0,,foci are faint,3,24,56,92,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_3_rev,87,3.1884,0.036849,0.54319,1,9,5jun18_21may18_KAZ_m2_sp1_3_rev_9,1,1,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,82,3.8806,0.047324,0.5875,6,13,5jun18_21may18_KAZ_m2_sp1_4_rev_13,1,0,,,1,77,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,55,5.2715,0.095287,0.6932,3,2,5jun18_21may18_KAZ_m2_sp1_4_rev_2,1,0,,,1,34,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,83,6.0563,0.072688,0.67648,6,3,5jun18_21may18_KAZ_m2_sp1_4_rev_3,1,0,,,1,55,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,60,2.7397,0.045423,0.68058,4,4,5jun18_21may18_KAZ_m2_sp1_4_rev_4,1,0,,,2,11,44,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,76,3.5294,0.046708,0.66091,7,5,5jun18_21may18_KAZ_m2_sp1_4_rev_5,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,71,3.3745,0.047617,0.6889,5,6,5jun18_21may18_KAZ_m2_sp1_4_rev_6,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,92,2.3881,0.025874,0.61519,6,8,5jun18_21may18_KAZ_m2_sp1_4_rev_8,1,0,,,2,56,78,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_4_rev,80,5.2415,0.065548,0.6763,2,9,5jun18_21may18_KAZ_m2_sp1_4_rev_9,1,0,,,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5.1_rev,74,3.4571,0.046432,0.57837,5,2,5jun18_21may18_KAZ_m2_sp1_5.1_rev_2,1,0,,,1,29,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5.1_rev,63,2.2222,0.035298,0.57757,1,6,5jun18_21may18_KAZ_m2_sp1_5.1_rev_6,1,1,,,1,53,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5.1_rev,71,4.1176,0.058398,0.53685,7,9,5jun18_21may18_KAZ_m2_sp1_5.1_rev_9,1,0,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,44,2.5352,0.057083,0.52996,4,16,5jun18_21may18_KAZ_m2_sp1_5_rev_16,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,70,4.3478,0.061747,0.52533,8,17,5jun18_21may18_KAZ_m2_sp1_5_rev_17,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,74,3.4948,0.047364,0.56475,5,2,5jun18_21may18_KAZ_m2_sp1_5_rev_2,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,78,6.388,0.081683,0.55347,4,6,5jun18_21may18_KAZ_m2_sp1_5_rev_6,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_5_rev,63,1.9444,0.030849,0.5647,1,7,5jun18_21may18_KAZ_m2_sp1_5_rev_7,,,,Multi Cell,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,85,2.8306,0.033443,0.6906,2,1,5jun18_21may18_KAZ_m2_sp1_6_rev_1,1,0,,maybe duplicate?,1,68,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,67,4.4248,0.066133,0.6522,5,10,5jun18_21may18_KAZ_m2_sp1_6_rev_10,1,0,,,1,31,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,193,4.7355,0.024546,0.68675,14,2,5jun18_21may18_KAZ_m2_sp1_6_rev_2,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,114,6.127,0.053752,0.69013,8,3,5jun18_21may18_KAZ_m2_sp1_6_rev_3,,,X,XY,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,77,7.3028,0.095051,0.67284,2,4,5jun18_21may18_KAZ_m2_sp1_6_rev_4,1,0,,,1,48,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,62,3.0986,0.04995,0.69091,4,6,5jun18_21may18_KAZ_m2_sp1_6_rev_6,1,0,,,1,53,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,117,3.7143,0.031701,0.6534,6,8,5jun18_21may18_KAZ_m2_sp1_6_rev_8,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_6_rev,47,5.9762,0.128,0.6914,1,9,5jun18_21may18_KAZ_m2_sp1_6_rev_9,1,0,,,1,39,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,59,5.5738,0.094656,0.6782,4,1,5jun18_21may18_KAZ_m2_sp1_7_rev_1,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,52,4.7856,0.091158,0.64286,2,11,5jun18_21may18_KAZ_m2_sp1_7_rev_11,1,0,,,1,41,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,75,5.5861,0.074559,0.67,9,2,5jun18_21may18_KAZ_m2_sp1_7_rev_2,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,97,4.9457,0.050787,0.64923,4,4,5jun18_21may18_KAZ_m2_sp1_7_rev_4,1,0,,,1,83,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,93,4.9736,0.053751,0.68394,3,5,5jun18_21may18_KAZ_m2_sp1_7_rev_5,0,,x,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,168,7.8439,0.046784,0.67694,12,6,5jun18_21may18_KAZ_m2_sp1_7_rev_6,0,,x,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_7_rev,90,4.2871,0.047897,0.63106,3,7,5jun18_21may18_KAZ_m2_sp1_7_rev_7,1,0,,other faint foci toward end,1,12,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,60,4.2678,0.071277,0.6168,5,1,5jun18_21may18_KAZ_m2_sp1_8.1_rev_1,0,,X,bad twist,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,107,3.1884,0.029837,0.55817,1,10,5jun18_21may18_KAZ_m2_sp1_8.1_rev_10,1,1,,,1,59,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,46,3.7793,0.083047,0.57657,1,11,5jun18_21may18_KAZ_m2_sp1_8.1_rev_11,0,,X,incomplete sc segmentation,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,102,5.2417,0.05164,0.54414,1,12,5jun18_21may18_KAZ_m2_sp1_8.1_rev_12,1,1,,,1,92,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,164,20.5589,0.12538,0.57055,15,13,5jun18_21may18_KAZ_m2_sp1_8.1_rev_13,0,,,XY,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,113,4.5365,0.040035,0.5371,2,14,5jun18_21may18_KAZ_m2_sp1_8.1_rev_14,1,1,,,2,38,104,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,83,3.3333,0.0401,0.60901,9,2,5jun18_21may18_KAZ_m2_sp1_8.1_rev_2,1,0,,,1,32,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,77,5.0746,0.066171,0.6725,1,3,5jun18_21may18_KAZ_m2_sp1_8.1_rev_3,0,,X,bad twist,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,67,2.9622,0.044427,0.66232,4,4,5jun18_21may18_KAZ_m2_sp1_8.1_rev_4,1,0,,,1,54,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,130,5.2435,0.040439,0.63157,3,6,5jun18_21may18_KAZ_m2_sp1_8.1_rev_6,0,,X,merged,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,74,6.5995,0.089613,0.6631,4,7,5jun18_21may18_KAZ_m2_sp1_8.1_rev_7,0,,X,merded,,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.1_rev,96,2.8125,0.029214,0.63068,1,8,5jun18_21may18_KAZ_m2_sp1_8.1_rev_8,1,1,,,1,65,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,116,3.8806,0.033464,0.62435,9,1,5jun18_21may18_KAZ_m2_sp1_8.2_rev_1,1,0,,,1,33,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,49,5.9904,0.12139,0.65845,4,10,5jun18_21may18_KAZ_m2_sp1_8.2_rev_10,1,0,,,1,39,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,124,5.7801,0.046673,0.62397,1,11,5jun18_21may18_KAZ_m2_sp1_8.2_rev_11,1,1,,,1,100,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,70,4.2458,0.060668,0.61437,8,14,5jun18_21may18_KAZ_m2_sp1_8.2_rev_14,1,0,,,0,,,,21may18_KAZ_m2,KAZ,male,KAZ male
5jun18_21may18_KAZ_m2_sp1_8.2_rev,93,5.6404,0.060615,0.66649,1,2,5jun18_21may18_KAZ_m2_sp1_8.2_rev_2,1,1,,,1,87,,,21may18_KAZ_m2,KAZ,male,KAZ male
