fileName,centromere_ABS_Position,centromere_PER_Position,avergeRED,chromosomeLength,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,mouse,strain,sex,category
20jul15_18may15_PWD_m2_sp1_15.1_rev,5.5433,0.062627,0.65488,89,5,4,20jul15_18may15_PWD_m2_sp1_15.1_rev_4,1,0,0,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,5.3537,0.054357,0.69045,98,5,5,20jul15_18may15_PWD_m2_sp1_15.1_rev_5,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.5078,0.067701,0.76439,67,3,7,20jul15_18may15_PWD_m2_sp1_15.1_rev_7,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.9724,0.051119,0.64816,97,2,8,20jul15_18may15_PWD_m2_sp1_15.1_rev_8,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.0203,0.061688,0.67185,65,3,9,20jul15_18may15_PWD_m2_sp1_15.1_rev_9,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,6.2795,0.11223,0.68885,56,3,1,20jul15_18may15_PWD_m2_sp1_15.2_rev_1,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,3.3321,0.031716,0.70139,105,7,10,20jul15_18may15_PWD_m2_sp1_15.2_rev_10,1,0,0,,1,77,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,5.0162,0.040211,0.64989,125,6,11,20jul15_18may15_PWD_m2_sp1_15.2_rev_11,1,0,0,,2,27,119,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,6.581,0.063091,0.65612,104,4,12,20jul15_18may15_PWD_m2_sp1_15.2_rev_12,1,0,0,,2,21,100,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,8.7159,0.088534,0.66901,98,10,13,20jul15_18may15_PWD_m2_sp1_15.2_rev_13,1,0,0,,1,55,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,5.8454,0.074652,0.66432,78,4,16,20jul15_18may15_PWD_m2_sp1_15.2_rev_16,1,0,0,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,3.375,0.022557,0.69199,150,7,18,20jul15_18may15_PWD_m2_sp1_15.2_rev_18,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,7.7238,0.093243,0.80872,83,11,3,20jul15_18may15_PWD_m2_sp1_15.2_rev_3,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,6.7732,0.048711,0.68978,139,7,4,20jul15_18may15_PWD_m2_sp1_15.2_rev_4,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,2.5954,0.049593,0.69064,52,3,5,20jul15_18may15_PWD_m2_sp1_15.2_rev_5,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,5.4829,0.15801,0.62593,35,3,6,20jul15_18may15_PWD_m2_sp1_15.2_rev_6,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.2_rev,4.8976,0.17396,0.66157,28,1,8,20jul15_18may15_PWD_m2_sp1_15.2_rev_8,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,8.7393,0.091479,0.62967,96,4,1,20jul15_18may15_PWD_m2_sp1_16.2_rev_1,1,0,0,,2,29,86,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,5.2374,0.063459,0.65513,83,2,10,20jul15_18may15_PWD_m2_sp1_16.2_rev_10,1,0,0,,1,63,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,6.2071,0.054761,0.54162,113,4,11,20jul15_18may15_PWD_m2_sp1_16.2_rev_11,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,4.8205,0.057452,0.55094,84,3,14,20jul15_18may15_PWD_m2_sp1_16.2_rev_14,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,4.7198,0.054627,0.53338,86,1,15,20jul15_18may15_PWD_m2_sp1_16.2_rev_15,1,1,1,,1,57,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,5.3266,0.092974,0.51358,57,1,16,20jul15_18may15_PWD_m2_sp1_16.2_rev_16,1,1,1,,1,47,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,5.0093,0.060844,0.5641,82,3,17,20jul15_18may15_PWD_m2_sp1_16.2_rev_17,1,0,0,,2,28,79,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,8.0884,0.13841,0.66807,58,1,2,20jul15_18may15_PWD_m2_sp1_16.2_rev_2,1,1,1,,1,32,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,4.8099,0.05913,0.62403,81,3,3,20jul15_18may15_PWD_m2_sp1_16.2_rev_3,1,0,0,,1,63,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,5.5104,0.061164,0.5843,90,2,4,20jul15_18may15_PWD_m2_sp1_16.2_rev_4,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,6.0572,0.059522,0.64939,102,6,5,20jul15_18may15_PWD_m2_sp1_16.2_rev_5,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_16.2_rev,7.9766,0.090609,0.58355,88,1,7,20jul15_18may15_PWD_m2_sp1_16.2_rev_7,1,1,1,,1,67,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,1.875,0.020468,0.73409,92,4,1,20jul15_18may15_PWD_m2_sp1_17_rev_1,1,0,0,,1,37,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,5.2633,0.052183,0.60127,101,2,10,20jul15_18may15_PWD_m2_sp1_17_rev_10,1,1,1,,2,39,85,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,7.1422,0.097314,0.70063,73,8,12,20jul15_18may15_PWD_m2_sp1_17_rev_12,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,4.4344,0.042493,0.56262,104,2,14,20jul15_18may15_PWD_m2_sp1_17_rev_14,1,1,1,,2,27,93,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,5.4953,0.082799,0.55864,66,1,15,20jul15_18may15_PWD_m2_sp1_17_rev_15,1,1,1,,1,48,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,8.1476,0.065368,0.63813,125,2,2,20jul15_18may15_PWD_m2_sp1_17_rev_2,1,1,1,,2,20,108,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,7.0801,0.076957,0.65732,92,2,3,20jul15_18may15_PWD_m2_sp1_17_rev_3,1,1,1,,2,30,87,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,4,0.029207,0.61934,137,2,4,20jul15_18may15_PWD_m2_sp1_17_rev_4,1,1,1,,2,17,123,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,3.6353,0.031207,0.64118,116,2,7,20jul15_18may15_PWD_m2_sp1_17_rev_7,1,1,1,,2,20,76,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,7.0648,0.079335,0.61129,89,2,8,20jul15_18may15_PWD_m2_sp1_17_rev_8,1,1,1,,2,16,82,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_17_rev,5.2376,0.073919,0.59416,71,2,9,20jul15_18may15_PWD_m2_sp1_17_rev_9,1,0,0,,1,54,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,4.5546,0.061767,0.80319,74,3,1,20jul15_18may15_PWD_m2_sp1_19_rev_1,1,0,0,,1,42,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,6.5882,0.084705,0.81702,78,4,10,20jul15_18may15_PWD_m2_sp1_19_rev_10,1,0,0,,2,25,72,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,4.3575,0.04736,0.75853,92,3,11,20jul15_18may15_PWD_m2_sp1_19_rev_11,1,0,0,,2,32,77,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,5.0304,0.073611,0.77937,68,4,12,20jul15_18may15_PWD_m2_sp1_19_rev_12,1,0,0,,2,21,55,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,4.284,0.041418,0.69459,103,5,13,20jul15_18may15_PWD_m2_sp1_19_rev_13,1,0,0,,2,19,97,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,3.6914,0.032977,0.69797,112,5,15,20jul15_18may15_PWD_m2_sp1_19_rev_15,1,0,0,,2,30,100,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_19_rev,9.4833,0.11025,0.7386,86,5,17,20jul15_18may15_PWD_m2_sp1_19_rev_17,1,0,0,,1,16,82,,18may15_PWD_m2,PWD,male,PWD male
