fileName,centromere_ABS_Position,centromere_PER_Position,avergeRED,chromosomeLength,numberCrossOvers,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,mouse,strain,sex,category
20jul15_18may15_PWD_m1_sp1_29.1_rev,4.6976,0.057945,0.58531,81,3,17,20jul15_18may15_PWD_m1_sp1_29.1_rev_17,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.1_rev,2.8482,0.043074,0.68923,66,1,3,20jul15_18may15_PWD_m1_sp1_29.1_rev_3,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.1_rev,5.8532,0.056116,0.6825,104,2,4,20jul15_18may15_PWD_m1_sp1_29.1_rev_4,1,1,,,2,31,87,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.1_rev,7.6059,0.13875,0.7335,55,1,6,20jul15_18may15_PWD_m1_sp1_29.1_rev_6,1,1,,,1,44,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.1_rev,5.2471,0.056099,0.6716,94,2,8,20jul15_18may15_PWD_m1_sp1_29.1_rev_8,1,1,,,2,35,77,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.1_rev,6.5238,0.061473,0.65108,106,2,9,20jul15_18may15_PWD_m1_sp1_29.1_rev_9,1,1,,,2,24,84,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.2_rev,4.0088,0.071355,0.50393,56,1,16,20jul15_18may15_PWD_m1_sp1_29.2_rev_16,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.2_rev,9.864,0.16207,0.57237,61,2,3,20jul15_18may15_PWD_m1_sp1_29.2_rev_3,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.2_rev,4.6275,0.040993,0.5311,113,5,4,20jul15_18may15_PWD_m1_sp1_29.2_rev_4,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.2_rev,4.3627,0.048909,0.56251,89,1,5,20jul15_18may15_PWD_m1_sp1_29.2_rev_5,1,1,,,1,55,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,7.5662,0.075468,0.63523,100,2,1,20jul15_18may15_PWD_m1_sp1_29.3_rev_1,1,1,,,2,28,84,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,6.3669,0.049816,0.53909,128,2,10,20jul15_18may15_PWD_m1_sp1_29.3_rev_10,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,3.055,0.034005,0.58855,90,1,11,20jul15_18may15_PWD_m1_sp1_29.3_rev_11,1,1,,,1,56,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,3.965,0.036902,0.60644,107,2,12,20jul15_18may15_PWD_m1_sp1_29.3_rev_12,1,1,,,2,26,94,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,17.222,0.095338,0.6147,181,24,13,20jul15_18may15_PWD_m1_sp1_29.3_rev_13,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,6.181,0.10263,0.57115,60,1,15,20jul15_18may15_PWD_m1_sp1_29.3_rev_15,1,1,,,1,31,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,5.5157,0.048946,0.57936,113,2,2,20jul15_18may15_PWD_m1_sp1_29.3_rev_2,1,1,,,2,43,100,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,4.0442,0.093477,0.55706,43,1,6,20jul15_18may15_PWD_m1_sp1_29.3_rev_6,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,3.8393,0.042896,0.59471,90,2,7,20jul15_18may15_PWD_m1_sp1_29.3_rev_7,1,1,,,2,20,80,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_29.3_rev,4.8256,0.070899,0.63706,68,2,9,20jul15_18may15_PWD_m1_sp1_29.3_rev_9,1,1,,,2,26,60,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,4.77,0.048388,0.89223,99,6,1,20jul15_18may15_PWD_m1_sp1_30_rev_1,,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,3.8851,0.035965,0.87475,108,5,10,20jul15_18may15_PWD_m1_sp1_30_rev_10,1,0,,,2,33,93,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,6.2313,0.039383,0.82219,158,5,11,20jul15_18may15_PWD_m1_sp1_30_rev_11,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,6.1576,0.057318,0.82812,107,4,12,20jul15_18may15_PWD_m1_sp1_30_rev_12,1,1,,,2,36,103,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,5.1339,0.056274,0.85744,91,3,14,20jul15_18may15_PWD_m1_sp1_30_rev_14,1,0,,,2,22,83,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,7.1816,0.11966,0.82285,60,2,17,20jul15_18may15_PWD_m1_sp1_30_rev_17,1,0,,,1,54,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,3.4644,0.027047,0.86876,128,4,2,20jul15_18may15_PWD_m1_sp1_30_rev_2,1,0,,,2,34,120,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,6.6799,0.056018,0.86634,119,4,5,20jul15_18may15_PWD_m1_sp1_30_rev_5,1,0,,,2,65,110,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,6.7224,0.092092,0.89209,73,4,6,20jul15_18may15_PWD_m1_sp1_30_rev_6,1,0,,,1,37,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,4.2424,0.11545,0.91813,37,6,7,20jul15_18may15_PWD_m1_sp1_30_rev_7,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,6.0367,0.063289,0.82953,95,4,8,20jul15_18may15_PWD_m1_sp1_30_rev_8,1,0,,,1,50,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_30_rev,2.6009,0.026183,0.87013,99,5,9,20jul15_18may15_PWD_m1_sp1_30_rev_9,1,0,,,2,21,87,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.6494,0.042345,0.82465,86,7,1,20jul15_18may15_PWD_m1_sp1_6_rev_1,1,0,,2 cells but good segmentaion,1,63,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,7.2065,0.066217,0.72268,109,7,12,20jul15_18may15_PWD_m1_sp1_6_rev_12,1,0,,,2,34,97,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.0468,0.048122,0.80107,63,3,13,20jul15_18may15_PWD_m1_sp1_6_rev_13,1,0,,,1,17,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,4.2217,0.12126,0.79617,35,1,14,20jul15_18may15_PWD_m1_sp1_6_rev_14,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,6.6574,0.054406,0.77186,122,3,15,20jul15_18may15_PWD_m1_sp1_6_rev_15,1,0,,,2,14,118,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.3333,0.049704,0.80099,67,5,16,20jul15_18may15_PWD_m1_sp1_6_rev_16,?,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,8.4468,0.15137,0.79126,56,3,18,20jul15_18may15_PWD_m1_sp1_6_rev_18,?,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,2.9412,0.031911,0.86425,92,9,2,20jul15_18may15_PWD_m1_sp1_6_rev_2,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,5.66,0.070075,0.78856,81,3,20,20jul15_18may15_PWD_m1_sp1_6_rev_20,1,0,,,2,11,67,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.9628,0.037893,0.71899,105,4,21,20jul15_18may15_PWD_m1_sp1_6_rev_21,1,0,,,2,23,94,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,4.2581,0.044615,0.78055,95,2,22,20jul15_18may15_PWD_m1_sp1_6_rev_22,1,0,,,1,69,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,6.7647,0.18151,0.72657,37,1,23,20jul15_18may15_PWD_m1_sp1_6_rev_23,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,5.333,0.067527,0.77603,79,6,27,20jul15_18may15_PWD_m1_sp1_6_rev_27,1,0,,,1,56,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,6.9353,0.073634,0.82498,94,7,3,20jul15_18may15_PWD_m1_sp1_6_rev_3,1,0,,,1,63,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.1071,0.054229,0.73863,57,5,31,20jul15_18may15_PWD_m1_sp1_6_rev_31,?1,0,,,1?,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,8.4296,0.19235,0.66919,44,2,36,20jul15_18may15_PWD_m1_sp1_6_rev_36,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,2.7273,0.025595,0.82572,107,5,4,20jul15_18may15_PWD_m1_sp1_6_rev_4,1,0,,,2,12,95,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.9924,0.042167,0.74773,95,1,7,20jul15_18may15_PWD_m1_sp1_6_rev_7,1,1,,,1,39,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,6.6439,0.14106,0.8507,47,4,8,20jul15_18may15_PWD_m1_sp1_6_rev_8,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_6_rev,3.1093,0.023822,0.85817,131,8,9,20jul15_18may15_PWD_m1_sp1_6_rev_9,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,3.125,0.024091,0.8145,130,3,1,20jul15_18may15_PWD_m1_sp1_9.1_rev_1,1,0,0,,3,9,82,128,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,5.0657,0.045699,0.80518,111,5,10,20jul15_18may15_PWD_m1_sp1_9.1_rev_10,1,0,0,,2,11,101,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,7.1571,0.11618,0.76363,62,3,11,20jul15_18may15_PWD_m1_sp1_9.1_rev_11,1,0,0,,1,60,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,13.26,0.15267,0.77396,87,3,14,20jul15_18may15_PWD_m1_sp1_9.1_rev_14,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.7517,0.12578,0.74927,38,2,16,20jul15_18may15_PWD_m1_sp1_9.1_rev_16,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,6.5228,0.14802,0.75325,44,3,18,20jul15_18may15_PWD_m1_sp1_9.1_rev_18,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.1732,0.079864,0.82838,52,4,2,20jul15_18may15_PWD_m1_sp1_9.1_rev_2,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,3.4124,0.029757,0.82779,115,7,3,20jul15_18may15_PWD_m1_sp1_9.1_rev_3,1,0,0,,2,41,112,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.5268,0.037406,0.83464,121,3,4,20jul15_18may15_PWD_m1_sp1_9.1_rev_4,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,4.3759,0.067669,0.87183,65,5,5,20jul15_18may15_PWD_m1_sp1_9.1_rev_5,1,0,0,,2,18,57,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,8.4525,0.067452,0.82777,125,10,8,20jul15_18may15_PWD_m1_sp1_9.1_rev_8,1,0,0,,1,81,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m1_sp1_9.1_rev,10.5294,0.11249,0.81573,94,5,9,20jul15_18may15_PWD_m1_sp1_9.1_rev_9,0,,,,,,,,18may15_PWD_m1,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,1.2698,0.026131,0.55504,49,2,10,20jul15_18may15_PWD_m2_sp1_10.2_rev_10,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,6.9065,0.14813,0.60048,47,5,11,20jul15_18may15_PWD_m2_sp1_10.2_rev_11,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,7.422,0.10152,0.57639,73,1,12,20jul15_18may15_PWD_m2_sp1_10.2_rev_12,1,1,1,,1,66,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,3.3306,0.051236,0.53906,65,3,13,20jul15_18may15_PWD_m2_sp1_10.2_rev_13,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,4.1267,0.071373,0.50961,58,2,14,20jul15_18may15_PWD_m2_sp1_10.2_rev_14,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,4.9668,0.05716,0.56517,87,9,18,20jul15_18may15_PWD_m2_sp1_10.2_rev_18,1,0,0,,1,33,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,3.9463,0.039757,0.51695,99,6,19,20jul15_18may15_PWD_m2_sp1_10.2_rev_19,1,0,0,,2,28,75,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,4.8415,0.048012,0.49217,101,3,20,20jul15_18may15_PWD_m2_sp1_10.2_rev_20,1,0,0,,2,50,82,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,4.5684,0.051291,0.54005,89,7,3,20jul15_18may15_PWD_m2_sp1_10.2_rev_3,?,,strange segmentation,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,3.4286,0.069962,0.60838,49,2,6,20jul15_18may15_PWD_m2_sp1_10.2_rev_6,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_10.2_rev,10.9271,0.088492,0.52442,123,6,8,20jul15_18may15_PWD_m2_sp1_10.2_rev_8,1,0,0,,2,23,96,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,9.5071,0.10991,0.75461,87,6,10,20jul15_18may15_PWD_m2_sp1_11_rev_10,1,0,0,,2,23,72,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,5.9231,0.082059,0.81449,72,1,12,20jul15_18may15_PWD_m2_sp1_11_rev_12,1,1,1,,1,48,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,4.4867,0.11168,0.70541,40,2,13,20jul15_18may15_PWD_m2_sp1_11_rev_13,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,6.1263,0.057525,0.7714,106,3,15,20jul15_18may15_PWD_m2_sp1_11_rev_15,1,0,0,,1,82,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,4.5304,0.035892,0.73691,126,2,16,20jul15_18may15_PWD_m2_sp1_11_rev_16,1,0,0,,1,82,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,6.8772,0.079445,0.73835,87,3,17,20jul15_18may15_PWD_m2_sp1_11_rev_17,1,0,0,,2,15,81,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,5.2706,0.063799,0.75619,83,2,18,20jul15_18may15_PWD_m2_sp1_11_rev_18,1,0,0,,1,63,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,4.974,0.083068,0.86571,60,4,2,20jul15_18may15_PWD_m2_sp1_11_rev_2,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,5.6739,0.12125,0.74785,47,2,21,20jul15_18may15_PWD_m2_sp1_11_rev_21,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,6.8575,0.061682,0.64038,111,4,22,20jul15_18may15_PWD_m2_sp1_11_rev_22,1,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,4.7604,0.044208,0.67702,108,7,23,20jul15_18may15_PWD_m2_sp1_11_rev_23,1,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,4,0.040979,0.64317,98,5,26,20jul15_18may15_PWD_m2_sp1_11_rev_26,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,2.8169,0.079421,0.80998,35,2,3,20jul15_18may15_PWD_m2_sp1_11_rev_3,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,6.1229,0.1507,0.69328,41,4,30,20jul15_18may15_PWD_m2_sp1_11_rev_30,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,5.4501,0.04218,0.63653,129,2,36,20jul15_18may15_PWD_m2_sp1_11_rev_36,1,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,7.143,0.094967,0.68506,75,2,39,20jul15_18may15_PWD_m2_sp1_11_rev_39,1,0,0,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,6.1538,0.19711,0.684,31,2,40,20jul15_18may15_PWD_m2_sp1_11_rev_40,0,,mulitple cells,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,3.6923,0.031354,0.81186,118,7,5,20jul15_18may15_PWD_m2_sp1_11_rev_5,1,0,0,,2,28,85,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,5.2346,0.035376,0.76685,148,5,6,20jul15_18may15_PWD_m2_sp1_11_rev_6,1,0,0,,2,22,135,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,7.0875,0.084049,0.84274,84,1,7,20jul15_18may15_PWD_m2_sp1_11_rev_7,1,1,1,,1,59,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_11_rev,4,0.031855,0.81222,126,4,8,20jul15_18may15_PWD_m2_sp1_11_rev_8,1,0,0,,2,45,118,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,5.8324,0.065701,0.67814,89,5,1,20jul15_18may15_PWD_m2_sp1_13_rev_1,1,0,0,,2,17,84,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,5.2709,0.058856,0.70815,90,3,10,20jul15_18may15_PWD_m2_sp1_13_rev_10,1,0,0,,2,19,80,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,2.4615,0.0881,0.66737,28,4,11,20jul15_18may15_PWD_m2_sp1_13_rev_11,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,6.3119,0.057107,0.57828,111,2,13,20jul15_18may15_PWD_m2_sp1_13_rev_13,1,1,1,,2,56,104,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,7.5685,0.1469,0.58417,52,2,15,20jul15_18may15_PWD_m2_sp1_13_rev_15,1,0,0,,1,46,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,2.3881,0.018301,0.57804,130,3,16,20jul15_18may15_PWD_m2_sp1_13_rev_16,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,3.6364,0.040023,0.60477,91,7,18,20jul15_18may15_PWD_m2_sp1_13_rev_18,1,0,,,2,28,81,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,7.4854,0.085303,0.56705,88,8,19,20jul15_18may15_PWD_m2_sp1_13_rev_19,1,0,,,1,36,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,6.8056,0.11361,0.66639,60,1,2,20jul15_18may15_PWD_m2_sp1_13_rev_2,1,1,1,,1,49,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,8.7585,0.14039,0.76024,62,9,3,20jul15_18may15_PWD_m2_sp1_13_rev_3,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,4.2945,0.051984,0.62142,83,1,4,20jul15_18may15_PWD_m2_sp1_13_rev_4,1,1,1,might be strange twist in the SC,1,58,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,3.6674,0.032856,0.6567,112,4,6,20jul15_18may15_PWD_m2_sp1_13_rev_6,1,0,0,,2,21,102,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,4.8466,0.060451,0.71185,80,2,7,20jul15_18may15_PWD_m2_sp1_13_rev_7,1,1,1,,2,14,77,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_13_rev,4.018,0.032014,0.65241,126,2,9,20jul15_18may15_PWD_m2_sp1_13_rev_9,1,1,1,,2,40,121,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,5.6943,0.054047,0.44522,105,2,1,20jul15_18may15_PWD_m2_sp1_14.2_rev_1,1,1,1,,2,18,100,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,4.9072,0.041685,0.46191,118,2,10,20jul15_18may15_PWD_m2_sp1_14.2_rev_10,1,1,1,,2,36,110,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,1.4493,0.033142,0.43556,44,1,13,20jul15_18may15_PWD_m2_sp1_14.2_rev_13,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,7.0123,0.056836,0.46904,123,2,2,20jul15_18may15_PWD_m2_sp1_14.2_rev_2,1,1,1,,2,56,110,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,10.8684,0.081554,0.43601,133,2,4,20jul15_18may15_PWD_m2_sp1_14.2_rev_4,1,1,1,,2,32,111,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,4.847,0.044095,0.48919,110,3,5,20jul15_18may15_PWD_m2_sp1_14.2_rev_5,1,0,0,,2,38,95,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,5.533,0.087232,0.48605,63,3,6,20jul15_18may15_PWD_m2_sp1_14.2_rev_6,1,0,0,,1,28,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_14.2_rev,4.6284,0.069267,0.49336,67,1,9,20jul15_18may15_PWD_m2_sp1_14.2_rev_9,1,1,1,,1,38,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.4245,0.052202,0.6863,85,3,1,20jul15_18may15_PWD_m2_sp1_15.1_rev_1,,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.4401,0.038966,0.70293,114,7,10,20jul15_18may15_PWD_m2_sp1_15.1_rev_10,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.2254,0.043504,0.68354,97,5,13,20jul15_18may15_PWD_m2_sp1_15.1_rev_13,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,3.8904,0.030782,0.6142,126,7,15,20jul15_18may15_PWD_m2_sp1_15.1_rev_15,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,10.0881,0.12643,0.69107,80,9,16,20jul15_18may15_PWD_m2_sp1_15.1_rev_16,0,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,3.662,0.035604,0.68816,103,7,17,20jul15_18may15_PWD_m2_sp1_15.1_rev_17,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,3.5821,0.04601,0.64229,78,2,18,20jul15_18may15_PWD_m2_sp1_15.1_rev_18,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,2.7273,0.022198,0.65886,123,4,2,20jul15_18may15_PWD_m2_sp1_15.1_rev_2,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
20jul15_18may15_PWD_m2_sp1_15.1_rev,4.2702,0.035824,0.64249,119,3,3,20jul15_18may15_PWD_m2_sp1_15.1_rev_3,1,,,,,,,,18may15_PWD_m2,PWD,male,PWD male
