Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
batch10,,22jan18_31dec17_MSM_f1_sp1_2_rev.tif,25511-3002-1307.tif,5,20,16,no,,3,0,
batch10,,4feb18_31dec17_SPIC_f1_sp1_22_rev.tif,2306-15843-11279.tif,5,20,18,no,,2,0,
batch10,,12jan17_4jan17_LEW_f1_sp1_1_rev.tif,475-4929-27897.tif,5,20,18,no,,3,2,
batch10,,15mar17_13jan17_LEW_f3_sp1_1_rev.tif,2618-20327-19882.tif,5,20,18,yes,,3,0,
batch10,,23jan18_31dec17_MSM_f2_sp1_27_rev.tif,2740-26362-18073.tif,4,21,18,no,,2,1,
batch10,,23jan18_31dec17_MSM_f2_sp1_10_rev.tif,26759-22265-22915.tif,4,20,19,no,,2,3,
batch10,,26jan18_31dec17_MSM_f4_sp1_27_rev.tif,9198-21556-3664.tif,5,20,19,no,,1,3,
batch10,,4feb18_31dec17_SPIC_f1_sp1_11_rev.tif,726-14788-31093.tif,5,20,19,no,,3,0,
batch10,,16feb18_1feb18_KAZ_f2_sp1_2_rev.tif,27087-19956-16811.tif,3,20,19,yes,,2,1,
batch10,,16feb18_1feb18_KAZ_f2_sp1_28_rev.tif,20494-10897-10719.tif,1,20,20,no,,0,1,
batch10,,5jul17_4jan17_LEW_f2_sp1_3_rev.tif,23313-31391-17304.tif,4,20,20,no,,1,0,
batch10,,24jan18_31dec17_MSM_f3_sp1_21_rev.tif,19047-15103-16398.tif,2,20,20,no,,2,1,
batch10,,20mar17_13jan17_LEW_f2_sp1_27_rev.tif,7414-26739-23214.tif,2,20,20,no,,1,3,
batch10,,12jan17_4jan17_LEW_f1_sp1_12_rev.tif,31079-16813-32542.tif,3,20,20,no,,3,0,
batch10,,4feb18_31dec17_SPIC_f1_sp1_14_rev.tif,19459-28900-22682.tif,1,20,21,no,,1,1,
batch10,,23jan18_31dec17_MSM_f2_sp1_7_rev.tif,13627-27825-21257.tif,3,20,21,no,,0,0,
batch10,,24jan18_31dec17_MSM_f3_sp1_6_rev.tif,13104-420-6820.tif,3,20,21,no,,1,0,
batch10,,8feb18_1feb18_KAZ_f1_sp1_26_rev.tif,22281-15478-29793.tif,3,20,21,no,,0,1,
batch10,,16feb18_1feb18_KAZ_f4_sp1_15_rev.tif,24017-2146-5955.tif,3,20,21,yes,,1,0,
batch10,,12jan17_4jan17_LEW_f1_sp1_8_rev.tif,10268-9123-966.tif,5,20,21,no,,3,3,
batch10,,16feb18_1feb18_KAZ_f2_sp1_24_rev.tif,16460-30272-14551.tif,1,20,21,no,,0,1,potential duplicate
batch10,,23jan18_31dec17_MSM_f2_sp1_28_rev.tif,28062-32084-31884.tif,4,20,21,no,,1,0,
batch10,,16feb18_1feb18_KAZ_f2_sp1_10_rev.tif,29091-24420-5042.tif,5,20,21,no,,1,5,
batch10,,12jan17_4jan17_LEW_f1_sp1_19_rev.tif,5948-14340-3886.tif,4,20,21,no,,4,0,
batch10,,22jan18_31dec17_MSM_f1_sp1_28_rev.tif,17645-11482-26250.tif,2,20,21,no,,2,3,
batch10,,5jul17_4jan17_LEW_f2_sp1_7_rev.tif,18482-31668-16818.tif,4,20,21,no,,1,0,
batch10,,16feb18_1feb18_KAZ_f4_sp1_18_rev.tif,11048-4228-32074.tif,2,20,22,no,,1,3,
batch10,,12jan17_4jan17_LEW_f1_sp1_15_rev.tif,18984-18757-11938.tif,1,20,22,no,,2,0,
batch10,,26jan18_31dec17_MSM_f5_sp1_5_rev.tif,19023-9474-22182.tif,4,20,22,no,,1,2,
batch10,,8feb18_1feb18_KAZ_f1_sp1_19_rev.tif,8429-24214-19332.tif,4,20,22,no,,0,1,
batch10,,8feb18_1feb18_KAZ_f1_sp1_30_rev.tif,851-4339-24529.tif,1,20,22,no,,0,1,
batch10,,22jan18_31dec17_MSM_f1_sp1_7_rev.tif,12949-31960-29049.tif,4,20,22,no,,2,0,
batch10,,24jan18_31dec17_MSM_f3_sp1_4_rev.tif,13788-28934-32358.tif,3,20,22,no,,2,2,
batch10,,24jan18_31dec17_MSM_f3_sp1_12_rev.tif,24004-11914-16359.tif,4,20,22,no,,1,0,
batch10,,12jan17_4jan17_LEW_f1_sp1_29_rev.tif,10026-29793-7684.tif,2,20,22,no,,1,2,
batch10,,16feb18_1feb18_KAZ_f4_sp1_23_rev.tif,15211-13915-26099.tif,2,20,22,no,,1,0,
batch10,,26jan18_31dec17_MSM_f5_sp1_23_rev.tif,466-6413-19400.tif,5,20,22,no,,2,3,potentil duplicate
batch10,,24jan18_31dec17_MSM_f3_sp1_2_rev.tif,9383-29893-2029.tif,2,20,22,no,,0,1,
batch10,,12jan17_4jan17_LEW_f1_sp1_6_rev.tif,4927-22626-29671.tif,3,20,22,no,,0,0,
batch10,,22jan18_31dec17_MSM_f1_sp1_27_rev.tif,5698-20385-21003.tif,4,20,22,no,,0,0,
batch10,,20mar17_13jan17_LEW_f2_sp1_28_rev.tif,9240-19705-21159.tif,4,20,22,no,,6,0,
batch10,,8feb18_1feb18_KAZ_f1_sp1_11_rev.tif,19491-20105-1748.tif,2,20,23,no,,0,0,
batch10,,4feb18_31dec17_SPIC_f1_sp1_20_rev.tif,616-21522-17155.tif,4,20,23,no,,0,0,
batch10,,24jan18_31dec17_MSM_f3_sp1_9_rev.tif,8715-5504-2725.tif,3,20,23,no,,1,0,
batch10,,24jan18_31dec17_MSM_f3_sp1_13_rev.tif,23279-19950-21594.tif,2,20,23,no,,0,1,
batch10,,8feb18_1feb18_KAZ_f1_sp1_17_rev.tif,17062-26335-5606.tif,3,20,23,no,,1,1,
batch10,,23jan18_31dec17_MSM_f2_sp1_25_rev.tif,3972-25181-18457.tif,3,20,23,no,,2,2,
batch10,,24jan18_31dec17_MSM_f3_sp1_10_rev.tif,23330-114-26395.tif,3,20,23,no,,0,2,
batch10,,26jan18_31dec17_MSM_f4_sp1_7_rev.tif,14835-22123-9164.tif,2,20,23,no,,1,0,
batch10,,16feb18_1feb18_KAZ_f4_sp1_9_rev.tif,3107-31854-13285.tif,3,20,23,no,,1,1,
batch10,,16feb18_1feb18_KAZ_f2_sp1_25_rev.tif,9706-22937-16769.tif,3,20,23,no,,0,1,
batch10,,15mar17_13jan17_LEW_f3_sp1_37_rev.tif,17060-23104-21525.tif,3,20,23,no,,3,0,
batch10,,16feb18_1feb18_KAZ_f2_sp1_5.1_rev.tif,20239-11763-19278.tif,2,20,23,no,,0,0,
batch10,,24jan18_31dec17_MSM_f3_sp1_15_rev.tif,27898-12585-19448.tif,4,20,23,no,,2,1,
batch10,,4feb18_31dec17_SPIC_f1_sp1_3_rev.tif,30822-17485-7377.tif,4,20,23,no,,2,0,
batch10,,26jan18_31dec17_MSM_f4_sp1_20_rev.tif,31084-20380-5058.tif,3,20,23,no,,1,2,
batch10,,23jan18_31dec17_MSM_f2_sp1_29_rev.tif,32199-8094-8948.tif,3,20,23,no,,2,0,
