Batch,,Original Name,Random Name ,quality,n ,nMLH1.foci,REDO.crop,XY.paired,achiasmate,asynased,notes
batch12,,28jul15_8jun15_G_f3_sp1_9_rev.tif,11567-14197-21892.tif,5,20,19,no,,4,1,
batch12,,30jul15_8jun15_G_f3_sp1_13_rev.tif,13692-21663-11800.tif,5,20,19,no,,3,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_13_rev.tif,653-24266-7875.tif,3,20,20,no,,2,0,
batch12,,15sep15_8jun15_G_f3_sp3_12_rev.tif,4024-28511-2664.tif,5,20,20,no,,2,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_4_rev.tif,18754-20868-24364.tif,3,20,20,no,,1,1,
batch12,,2aug15_8jun15_G_f4_sp1_13_rev.tif,18083-7025-16823.tif,5,20,20,no,,1,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_7_rev.tif,2100-24061-22956.tif,5,20,20,no,,3,0,
batch12,,9sep15_8jun15_G_f4_sp1_7_rev.tif,11635-18112-15676.tif,5,20,20,no,,2,0,
batch12,,30jul15_8jun15_G_f3_sp1_3_rev.tif,3639-31629-31129.tif,5,20,21,no,,1,0,
batch12,,10jan18_13jan17_LEW_f1_sp1_29.1_rev.tif,32104-16972-18379.tif,3,20,21,no,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_20_rev.tif,29670-30530-21492.tif,4,20,21,no,,3,0,
batch12,,2aug15_8jun15_G_f4_sp1_3_rev.tif,27857-27051-20106.tif,5,20,21,no,,0,0,
batch12,,2aug15_8jun15_G_f4_sp1_23_rev.tif,26116-2992-17587.tif,5,20,21,no,,2,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_28_rev.tif,24876-15383-31939.tif,4,20,21,no,,1,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_15_rev.tif,19769-29034-17932.tif,3,20,21,no,,2,1,
batch12,,28jul15_8jun15_G_f3_sp1_1_rev.tif,14399-11625-1912.tif,4,20,21,no,,2,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_21_rev.tif,15408-25871-5473.tif,4,20,21,no,,1,0,
batch12,,10jan18_13jan17_LEW_f1_sp1_14_rev.tif,11361-29550-5527.tif,5,20,21,no,,0,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_18_rev.tif,11741-23594-5423.tif,5,20,21,no,,1,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_6_rev.tif,8951-16885-4410.tif,4,20,22,no,,1,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_12_rev.tif,7380-11182-4971.tif,3,20,22,no,,1,1,
batch12,,5jul15_8jun15_G_f4_sp1_12_rev.tif,6664-16-755.tif,3,20,22,no,,1,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_1_rev.tif,4602-28646-16986.tif,2,20,22,no,,0,0,
batch12,,27jul15_8jun15_G_f3_sp1_14_rev.tif,4307-16088-11325.tif,4,20,22,no,,1,0,
batch12,,9sep15_8jun15_G_f4_sp1_14_rev.tif,31064-167-408.tif,5,20,22,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_15.1_rev.tif,29767-4707-31877.tif,3,20,22,no,,0,0,
batch12,,27jul15_8jun15_G_f3_sp1_1_rev.tif,29406-17229-19831.tif,4,20,22,no,,3,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_23_rev.tif,28521-987-5158.tif,5,20,22,no,,1,0,
batch12,,28jul15_8jun15_G_f3_sp1_2_rev.tif,27225-21886-25572.tif,5,20,22,no,,0,0,
batch12,,10jan18_13jan17_LEW_f1_sp1_30_rev.tif,26680-11234-2816.tif,5,20,22,no,,2,0,
batch12,,28jul15_8jun15_G_f3_sp1_14_rev.tif,18802-22217-222.tif,5,20,22,no,,1,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_24_rev.tif,18642-20183-4768.tif,3,20,22,no,,1,1,
batch12,,7feb18_11jan18_KAZ_f3_sp1_14.2_rev.tif,17226-10881-5526.tif,4,20,22,no,,0,1,
batch12,,2aug15_8jun15_G_f4_sp1_24_rev.tif,15881-15771-12821.tif,5,20,22,no,,1,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_2_rev.tif,14004-11646-7100.tif,2,20,22,no,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_9_rev.tif,12984-11918-15882.tif,2,20,22,no,,0,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_29_rev.tif,11625-20139-28598.tif,3,20,22,no,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_18_rev.tif,9364-20180-28173.tif,4,20,22,no,,3,4,
batch12,,5apr18_11jan18_KAZ_f2_sp1_6_rev.tif,13238-31408-8257.tif,5,20,22,no,,2,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_26_rev.tif,9916-29434-19836.tif,1,20,23,no,,0,0,
batch12,,2aug15_8jun15_G_f4_sp1_18_rev.tif,3328-5158-5250.tif,4,20,23,no,,0,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_18_rev.tif,32216-27463-8167.tif,5,20,23,no,,2,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_5_rev.tif,30380-11762-26109.tif,5,20,23,no,,1,0,
batch12,,30jul15_8jun15_G_f3_sp1_30.2_rev.tif,30093-29335-31753.tif,4,20,23,no,,2,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_26_rev.tif,29437-23902-5211.tif,5,20,23,no,,1,1,
batch12,,2nov15_8jun15_G_f4_sp2_17_rev.tif,28161-11277-18096.tif,5,20,23,no,,2,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_9_rev.tif,27766-25636-10871.tif,1,20,23,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_20_rev.tif,24198-1756-12538.tif,4,20,23,no,,1,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_24_rev.tif,22807-13304-28286.tif,3,20,23,no,,0,0,
batch12,,5jul15_8jun15_G_f4_sp1_13_rev.tif,19273-28539-31412.tif,4,20,23,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_16_rev.tif,18140-31643-29528.tif,5,20,23,no,,0,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_19_rev.tif,12526-16406-7964.tif,2,20,23,no,,1,1,
batch12,,10jan18_13jan17_LEW_f1_sp1_22_rev.tif,5252-2337-24412.tif,5,20,23,no,,0,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_10_rev.tif,23362-23556-4877.tif,3,20,23,,,1,1,
batch12,,9sep15_8jun15_G_f4_sp1_20_rev.tif,22826-1768-28011.tif,5,20,23,,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_16_rev.tif,21683-21128-11615.tif,3,20,23,,,1,1,black sploch
batch12,,5apr18_31dec17_SPIC_f2_sp1_19_rev.tif,22733-21152-9495.tif,4,20,23,no,,2,0,
batch12,,5aug17_14jul17_SPRET_f3_sp1_7_rev.tif,11765-21569-20644.tif,5,20,23,no,,0,0,
batch12,,15sep15_8jun15_G_f3_sp3_2_rev.tif,996-5350-3279.tif,4,20,24,no,,0,0,
batch12,,2nov15_8jun15_G_f4_sp2_15_rev.tif,7509-8650-9584.tif,5,20,24,yes,,0,1,
batch12,,9apr18_1feb18_LEW_f1_sp1_3_rev.tif,6764-19762-706.tif,3,20,24,no,,2,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_17_rev.tif,5533-28684-17401.tif,3,20,24,yes,,1,0,
batch12,,2nov15_8jun15_G_f4_sp2_9_rev.tif,4045-4874-26822.tif,4,20,24,no,,2,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_27_rev.tif,30071-18077-8620.tif,4,20,24,no,,1,1,
batch12,,4aug17_14jul17_SPRET_f2_sp1_8_rev.tif,27663-111-2874.tif,5,20,24,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_25_rev.tif,24004-896-25412.tif,1,20,24,no,,0,0,
batch12,,27jul15_8jun15_G_f3_sp1_12_rev.tif,19607-30642-22495.tif,5,20,24,no,,0,1,
batch12,,2nov15_8jun15_G_f4_sp2_19_rev.tif,19241-22799-1048.tif,5,20,24,no,,0,0,
batch12,,2aug15_8jun15_G_f4_sp1_10_rev.tif,18277-17802-26608.tif,3,20,24,no,,1,1,
batch12,,30jul15_8jun15_G_f3_sp1_2_rev.tif,11400-5050-28493.tif,4,20,24,no,,1,0,
batch12,,5aug17_14jul17_SPRET_f3_sp1_8_rev.tif,21714-18097-30347.tif,3,20,24,no,,2,0,
batch12,,30jul15_8jun15_G_f3_sp1_14_rev.tif,14004-28856-20053.tif,5,20,24,no,,2,0,
batch12,,9sep15_8jun15_G_f4_sp1_10_rev.tif,13706-4194-25155.tif,5,20,24,no,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_1_rev.tif,7139-32656-7659.tif,3,20,25,no,,2,0,
batch12,,10jan18_13jan17_LEW_f1_sp1_9_rev.tif,32129-53-18463.tif,5,20,25,no,,1,0,
batch12,,9sep15_8jun15_G_f4_sp1_3_rev.tif,32039-5815-24587.tif,4,20,25,no,,0,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_21_rev.tif,27118-32616-8476.tif,5,20,25,no,,1,0,
batch12,,15sep15_8jun15_G_f3_sp3_13_rev.tif,24902-8942-4253.tif,5,20,25,no,,1,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_3.2_rev.tif,18638-18682-11618.tif,4,20,25,no,,1,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_12_rev.tif,22619-9738-25918.tif,4,20,25,no,,0,3,
batch12,,7feb18_11jan18_KAZ_f3_sp1_3_rev.tif,12091-21409-27757.tif,3,20,25,no,,1,0,
batch12,,28jul15_8jun15_G_f3_sp1_4_rev.tif,22118-15763-17235.tif,4,20,25,no,,2,1,
batch12,,7feb18_11jan18_KAZ_f3_sp1_1_rev.tif,8955-8501-758.tif,2,20,26,no,,0,0,
batch12,,30jul15_8jun15_G_f3_sp1_23_rev.tif,8365-9225-18638.tif,5,20,26,no,,2,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_4_rev.tif,8154-22766-24462.tif,1,20,26,no,,0,4,
batch12,,7feb18_11jan18_KAZ_f3_sp1_6_rev.tif,6793-16406-26527.tif,4,20,26,no,,0,0,
batch12,,2nov15_8jun15_G_f4_sp2_13_rev.tif,30589-7248-2821.tif,5,20,26,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_18_rev.tif,27062-29282-3944.tif,2,20,26,no,,1,0,
batch12,,7feb18_11jan18_KAZ_f3_sp1_30_rev.tif,25298-6330-21371.tif,3,20,26,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_13_rev.tif,20933-24241-9716.tif,4,20,26,no,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_5_rev.tif,19784-31159-25670.tif,2,20,26,no,,2,1,
batch12,,7feb18_11jan18_KAZ_f3_sp1_15_rev.tif,20379-22379-26451.tif,4,20,26,no,,1,0,
batch12,,10jan18_13jan17_LEW_f1_sp1_17_rev.tif,8982-26891-29422.tif,3,20,26,no,,1,0,
batch12,,2nov15_8jun15_G_f4_sp2_11_rev.tif,8379-21819-24439.tif,5,20,27,no,,0,0,
batch12,,4aug17_30may17_SPRET_f1_sp1_17_rev.tif,6961-30767-30790.tif,5,20,27,no,,1,0,
batch12,,6jan18_13jan17_LEW_f1_sp1_8_rev.tif,6727-20914-26616.tif,4,20,27,no,,1,1,
batch12,,5apr18_11jan18_KAZ_f2_sp1_10_rev.tif,31044-17620-12603.tif,3,20,27,no,,0,1,
batch12,,10jan18_13jan17_LEW_f1_sp1_8_rev.tif,29342-10589-12437.tif,5,20,27,no,,0,0,
batch12,,5apr18_11jan18_KAZ_f2_sp1_24_rev.tif,29192-21457-28519.tif,2,20,27,no,,0,2,
batch12,,10jan18_13jan17_LEW_f1_sp1_31_rev.tif,25731-21457-12560.tif,5,20,27,yes,,3,0,
batch12,,5aug17_14jul17_SPRET_f3_sp1_12_rev.tif,2183-24659-2892.tif,5,20,27,no,,0,2,
batch12,,7feb18_11jan18_KAZ_f3_sp1_23_rev.tif,21603-19587-15158.tif,3,20,27,no,,0,0,
batch12,,6jan18_13jan17_LEW_f1_sp1_2_rev.tif,17233-20365-6054.tif,3,20,27,no,,1,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_1_rev.tif,1041-24945-8726.tif,4,20,27,no,,1,2,
batch12,,30jul15_8jun15_G_f3_sp1_8_rev.tif,8973-14747-10540.tif,3,20,27,no,,1,0,
batch12,,27jul15_8jun15_G_f3_sp1_3_rev.tif,10749-19020-17092.tif,5,20,27,no,,3,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_16_rev.tif,14704-17139-26869.tif,3,20,27,no,,2,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_10_rev.tif,12278-28026-16016.tif,2,20,27,no,,0,0,
batch12,,9apr18_1feb18_LEW_f1_sp1_7_rev.tif,9825-1788-18987.tif,4,20,27,yes,,0,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_12_rev.tif,7388-30395-22804.tif,5,20,28,no,,0,0,
batch12,,5apr18_31dec17_SPIC_f2_sp1_25_rev.tif,31463-12929-6016.tif,5,20,28,no,,0,0,
