"fileName","chromosomeLength","centromere_ABS_Position","centromere_PER_Position","boxNumber","Obj.ID","SC.pass","foci.pass","curated.1pass.0fail","curation.notes","hand.foci.count","Foci1","Foci2","Foci3","Foci4","notes","mouse","category","strain","sex","subsp","species","IFD3_ABS","IFD1_ABS","IFD2_ABS","IFD1_PER","PER_Foci_1","PER_Foci_2","PER_Foci_3","PER_Foci_4","dis.cent","dis.cent.PER","telo_dist","telo_dist_PER","SisCoTen","Rec.group"
"20apr18_11jan18_KAZ_f1_sp1_9_rev",80,4.4725,0.055952,16,"20apr18_11jan18_KAZ_f1_sp1_9_rev_16","1",1,"","",1,62,NA,NA,NA,"","11jan18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.775,NA,NA,NA,57.5275,0.71909375,18,0.225,18,0
"20apr18_11jan18_KAZ_f1_sp1_9_rev",113,3.8864,0.034508,18,"20apr18_11jan18_KAZ_f1_sp1_9_rev_18","1",0,"","",1,23,NA,NA,NA,"","11jan18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.20353982300885,NA,NA,NA,19.1136,0.169146902654867,90,0.79646017699115,90,0
"20apr18_11jan18_KAZ_f1_sp1_9_rev",113,3.1884,0.028217,21,"20apr18_11jan18_KAZ_f1_sp1_9_rev_21","1",1,"","",1,39,NA,NA,NA,"","11jan18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.345132743362832,NA,NA,NA,35.8116,0.316916814159292,74,0.654867256637168,74,0
"20apr18_11jan18_KAZ_f1_sp1_9_rev",161,5.3814,0.033498,22,"20apr18_11jan18_KAZ_f1_sp1_9_rev_22","1",1,"","",1,80,NA,NA,NA,"","11jan18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.496894409937888,NA,NA,NA,74.6186,0.463469565217391,81,0.503105590062112,81,0
"20apr18_11jan18_KAZ_f1_sp1_9_rev",97,8.4349,0.087213,23,"20apr18_11jan18_KAZ_f1_sp1_9_rev_23","1",1,"","",1,23,NA,NA,NA,"","11jan18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.237113402061856,NA,NA,NA,14.5651,0.150155670103093,74,0.762886597938144,74,0
"20apr18_11jan18_KAZ_f1_sp1_9_rev",88,5.4475,0.06199,24,"20apr18_11jan18_KAZ_f1_sp1_9_rev_24","1",1,"","",1,62,NA,NA,NA,"","11jan18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.704545454545455,NA,NA,NA,56.5525,0.642642045454546,26,0.295454545454545,26,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",124,4.8802,0.039449,1,"8feb18_1feb18_KAZ_f1_sp1_10_rev_1","1",1,"","faint first foci",1,86,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.693548387096774,NA,NA,NA,81.1198,0.654191935483871,38,0.306451612903226,38,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",131,5.9551,0.045441,3,"8feb18_1feb18_KAZ_f1_sp1_10_rev_3","1",1,"","",1,33,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.251908396946565,NA,NA,NA,27.0449,0.206449618320611,98,0.748091603053435,98,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",121,6.1798,0.050931,4,"8feb18_1feb18_KAZ_f1_sp1_10_rev_4","1",1,"","",1,46,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.380165289256198,NA,NA,NA,39.8202,0.329092561983471,75,0.619834710743802,75,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",65,1.9672,0.030083,5,"8feb18_1feb18_KAZ_f1_sp1_10_rev_5","1",1,"","kinda bad ben",1,53,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.815384615384615,NA,NA,NA,51.0328,0.78512,12,0.184615384615385,12,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",89,6.2457,0.070309,6,"8feb18_1feb18_KAZ_f1_sp1_10_rev_6","1",1,"","",1,73,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.820224719101124,NA,NA,NA,66.7543,0.750048314606742,16,0.179775280898876,16,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",135,4.5666,0.033939,7,"8feb18_1feb18_KAZ_f1_sp1_10_rev_7","1",0,"","",1,52,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.385185185185185,NA,NA,NA,47.4334,0.351358518518519,83,0.614814814814815,83,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",82,4.9532,0.060464,8,"8feb18_1feb18_KAZ_f1_sp1_10_rev_8","1",0,"","",1,71,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.865853658536585,NA,NA,NA,66.0468,0.805448780487805,11,0.134146341463415,11,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",81,2.0896,0.025658,9,"8feb18_1feb18_KAZ_f1_sp1_10_rev_9","1",NA,"","foci at tip ",2,48,80,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,32,NA,0.395061728395062,0.592592592592593,0.987654320987654,NA,NA,45.9104,0.566795061728395,1,0.0123456790123457,32,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",96,5.6565,0.059197,10,"8feb18_1feb18_KAZ_f1_sp1_10_rev_10","1",1,"","",1,74,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.770833333333333,NA,NA,NA,68.3435,0.711911458333333,22,0.229166666666667,22,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",105,3.8436,0.036522,11,"8feb18_1feb18_KAZ_f1_sp1_10_rev_11","1",0,"","",1,53,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.504761904761905,NA,NA,NA,49.1564,0.46815619047619,52,0.495238095238095,52,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",136,12.745,0.094009,13,"8feb18_1feb18_KAZ_f1_sp1_10_rev_13","1",1,"","",1,57,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.419117647058824,NA,NA,NA,44.255,0.325404411764706,79,0.580882352941177,79,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",111,4.1431,0.037461,15,"8feb18_1feb18_KAZ_f1_sp1_10_rev_15","1",1,"","",1,82,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.738738738738739,NA,NA,NA,77.8569,0.701413513513513,29,0.261261261261261,29,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",115,4.6039,0.039873,18,"8feb18_1feb18_KAZ_f1_sp1_10_rev_18","1",1,"","",1,48,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.417391304347826,NA,NA,NA,43.3961,0.377357391304348,67,0.582608695652174,67,0
"8feb18_1feb18_KAZ_f1_sp1_10_rev",150,5.3585,0.035706,19,"8feb18_1feb18_KAZ_f1_sp1_10_rev_19","1",1,"","",1,20,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.133333333333333,NA,NA,NA,14.6415,0.09761,130,0.866666666666667,130,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",73,3.8095,0.051926,1,"8feb18_1feb18_KAZ_f1_sp1_11_rev_1","1",0,"","cell signal kinda medium quality",1,68,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.931506849315068,NA,NA,NA,64.1905,0.879321917808219,5,0.0684931506849315,5,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",112,6.9332,0.062153,2,"8feb18_1feb18_KAZ_f1_sp1_11_rev_2","1",0,"","",1,66,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.589285714285714,NA,NA,NA,59.0668,0.527382142857143,46,0.410714285714286,46,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",128,3.75,0.02934,3,"8feb18_1feb18_KAZ_f1_sp1_11_rev_3","1",0,"","faint middle foci",2,31,119,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,88,NA,0.6875,0.2421875,0.9296875,NA,NA,27.25,0.212890625,9,0.0703125,88,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",93,6.5062,0.070084,4,"8feb18_1feb18_KAZ_f1_sp1_11_rev_4","1",0,"faint flanking foci","",1,44,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.473118279569892,NA,NA,NA,37.4938,0.403159139784946,49,0.526881720430108,49,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",102,1.9718,0.019394,5,"8feb18_1feb18_KAZ_f1_sp1_11_rev_5","1",0,"","",1,29,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.284313725490196,NA,NA,NA,27.0282,0.264982352941176,73,0.715686274509804,73,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",65,3.8608,0.059833,7,"8feb18_1feb18_KAZ_f1_sp1_11_rev_7","1",0,"","",1,49,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.753846153846154,NA,NA,NA,45.1392,0.694449230769231,16,0.246153846153846,16,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",76,4.9759,0.065081,8,"8feb18_1feb18_KAZ_f1_sp1_11_rev_8","1",0,"","",1,57,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.75,NA,NA,NA,52.0241,0.684527631578947,19,0.25,19,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",76,2.0588,0.027113,9,"8feb18_1feb18_KAZ_f1_sp1_11_rev_9","1",0,"","",1,47,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.618421052631579,NA,NA,NA,44.9412,0.591331578947368,29,0.381578947368421,29,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",66,2.1938,0.033375,10,"8feb18_1feb18_KAZ_f1_sp1_11_rev_10","1",0,"","",1,46,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.696969696969697,NA,NA,NA,43.8062,0.663730303030303,20,0.303030303030303,20,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",86,1.4925,0.017287,11,"8feb18_1feb18_KAZ_f1_sp1_11_rev_11","1",0,"","",1,46,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.534883720930233,NA,NA,NA,44.5075,0.517529069767442,40,0.465116279069767,40,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",86,4.718,0.055006,12,"8feb18_1feb18_KAZ_f1_sp1_11_rev_12","1",0,"","",1,20,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.232558139534884,NA,NA,NA,15.282,0.177697674418605,66,0.767441860465116,66,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",103,3.3601,0.032507,13,"8feb18_1feb18_KAZ_f1_sp1_11_rev_13","1",0,"","",2,28,102,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,74,NA,0.718446601941748,0.271844660194175,0.990291262135922,NA,NA,24.6399,0.239222330097087,1,0.00970873786407767,74,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",91,2.5,0.027356,14,"8feb18_1feb18_KAZ_f1_sp1_11_rev_14","1",0,"","",1,76,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.835164835164835,NA,NA,NA,73.5,0.807692307692308,15,0.164835164835165,15,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",79,2.5,0.03168,15,"8feb18_1feb18_KAZ_f1_sp1_11_rev_15","1",0,"","faint foci at the end",1,19,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.240506329113924,NA,NA,NA,16.5,0.208860759493671,60,0.759493670886076,60,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",104,7.1598,0.068698,16,"8feb18_1feb18_KAZ_f1_sp1_11_rev_16","1",0,"","",1,51,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.490384615384615,NA,NA,NA,43.8402,0.421540384615385,53,0.509615384615385,53,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",68,4,0.058621,17,"8feb18_1feb18_KAZ_f1_sp1_11_rev_17","1",0,"","",2,17,54,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,37,NA,0.544117647058823,0.25,0.794117647058823,NA,NA,13,0.191176470588235,14,0.205882352941176,37,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",47,2.0896,0.044339,18,"8feb18_1feb18_KAZ_f1_sp1_11_rev_18","1",0,"","",1,40,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.851063829787234,NA,NA,NA,37.9104,0.806604255319149,7,0.148936170212766,7,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",100,3.0303,0.030293,19,"8feb18_1feb18_KAZ_f1_sp1_11_rev_19","1",0,"","",1,59,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.59,NA,NA,NA,55.9697,0.559697,41,0.41,41,0
"8feb18_1feb18_KAZ_f1_sp1_11_rev",50,1.0345,0.020744,20,"8feb18_1feb18_KAZ_f1_sp1_11_rev_20","1",1,"","",1,36,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.72,NA,NA,NA,34.9655,0.69931,14,0.28,14,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",96,6.0096,0.06281,2,"8feb18_1feb18_KAZ_f1_sp1_12_rev_2","1",1,"","",1,64,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.666666666666667,NA,NA,NA,57.9904,0.604066666666667,32,0.333333333333333,32,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",78,5.5374,0.071061,3,"8feb18_1feb18_KAZ_f1_sp1_12_rev_3","1",0,"","",1,35,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.448717948717949,NA,NA,NA,29.4626,0.377725641025641,43,0.551282051282051,43,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",120,2.3333,0.019407,5,"8feb18_1feb18_KAZ_f1_sp1_12_rev_5","1",0,"","",2,22,52,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,30,NA,0.25,0.183333333333333,0.433333333333333,NA,NA,19.6667,0.163889166666667,68,0.566666666666667,30,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",119,3.8335,0.032227,6,"8feb18_1feb18_KAZ_f1_sp1_12_rev_6","1",0,"","",2,41,106,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,65,NA,0.546218487394958,0.34453781512605,0.890756302521008,NA,NA,37.1665,0.312323529411765,13,0.109243697478992,65,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",151,7.7943,0.051574,7,"8feb18_1feb18_KAZ_f1_sp1_12_rev_7","1",0,"","",1,99,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.655629139072848,NA,NA,NA,91.2057,0.604011258278146,52,0.344370860927152,52,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",85,6.9565,0.081433,8,"8feb18_1feb18_KAZ_f1_sp1_12_rev_8","1",0,"","",1,61,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.717647058823529,NA,NA,NA,54.0435,0.635805882352941,24,0.282352941176471,24,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",103,4.9628,0.047982,11,"8feb18_1feb18_KAZ_f1_sp1_12_rev_11","1",1,"","",1,82,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.796116504854369,NA,NA,NA,77.0372,0.747933980582524,21,0.203883495145631,21,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",85,4.2265,0.04983,12,"8feb18_1feb18_KAZ_f1_sp1_12_rev_12","1",1,"","",1,57,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.670588235294118,NA,NA,NA,52.7735,0.620864705882353,28,0.329411764705882,28,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",98,4.3302,0.04397,13,"8feb18_1feb18_KAZ_f1_sp1_12_rev_13","1",0,"","",1,61,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.622448979591837,NA,NA,NA,56.6698,0.578263265306122,37,0.377551020408163,37,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",128,2.8125,0.021979,14,"8feb18_1feb18_KAZ_f1_sp1_12_rev_14","1",1,"","",2,17,115,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,98,NA,0.765625,0.1328125,0.8984375,NA,NA,14.1875,0.11083984375,13,0.1015625,98,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",70,2.2581,0.032029,15,"8feb18_1feb18_KAZ_f1_sp1_12_rev_15","1",1,"","",1,57,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.814285714285714,NA,NA,NA,54.7419,0.782027142857143,13,0.185714285714286,13,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",57,3.53,0.062082,16,"8feb18_1feb18_KAZ_f1_sp1_12_rev_16","1",1,"","",1,33,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.578947368421053,NA,NA,NA,29.47,0.517017543859649,24,0.421052631578947,24,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",111,6.8559,0.061517,17,"8feb18_1feb18_KAZ_f1_sp1_12_rev_17","1",0,"","",2,65,105,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,40,NA,0.36036036036036,0.585585585585586,0.945945945945946,NA,NA,58.1441,0.523820720720721,6,0.0540540540540541,40,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",100,3.2258,0.032414,18,"8feb18_1feb18_KAZ_f1_sp1_12_rev_18","1",1,"","",1,44,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.44,NA,NA,NA,40.7742,0.407742,56,0.56,56,0
"8feb18_1feb18_KAZ_f1_sp1_12_rev",79,2.4615,0.031014,19,"8feb18_1feb18_KAZ_f1_sp1_12_rev_19","1",1,"","",1,52,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.658227848101266,NA,NA,NA,49.5385,0.627069620253165,27,0.341772151898734,27,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",107,4.3321,0.040581,1,"8feb18_1feb18_KAZ_f1_sp1_16_rev_1","1",0,"","",1,47,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.439252336448598,NA,NA,NA,42.6679,0.398765420560748,60,0.560747663551402,60,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",133,6.1787,0.046593,2,"8feb18_1feb18_KAZ_f1_sp1_16_rev_2","1",0,"","",2,48,116,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,68,NA,0.511278195488722,0.360902255639098,0.87218045112782,NA,NA,41.8213,0.314445864661654,17,0.12781954887218,68,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",87,4.0625,0.046955,4,"8feb18_1feb18_KAZ_f1_sp1_16_rev_4","1",0,"","",2,29,70,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,41,NA,0.471264367816092,0.333333333333333,0.804597701149425,NA,NA,24.9375,0.286637931034483,17,0.195402298850575,41,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",96,3.7143,0.038789,5,"8feb18_1feb18_KAZ_f1_sp1_16_rev_5","1",1,"","",2,35,81,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,46,NA,0.479166666666667,0.364583333333333,0.84375,NA,NA,31.2857,0.325892708333333,15,0.15625,46,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",135,8.2592,0.060995,7,"8feb18_1feb18_KAZ_f1_sp1_16_rev_7","1",0,"","",2,57,130,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,73,NA,0.540740740740741,0.422222222222222,0.962962962962963,NA,NA,48.7408,0.361042962962963,5,0.037037037037037,73,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",111,8.3826,0.075476,11,"8feb18_1feb18_KAZ_f1_sp1_16_rev_11","1",1,"","",2,28,89,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,61,NA,0.54954954954955,0.252252252252252,0.801801801801802,NA,NA,19.6174,0.176733333333333,22,0.198198198198198,61,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",129,6.168,0.047963,12,"8feb18_1feb18_KAZ_f1_sp1_16_rev_12","1",1,"","",2,48,109,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,61,NA,0.472868217054264,0.372093023255814,0.844961240310077,NA,NA,41.832,0.324279069767442,20,0.155038759689922,61,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",154,4.636,0.030084,13,"8feb18_1feb18_KAZ_f1_sp1_16_rev_13","1",0,"","",2,57,132,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,75,NA,0.487012987012987,0.37012987012987,0.857142857142857,NA,NA,52.364,0.340025974025974,22,0.142857142857143,75,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",125,7.5974,0.06071,14,"8feb18_1feb18_KAZ_f1_sp1_16_rev_14","1",0,"","faint flanking foci",1,69,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.552,NA,NA,NA,61.4026,0.4912208,56,0.448,56,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",121,5.3651,0.044497,16,"8feb18_1feb18_KAZ_f1_sp1_16_rev_16","1",1,"","",2,26,109,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,83,NA,0.685950413223141,0.214876033057851,0.900826446280992,NA,NA,20.6349,0.170536363636364,12,0.0991735537190083,83,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",105,4.9973,0.047678,17,"8feb18_1feb18_KAZ_f1_sp1_16_rev_17","1",1,"","",2,34,87,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,53,NA,0.504761904761905,0.323809523809524,0.828571428571429,NA,NA,29.0027,0.276216190476191,18,0.171428571428571,53,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",66,4.528,0.068127,18,"8feb18_1feb18_KAZ_f1_sp1_16_rev_18","1",1,"","",1,32,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.484848484848485,NA,NA,NA,27.472,0.416242424242424,34,0.515151515151515,34,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",145,6.2023,0.042776,19,"8feb18_1feb18_KAZ_f1_sp1_16_rev_19","1",1,"","",2,23,119,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,96,NA,0.662068965517241,0.158620689655172,0.820689655172414,NA,NA,16.7977,0.115846206896552,26,0.179310344827586,96,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",91,2.0896,0.022988,20,"8feb18_1feb18_KAZ_f1_sp1_16_rev_20","1",1,"","",1,58,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.637362637362637,NA,NA,NA,55.9104,0.6144,33,0.362637362637363,33,0
"8feb18_1feb18_KAZ_f1_sp1_16_rev",123,11.1339,0.090861,21,"8feb18_1feb18_KAZ_f1_sp1_16_rev_21","1",1,"","",2,61,108,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,47,NA,0.382113821138211,0.495934959349593,0.878048780487805,NA,NA,49.8661,0.405415447154472,15,0.121951219512195,47,0
"8feb18_1feb18_KAZ_f1_sp1_17_rev",104,3.5336,0.034077,1,"8feb18_1feb18_KAZ_f1_sp1_17_rev_1","1",NA,"","",NA,NA,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"8feb18_1feb18_KAZ_f1_sp1_17_rev",145,1.4085,0.0097366,2,"8feb18_1feb18_KAZ_f1_sp1_17_rev_2","1",0,"","",1,60,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.413793103448276,NA,NA,NA,58.5915,0.404079310344828,85,0.586206896551724,85,0
"8feb18_1feb18_KAZ_f1_sp1_17_rev",145,3.7143,0.025544,3,"8feb18_1feb18_KAZ_f1_sp1_17_rev_3","1",NA,"","",NA,NA,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0
"8feb18_1feb18_KAZ_f1_sp1_17_rev",99,2.7427,0.027793,4,"8feb18_1feb18_KAZ_f1_sp1_17_rev_4","1",0,"","",1,40,NA,NA,NA,"","1feb18_KAZ_f1","KAZ female","KAZ","female","Musc","M.musculus",NA,NA,NA,NA,0.404040404040404,NA,NA,NA,37.2573,0.376336363636364,59,0.595959595959596,59,0
