fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,
6mar15_1mar15_PWD_m1_sp4_7_rev,54,4.2272,0.078107,12,6mar15_1mar15_PWD_m1_sp4_7_rev_12,1,0,0,,1,50,,,
6mar15_1mar15_PWD_m1_sp4_7_rev,110,3.3255,0.030313,13,6mar15_1mar15_PWD_m1_sp4_7_rev_13,1,0,0,,2,25,93,,
6mar15_1mar15_PWD_m1_sp4_7_rev,97,5.4398,0.055884,15,6mar15_1mar15_PWD_m1_sp4_7_rev_15,1,0,0,,2,45,92,,
6mar15_1mar15_PWD_m1_sp4_7_rev,81,4.4968,0.055342,16,6mar15_1mar15_PWD_m1_sp4_7_rev_16,1,1,1,,1,78,,,
6mar15_1mar15_PWD_m1_sp4_7_rev,59,4.3464,0.073147,17,6mar15_1mar15_PWD_m1_sp4_7_rev_17,1,0,0,faint foci near end,1,42,,,
6mar15_1mar15_PWD_m1_sp4_7_rev,76,4.2382,0.0556,18,6mar15_1mar15_PWD_m1_sp4_7_rev_18,1,0,0,,1,56,,,
6mar15_1mar15_PWD_m1_sp4_7_rev,85,8.0267,0.094181,19,6mar15_1mar15_PWD_m1_sp4_7_rev_19,1,0,0,,2,21,69,,
6mar15_1mar15_PWD_m1_sp4_7_rev,106,5.2895,0.04973,2,6mar15_1mar15_PWD_m1_sp4_7_rev_2,1,0,0,,2,20,101,,
6mar15_1mar15_PWD_m1_sp4_7_rev,55,5.8838,0.10703,3,6mar15_1mar15_PWD_m1_sp4_7_rev_3,0,,,,,,,,
6mar15_1mar15_PWD_m1_sp4_7_rev,98,5.8916,0.059927,4,6mar15_1mar15_PWD_m1_sp4_7_rev_4,1,1,1,,2,28,90,,
6mar15_1mar15_PWD_m1_sp4_7_rev,73,3.1028,0.04251,5,6mar15_1mar15_PWD_m1_sp4_7_rev_5,1,0,0,,2,49,71,,
6mar15_1mar15_PWD_m1_sp4_7_rev,118,4.6365,0.039229,6,6mar15_1mar15_PWD_m1_sp4_7_rev_6,1,0,0,think middle foci is noise,2,37,104,,
6mar15_1mar15_PWD_m1_sp4_7_rev,109,6.7269,0.061925,7,6mar15_1mar15_PWD_m1_sp4_7_rev_7,1,0,0,,2,44,103,,
6mar15_1mar15_PWD_m1_sp4_7_rev,68,5.5209,0.08145,8,6mar15_1mar15_PWD_m1_sp4_7_rev_8,1,0,0,,1,56,,,
6mar15_1mar15_PWD_m1_sp4_7_rev,86,5.7726,0.067285,9,6mar15_1mar15_PWD_m1_sp4_7_rev_9,1,0,0,,2,10,67,,
6mar15_1mar15_PWD_m1_sp4_8_rev,79,7.5611,0.096281,1,6mar15_1mar15_PWD_m1_sp4_8_rev_1,1,0,0,,1,40,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,85,3.2907,0.0385,10,6mar15_1mar15_PWD_m1_sp4_8_rev_10,1,0,0,faint middle foci,2,13,78,,
6mar15_1mar15_PWD_m1_sp4_8_rev,56,5.0989,0.091136,11,6mar15_1mar15_PWD_m1_sp4_8_rev_11,1,0,0,,1,36,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,96,6.9402,0.072496,12,6mar15_1mar15_PWD_m1_sp4_8_rev_12,1,1,1,,2,27,80,,
6mar15_1mar15_PWD_m1_sp4_8_rev,55,10.504,0.19233,13,6mar15_1mar15_PWD_m1_sp4_8_rev_13,0,,,,,,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,117,4.6245,0.03965,14,6mar15_1mar15_PWD_m1_sp4_8_rev_14,1,0,0,,2,22,115,,
6mar15_1mar15_PWD_m1_sp4_8_rev,74,4.3094,0.05802,15,6mar15_1mar15_PWD_m1_sp4_8_rev_15,0,,,,,,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,77,3.4155,0.044177,16,6mar15_1mar15_PWD_m1_sp4_8_rev_16,1,0,0,faint flanking foci,1,46,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,78,4.6981,0.060338,17,6mar15_1mar15_PWD_m1_sp4_8_rev_17,1,1,1,,1,27,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,86,4.1628,0.048163,18,6mar15_1mar15_PWD_m1_sp4_8_rev_18,1,0,0,,2,43,80,,
6mar15_1mar15_PWD_m1_sp4_8_rev,149,4.1685,0.028065,2,6mar15_1mar15_PWD_m1_sp4_8_rev_2,0,,,,,,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,105,3.7017,0.035228,3,6mar15_1mar15_PWD_m1_sp4_8_rev_3,1,1,1,,2,17,100,,
6mar15_1mar15_PWD_m1_sp4_8_rev,59,4.6225,0.078759,4,6mar15_1mar15_PWD_m1_sp4_8_rev_4,1,1,1,,1,41,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,87,3.2836,0.037751,5,6mar15_1mar15_PWD_m1_sp4_8_rev_5,1,0,0,faint foci,1,72,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,94,3.0817,0.032834,6,6mar15_1mar15_PWD_m1_sp4_8_rev_6,1,0,0,,2,28,90,,
6mar15_1mar15_PWD_m1_sp4_8_rev,70,4.1468,0.059215,7,6mar15_1mar15_PWD_m1_sp4_8_rev_7,1,0,0,,1,45,,,
6mar15_1mar15_PWD_m1_sp4_8_rev,96,2.9508,0.030791,8,6mar15_1mar15_PWD_m1_sp4_8_rev_8,1,0,0,,2,24,88,,
6mar15_1mar15_PWD_m1_sp4_8_rev,90,3.1199,0.034649,9,6mar15_1mar15_PWD_m1_sp4_8_rev_9,1,0,0,,2,27,76,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,97,5.0619,0.052435,1,7mar15_1mar15_PWD_m1_sp4_1.1_rev_1,1,0,0,,1,17,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,88,4.91,0.055608,10,7mar15_1mar15_PWD_m1_sp4_1.1_rev_10,1,0,0,,2,17,84,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,135,3.3381,0.024735,11,7mar15_1mar15_PWD_m1_sp4_1.1_rev_11,1,0,0,kinda faint flanking foci,1,68,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,54,5.5907,0.10302,12,7mar15_1mar15_PWD_m1_sp4_1.1_rev_12,1,0,0,,1,50,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,80,4.8886,0.061347,13,7mar15_1mar15_PWD_m1_sp4_1.1_rev_13,1,0,0,,2,13,71,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,71,5.8179,0.081382,16,7mar15_1mar15_PWD_m1_sp4_1.1_rev_16,0,,,bad segmentation,,,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,85,10.3316,0.12086,17,7mar15_1mar15_PWD_m1_sp4_1.1_rev_17,0,,,I think segmentation should be longer,,,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,81,4.18,0.051732,3,7mar15_1mar15_PWD_m1_sp4_1.1_rev_3,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,114,22.3968,0.19728,4,7mar15_1mar15_PWD_m1_sp4_1.1_rev_4,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,127,3.981,0.031272,5,7mar15_1mar15_PWD_m1_sp4_1.1_rev_5,1,0,0,faint middle foci,2,23,118,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,89,2.6015,0.029319,6,7mar15_1mar15_PWD_m1_sp4_1.1_rev_6,1,1,1,,1,47,,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,104,4.3235,0.041465,7,7mar15_1mar15_PWD_m1_sp4_1.1_rev_7,1,0,0,,2,50,88,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,81,2.3351,0.028796,8,7mar15_1mar15_PWD_m1_sp4_1.1_rev_8,1,1,1,,2,24,72,,
7mar15_1mar15_PWD_m1_sp4_1.1_rev,91,4.8056,0.052683,9,7mar15_1mar15_PWD_m1_sp4_1.1_rev_9,1,1,1,,1,86,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,127,5.6547,0.04451,10,7mar15_1mar15_PWD_m1_sp4_1.2_rev_10,1,1,1,,1,28,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,82,4.5866,0.055859,11,7mar15_1mar15_PWD_m1_sp4_1.2_rev_11,1,1,1,,1,61,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,68,4.2026,0.061493,13,7mar15_1mar15_PWD_m1_sp4_1.2_rev_13,1,0,0,,1,44,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,106,4.4976,0.042469,14,7mar15_1mar15_PWD_m1_sp4_1.2_rev_14,1,0,0,,1,92,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,111,5.975,0.054034,15,7mar15_1mar15_PWD_m1_sp4_1.2_rev_15,1,0,0,faint middle foci,2,22,106,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,82,4.2448,0.051899,2,7mar15_1mar15_PWD_m1_sp4_1.2_rev_2,1,1,1,"werid segmentation, broken. But measures seem right",1,71,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,55,5.7757,0.10596,3,7mar15_1mar15_PWD_m1_sp4_1.2_rev_3,1,0,0,,1,29,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,99,4.3148,0.043407,5,7mar15_1mar15_PWD_m1_sp4_1.2_rev_5,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,63,6.6454,0.10576,7,7mar15_1mar15_PWD_m1_sp4_1.2_rev_7,1,1,1,,1,56,,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,115,5.2586,0.045885,8,7mar15_1mar15_PWD_m1_sp4_1.2_rev_8,1,1,1,,2,27,94,,
7mar15_1mar15_PWD_m1_sp4_1.2_rev,86,6.4435,0.075294,9,7mar15_1mar15_PWD_m1_sp4_1.2_rev_9,1,0,0,faint foci at end,1,27,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,100,4.4817,0.04466,10,7mar15_1mar15_PWD_m1_sp4_12_rev_10,1,0,0,some faint foci,1,23,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,85,4.1765,0.049082,12,7mar15_1mar15_PWD_m1_sp4_12_rev_12,1,0,0,,1,25,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,65,7.0313,0.10809,14,7mar15_1mar15_PWD_m1_sp4_12_rev_14,1,0,0,,2,13,53,,
7mar15_1mar15_PWD_m1_sp4_12_rev,91,7.9602,0.087491,15,7mar15_1mar15_PWD_m1_sp4_12_rev_15,1,0,0,faint foci,1,73,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,83,6.8204,0.082398,16,7mar15_1mar15_PWD_m1_sp4_12_rev_16,1,0,0,,1,42,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,116,4.2419,0.036511,17,7mar15_1mar15_PWD_m1_sp4_12_rev_17,1,0,0,,1,97,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,83,5.7864,0.069586,18,7mar15_1mar15_PWD_m1_sp4_12_rev_18,1,0,0,,2,23,79,,
7mar15_1mar15_PWD_m1_sp4_12_rev,127,3.1694,0.025047,19,7mar15_1mar15_PWD_m1_sp4_12_rev_19,1,0,0,,2,34,123,,
7mar15_1mar15_PWD_m1_sp4_12_rev,110,5.5538,0.050484,2,7mar15_1mar15_PWD_m1_sp4_12_rev_2,1,0,0,,1,77,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,97,3.4878,0.035975,20,7mar15_1mar15_PWD_m1_sp4_12_rev_20,1,0,0,,2,33,83,,
7mar15_1mar15_PWD_m1_sp4_12_rev,66,5.2718,0.079742,3,7mar15_1mar15_PWD_m1_sp4_12_rev_3,1,0,0,,1,51,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,125,3.5285,0.02824,4,7mar15_1mar15_PWD_m1_sp4_12_rev_4,1,0,0,,2,19,118,,
7mar15_1mar15_PWD_m1_sp4_12_rev,145,2.4638,0.016953,5,7mar15_1mar15_PWD_m1_sp4_12_rev_5,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,79,7.2702,0.091507,7,7mar15_1mar15_PWD_m1_sp4_12_rev_7,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_12_rev,115,3.4826,0.030177,8,7mar15_1mar15_PWD_m1_sp4_12_rev_8,1,0,0,,2,33,114,,
7mar15_1mar15_PWD_m1_sp4_12_rev,147,4.5431,0.030884,9,7mar15_1mar15_PWD_m1_sp4_12_rev_9,1,0,0,,2,55,144,,
7mar15_1mar15_PWD_m1_sp4_15_rev,49,3.0472,0.06223,1,7mar15_1mar15_PWD_m1_sp4_15_rev_1,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_15_rev,54,4.9331,0.091149,11,7mar15_1mar15_PWD_m1_sp4_15_rev_11,1,0,0,,1,40,,,
7mar15_1mar15_PWD_m1_sp4_15_rev,98,8.1142,0.083142,12,7mar15_1mar15_PWD_m1_sp4_15_rev_12,1,0,0,,2,15,95,,
7mar15_1mar15_PWD_m1_sp4_15_rev,82,2.0588,0.025249,13,7mar15_1mar15_PWD_m1_sp4_15_rev_13,1,0,0,,2,34,71,,
7mar15_1mar15_PWD_m1_sp4_15_rev,90,6.4004,0.071071,14,7mar15_1mar15_PWD_m1_sp4_15_rev_14,1,0,0,faint first foci,2,51,77,,
7mar15_1mar15_PWD_m1_sp4_15_rev,52,3.0007,0.057299,15,7mar15_1mar15_PWD_m1_sp4_15_rev_15,1,0,0,,1,47,,,
7mar15_1mar15_PWD_m1_sp4_15_rev,75,2.8986,0.038825,4,7mar15_1mar15_PWD_m1_sp4_15_rev_4,1,0,0,,1,20,,,
7mar15_1mar15_PWD_m1_sp4_15_rev,90,4.1083,0.045655,5,7mar15_1mar15_PWD_m1_sp4_15_rev_5,1,0,0,,2,16,75,,
7mar15_1mar15_PWD_m1_sp4_15_rev,100,7.4928,0.075023,6,7mar15_1mar15_PWD_m1_sp4_15_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_15_rev,97,7.3929,0.076032,7,7mar15_1mar15_PWD_m1_sp4_15_rev_7,0,,,strange segmentation,,,,,
7mar15_1mar15_PWD_m1_sp4_15_rev,89,4.5185,0.050637,9,7mar15_1mar15_PWD_m1_sp4_15_rev_9,1,0,0,,1,31,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,116,4.0168,0.034499,11,7mar15_1mar15_PWD_m1_sp4_16_rev_11,1,0,0,,1,77,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,77,7.2621,0.094633,12,7mar15_1mar15_PWD_m1_sp4_16_rev_12,1,0,0,,1,58,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,122,9.1932,0.07506,13,7mar15_1mar15_PWD_m1_sp4_16_rev_13,1,,,strange segmentation at end,1,78,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,92,4.2881,0.046449,14,7mar15_1mar15_PWD_m1_sp4_16_rev_14,1,0,0,,1,36,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,103,5.928,0.057742,15,7mar15_1mar15_PWD_m1_sp4_16_rev_15,1,0,0,,2,17,86,,
7mar15_1mar15_PWD_m1_sp4_16_rev,112,4.5436,0.040447,2,7mar15_1mar15_PWD_m1_sp4_16_rev_2,1,0,0,,2,25,103,,
7mar15_1mar15_PWD_m1_sp4_16_rev,57,5.4449,0.095207,3,7mar15_1mar15_PWD_m1_sp4_16_rev_3,1,0,0,,1,29,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,90,6.3778,0.070482,4,7mar15_1mar15_PWD_m1_sp4_16_rev_4,1,0,0,,1,62,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,84,2.7498,0.032738,5,7mar15_1mar15_PWD_m1_sp4_16_rev_5,1,0,0,,2,16,71,,
7mar15_1mar15_PWD_m1_sp4_16_rev,78,3.3435,0.04272,6,7mar15_1mar15_PWD_m1_sp4_16_rev_6,1,0,0,,1,36,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,150,2.5714,0.017144,7,7mar15_1mar15_PWD_m1_sp4_16_rev_7,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_16_rev,62,7.8657,0.12634,9,7mar15_1mar15_PWD_m1_sp4_16_rev_9,1,0,0,,2,3,50,,
7mar15_1mar15_PWD_m1_sp4_17_rev,63,3.9145,0.062358,1,7mar15_1mar15_PWD_m1_sp4_17_rev_1,1,0,0,,1,40,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,64,4.9161,0.076733,10,7mar15_1mar15_PWD_m1_sp4_17_rev_10,1,0,0,,1,27,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,53,5.8291,0.11029,13,7mar15_1mar15_PWD_m1_sp4_17_rev_13,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,119,1.2698,0.010642,14,7mar15_1mar15_PWD_m1_sp4_17_rev_14,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,98,5.7875,0.059293,15,7mar15_1mar15_PWD_m1_sp4_17_rev_15,1,0,0,faint foci near cent,2,60,89,,
7mar15_1mar15_PWD_m1_sp4_17_rev,82,6.1439,0.074643,16,7mar15_1mar15_PWD_m1_sp4_17_rev_16,1,0,0,,1,79,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,91,4.6063,0.050348,17,7mar15_1mar15_PWD_m1_sp4_17_rev_17,1,0,0,,1,80,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,87,4.59,0.053061,3,7mar15_1mar15_PWD_m1_sp4_17_rev_3,1,0,0,,1,61,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,85,6.1815,0.072783,5,7mar15_1mar15_PWD_m1_sp4_17_rev_5,1,1,1,,1,78,,,
7mar15_1mar15_PWD_m1_sp4_17_rev,103,10.303,0.099995,6,7mar15_1mar15_PWD_m1_sp4_17_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,92,3.2023,0.034798,1,7mar15_1mar15_PWD_m1_sp4_18_rev_1,1,0,0,,2,27,78,,
7mar15_1mar15_PWD_m1_sp4_18_rev,109,5.5278,0.050856,10,7mar15_1mar15_PWD_m1_sp4_18_rev_10,1,0,0,faint foci,1,85,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,90,5.4824,0.06082,11,7mar15_1mar15_PWD_m1_sp4_18_rev_11,1,1,1,,1,75,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,58,3.8016,0.065474,12,7mar15_1mar15_PWD_m1_sp4_18_rev_12,1,0,0,faint middle foci,1,37,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,81,7.8998,0.096961,13,7mar15_1mar15_PWD_m1_sp4_18_rev_13,1,1,1,,2,14,65,,
7mar15_1mar15_PWD_m1_sp4_18_rev,69,6.5756,0.095674,14,7mar15_1mar15_PWD_m1_sp4_18_rev_14,1,1,1,,1,62,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,82,5.6651,0.069068,2,7mar15_1mar15_PWD_m1_sp4_18_rev_2,1,0,0,,1,68,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,96,7.2301,0.075493,3,7mar15_1mar15_PWD_m1_sp4_18_rev_3,1,1,1,,2,23,80,,
7mar15_1mar15_PWD_m1_sp4_18_rev,131,3.9306,0.030026,4,7mar15_1mar15_PWD_m1_sp4_18_rev_4,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,93,2.5714,0.027546,8,7mar15_1mar15_PWD_m1_sp4_18_rev_8,1,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_18_rev,123,4.7868,0.038903,9,7mar15_1mar15_PWD_m1_sp4_18_rev_9,1,1,1,,1,117,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,79,4.5708,0.057927,1,7mar15_1mar15_PWD_m1_sp4_19_rev_1,1,0,0,,1,33,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,138,3.1369,0.02271,11,7mar15_1mar15_PWD_m1_sp4_19_rev_11,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,95,3.7508,0.039633,12,7mar15_1mar15_PWD_m1_sp4_19_rev_12,1,1,1,,1,87,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,80,2.3601,0.029531,13,7mar15_1mar15_PWD_m1_sp4_19_rev_13,1,1,1,,1,60,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,83,4.7209,0.057074,14,7mar15_1mar15_PWD_m1_sp4_19_rev_14,1,0,0,,1,43,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,117,3.0556,0.026024,3,7mar15_1mar15_PWD_m1_sp4_19_rev_3,1,0,0,faint middle foci,1,100,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,39,6.359,0.1649,4,7mar15_1mar15_PWD_m1_sp4_19_rev_4,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,179,5.9198,0.033113,5,7mar15_1mar15_PWD_m1_sp4_19_rev_5,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,110,5.9865,0.054451,7,7mar15_1mar15_PWD_m1_sp4_19_rev_7,1,0,0,other faint foci,1,87,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,62,3.6761,0.059595,8,7mar15_1mar15_PWD_m1_sp4_19_rev_8,1,1,1,,1,45,,,
7mar15_1mar15_PWD_m1_sp4_19_rev,102,4.6597,0.04574,9,7mar15_1mar15_PWD_m1_sp4_19_rev_9,1,1,1,,2,19,98,,
7mar15_1mar15_PWD_m1_sp4_2_rev,47,4.8219,0.10186,1,7mar15_1mar15_PWD_m1_sp4_2_rev_1,1,1,1,,1,40,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,78,4.3466,0.055823,10,7mar15_1mar15_PWD_m1_sp4_2_rev_10,1,0,0,,1,60,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,96,9.8815,0.10304,11,7mar15_1mar15_PWD_m1_sp4_2_rev_11,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,92,2.8888,0.031495,12,7mar15_1mar15_PWD_m1_sp4_2_rev_12,1,0,0,,1,89,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,90,5.4741,0.060968,13,7mar15_1mar15_PWD_m1_sp4_2_rev_13,1,0,0,,1,73,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,93,5.123,0.05513,15,7mar15_1mar15_PWD_m1_sp4_2_rev_15,1,0,0,,1,44,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,67,9.7037,0.14568,2,7mar15_1mar15_PWD_m1_sp4_2_rev_2,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,64,6.0805,0.094809,3,7mar15_1mar15_PWD_m1_sp4_2_rev_3,1,0,0,"two bivs in the whole box, but measures seem right",1,58,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,80,3.6754,0.045791,4,7mar15_1mar15_PWD_m1_sp4_2_rev_4,1,0,0,,2,18,61,,
7mar15_1mar15_PWD_m1_sp4_2_rev,68,3.4335,0.050536,5,7mar15_1mar15_PWD_m1_sp4_2_rev_5,1,0,0,,1,48,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,89,3.3752,0.037903,6,7mar15_1mar15_PWD_m1_sp4_2_rev_6,1,1,1,,2,16,83,,
7mar15_1mar15_PWD_m1_sp4_2_rev,121,2.1538,0.017736,7,7mar15_1mar15_PWD_m1_sp4_2_rev_7,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_2_rev,61,2.2857,0.037241,8,7mar15_1mar15_PWD_m1_sp4_2_rev_8,1,1,1,,2,21,54,,
7mar15_1mar15_PWD_m1_sp4_2_rev,107,5.6523,0.052916,9,7mar15_1mar15_PWD_m1_sp4_2_rev_9,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,70,5.9701,0.08567,1,7mar15_1mar15_PWD_m1_sp4_20_rev_1,1,0,0,,1,25,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,104,4.3424,0.04186,11,7mar15_1mar15_PWD_m1_sp4_20_rev_11,1,0,0,,2,39,95,,
7mar15_1mar15_PWD_m1_sp4_20_rev,52,7.1733,0.13717,12,7mar15_1mar15_PWD_m1_sp4_20_rev_12,1,0,0,,1,28,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,82,3.3524,0.040807,13,7mar15_1mar15_PWD_m1_sp4_20_rev_13,1,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,73,4.2863,0.058458,14,7mar15_1mar15_PWD_m1_sp4_20_rev_14,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,77,2.4412,0.031845,15,7mar15_1mar15_PWD_m1_sp4_20_rev_15,1,0,0,,2,14,68,,
7mar15_1mar15_PWD_m1_sp4_20_rev,68,4.1845,0.061979,18,7mar15_1mar15_PWD_m1_sp4_20_rev_18,1,0,0,,1,33,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,100,2.7692,0.027592,2,7mar15_1mar15_PWD_m1_sp4_20_rev_2,1,0,0,,2,18,91,,
7mar15_1mar15_PWD_m1_sp4_20_rev,66,2.3188,0.034943,3,7mar15_1mar15_PWD_m1_sp4_20_rev_3,1,0,0,,2,17,64,,
7mar15_1mar15_PWD_m1_sp4_20_rev,84,3.1856,0.038047,4,7mar15_1mar15_PWD_m1_sp4_20_rev_4,1,0,0,"middle foci, might be real",2,16,75,,
7mar15_1mar15_PWD_m1_sp4_20_rev,66,4.7385,0.071867,5,7mar15_1mar15_PWD_m1_sp4_20_rev_5,1,0,0,,2,34,58,,
7mar15_1mar15_PWD_m1_sp4_20_rev,46,5.462,0.11909,6,7mar15_1mar15_PWD_m1_sp4_20_rev_6,1,0,0,,1,22,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,76,8.2321,0.10893,7,7mar15_1mar15_PWD_m1_sp4_20_rev_7,1,0,0,,1,59,,,
7mar15_1mar15_PWD_m1_sp4_20_rev,98,2.7692,0.02813,8,7mar15_1mar15_PWD_m1_sp4_20_rev_8,1,0,0,,2,24,84,,
7mar15_1mar15_PWD_m1_sp4_20_rev,84,2,0.023683,9,7mar15_1mar15_PWD_m1_sp4_20_rev_9,1,0,0,,2,23,81,,
7mar15_1mar15_PWD_m1_sp4_21_rev,87,10.9706,0.12612,10,7mar15_1mar15_PWD_m1_sp4_21_rev_10,1,0,0,,2,35,81,,
7mar15_1mar15_PWD_m1_sp4_21_rev,91,5.1736,0.057082,11,7mar15_1mar15_PWD_m1_sp4_21_rev_11,1,0,0,,1,88,,,
7mar15_1mar15_PWD_m1_sp4_21_rev,111,13.5237,0.1216,2,7mar15_1mar15_PWD_m1_sp4_21_rev_2,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_21_rev,113,4.8515,0.042852,5,7mar15_1mar15_PWD_m1_sp4_21_rev_5,1,0,0,,2,36,89,,
7mar15_1mar15_PWD_m1_sp4_21_rev,109,8.1763,0.074821,9,7mar15_1mar15_PWD_m1_sp4_21_rev_9,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,77,6.1167,0.079148,1,7mar15_1mar15_PWD_m1_sp4_22_rev_1,1,1,1,,2,33,72,,
7mar15_1mar15_PWD_m1_sp4_22_rev,129,4.0634,0.03154,10,7mar15_1mar15_PWD_m1_sp4_22_rev_10,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,109,4.0855,0.037357,11,7mar15_1mar15_PWD_m1_sp4_22_rev_11,1,1,1,,2,6,101,,
7mar15_1mar15_PWD_m1_sp4_22_rev,104,3.67,0.035141,12,7mar15_1mar15_PWD_m1_sp4_22_rev_12,0,,,,,,,,
