fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated(1pass.0fail),curation.notes,hand.foci.count,Foci1,Foci2,Foci3,
7mar15_1mar15_PWD_m1_sp4_22_rev,82,5.1912,0.063461,13,7mar15_1mar15_PWD_m1_sp4_22_rev_13,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,54,4.6926,0.08719,14,7mar15_1mar15_PWD_m1_sp4_22_rev_14,1,0,0,,1,45,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,58,4.3907,0.07608,15,7mar15_1mar15_PWD_m1_sp4_22_rev_15,1,1,1,,1,35,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,94,6.6009,0.070482,16,7mar15_1mar15_PWD_m1_sp4_22_rev_16,1,0,0,,1,23,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,98,6.5656,0.067233,2,7mar15_1mar15_PWD_m1_sp4_22_rev_2,1,1,1,,2,25,92,,
7mar15_1mar15_PWD_m1_sp4_22_rev,111,3.7036,0.033335,3,7mar15_1mar15_PWD_m1_sp4_22_rev_3,1,,,kink at end might mess up SC,1,47,105,,
7mar15_1mar15_PWD_m1_sp4_22_rev,58,3.6758,0.063529,4,7mar15_1mar15_PWD_m1_sp4_22_rev_4,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,77,2.5291,0.032657,6,7mar15_1mar15_PWD_m1_sp4_22_rev_6,1,1,1,,1,46,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,81,3.662,0.045023,7,7mar15_1mar15_PWD_m1_sp4_22_rev_7,1,1,1,first foci is faint,2,41,67,,
7mar15_1mar15_PWD_m1_sp4_22_rev,56,3.2508,0.058017,8,7mar15_1mar15_PWD_m1_sp4_22_rev_8,1,0,0,,1,51,,,
7mar15_1mar15_PWD_m1_sp4_22_rev,103,3.7052,0.036014,9,7mar15_1mar15_PWD_m1_sp4_22_rev_9,1,1,1,,2,17,65,,
7mar15_1mar15_PWD_m1_sp4_23_rev,80,5.0129,0.062553,1,7mar15_1mar15_PWD_m1_sp4_23_rev_1,1,1,1,,2,27,75,,
7mar15_1mar15_PWD_m1_sp4_23_rev,87,4.4169,0.050521,10,7mar15_1mar15_PWD_m1_sp4_23_rev_10,1,0,0,,1,63,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,58,9.1913,0.15786,13,7mar15_1mar15_PWD_m1_sp4_23_rev_13,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,104,4.5275,0.043688,14,7mar15_1mar15_PWD_m1_sp4_23_rev_14,1,1,1,second foci is faint,2,22,99,,
7mar15_1mar15_PWD_m1_sp4_23_rev,117,3.9821,0.033979,15,7mar15_1mar15_PWD_m1_sp4_23_rev_15,1,1,1,,3,15,41,104,
7mar15_1mar15_PWD_m1_sp4_23_rev,95,5.9777,0.06268,16,7mar15_1mar15_PWD_m1_sp4_23_rev_16,1,0,0,,1,46,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,105,3.8061,0.036387,4,7mar15_1mar15_PWD_m1_sp4_23_rev_4,1,0,0,2 faint foci before,1,82,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,111,4.833,0.043683,6,7mar15_1mar15_PWD_m1_sp4_23_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,82,3.7107,0.045336,7,7mar15_1mar15_PWD_m1_sp4_23_rev_7,1,0,0,,1,15,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,201,6.7805,0.033755,8,7mar15_1mar15_PWD_m1_sp4_23_rev_8,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_23_rev,99,4.7457,0.048091,9,7mar15_1mar15_PWD_m1_sp4_23_rev_9,1,0,0,1 faint foci,2,22,69,,
7mar15_1mar15_PWD_m1_sp4_24.1_rev,100,5.6448,0.056524,1,7mar15_1mar15_PWD_m1_sp4_24.1_rev_1,1,0,0,,2,50,88,,
7mar15_1mar15_PWD_m1_sp4_24.1_rev,57,3.4772,0.061133,3,7mar15_1mar15_PWD_m1_sp4_24.1_rev_3,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_24.1_rev,97,3.6066,0.037002,4,7mar15_1mar15_PWD_m1_sp4_24.1_rev_4,1,0,0,,0,,,,
7mar15_1mar15_PWD_m1_sp4_24.2_rev,105,5.8898,0.056345,11,7mar15_1mar15_PWD_m1_sp4_24.2_rev_11,1,0,0,,1,103,,,
7mar15_1mar15_PWD_m1_sp4_24.2_rev,80,6.514,0.081242,3,7mar15_1mar15_PWD_m1_sp4_24.2_rev_3,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_24.2_rev,75,3.9317,0.052322,4,7mar15_1mar15_PWD_m1_sp4_24.2_rev_4,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_25.1_rev,79,8.5493,0.1082,10,7mar15_1mar15_PWD_m1_sp4_25.1_rev_10,1,0,0,,2,29,75,,
7mar15_1mar15_PWD_m1_sp4_25.1_rev,74,3.0769,0.041413,11,7mar15_1mar15_PWD_m1_sp4_25.1_rev_11,1,0,0,,2,29,69,,
7mar15_1mar15_PWD_m1_sp4_25.1_rev,54,6.941,0.12867,12,7mar15_1mar15_PWD_m1_sp4_25.1_rev_12,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_25.1_rev,91,3.0503,0.033673,5,7mar15_1mar15_PWD_m1_sp4_25.1_rev_5,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_25.1_rev,25,4.2898,0.16928,6,7mar15_1mar15_PWD_m1_sp4_25.1_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,62,2.2222,0.035901,10,7mar15_1mar15_PWD_m1_sp4_25.2_rev_10,1,0,0,,1,48,,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,79,4.9125,0.062513,11,7mar15_1mar15_PWD_m1_sp4_25.2_rev_11,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,107,3.3488,0.031342,12,7mar15_1mar15_PWD_m1_sp4_25.2_rev_12,1,0,0,,2,11,55,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,92,4.2191,0.045876,3,7mar15_1mar15_PWD_m1_sp4_25.2_rev_3,1,1,1,,2,24,81,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,85,5.6882,0.067259,5,7mar15_1mar15_PWD_m1_sp4_25.2_rev_5,1,1,1,,1,80,,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,47,5.7416,0.12118,6,7mar15_1mar15_PWD_m1_sp4_25.2_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,74,5.3808,0.072521,7,7mar15_1mar15_PWD_m1_sp4_25.2_rev_7,1,,,might have missed a foci,,,,,
7mar15_1mar15_PWD_m1_sp4_25.2_rev,128,4.5243,0.035391,8,7mar15_1mar15_PWD_m1_sp4_25.2_rev_8,1,1,1,,2,11,100,,
7mar15_1mar15_PWD_m1_sp4_3_rev,78,3.1058,0.039925,10,7mar15_1mar15_PWD_m1_sp4_3_rev_10,1,0,0,,2,18,65,,
7mar15_1mar15_PWD_m1_sp4_3_rev,78,4.9769,0.064058,11,7mar15_1mar15_PWD_m1_sp4_3_rev_11,1,0,0,,1,58,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,102,4.7387,0.046671,13,7mar15_1mar15_PWD_m1_sp4_3_rev_13,1,1,1,,1,47,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,92,2.1538,0.023506,14,7mar15_1mar15_PWD_m1_sp4_3_rev_14,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,47,5.7149,0.12082,15,7mar15_1mar15_PWD_m1_sp4_3_rev_15,1,0,0,,1,41,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,98,2.4242,0.024631,17,7mar15_1mar15_PWD_m1_sp4_3_rev_17,1,0,0,,1,87,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,76,4.7309,0.062355,19,7mar15_1mar15_PWD_m1_sp4_3_rev_19,1,1,1,,1,43,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,52,3.5626,0.068369,2,7mar15_1mar15_PWD_m1_sp4_3_rev_2,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,68,2.9622,0.043556,20,7mar15_1mar15_PWD_m1_sp4_3_rev_20,1,1,1,,1,63,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,42,2.2951,0.054085,21,7mar15_1mar15_PWD_m1_sp4_3_rev_21,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,47,4.3352,0.092477,22,7mar15_1mar15_PWD_m1_sp4_3_rev_22,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,59,5.337,0.08983,3,7mar15_1mar15_PWD_m1_sp4_3_rev_3,1,1,1,,1,49,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,65,2.8571,0.044016,5,7mar15_1mar15_PWD_m1_sp4_3_rev_5,1,1,1,,1,54,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,75,4.4196,0.059196,6,7mar15_1mar15_PWD_m1_sp4_3_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_3_rev,92,3.7777,0.04124,8,7mar15_1mar15_PWD_m1_sp4_3_rev_8,,,,foci very faint,,,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,68,3.0769,0.045173,1,7mar15_1mar15_PWD_m1_sp4_4_rev_1,1,0,0,,1,25,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,80,5.0718,0.063768,10,7mar15_1mar15_PWD_m1_sp4_4_rev_10,1,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,52,1.791,0.034704,11,7mar15_1mar15_PWD_m1_sp4_4_rev_11,1,0,0,faint foci,1,42,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,89,3.6424,0.041048,12,7mar15_1mar15_PWD_m1_sp4_4_rev_12,1,0,0,,1,21,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,92,6.0076,0.064964,13,7mar15_1mar15_PWD_m1_sp4_4_rev_13,1,,,,0,,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,84,3.4678,0.041231,15,7mar15_1mar15_PWD_m1_sp4_4_rev_15,1,1,1,,3,1,28,76,
7mar15_1mar15_PWD_m1_sp4_4_rev,92,2.5108,0.027212,16,7mar15_1mar15_PWD_m1_sp4_4_rev_16,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,54,3.607,0.066425,17,7mar15_1mar15_PWD_m1_sp4_4_rev_17,1,0,0,,1,39,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,74,3.3333,0.044765,2,7mar15_1mar15_PWD_m1_sp4_4_rev_2,1,0,0,,2,13,54,,
7mar15_1mar15_PWD_m1_sp4_4_rev,86,4.8275,0.056174,3,7mar15_1mar15_PWD_m1_sp4_4_rev_3,1,0,0,faint foci,2,18,61,,
7mar15_1mar15_PWD_m1_sp4_4_rev,112,1.8462,0.016434,4,7mar15_1mar15_PWD_m1_sp4_4_rev_4,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,71,3.6824,0.051828,5,7mar15_1mar15_PWD_m1_sp4_4_rev_5,1,0,0,,1,54,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,108,1.4257,0.013176,6,7mar15_1mar15_PWD_m1_sp4_4_rev_6,1,0,0,,1,78,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,94,3.9322,0.041617,7,7mar15_1mar15_PWD_m1_sp4_4_rev_7,1,0,0,,1,82,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,68,4.7781,0.070117,8,7mar15_1mar15_PWD_m1_sp4_4_rev_8,1,1,1,,1,35,,,
7mar15_1mar15_PWD_m1_sp4_4_rev,68,5.5943,0.081758,9,7mar15_1mar15_PWD_m1_sp4_4_rev_9,1,1,1,,1,49,,,
7mar15_1mar15_PWD_m1_sp4_5_rev,84,4.2117,0.049894,1,7mar15_1mar15_PWD_m1_sp4_5_rev_1,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_5_rev,61,2.3881,0.039097,2,7mar15_1mar15_PWD_m1_sp4_5_rev_2,1,0,0,,1,47,,,
7mar15_1mar15_PWD_m1_sp4_5_rev,77,3.9978,0.051646,3,7mar15_1mar15_PWD_m1_sp4_5_rev_3,1,0,0,,1,64,,,
7mar15_1mar15_PWD_m1_sp4_5_rev,98,3.8921,0.039853,6,7mar15_1mar15_PWD_m1_sp4_5_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_5_rev,86,3.6769,0.042839,7,7mar15_1mar15_PWD_m1_sp4_5_rev_7,1,0,0,,2,16,22,,
7mar15_1mar15_PWD_m1_sp4_5_rev,80,1.2903,0.016122,8,7mar15_1mar15_PWD_m1_sp4_5_rev_8,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_5_rev,201,3.8963,0.019416,9,7mar15_1mar15_PWD_m1_sp4_5_rev_9,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,80,5.1379,0.063911,1,7mar15_1mar15_PWD_m1_sp4_6.1_rev_1,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,64,4.9881,0.077468,11,7mar15_1mar15_PWD_m1_sp4_6.1_rev_11,1,0,0,,2,21,48,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,105,5.6448,0.053582,12,7mar15_1mar15_PWD_m1_sp4_6.1_rev_12,1,0,0,,2,13,92,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,91,3.7915,0.041515,3,7mar15_1mar15_PWD_m1_sp4_6.1_rev_3,1,0,0,,2,17,86,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,88,3.5736,0.040753,4,7mar15_1mar15_PWD_m1_sp4_6.1_rev_4,1,0,0,,1,77,,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,66,3.7273,0.056769,5,7mar15_1mar15_PWD_m1_sp4_6.1_rev_5,1,0,0,,2,20,51,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,67,3.9543,0.058926,7,7mar15_1mar15_PWD_m1_sp4_6.1_rev_7,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,109,10.2044,0.093239,8,7mar15_1mar15_PWD_m1_sp4_6.1_rev_8,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.1_rev,123,5.1069,0.041474,9,7mar15_1mar15_PWD_m1_sp4_6.1_rev_9,1,0,0,,1,45,,,
7mar15_1mar15_PWD_m1_sp4_6.2_rev,100,2.4242,0.02433,1,7mar15_1mar15_PWD_m1_sp4_6.2_rev_1,1,0,0,faint middle foci,2,31,92,,
7mar15_1mar15_PWD_m1_sp4_6.2_rev,121,2.2857,0.01882,11,7mar15_1mar15_PWD_m1_sp4_6.2_rev_11,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.2_rev,122,14.0713,0.11558,2,7mar15_1mar15_PWD_m1_sp4_6.2_rev_2,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.2_rev,97,5.2308,0.053653,3,7mar15_1mar15_PWD_m1_sp4_6.2_rev_3,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6.2_rev,72,4.5168,0.063063,4,7mar15_1mar15_PWD_m1_sp4_6.2_rev_4,1,0,0,,1,16,,,
7mar15_1mar15_PWD_m1_sp4_6.2_rev,91,4.2222,0.046247,6,7mar15_1mar15_PWD_m1_sp4_6.2_rev_6,1,0,0,,1,16,,,
7mar15_1mar15_PWD_m1_sp4_6_rev,100,2.4242,0.02433,1,7mar15_1mar15_PWD_m1_sp4_6_rev_1,,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6_rev,121,2,0.016468,11,7mar15_1mar15_PWD_m1_sp4_6_rev_11,,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6_rev,122,14.0713,0.11558,2,7mar15_1mar15_PWD_m1_sp4_6_rev_2,,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6_rev,97,4.9231,0.050497,3,7mar15_1mar15_PWD_m1_sp4_6_rev_3,,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6_rev,72,4.5168,0.063063,4,7mar15_1mar15_PWD_m1_sp4_6_rev_4,,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_6_rev,91,4.2222,0.046247,6,7mar15_1mar15_PWD_m1_sp4_6_rev_6,,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,92,5.0895,0.055605,10,7mar15_1mar15_PWD_m1_sp4_7_rev_10,1,0,0,,1,17,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,125,5.0659,0.040446,12,7mar15_1mar15_PWD_m1_sp4_7_rev_12,1,1,1,,2,13,101,,
7mar15_1mar15_PWD_m1_sp4_7_rev,50,2.9342,0.059163,13,7mar15_1mar15_PWD_m1_sp4_7_rev_13,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,94,3.2836,0.035011,14,7mar15_1mar15_PWD_m1_sp4_7_rev_14,1,0,0,,2,39,81,,
7mar15_1mar15_PWD_m1_sp4_7_rev,84,4.3058,0.050996,15,7mar15_1mar15_PWD_m1_sp4_7_rev_15,1,1,1,,2,20,78,,
7mar15_1mar15_PWD_m1_sp4_7_rev,61,7.5591,0.12332,16,7mar15_1mar15_PWD_m1_sp4_7_rev_16,1,1,1,,1,34,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,134,2.9314,0.021806,17,7mar15_1mar15_PWD_m1_sp4_7_rev_17,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,53,2.6471,0.050269,19,7mar15_1mar15_PWD_m1_sp4_7_rev_19,1,0,0,,1,38,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,167,6.2544,0.037435,23,7mar15_1mar15_PWD_m1_sp4_7_rev_23,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,65,3.6755,0.05688,24,7mar15_1mar15_PWD_m1_sp4_7_rev_24,1,1,1,,1,58,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,113,4.3707,0.038789,25,7mar15_1mar15_PWD_m1_sp4_7_rev_25,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,125,4.5308,0.036377,26,7mar15_1mar15_PWD_m1_sp4_7_rev_26,1,0,0,,1,15,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,87,4.8155,0.055183,28,7mar15_1mar15_PWD_m1_sp4_7_rev_28,1,1,1,,1,15,,,
7mar15_1mar15_PWD_m1_sp4_7_rev,206,4.1791,0.020289,3,7mar15_1mar15_PWD_m1_sp4_7_rev_3,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,41,6.9675,0.17179,1,7mar15_1mar15_PWD_m1_sp4_8.1_rev_1,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,83,6.1789,0.07419,10,7mar15_1mar15_PWD_m1_sp4_8.1_rev_10,1,1,1,,1,21,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,77,7.4194,0.096545,11,7mar15_1mar15_PWD_m1_sp4_8.1_rev_11,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,89,3.0389,0.034191,16,7mar15_1mar15_PWD_m1_sp4_8.1_rev_16,1,1,1,,1,61,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,99,6.3279,0.06416,2,7mar15_1mar15_PWD_m1_sp4_8.1_rev_2,1,1,1,,2,46,85,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,113,6.2708,0.055645,3,7mar15_1mar15_PWD_m1_sp4_8.1_rev_3,1,1,1,faint foci,2,23,107,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,131,4.8567,0.037198,5,7mar15_1mar15_PWD_m1_sp4_8.1_rev_5,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,175,5.2652,0.030116,6,7mar15_1mar15_PWD_m1_sp4_8.1_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,78,5.1754,0.066105,8,7mar15_1mar15_PWD_m1_sp4_8.1_rev_8,1,1,1,,2,10,66,,
7mar15_1mar15_PWD_m1_sp4_8.1_rev,72,1.5385,0.021463,9,7mar15_1mar15_PWD_m1_sp4_8.1_rev_9,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,77,5.2369,0.067911,1,7mar15_1mar15_PWD_m1_sp4_8.2_rev_1,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,27,3.8689,0.14298,10,7mar15_1mar15_PWD_m1_sp4_8.2_rev_10,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,78,6.3507,0.081176,12,7mar15_1mar15_PWD_m1_sp4_8.2_rev_12,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,55,4.2432,0.077457,15,7mar15_1mar15_PWD_m1_sp4_8.2_rev_15,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,35,2.029,0.058595,18,7mar15_1mar15_PWD_m1_sp4_8.2_rev_18,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,43,5.112,0.11804,20,7mar15_1mar15_PWD_m1_sp4_8.2_rev_20,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,42,7.8517,0.18779,23,7mar15_1mar15_PWD_m1_sp4_8.2_rev_23,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,48,2.7692,0.057243,26,7mar15_1mar15_PWD_m1_sp4_8.2_rev_26,1,1,1,,1,24,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,66,3.2513,0.049174,27,7mar15_1mar15_PWD_m1_sp4_8.2_rev_27,1,1,1,,1,59,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,59,3.8803,0.06613,5,7mar15_1mar15_PWD_m1_sp4_8.2_rev_5,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,103,17.9378,0.175,6,7mar15_1mar15_PWD_m1_sp4_8.2_rev_6,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,58,8.6509,0.14803,7,7mar15_1mar15_PWD_m1_sp4_8.2_rev_7,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_8.2_rev,44,3.8868,0.087715,9,7mar15_1mar15_PWD_m1_sp4_8.2_rev_9,1,1,1,,1,19,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,105,5.7754,0.055168,1,7mar15_1mar15_PWD_m1_sp4_9_rev_1,1,1,1,,1,26,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,157,4.7781,0.030508,10,7mar15_1mar15_PWD_m1_sp4_9_rev_10,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,122,5.9769,0.048925,11,7mar15_1mar15_PWD_m1_sp4_9_rev_11,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,144,5.6958,0.039635,12,7mar15_1mar15_PWD_m1_sp4_9_rev_12,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,68,2.7692,0.040563,13,7mar15_1mar15_PWD_m1_sp4_9_rev_13,1,0,0,,1,60,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,96,8.4928,0.088054,14,7mar15_1mar15_PWD_m1_sp4_9_rev_14,1,1,1,,2,26,94,,
7mar15_1mar15_PWD_m1_sp4_9_rev,70,3.4919,0.04954,4,7mar15_1mar15_PWD_m1_sp4_9_rev_4,1,1,1,,1,64,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,122,6.8314,0.055819,7,7mar15_1mar15_PWD_m1_sp4_9_rev_7,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,28,3.1804,0.11281,8,7mar15_1mar15_PWD_m1_sp4_9_rev_8,0,,,,,,,,
7mar15_1mar15_PWD_m1_sp4_9_rev,163,3.479,0.0214,9,7mar15_1mar15_PWD_m1_sp4_9_rev_9,1,1,1,,2,77,150,,
20jul15_18may15_PWD_m1_sp1_15_rev,28,3.9922,0.14259,10,20jul15_18may15_PWD_m1_sp1_15_rev_10,0,,,,,,,,"2 cells, but still some good segmentation"
20jul15_18may15_PWD_m1_sp1_15_rev,113,5.8421,0.05188,12,20jul15_18may15_PWD_m1_sp1_15_rev_12,1,0,,,2,11,107,,
20jul15_18may15_PWD_m1_sp1_15_rev,74,7.0894,0.095681,13,20jul15_18may15_PWD_m1_sp1_15_rev_13,1,0,,,1,18,,,
20jul15_18may15_PWD_m1_sp1_15_rev,92,7.1671,0.078106,14,20jul15_18may15_PWD_m1_sp1_15_rev_14,1,0,,,2,17,82,,
20jul15_18may15_PWD_m1_sp1_15_rev,88,4.5472,0.051795,15,20jul15_18may15_PWD_m1_sp1_15_rev_15,1,1,,,2,28,76,,
20jul15_18may15_PWD_m1_sp1_15_rev,53,6.5879,0.12502,16,20jul15_18may15_PWD_m1_sp1_15_rev_16,1,0,,,1,26,,,
20jul15_18may15_PWD_m1_sp1_15_rev,77,3.871,0.050481,17,20jul15_18may15_PWD_m1_sp1_15_rev_17,1,0,,,2,15,75,,
20jul15_18may15_PWD_m1_sp1_15_rev,77,3.7811,0.049094,18,20jul15_18may15_PWD_m1_sp1_15_rev_18,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_15_rev,67,6.5728,0.097865,19,20jul15_18may15_PWD_m1_sp1_15_rev_19,1,0,,,1,54,,,
20jul15_18may15_PWD_m1_sp1_15_rev,95,5.4438,0.057307,2,20jul15_18may15_PWD_m1_sp1_15_rev_2,1,0,,,2,13,90,,
20jul15_18may15_PWD_m1_sp1_15_rev,64,4.8455,0.076196,20,20jul15_18may15_PWD_m1_sp1_15_rev_20,1,0,,,1,56,,,
20jul15_18may15_PWD_m1_sp1_15_rev,58,6.1513,0.10631,22,20jul15_18may15_PWD_m1_sp1_15_rev_22,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_15_rev,93,4.3866,0.046944,23,20jul15_18may15_PWD_m1_sp1_15_rev_23,1,0,,,2,17,90,,
20jul15_18may15_PWD_m1_sp1_15_rev,94,14.6269,0.1558,24,20jul15_18may15_PWD_m1_sp1_15_rev_24,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_15_rev,58,3.2923,0.056496,27,20jul15_18may15_PWD_m1_sp1_15_rev_27,1,0,,,1,47,,,
20jul15_18may15_PWD_m1_sp1_15_rev,61,7.9758,0.12999,29,20jul15_18may15_PWD_m1_sp1_15_rev_29,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_15_rev,61,4.9065,0.079931,3,20jul15_18may15_PWD_m1_sp1_15_rev_3,1,0,,,1,55,,,
20jul15_18may15_PWD_m1_sp1_15_rev,92,3.3753,0.036759,31,20jul15_18may15_PWD_m1_sp1_15_rev_31,1,0,,,2,30,84,,
20jul15_18may15_PWD_m1_sp1_15_rev,57,5.8908,0.10387,33,20jul15_18may15_PWD_m1_sp1_15_rev_33,1,1,,,1,25,,,
20jul15_18may15_PWD_m1_sp1_15_rev,69,9.0909,0.13179,34,20jul15_18may15_PWD_m1_sp1_15_rev_34,0,,,,,,,,
20jul15_18may15_PWD_m1_sp1_15_rev,63,11.3052,0.17858,4,20jul15_18may15_PWD_m1_sp1_15_rev_4,1,1,,,1,41,,,
20jul15_18may15_PWD_m1_sp1_15_rev,81,5.0999,0.062676,5,20jul15_18may15_PWD_m1_sp1_15_rev_5,0,,,,,,,,
