fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,Obj.ID,SC.pass,foci.pass,curated.1pass.0fail,curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
27oct16_31aug16_MSM_m1_sp1_6.1_rev,46,2.1538,0.04706,22,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,133,4.432,0.033224,23,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,103,5.288,0.051506,24,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,54,3.7315,0.068773,25,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,118,2.8571,0.024142,26,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,54,4.1438,0.076748,28,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,87,5.7314,0.066169,29,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,95,4.9289,0.052132,4,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,39,6.818,0.17401,5,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,82,4.9832,0.060458,7,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,63,4.1166,0.065512,8,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6.1_rev,88,3.5294,0.040241,9,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,43,4.2254,0.097495,1,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,95,1.5385,0.016181,10,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,75,3.9906,0.052974,11,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,98,1.4706,0.015026,12,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,164,1.875,0.011435,14,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,96,4.8192,0.050231,16,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,87,4.8412,0.055572,17,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,79,3.4977,0.044021,19,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,108,2.6087,0.024229,2,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,86,5.765,0.066738,20,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,99,4,0.040326,23,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,33,10.7093,0.32271,24,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,93,45.7907,0.49493,26,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,95,4.2667,0.045048,27,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,39,6.6839,0.17124,28,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,99,4.4046,0.044475,29,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,109,49.9638,0.4569,3,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,87,2.8125,0.032472,30,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,74,4.5679,0.06171,31,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,82,5.4329,0.066072,32,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,62,4.3628,0.070065,33,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,41,3.1373,0.075928,34,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,87,3.8235,0.043756,35,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,77,2.3333,0.030477,38,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,95,2.4242,0.025444,39,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,101,2.4708,0.0245,4,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,61,3.2258,0.052591,40,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,84,4.9311,0.058802,41,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,90,4.2912,0.047627,42,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,70,4.6928,0.067152,43,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,91,4.6907,0.051821,44,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,72,3.8889,0.05366,45,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,83,3.3491,0.040491,46,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,79,4.4331,0.056272,47,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,107,3.125,0.029265,49,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,86,3.2787,0.037979,5,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,49,5.0624,0.10312,50,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,135,1.9048,0.014066,51,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,96,5.1184,0.053191,52,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,46,2.4615,0.053747,53,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,95,3.75,0.039507,54,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,64,5.5856,0.087269,55,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,133,4.0169,0.030121,56,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,102,5.1414,0.050393,57,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,117,2.8571,0.024339,59,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,84,2.4615,0.029151,6,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,85,3.6073,0.042499,60,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,54,4.1686,0.077711,62,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,45,3.3947,0.075079,63,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,87,5.7317,0.066094,64,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,117,4.0625,0.034838,65,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,92,10.7021,0.1162,67,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,127,6.1041,0.047979,69,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,72,3.9797,0.055093,7,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,62,6.2544,0.10106,71,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,107,3.2353,0.030328,73,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,118,4.8291,0.041016,74,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,88,3.2504,0.036939,75,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,141,5.6291,0.03987,76,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,126,6.441,0.051129,78,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,154,5.5555,0.036137,79,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,101,4.2464,0.042006,82,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,78,5.6507,0.072549,86,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,144,4.1176,0.028579,87,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,88,5.6035,0.063355,88,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_6_rev,133,4.1118,0.030831,9,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_7_rev,107,7.0715,0.066015,1,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_7_rev,109,5.3711,0.04925,2,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_7_rev,164,50.1541,0.3054,3,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_7_rev,114,10.7843,0.094516,5,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_7_rev,215,102.2358,0.47498,6,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_7_rev,67,5.7839,0.086493,7,,,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,107,2.5397,0.023841,1,,1,0,,,1,33,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,73,3.2111,0.043888,10,,1,0,,,2,26,63,,
27oct16_31aug16_MSM_m1_sp1_8_rev,47,5.2807,0.11286,11,,0,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,70,3.7032,0.053088,12,,1,0,,,1,18,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,87,4.853,0.055994,13,,1,0,,,2,18,66,,
27oct16_31aug16_MSM_m1_sp1_8_rev,46,2.5352,0.05554,14,,1,0,,,1,33,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,81,3.0303,0.037342,15,,1,0,,,1,50,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,73,3.3333,0.045685,16,,1,0,,,2,28,67,,
27oct16_31aug16_MSM_m1_sp1_8_rev,58,5.0471,0.0865,17,,1,0,,,,,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,61,6.5476,0.10769,18,,1,0,,,,,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,103,3.5484,0.034496,2,,1,0,,,2,42,98,,
27oct16_31aug16_MSM_m1_sp1_8_rev,88,3.3673,0.038414,3,,1,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,78,5.002,0.064408,4,,1,0,,,1,66,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,102,1.4925,0.01468,5,,1,0,,,2,12,84,,
27oct16_31aug16_MSM_m1_sp1_8_rev,141,3.6879,0.026091,6,,0,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_8_rev,70,3.833,0.054916,7,,1,0,,,2,11,55,,
27oct16_31aug16_MSM_m1_sp1_8_rev,109,1.8462,0.016923,9,,1,0,,,2,24,70,,first foci is faint
27oct16_31aug16_MSM_m1_sp1_9_rev,101,6.5781,0.064819,1,,1,1,,,2,38,92,,
27oct16_31aug16_MSM_m1_sp1_9_rev,121,3.4245,0.028234,10,,1,0,,,1,30,,,faint second foci
27oct16_31aug16_MSM_m1_sp1_9_rev,91,5.0473,0.055239,11,,1,0,,,2,31,89,,
27oct16_31aug16_MSM_m1_sp1_9_rev,97,4.2945,0.044071,12,,1,0,,,2,18,86,,
27oct16_31aug16_MSM_m1_sp1_9_rev,85,3.5837,0.042138,13,,1,1,,,1,80,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,122,2.7273,0.022288,14,,1,0,,,2,21,87,,
27oct16_31aug16_MSM_m1_sp1_9_rev,126,2.4242,0.019241,15,,0,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,107,2.9377,0.02735,16,,0,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,74,3.9436,0.05324,17,,1,0,,,1,50,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,97,4.6003,0.047638,18,,0,,,,,,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,93,3.871,0.041554,19,,1,0,,,1,35,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,105,4.6013,0.043972,3,,1,0,,,1,65,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,73,6.2783,0.085897,4,,1,0,,,1,39,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,91,2.7273,0.030077,5,,1,1,,,2,24,65,,
27oct16_31aug16_MSM_m1_sp1_9_rev,62,4.69,0.075272,6,,1,1,,,1,55,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,79,3.7572,0.047729,7,,1,1,,,1,71,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,46,2.9032,0.062901,8,,1,0,,,1,31,,,
27oct16_31aug16_MSM_m1_sp1_9_rev,110,1.9178,0.01748,9,,1,0,,,2,61,104,,
