fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,obj_ID,SC.pass,foci.pass,curated.1pass.0fail,curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
27mar16_6mar16_G_m2_sp1_3.2_rev,88,4.1306,0.047128,6,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3.2_rev,72,4.515,0.062876,7,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3.2_rev,118,5.3934,0.045685,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,76,4.1397,0.054175,1,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,96,5.3913,0.056257,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,54,3.2791,0.060568,11,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,88,4.828,0.055127,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,72,4.0615,0.056434,13,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,56,7.48,0.1334,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,108,3.3971,0.031321,15,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,118,5.0897,0.043,17,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,65,6.409,0.097883,19,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,55,4.2337,0.076434,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,71,3.0986,0.043825,20,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,63,4.0357,0.064079,22,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,53,5.3925,0.10249,23,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,78,3.5251,0.044997,24,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,114,4.2242,0.037207,25,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,111,3.6896,0.03324,27,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,89,3.5268,0.039448,28,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,82,4.2441,0.051529,29,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,135,3.9005,0.028818,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,61,3.8228,0.062393,30,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,47,4.446,0.095536,31,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,91,4.9834,0.054469,32,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,67,3.8342,0.057123,33,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,78,4.0366,0.0515,34,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,87,4.7158,0.053994,37,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,59,3.2845,0.055841,38,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,65,3.125,0.047863,39,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,89,3.4706,0.039083,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,38,6.129,0.16141,40,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,64,4.2844,0.066448,41,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,88,1.7143,0.019518,42,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,46,3.0095,0.065427,45,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,59,4.8618,0.081804,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,54,4.2347,0.078809,6,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,77,4.5242,0.058846,7,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,26,2.1875,0.083665,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_3_rev,142,18.6253,0.13157,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_4_rev,74,6.4737,0.087695,1,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_4_rev,73,8.3016,0.11414,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_4_rev,72,2.4242,0.033659,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.1_rev,66,3.8806,0.059048,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.1_rev,107,12.4192,0.11618,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.1_rev,96,3.283,0.034115,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.2_rev,81,7.0363,0.086765,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.2_rev,89,7.9568,0.089792,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.2_rev,106,3.8557,0.036527,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5.2_rev,56,5.0065,0.089993,6,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,111,3.4375,0.030886,18,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,15,2.1036,0.14364,21,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,61,1.6901,0.027487,31,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,54,2.9008,0.053629,34,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,45,5.3157,0.11927,48,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,65,8.7048,0.13376,50,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,55,4.5116,0.081601,57,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_5_rev,77,3.4714,0.045368,7,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.1_rev,71,6.497,0.091632,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.1_rev,80,6.0035,0.075283,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.1_rev,79,3.8607,0.048992,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.1_rev,62,4.7354,0.076264,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.1_rev,89,2.6866,0.03021,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.1_rev,83,3.7166,0.044802,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,76,4.4775,0.059089,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,98,5.2406,0.053694,11,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,81,16.0013,0.19674,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,63,4.3322,0.069139,13,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,112,7.1736,0.064128,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,93,5.5423,0.059813,17,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,93,1.1765,0.012661,18,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,59,6.0612,0.10227,19,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,70,2.1538,0.030604,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,75,3.576,0.047816,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,42,2.7397,0.065048,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,91,4.7076,0.051465,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,88,5.3095,0.060088,6,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,99,3.9826,0.040153,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6.2_rev,48,5.0868,0.10534,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,53,10.2573,0.19195,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,75,4.1054,0.054969,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,86,10.2778,0.11921,15,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,41,6.2687,0.15352,18,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,79,5.9532,0.074966,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,62,4.6473,0.074641,23,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,93,2.8982,0.03114,27,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,92,0.57971,0.0063019,28,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,79,3.6767,0.04668,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,63,4.9839,0.079432,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,66,6.7229,0.10227,7,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,88,3.2836,0.037151,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_6_rev,83,4.3845,0.05277,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,85,9.1383,0.10723,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,58,7.0057,0.12154,11,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,97,5.8284,0.060005,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,76,4.1872,0.054757,13,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,61,4.8341,0.078947,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,63,3.4667,0.055082,15,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,28,5.4744,0.19483,16,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,98,2.4615,0.025139,17,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,78,3.3333,0.042661,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,81,5.1823,0.064192,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,101,2.3188,0.023005,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,82,6.7922,0.082661,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,111,6.2718,0.056434,6,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,93,3.4286,0.036817,7,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,117,1.8182,0.015513,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_7_rev,50,9.1235,0.18131,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,64,5.2956,0.08295,1,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,105,7.6174,0.072735,11,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,101,3.5494,0.035057,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,51,7.1502,0.14039,13,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,123,3.6008,0.02932,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,93,3.3333,0.035747,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,63,4.8297,0.076749,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,64,11.4629,0.179,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,78,3.0769,0.039545,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.1_rev,83,3.8884,0.046648,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,61,4.1662,0.068,1,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,77,3.4375,0.044557,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,67,3.0609,0.04582,11,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,54,3,0.055048,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,52,3.1884,0.060926,13,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,127,2.4615,0.019333,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,87,3.1746,0.036698,15,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,51,2.338,0.045742,16,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,59,2.8125,0.047652,17,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,71,3.7884,0.053673,18,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,80,3.6951,0.045974,19,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,66,2.6866,0.040651,20,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,49,3.354,0.068701,21,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,46,5,0.10754,22,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,89,3.3985,0.038258,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,59,3.0986,0.052709,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,62,2.9666,0.047727,6,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,54,5.2909,0.098842,7,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,84,3.6379,0.043279,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8.2_rev,60,4.502,0.075047,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,64,4.2781,0.066537,1,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,113,5.8432,0.051868,10,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,105,7.241,0.068959,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,101,2.9508,0.029287,13,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,51,6.8684,0.13537,14,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,146,2.3188,0.01592,16,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,87,4.3741,0.050029,17,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,86,3.3114,0.038634,18,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,44,4.6901,0.10623,19,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,123,3.6368,0.029642,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,51,8.2007,0.16215,21,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,115,3.455,0.030046,22,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,38,3.7812,0.099916,28,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,91,2.9994,0.032979,29,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,92,2.4242,0.026254,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,54,4.2623,0.079193,30,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,85,9.9083,0.11682,33,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,91,3.3597,0.037019,34,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,56,10.9375,0.19584,35,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,67,3.3696,0.05032,37,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,35,6.3438,0.18076,39,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,63,4.6114,0.072873,4,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,107,1.8462,0.017328,42,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,59,2.4658,0.041613,43,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,99,2.789,0.02809,44,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,48,0.625,0.012977,46,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,64,11.4071,0.17894,5,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,78,3.0769,0.039637,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_8_rev,83,3.6611,0.044144,9,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.1_rev,63,4.8495,0.076871,11,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.1_rev,80,5.1612,0.064914,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.1_rev,63,5.0713,0.080216,15,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.1_rev,67,3.1714,0.04759,16,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.1_rev,52,8.4695,0.16196,18,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.1_rev,62,2.5714,0.041591,3,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.2_rev,45,2.1538,0.048305,1,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.2_rev,28,1.5152,0.053384,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.2_rev,38,0.9375,0.024657,2,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.2_rev,71,2.2857,0.03237,20,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.2_rev,43,2.4615,0.056719,21,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9.2_rev,43,3.9601,0.092227,8,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,27,1.3861,0.051986,12,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,25,2.8568,0.11396,17,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,62,2.2857,0.036972,32,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,63,4.8498,0.076502,39,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,80,5.1627,0.064931,40,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,63,4.7288,0.074487,43,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,66,3.1455,0.047711,44,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,52,8.4058,0.16149,47,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,43,4.6154,0.10694,48,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,43,3.9233,0.09191,57,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,28,1.791,0.064534,59,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,40,3.6394,0.092121,60,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,56,8.3263,0.14816,61,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,71,2.2857,0.032239,66,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,42,2.1212,0.05012,67,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,52,4.9231,0.094383,69,,,,,,,,,,
27mar16_6mar16_G_m2_sp1_9_rev,29,1.2121,0.041506,75,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,64,2.9851,0.046287,10,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,102,5.7071,0.055786,11,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,71,3.3333,0.047036,13,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,78,1.9178,0.024736,14,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,63,3.3905,0.054067,15,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,65,3.4666,0.053571,2,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,65,5.5066,0.084758,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,49,5.2444,0.10748,4,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,93,4.323,0.046663,5,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,93,2.8571,0.030754,6,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,111,3.4198,0.030845,7,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,77,4.2875,0.055875,8,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_1_rev,111,6.1477,0.055561,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,60,4.1176,0.068711,1,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,75,2.6471,0.035265,10,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,104,3.741,0.036131,11,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,105,4.262,0.040745,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,108,3.6873,0.034156,5,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,89,4.0841,0.046091,6,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,50,3.125,0.062395,7,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.1_rev,139,4.0881,0.029456,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.2_rev,112,5.337,0.047689,10,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.2_rev,36,2.5397,0.071364,12,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.2_rev,58,4.7041,0.081792,6,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.2_rev,47,6.5248,0.13765,7,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.2_rev,53,3.6364,0.068409,8,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10.2_rev,74,3.8946,0.052442,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,46,4.7284,0.10312,11,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,74,4.247,0.057461,14,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,111,5.4221,0.048779,15,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,37,3.5294,0.09595,16,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,36,3.1746,0.089389,17,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,98,1.1765,0.01205,23,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,54,9.2754,0.17332,25,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,90,4.4925,0.049982,32,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,113,5.082,0.044986,34,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_10_rev,65,3.1083,0.047904,4,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,67,2.8571,0.042704,1,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,49,5.8113,0.11859,10,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,125,15.5059,0.12383,11,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,84,4.8044,0.057063,12,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,67,4.3035,0.064377,13,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,52,6.1567,0.11832,14,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,74,2.7273,0.037073,15,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,66,5.5927,0.084523,16,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,100,3.3846,0.033826,17,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,72,2.5397,0.035237,2,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,97,6.6666,0.068948,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,88,3.2836,0.037253,4,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,167,1.7391,0.010439,5,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,85,3.1884,0.037636,6,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,58,3.2353,0.056056,7,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,89,3.3846,0.038053,8,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.1_rev,114,6.5001,0.057257,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,70,5.2526,0.075533,1,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,78,5.0069,0.063943,11,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,77,4.1791,0.054206,12,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,31,0.92308,0.030049,13,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,73,3.2092,0.043749,14,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,55,5.7115,0.10369,2,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,60,4.4101,0.073665,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,73,3.0303,0.041593,5,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,52,5.7409,0.11141,6,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,69,2.3333,0.03397,8,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11.2_rev,79,2.9851,0.037699,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,70,5.2526,0.075533,1,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,78,5.0069,0.063943,11,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,77,4.1791,0.054206,12,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,31,0.92308,0.030049,13,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,73,3.2092,0.043749,14,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,55,5.7115,0.10369,2,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,60,4.4101,0.073665,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,73,3.0303,0.041593,5,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,52,5.7409,0.11141,6,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,69,2.3333,0.03397,8,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_11_rev,79,2.9851,0.037699,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,120,0.88235,0.0073473,1,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,153,2.6866,0.017554,10,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,90,5.1827,0.057428,13,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,111,1.9048,0.017145,2,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,65,6.5919,0.10108,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,93,4.2379,0.045642,4,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,113,2.6866,0.023782,8,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_12_rev,75,14.113,0.18762,9,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_13.1_rev,75,2.8571,0.038146,10,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_13.1_rev,84,5.3042,0.062812,3,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_13.1_rev,63,8.0184,0.1279,4,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_13.1_rev,97,4.4997,0.046499,5,,,,,,,,,,
27mar16_6mar16_G_m3_sp1_13.1_rev,77,5.1948,0.067058,7,,,,,,,,,,
