fileName,chromosomeLength,centromere_ABS_Position,centromere_PER_Position,boxNumber,obj_ID,SC.pass,foci.pass,curated.1pass.0fail,curation.notes,hand.foci.count,Foci1,Foci2,Foci3,notes
10jun15_24mar15_G_m1_sp1_1_rev,72,3.0495,0.042493,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,98,1.6901,0.017321,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,81,3.4882,0.042929,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,56,3.2639,0.057946,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,78,3.8644,0.049781,15,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,71,3.0966,0.043672,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,64,1.8182,0.028247,17,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,94,6.424,0.068667,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,95,6.3208,0.06668,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,100,3.3314,0.03326,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,78,6.34,0.081433,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,79,2.5879,0.032924,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_1_rev,89,2.503,0.028267,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,84,5.1596,0.06155,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,79,3.9789,0.050129,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,68,4.2422,0.062044,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,59,4.4832,0.075479,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,85,4.8412,0.056852,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,54,4.4755,0.083265,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,61,4.0037,0.065913,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,73,4.2153,0.057598,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,73,3.7106,0.05092,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_10_rev,72,5.1138,0.070922,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,78,3.1604,0.04051,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,93,3.0637,0.033113,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,58,9.0285,0.15505,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,61,3.7341,0.061394,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,71,4.3775,0.061312,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,69,2.8907,0.041953,15,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,87,4.5655,0.052237,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,58,3.8356,0.065668,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,98,4.4902,0.045589,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,75,1.791,0.023939,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_11_rev,165,2.6923,0.016341,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,69,4.9207,0.071715,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,122,1.8182,0.014904,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,92,4.1774,0.045387,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,82,2.9925,0.036628,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,95,4.9026,0.051862,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,81,4.0929,0.050612,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,93,4.4232,0.047434,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,58,3.9706,0.068222,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,78,2.1875,0.028196,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_12_rev,84,2.3529,0.028134,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,62,3.2107,0.051968,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,72,5.7452,0.079385,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,81,10.9959,0.13657,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,115,2.4242,0.021008,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,100,3.6341,0.036163,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,61,4.975,0.082066,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,97,2.9412,0.030279,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,69,2.9239,0.042181,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,119,2.9412,0.024801,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,132,3.8303,0.029121,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_13_rev,91,2.9412,0.03245,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,49,2.864,0.057983,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,85,4.7906,0.056674,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,76,3.3128,0.043847,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,78,4.1325,0.053157,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,54,2.3529,0.043785,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,77,2.853,0.03709,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,84,1.6992,0.020114,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,45,4.3445,0.096859,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,119,1.875,0.015711,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_14_rev,121,2.1875,0.018015,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,135,5.3284,0.039437,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,69,6.7779,0.098531,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,81,5.4999,0.068286,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,85,2.2857,0.027032,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,92,1.8182,0.019777,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,91,2.5,0.027599,15,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,68,2.4615,0.03611,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,90,5.5647,0.061688,17,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,83,3.7311,0.045056,19,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,84,5.8211,0.069477,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,61,0.64516,0.010637,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,97,3.3872,0.035065,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,93,3.5373,0.037904,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,86,2.3881,0.027633,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_15_rev,109,3.2575,0.030012,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,104,3.0314,0.029162,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,82,3.1746,0.038634,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,98,3.0866,0.031423,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,76,2.1875,0.028872,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,51,6.6495,0.12988,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,67,3.9064,0.058674,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,79,3.1358,0.039806,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,94,3.2195,0.034097,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,72,5.8204,0.080906,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,65,1.8462,0.028344,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.1_rev,46,2.8169,0.061897,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,87,2.7243,0.031328,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,75,2.0896,0.027762,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,87,6.211,0.071777,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,59,5.2061,0.087956,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,132,3.4707,0.026232,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,94,4.0163,0.042603,15,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,51,2.3529,0.046082,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,99,2.2857,0.022999,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,85,3.7443,0.0438,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,175,0.61538,0.0035073,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,73,4.5593,0.062112,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,114,2.2951,0.020171,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,96,6.3163,0.065904,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16.2_rev,69,4.3842,0.063213,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,104,3.031,0.029158,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,82,3.1741,0.038627,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,98,3.0866,0.031424,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,76,2.4379,0.031996,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,51,6.6495,0.12988,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,67,4.1548,0.062019,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,87,2.7234,0.031391,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,100,2.2857,0.022937,17,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,85,3.7425,0.043783,19,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,175,0.61538,0.0035101,20,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,73,4.8118,0.065641,21,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,114,2.2951,0.020145,22,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,101,8.8212,0.087189,23,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,69,4.2812,0.061727,24,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,75,2.0896,0.027843,25,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,87,6.1056,0.070561,26,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,59,5.2061,0.087955,27,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,131,3.4706,0.026441,29,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,79,2.7494,0.034874,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,94,4.0163,0.042699,30,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,51,2.3529,0.046082,31,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,95,3.025,0.032003,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,72,5.8204,0.080653,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,65,1.8462,0.028345,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_16_rev,46,2.5352,0.055654,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,130,5.2056,0.039981,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,52,5.0482,0.096563,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,46,2.7273,0.058772,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,44,7.7778,0.17505,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,67,3.4643,0.052049,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,52,4.1833,0.08097,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,79,2.8125,0.035617,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_18_rev,102,2.1464,0.020987,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.1_rev,76,2.2857,0.030203,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,72,3.396,0.047078,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,116,5.2863,0.045697,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,104,5.675,0.054732,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,113,6.1161,0.053929,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,106,6.2809,0.059316,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,77,3.4862,0.045277,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19.2_rev,99,4.4227,0.044831,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19_rev,106,1.5152,0.014268,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19_rev,76,3.5227,0.046421,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19_rev,72,3.7115,0.051451,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_19_rev,76,2.6087,0.034428,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_2_rev,94,4.2478,0.04518,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_2_rev,80,4.4965,0.056167,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_2_rev,127,1.194,0.0094167,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_2_rev,72,11.9976,0.16777,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_2_rev,104,1.8462,0.017815,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_20_rev,75,4.4649,0.059886,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_20_rev,136,1.1594,0.0085064,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_20_rev,70,5.6664,0.080592,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_21_rev,115,7.0153,0.060861,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_21_rev,58,1.9444,0.033271,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_21_rev,71,12.0233,0.16982,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_21_rev,74,3.8244,0.051644,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_22_rev,82,2.3095,0.028199,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_22_rev,76,4.0928,0.053821,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_22_rev,69,3.1912,0.046011,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_22_rev,78,6.5001,0.083858,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_22_rev,51,0.9375,0.018436,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_22_rev,75,4.0759,0.054304,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_23_rev,66,2.7273,0.041298,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_23_rev,99,4.9162,0.049426,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_23_rev,68,7.0082,0.10295,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_23_rev,75,2.8801,0.038198,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,68,4.6647,0.068282,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,81,3.8608,0.047559,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,95,4.9304,0.051757,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,81,3.4405,0.042579,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,94,5.3258,0.05693,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,59,4.4658,0.075565,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,78,2.7692,0.035567,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_24_rev,83,2.774,0.033446,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,66,2.3188,0.035098,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,71,7.2568,0.10285,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,92,5.2378,0.056844,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,94,4.3198,0.046159,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,69,2.7482,0.039581,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,102,2.372,0.023221,15,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,69,3.2163,0.046937,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,89,3.3689,0.03772,18,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,75,3.9185,0.052419,19,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,86,2.9068,0.033905,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,51,4.6364,0.090997,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,82,4.0026,0.048953,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,54,3.1121,0.057665,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,67,3.5161,0.052193,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,87,5.7653,0.066432,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_25_rev,108,3.6598,0.034001,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,38,3.2843,0.087288,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,57,3.3333,0.058657,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,75,3.495,0.046764,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,85,5.4492,0.064057,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,46,0.30769,0.0067611,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,85,4.0831,0.047833,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,124,3.8719,0.0313,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,77,2.8125,0.03646,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,63,3.2891,0.052152,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_26_rev,152,6.3838,0.041921,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,80,5.0435,0.063122,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,46,5.1974,0.11248,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,122,16.2955,0.13369,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,59,2.9268,0.049705,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,81,3.4676,0.042596,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,84,5.9105,0.07043,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,66,2,0.030247,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_28_rev,87,2.3881,0.027334,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,70,4.283,0.060977,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,54,5.939,0.10947,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,110,2.4615,0.022436,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,94,3.457,0.036721,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,102,4.001,0.039132,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,109,3.1521,0.028957,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,77,4.2903,0.055517,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,92,3.2822,0.035824,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_29_rev,111,2.6735,0.024147,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.1_rev,54,6.3419,0.11643,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.1_rev,46,4.5439,0.098703,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.1_rev,72,2.9851,0.04165,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.1_rev,68,3.6156,0.052929,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.1_rev,74,4,0.054142,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,71,4.4045,0.061914,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,82,7.8618,0.095886,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,76,2.9773,0.039086,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,38,3.483,0.091405,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,75,3.5715,0.047913,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,90,3.9977,0.044615,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,108,2.7605,0.025522,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,109,2.3529,0.021506,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.2_rev,54,6.1796,0.11411,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.3_rev,72,4.9966,0.069141,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.3_rev,159,4.9302,0.031,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.3_rev,80,3.1713,0.039483,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3.3_rev,107,4.355,0.040521,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,71,4.1346,0.058319,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,54,6.1796,0.11411,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,72,4.8878,0.067491,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,71,4.4045,0.061914,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,82,7.8076,0.095156,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,76,2.9773,0.039084,15,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,159,4.9299,0.031076,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,80,3.0681,0.038246,17,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,42,6.2526,0.14844,20,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,107,4.0423,0.037722,21,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,38,3.483,0.091405,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,74,3.5715,0.048008,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,90,3.9977,0.044431,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,108,2.7604,0.025521,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_3_rev,109,2.3529,0.021507,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,81,5.2406,0.064547,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,48,5.8259,0.12067,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,88,4.133,0.047156,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,65,5.5429,0.085241,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,56,6.113,0.10906,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,76,1.9718,0.026045,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,60,2.6866,0.044675,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,99,3.342,0.033759,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,85,10.8041,0.12744,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,110,5.0679,0.046144,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_30_rev,75,14.5529,0.19417,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,75,1.5152,0.020266,1,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,62,2.4615,0.03953,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,92,4.3357,0.047371,13,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,62,4.5488,0.073813,14,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,67,2.6742,0.039679,16,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,50,2.8602,0.057778,17,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,61,3.8787,0.063276,18,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,81,4.3365,0.053404,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,78,2.6471,0.034029,3,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,46,2.4324,0.052912,4,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,72,4.2799,0.059515,5,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,101,1.8667,0.018529,6,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,75,3.7372,0.050011,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,49,3.3109,0.067822,8,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_31_rev,128,3.1864,0.024933,9,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_32_rev,80,5.1455,0.064211,10,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_32_rev,107,4.1282,0.038594,11,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_32_rev,77,4.359,0.05639,12,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_32_rev,75,2.792,0.037247,2,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_32_rev,68,4.1368,0.06063,7,,,,,,,,,,
10jun15_24mar15_G_m1_sp1_32_rev,117,2.5788,0.022,8,,,,,,,,,,
