"fileName"	"chromosomeLength"	"centromere_ABS_Position"	"centromere_PER_Position"	"avergeRED"	"numberCrossOvers"	"boxNumber"	"foci_ABS_Position_1"	"foci_PER_Position_25"	"foci_intensity_25"	"Obj.ID"	"mouse"	"strain"	"subsp"	"sex"	"category"	"SC.pass"	"foci.pass"	"curated.1pass.0fail"	"curation.notes"	"hand.foci.count"	"Foci1"	"Foci2"	"Foci3"	"notes"
"10apr15_31mar15_WSB_m1_sp1_1_rev"	58	2.5806	0.044424	0.36842	2	1	40	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_1"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	61	1.4925	0.024384	0.38601	1	10	54	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_10"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	90	4.6892	0.052077	0.34531	2	12	36	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_12"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	54	2.3529	0.043229	0.34297	1	13	36	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_13"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	47	3.581	0.075448	0.35088	1	15	42	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_15"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	84	3.5052	0.041629	0.44308	3	17	5	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_17"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	55	3.7052	0.066895	0.30205	1	19	45	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_19"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	90	2.623	0.029176	0.34743	2	2	23	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_2"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	63	4.4196	0.070586	0.3507	1	20	56	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_20"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	56	5.0645	0.08967	0.35055	1	21	40	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_21"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	39	1.9048	0.049379	0.40407	1	3	33	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_3"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	69	4.7875	0.06923	0.43209	1	4	35	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_4"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	51	3.7529	0.073761	0.39841	1	5	27	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_5"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	78	0.84507	0.010816	0.35624	2	6	12	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_6"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	61	11.5625	0.19019	0.29568	1	7	60	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_7"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_1_rev"	59	0.61538	0.010509	0.34422	1	9	19	NA	NA	"10apr15_31mar15_WSB_m1_sp1_1_rev_9"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	71	2.1212	0.029902	0.51403	1	1	54	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_1"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	40	1.4072	0.035223	0.60003	1	10	14	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_10"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	65	3.1368	0.04796	0.50138	3	11	19	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_11"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	72	8.8397	0.12228	0.50172	3	12	9	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_12"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	89	4.8394	0.054469	0.52613	1	13	63	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_13"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	89	4.7546	0.053718	0.53494	4	15	2	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_15"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	59	4.7636	0.080945	0.64263	2	2	5	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_2"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	65	4.3333	0.067181	0.53489	3	3	1	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_3"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	132	2.2581	0.017086	0.527	4	5	64	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_5"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	64	7.873	0.12283	0.54544	2	7	52	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_7"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.1_rev"	67	6.7363	0.10091	0.50871	1	8	55	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.1_rev_8"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	79	3.7548	0.047652	0.51842	1	1	21	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_1"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	71	4.8936	0.0688	0.49738	3	10	41	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_10"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	47	6.9594	0.14834	0.4328	1	14	12	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_14"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	63	1.6393	0.025875	0.46845	1	15	58	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_15"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	80	3.171	0.039484	0.4102	2	16	0	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_16"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	68	4.4444	0.06534	0.49474	2	17	52	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_17"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	70	4.9901	0.071659	0.41509	1	18	61	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_18"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	61	4.1784	0.068542	0.45971	1	19	31	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_19"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	45	3.5425	0.079444	0.53483	1	20	38	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_20"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	48	6.9125	0.14423	0.61398	3	3	10	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_3"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	95	3.7527	0.03968	0.52822	2	4	8	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_4"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	71	2.7273	0.03847	0.50093	1	5	19	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_5"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	84	5.311	0.063261	0.47006	3	6	29	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_6"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	72	4.0591	0.056403	0.46266	2	7	5	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_7"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2.2_rev"	66	2.9032	0.044058	0.46794	1	9	21	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2.2_rev_9"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	79	3.7539	0.047638	0.52188	1	1	21	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_1"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	64	4.582	0.071112	0.52793	3	10	1	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_10"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	66	2.5806	0.03929	0.4735	1	11	20	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_11"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	132	2.2581	0.017101	0.5227	4	13	64	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_13"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	71	4.6442	0.06552	0.50242	3	14	41	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_14"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	64	6.9699	0.10957	0.53488	2	18	52	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_18"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	46	7.1334	0.15391	0.44066	1	19	12	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_19"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	67	6.7408	0.10135	0.50565	1	20	55	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_20"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	63	1.6393	0.025847	0.4759	1	22	59	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_22"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	40	1.7391	0.04366	0.5935	1	23	14	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_23"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	80	3.1706	0.039551	0.41445	2	24	0	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_24"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	65	3.2409	0.049662	0.49561	3	25	19	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_25"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	70	4.9324	0.070286	0.4219	1	26	62	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_26"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	72	10.14	0.13994	0.49305	3	27	10	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_27"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	89	4.8371	0.054444	0.52354	1	28	63	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_28"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	61	4.1777	0.068534	0.46278	1	29	31	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_29"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	48	7.2082	0.15057	0.61988	3	3	11	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_3"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	44	3.5426	0.080792	0.54238	1	30	38	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_30"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	88	4.7564	0.053862	0.52733	4	32	2	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_32"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	95	3.7528	0.039638	0.53504	2	4	8	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_4"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	71	2.4242	0.034172	0.50616	1	5	19	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_5"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	84	5.2068	0.062022	0.47271	3	6	29	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_6"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	59	5.0401	0.08591	0.63496	2	7	5	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_7"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_2_rev"	72	4.0593	0.056122	0.47359	2	8	5	NA	NA	"10apr15_31mar15_WSB_m1_sp1_2_rev_8"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	68	3.8976	0.057325	0.57246	6	10	3	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_10"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	31	1.875	0.060653	0.49662	1	12	9	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_12"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	77	5.8723	0.07593	0.49513	1	15	74	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_15"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	84	3.5959	0.042612	0.44207	3	16	4	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_16"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	28	2.2222	0.077999	0.57618	1	17	24	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_17"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	89	2.6866	0.03018	0.40998	2	18	34	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_18"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	56	8.1467	0.14583	0.36448	1	21	26	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_21"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	50	9.1429	0.18402	0.33306	0	22	NA	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_22"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	53	1.6129	0.030525	0.5047	3	3	2	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_3"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	25	4.3312	0.17136	0.49157	1	5	13	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_5"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	35	4.6429	0.13348	0.53107	1	8	31	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_8"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_3_rev"	90	2.5714	0.028597	0.48298	3	9	39	NA	NA	"10apr15_31mar15_WSB_m1_sp1_3_rev_9"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	92	3.2432	0.035345	0.51887	2	1	0	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_1"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	56	11.1111	0.19674	0.37232	1	18	10	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_18"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	123	2.3529	0.019111	0.48411	7	19	4	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_19"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	59	4.5792	0.078268	0.55229	4	2	4	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_2"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	70	5.8061	0.08278	0.5631	1	3	65	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_3"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	92	5.066	0.055057	0.50684	2	4	59	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_4"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	92	2.697	0.02938	0.45139	5	5	4	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_5"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	71	3.8386	0.053736	0.52513	1	6	24	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_6"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	57	3.7807	0.066029	0.51404	1	7	39	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_7"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	78	2.2857	0.029262	0.50771	3	8	5	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_8"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_4_rev"	63	4.0192	0.063772	0.52209	5	9	2	NA	NA	"10apr15_31mar15_WSB_m1_sp1_4_rev_9"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	48	2.7273	0.05659	0.72017	3	10	2	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_10"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	76	4.5218	0.059664	0.7758	1	13	59	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_13"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	40	6.1429	0.15408	0.76933	5	14	2	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_14"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	33	1.6129	0.048333	0.76069	3	15	4	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_15"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	61	4.1067	0.066831	0.74011	3	18	20	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_18"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	87	11.5585	0.13278	0.69608	3	19	9	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_19"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
"10apr15_31mar15_WSB_m1_sp1_5_rev"	66	4.5593	0.069012	0.84561	4	2	17	NA	NA	"10apr15_31mar15_WSB_m1_sp1_5_rev_2"	"31mar15_WSB_m1"	"WSB"	"Dom"	"male"	"WSB male"	""	""	""	""	""	""	""	""	""
