"fileName","chromosomeLength","centromere_ABS_Position","centromere_PER_Position","boxNumber","Obj.ID","SC.pass","foci.pass","curated.1pass.0fail.","curation.notes","hand.foci.count","Foci1","Foci2","Foci3","notes","mouse","category"
"5jun18_21may18_KAZ_m2_sp1_10.2_rev",48,6.4642,0.13483,4,"5jun18_21may18_KAZ_m2_sp1_10.2_rev_4","1","1","","","1","46","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.2_rev",70,4.3645,0.061972,5,"5jun18_21may18_KAZ_m2_sp1_10.2_rev_5","1","0","","hard to tell for foci","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.2_rev",88,7.9231,0.089585,6,"5jun18_21may18_KAZ_m2_sp1_10.2_rev_6","1","0","","","1","28","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.2_rev",100,4.3478,0.043372,9,"5jun18_21may18_KAZ_m2_sp1_10.2_rev_9","1","0","","","1","94","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",76,7.0031,0.092019,1,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_1","1","1","","","1","71","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",113,4.5155,0.039972,11,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_11","1","1","","","2","21","107","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",86,7.3522,0.085541,13,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_13","1","1","","","1","72","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",78,3.9832,0.051011,14,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_14","1","1","","","1","66","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",77,5.9215,0.076953,2,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_2","1","0","","","1","67","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",87,5.8596,0.067624,6,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_6","1","0","","","1","68","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.3_rev",49,3.5294,0.071466,9,"5jun18_21may18_KAZ_m2_sp1_10.3_rev_9","1","","","hard to tell for foci","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.4_rev",67,3.8409,0.05758,1,"5jun18_21may18_KAZ_m2_sp1_10.4_rev_1","1","1","","","1","63","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.4_rev",109,4.6745,0.042929,10,"5jun18_21may18_KAZ_m2_sp1_10.4_rev_10","1","0","","","2","24","100","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.4_rev",70,6.9674,0.099532,13,"5jun18_21may18_KAZ_m2_sp1_10.4_rev_13","1","1","","","1","56","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.4_rev",88,4.1176,0.046684,5,"5jun18_21may18_KAZ_m2_sp1_10.4_rev_5","1","0","","","1","79","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_10.4_rev",48,4.7711,0.098987,6,"5jun18_21may18_KAZ_m2_sp1_10.4_rev_6","1","1","","","1","38","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",88,6.5253,0.073751,1,"5jun18_21may18_KAZ_m2_sp1_11_rev_1","1","1","","","1","82","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",47,4.127,0.088214,10,"5jun18_21may18_KAZ_m2_sp1_11_rev_10","1","1","","","1","30","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",96,4.4776,0.046682,11,"5jun18_21may18_KAZ_m2_sp1_11_rev_11","1","0","","","1","68","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",103,5.2663,0.051112,12,"5jun18_21may18_KAZ_m2_sp1_11_rev_12","1","1","","faint middle foci","3","21","66","93","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",117,7.1098,0.060801,13,"5jun18_21may18_KAZ_m2_sp1_11_rev_13","1","0","","","1","39","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",96,2.4242,0.025244,15,"5jun18_21may18_KAZ_m2_sp1_11_rev_15","1","0","","","1","41","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",78,4.1788,0.053332,16,"5jun18_21may18_KAZ_m2_sp1_11_rev_16","1","1","","","1","35","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",61,3.3333,0.054779,17,"5jun18_21may18_KAZ_m2_sp1_11_rev_17","1","1","","","1","56","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",81,7.1359,0.087995,2,"5jun18_21may18_KAZ_m2_sp1_11_rev_2","1","1","","","1","26","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",73,2.4615,0.033623,6,"5jun18_21may18_KAZ_m2_sp1_11_rev_6","1","0","","","1","70","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",62,4.4924,0.072699,8,"5jun18_21may18_KAZ_m2_sp1_11_rev_8","1","1","","","1","54","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_11_rev",70,4.6377,0.066502,9,"5jun18_21may18_KAZ_m2_sp1_11_rev_9","1","0","","","1","60","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",78,5.4757,0.070493,1,"5jun18_21may18_KAZ_m2_sp1_12_rev_1","1","0","","2 foci faint","2","51","59","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",87,4.6242,0.052931,10,"5jun18_21may18_KAZ_m2_sp1_12_rev_10","1","0","","","1","9","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",87,3.4384,0.039669,11,"5jun18_21may18_KAZ_m2_sp1_12_rev_11","1","0","","foci too faint","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",43,3.6847,0.08575,12,"5jun18_21may18_KAZ_m2_sp1_12_rev_12","1","0","","","1","18","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",75,5.0404,0.06749,14,"5jun18_21may18_KAZ_m2_sp1_12_rev_14","1","0","","foci too faint","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",93,3.8806,0.041518,15,"5jun18_21may18_KAZ_m2_sp1_12_rev_15","1","0","","","2","42","85","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",68,6.1628,0.091111,16,"5jun18_21may18_KAZ_m2_sp1_12_rev_16","1","1","","first foci faint","2","18","46","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",51,2.8125,0.055334,17,"5jun18_21may18_KAZ_m2_sp1_12_rev_17","1","0","","","1","19","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",83,4.542,0.054922,18,"5jun18_21may18_KAZ_m2_sp1_12_rev_18","1","1","","","1","76","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",70,3.5821,0.051518,19,"5jun18_21may18_KAZ_m2_sp1_12_rev_19","1","0","","other foci a bit faint","1","43","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",68,7.5679,0.11089,2,"5jun18_21may18_KAZ_m2_sp1_12_rev_2","1","1","","other faint foci","1","64","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",66,5.4382,0.082693,3,"5jun18_21may18_KAZ_m2_sp1_12_rev_3","1","1","","","1","55","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",103,9.3962,0.09079,4,"5jun18_21may18_KAZ_m2_sp1_12_rev_4","1","1","","","1","62","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",95,6.5179,0.068309,5,"5jun18_21may18_KAZ_m2_sp1_12_rev_5","1","1","","","1","90","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",77,3.4783,0.045,6,"5jun18_21may18_KAZ_m2_sp1_12_rev_6","1","0","","foci too faint","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",77,4.4444,0.057699,7,"5jun18_21may18_KAZ_m2_sp1_12_rev_7","1","0","","","1","69","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",54,3.7681,0.069448,8,"5jun18_21may18_KAZ_m2_sp1_12_rev_8","1","0","","","1","43","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_12_rev",61,4.0781,0.06695,9,"5jun18_21may18_KAZ_m2_sp1_12_rev_9","1","0","","","1","32","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",106,6.2839,0.059145,1,"5jun18_21may18_KAZ_m2_sp1_13_rev_1","1","0","","","1","73","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",115,5.0476,0.043851,10,"5jun18_21may18_KAZ_m2_sp1_13_rev_10","1","0","","","2","24","104","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",90,3.7166,0.041228,12,"5jun18_21may18_KAZ_m2_sp1_13_rev_12","1","0","","","1","25","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",105,3.4246,0.032711,13,"5jun18_21may18_KAZ_m2_sp1_13_rev_13","1","0","","","2","32","98","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",79,3.1884,0.040242,14,"5jun18_21may18_KAZ_m2_sp1_13_rev_14","1","0","","","1","51","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",81,3.1429,0.038743,15,"5jun18_21may18_KAZ_m2_sp1_13_rev_15","1","0","","1 other faint foci, could be real","1","52","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",79,2.3188,0.029283,16,"5jun18_21may18_KAZ_m2_sp1_13_rev_16","1","0","","","2","19","66","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",65,5.3951,0.082551,17,"5jun18_21may18_KAZ_m2_sp1_13_rev_17","1","0","","first foci faint","2","22","54","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",75,3.9394,0.052588,18,"5jun18_21may18_KAZ_m2_sp1_13_rev_18","1","0","","","1","61","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",54,4.9023,0.09149,19,"5jun18_21may18_KAZ_m2_sp1_13_rev_19","1","0","","1 other faint foci near centromere","1","37","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",93,5.0988,0.05472,2,"5jun18_21may18_KAZ_m2_sp1_13_rev_2","1","0","","","1","35","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",66,2.5397,0.03842,3,"5jun18_21may18_KAZ_m2_sp1_13_rev_3","1","0","","","1","56","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",114,3,0.02625,4,"5jun18_21may18_KAZ_m2_sp1_13_rev_4","1","0","","","1","83","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",135,3.4921,0.025913,5,"5jun18_21may18_KAZ_m2_sp1_13_rev_5","1","0","","","2","52","123","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",97,6.3145,0.065105,6,"5jun18_21may18_KAZ_m2_sp1_13_rev_6","1","0","","","2","17","91","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",74,6.3223,0.084887,8,"5jun18_21may18_KAZ_m2_sp1_13_rev_8","1","0","","","1","69","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_13_rev",100,6.0923,0.061199,9,"5jun18_21may18_KAZ_m2_sp1_13_rev_9","1","","","can't really tell if foci","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",62,2.8169,0.045701,1,"5jun18_21may18_KAZ_m2_sp1_14_rev_1","1","1","","","1","45","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",71,5.531,0.077792,10,"5jun18_21may18_KAZ_m2_sp1_14_rev_10","1","0","","first foci faint","2","29","59","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",73,5.2923,0.072207,11,"5jun18_21may18_KAZ_m2_sp1_14_rev_11","1","0","","","1","60","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",85,2.5714,0.030164,12,"5jun18_21may18_KAZ_m2_sp1_14_rev_12","1","0","","","1","53","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",92,4.8649,0.053096,13,"5jun18_21may18_KAZ_m2_sp1_14_rev_13","1","0","","sorta faint foci","1","78","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",98,5.7068,0.058459,15,"5jun18_21may18_KAZ_m2_sp1_14_rev_15","1","0","","","1","56","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",88,6.4721,0.073804,16,"5jun18_21may18_KAZ_m2_sp1_14_rev_16","1","0","","","1","77","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",106,3.6364,0.034259,17,"5jun18_21may18_KAZ_m2_sp1_14_rev_17","1","0","","","1","96","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",68,4.8237,0.071425,18,"5jun18_21may18_KAZ_m2_sp1_14_rev_18","1","0","","","1","60","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",96,5.8661,0.061151,19,"5jun18_21may18_KAZ_m2_sp1_14_rev_19","1","0","","many faint foci","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",91,3.8467,0.042466,2,"5jun18_21may18_KAZ_m2_sp1_14_rev_2","1","0","","","1","48","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",120,10.0965,0.084487,5,"5jun18_21may18_KAZ_m2_sp1_14_rev_5","1","0","","","1","77","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",123,5.8505,0.047457,6,"5jun18_21may18_KAZ_m2_sp1_14_rev_6","1","0","","foci sorta faint","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",57,7.2885,0.12856,7,"5jun18_21may18_KAZ_m2_sp1_14_rev_7","1","1","","SC sorta faint","1","22","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",73,4.5022,0.062034,8,"5jun18_21may18_KAZ_m2_sp1_14_rev_8","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_14_rev",84,5.9671,0.071353,9,"5jun18_21may18_KAZ_m2_sp1_14_rev_9","1","0","","","1","77","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",57,3.75,0.065438,1,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_1","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",36,2.9508,0.081021,10,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_10","1","0","","","1","34","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",63,3.3333,0.052753,16,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_16","1","0","","","1","54","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",80,3.3333,0.041502,20,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_20","1","0","","","1","68","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",77,3.4375,0.044929,21,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_21","1","0","","","1","14","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",73,3.6676,0.049981,22,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_22","1","0","","","1","45","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",83,4.2114,0.050536,23,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_23","1","0","","","1","54","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",62,3.6645,0.059246,24,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_24","1","1","","","1","58","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",74,3.7302,0.050561,4,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_4","1","0","","other faint foci near end","1","46","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",70,2.5397,0.036429,6,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_6","1","1","","","1","60","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_15.2_rev",78,4.5956,0.05864,7,"5jun18_21may18_KAZ_m2_sp1_15.2_rev_7","1","0","","","1","24","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",75,3.4921,0.046415,1,"5jun18_21may18_KAZ_m2_sp1_18_rev_1","1","1","","","1","70","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",77,5.0501,0.065233,10,"5jun18_21may18_KAZ_m2_sp1_18_rev_10","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",110,3.5484,0.032266,11,"5jun18_21may18_KAZ_m2_sp1_18_rev_11","1","1","","","1","35","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",82,3.9815,0.048323,12,"5jun18_21may18_KAZ_m2_sp1_18_rev_12","1","0","","","1","73","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",96,3.0986,0.032362,13,"5jun18_21may18_KAZ_m2_sp1_18_rev_13","1","0","","","1","40","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",110,4.4406,0.040423,14,"5jun18_21may18_KAZ_m2_sp1_18_rev_14","1","1","","","1","27","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",48,3.0556,0.064313,16,"5jun18_21may18_KAZ_m2_sp1_18_rev_16","1","1","","","1","27","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",78,4.1791,0.053268,17,"5jun18_21may18_KAZ_m2_sp1_18_rev_17","1","1","","","1","55","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",53,2.8571,0.053905,18,"5jun18_21may18_KAZ_m2_sp1_18_rev_18","1","1","","","1","43","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",84,5.1076,0.060821,2,"5jun18_21may18_KAZ_m2_sp1_18_rev_2","1","1","","","1","42","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",60,5.4796,0.091553,3,"5jun18_21may18_KAZ_m2_sp1_18_rev_3","1","1","","","1","29","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",73,4.375,0.059803,4,"5jun18_21may18_KAZ_m2_sp1_18_rev_4","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",80,5.6168,0.070253,5,"5jun18_21may18_KAZ_m2_sp1_18_rev_5","1","0","","","1","26","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",96,3.75,0.039092,8,"5jun18_21may18_KAZ_m2_sp1_18_rev_8","1","1","","","2","32","86","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_18_rev",67,4.9829,0.074138,9,"5jun18_21may18_KAZ_m2_sp1_18_rev_9","1","1","","","1","32","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",78,3.4375,0.043838,11,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_11","1","0","","","1","52","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",64,5.8891,0.091632,12,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_12","1","1","","","1","51","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",61,4.5306,0.074809,13,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_13","1","1","","","1","39","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",76,5.225,0.068317,14,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_14","1","1","","","1","70","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",90,4.3799,0.048632,15,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_15","1","1","","","1","86","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",94,9.0991,0.097292,2,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_2","1","1","","","1","54","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",93,4.1935,0.045016,3,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_3","1","1","","","1","89","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",89,4.9441,0.055439,4,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_4","1","0","","","1","79","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",76,3.4758,0.045817,5,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_5","1","1","","","1","13","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",81,3.7681,0.046347,8,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_8","1","1","","","1","71","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.1_rev",84,3.3333,0.039563,9,"5jun18_21may18_KAZ_m2_sp1_19.1_rev_9","1","1","","","1","76","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",89,4.0757,0.04571,1,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_1","1","1","","","1","83","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",103,2.3188,0.022417,10,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_10","1","1","","","1","41","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",86,5.7674,0.067416,11,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_11","1","1","","","1","76","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",88,3.2353,0.036678,12,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_12","1","1","","","1","82","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",48,5.481,0.11353,13,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_13","1","1","","","1","36","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",102,6.1458,0.060322,15,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_15","1","0","","","2","27","83","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",71,3.662,0.051692,16,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_16","1","1","","second foci faint","2","49","62","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",76,4.683,0.061901,17,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_17","1","1","","","1","49","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",57,3.7143,0.064936,18,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_18","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",116,3.6364,0.031255,2,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_2","1","1","","","2","21","109","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",70,5.6431,0.081035,3,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_3","1","1","","","1","65","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",89,4.9805,0.055877,4,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_4","1","0","","","1","69","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",115,4.8485,0.042255,5,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_5","1","0","","fainter foci","1","75","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",74,4.7409,0.064156,6,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_6","1","1","","","1","62","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",59,4.328,0.073901,7,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_7","1","1","","first foci faint","2","24","50","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_19.2_rev",104,4.3077,0.041387,8,"5jun18_21may18_KAZ_m2_sp1_19.2_rev_8","1","1","","","1","65","","","","21may18_KAZ_m2","KAZ male"
