"fileName","chromosomeLength","centromere_ABS_Position","centromere_PER_Position","boxNumber","Obj.ID","SC.pass","foci.pass","curated.1pass.0fail.","curation.notes","hand.foci.count","Foci1","Foci2","Foci3","notes","mouse","category"
"5jun18_21may18_KAZ_m2_sp1_8.2_rev",82,2.5,0.030353,9,"5jun18_21may18_KAZ_m2_sp1_8.2_rev_9","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",68,4.665,0.068848,1,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_1","1","1","","(possible duplicates?)","1","10","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",50,2.7692,0.055124,10,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_10","1","1","","","1","45","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",88,4.4303,0.050109,11,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_11","1","1","","","1","73","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",126,4.377,0.034679,12,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_12","1","1","","","2","17","121","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",68,6.3023,0.093104,14,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_14","1","1","","","1","56","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",109,6.1446,0.056195,16,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_16","1","1","","","2","30","106","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",80,4.4924,0.055892,2,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_2","1","0","","foci vry faint","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",64,4.899,0.076792,3,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_3","1","","X","some asynapsis","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",100,7.5256,0.075017,6,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_6","1","1","","","1","96","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",100,4.484,0.044712,7,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_7","1","0","","maybe werid twist in SC isolation","1","44","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_8.3_rev",120,5.8775,0.048914,9,"5jun18_21may18_KAZ_m2_sp1_8.3_rev_9","1","0","","","1","102","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",60,3.4758,0.058027,1,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_1","1","0","","","1","34","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",101,2.8125,0.027869,10,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_10","1","1","","first foci very faint","2","12","85","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",66,4.8521,0.073847,12,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_12","1","0","","","1","46","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",91,3,0.032972,14,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_14","1","0","","","1","65","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",73,3.2492,0.044623,15,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_15","1","0","","","1","69","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",95,4.6246,0.048713,16,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_16","1","0","","","2","28","83","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",51,2.8986,0.057331,17,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_17","1","0","","","0","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",69,4.1349,0.059872,2,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_2","1","1","","","1","61","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",83,4.3481,0.052664,3,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_3","1","0","","foci faint and hard to distinguish","","","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",77,2.9398,0.038326,5,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_5","1","0","","","1","23","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",48,3.5568,0.074108,7,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_7","1","1","","","1","41","","","","21may18_KAZ_m2","KAZ male"
"5jun18_21may18_KAZ_m2_sp1_9.2_rev",84,3.945,0.046904,8,"5jun18_21may18_KAZ_m2_sp1_9.2_rev_8","1","0","","","1","62","","","","21may18_KAZ_m2","KAZ male"
"10jan18_13jan17_LEW_f1_sp1_12_rev",133,5.5302,0.041471,14,"10jan18_13jan17_LEW_f1_sp1_12_rev_14","1","0","","","1?","68","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_12_rev",119,2.8948,0.024321,15,"10jan18_13jan17_LEW_f1_sp1_12_rev_15","1","0","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_12_rev",76,3.5955,0.047218,17,"10jan18_13jan17_LEW_f1_sp1_12_rev_17","1","","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_12_rev",108,3.3333,0.030986,3,"10jan18_13jan17_LEW_f1_sp1_12_rev_3","1","0","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_12_rev",97,11.7489,0.12104,7,"10jan18_13jan17_LEW_f1_sp1_12_rev_7","1","","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_12_rev",130,5.2996,0.04076,8,"10jan18_13jan17_LEW_f1_sp1_12_rev_8","1","0","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",69,6.6366,0.096178,1,"10jan18_13jan17_LEW_f1_sp1_13_rev_1","1","0","","","1","29","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",128,5.4615,0.042527,11,"10jan18_13jan17_LEW_f1_sp1_13_rev_11","1","0","","","2","47","118","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",119,5.1386,0.043264,13,"10jan18_13jan17_LEW_f1_sp1_13_rev_13","1","0","","","2","37","110","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",111,6.8335,0.061763,14,"10jan18_13jan17_LEW_f1_sp1_13_rev_14","1","0","","","?","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",124,7.8016,0.062699,15,"10jan18_13jan17_LEW_f1_sp1_13_rev_15","1","0","","","2","32","88","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",143,4.0836,0.028457,16,"10jan18_13jan17_LEW_f1_sp1_13_rev_16","1","","","","1","96","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",129,6.2443,0.048477,17,"10jan18_13jan17_LEW_f1_sp1_13_rev_17","1","0","","","2","53","99","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",154,3.6882,0.023885,18,"10jan18_13jan17_LEW_f1_sp1_13_rev_18","1","0","","","2","24","94","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",105,6.2027,0.059189,19,"10jan18_13jan17_LEW_f1_sp1_13_rev_19","1","0","","","2","42","72","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",98,1.4493,0.014785,3,"10jan18_13jan17_LEW_f1_sp1_13_rev_3","1","0","","","1","80","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",87,4.5557,0.052421,5,"10jan18_13jan17_LEW_f1_sp1_13_rev_5","1","0","","","2","16","61","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",121,4.779,0.039608,6,"10jan18_13jan17_LEW_f1_sp1_13_rev_6","1","0","","","2","24","101","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",109,6.5149,0.059786,7,"10jan18_13jan17_LEW_f1_sp1_13_rev_7","1","0","","","2","35","91","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_13_rev",130,3.45,0.026544,8,"10jan18_13jan17_LEW_f1_sp1_13_rev_8","1","0","","","2","44","104","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",80,5.4136,0.067321,1,"10jan18_13jan17_LEW_f1_sp1_14_rev_1","1","0","","","1","27","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",101,6.3934,0.063103,11,"10jan18_13jan17_LEW_f1_sp1_14_rev_11","1","0","","","2","22","65","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",100,3.5336,0.035376,12,"10jan18_13jan17_LEW_f1_sp1_14_rev_12","1","0","","","3?","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",89,2.5714,0.028807,13,"10jan18_13jan17_LEW_f1_sp1_14_rev_13","1","0","","","1","50","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",73,3.0769,0.042075,15,"10jan18_13jan17_LEW_f1_sp1_14_rev_15","1","0","","","1","67","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",58,4.7961,0.082121,18,"10jan18_13jan17_LEW_f1_sp1_14_rev_18","1","0","","","0","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",126,3.5948,0.028562,19,"10jan18_13jan17_LEW_f1_sp1_14_rev_19","1","0","","","2","38","111","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",95,4.5377,0.047863,2,"10jan18_13jan17_LEW_f1_sp1_14_rev_2","1","0","","","2","41","60","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",78,2.5714,0.032983,23,"10jan18_13jan17_LEW_f1_sp1_14_rev_23","1","0","","","1","62","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",45,3.2925,0.072473,3,"10jan18_13jan17_LEW_f1_sp1_14_rev_3","1","0","","","1","33","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",93,5.8514,0.06293,4,"10jan18_13jan17_LEW_f1_sp1_14_rev_4","1","0","","","1","44","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",71,9.4158,0.13248,5,"10jan18_13jan17_LEW_f1_sp1_14_rev_5","1","0","","","1","36","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",66,4.3,0.065532,6,"10jan18_13jan17_LEW_f1_sp1_14_rev_6","1","0","","","1","31","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_14_rev",91,5.212,0.057136,7,"10jan18_13jan17_LEW_f1_sp1_14_rev_7","1","0","","","2","28","70","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_16_rev",104,5.0497,0.048627,1,"10jan18_13jan17_LEW_f1_sp1_16_rev_1","1","0","","","2","29","86","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_16_rev",66,4.3613,0.066126,10,"10jan18_13jan17_LEW_f1_sp1_16_rev_10","1","0","","","1","28","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_16_rev",96,2.7273,0.028407,15,"10jan18_13jan17_LEW_f1_sp1_16_rev_15","1","0","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_16_rev",99,5.2036,0.052387,6,"10jan18_13jan17_LEW_f1_sp1_16_rev_6","1","0","","","1","28","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_16_rev",110,4.4387,0.040442,8,"10jan18_13jan17_LEW_f1_sp1_16_rev_8","1","0","","","2","17","81","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_16_rev",143,2.5225,0.017614,9,"10jan18_13jan17_LEW_f1_sp1_16_rev_9","1","0","","","1","85","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_17_rev",120,2.8169,0.023413,3,"10jan18_13jan17_LEW_f1_sp1_17_rev_3","1","0","","","2","30","99","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_17_rev",72,2.1212,0.0294,5,"10jan18_13jan17_LEW_f1_sp1_17_rev_5","1","0","","","1","17","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_17_rev",102,6.2841,0.061652,7,"10jan18_13jan17_LEW_f1_sp1_17_rev_7","1","0","","","2","35","75","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_18_rev",99,4.3606,0.0442,12,"10jan18_13jan17_LEW_f1_sp1_18_rev_12","1","0","","","3","20","90","95","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_18_rev",126,3.8331,0.030344,15,"10jan18_13jan17_LEW_f1_sp1_18_rev_15","1","0","","","1","52","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_18_rev",124,6.19,0.049797,16,"10jan18_13jan17_LEW_f1_sp1_18_rev_16","1","","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_18_rev",117,5.9423,0.050881,19,"10jan18_13jan17_LEW_f1_sp1_18_rev_19","1","0","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_18_rev",84,2.6866,0.032059,3,"10jan18_13jan17_LEW_f1_sp1_18_rev_3","1","","","","","","","","","13jan17_LEW_f1","LEW female"
"10jan18_13jan17_LEW_f1_sp1_18_rev",106,5.5536,0.052641,8,"10jan18_13jan17_LEW_f1_sp1_18_rev_8","1","0","","","1","26","","","","13jan17_LEW_f1","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",93,1.6,0.017119,1,"19jan17_4jan17_LEW_f7_sp1_28_rev_1","1","0","","","2","29","80","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",70,3.2,0.045906,11,"19jan17_4jan17_LEW_f7_sp1_28_rev_11","1","0","","","1","49","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",157,2.4138,0.015377,12,"19jan17_4jan17_LEW_f7_sp1_28_rev_12","1","0","","","3","10","54","131","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",88,2.5352,0.028815,14,"19jan17_4jan17_LEW_f7_sp1_28_rev_14","1","0","","","1","37","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",61,1.7454,0.028444,16,"19jan17_4jan17_LEW_f7_sp1_28_rev_16","1","1","","","1","54","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",105,3.8806,0.036975,17,"19jan17_4jan17_LEW_f7_sp1_28_rev_17","1","0","","","1","63","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",110,3.6438,0.033039,18,"19jan17_4jan17_LEW_f7_sp1_28_rev_18","1","0","","","2","18","82","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",109,4.4317,0.040696,19,"19jan17_4jan17_LEW_f7_sp1_28_rev_19","1","0","","","2","18","75","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",106,1.0345,0.0097865,20,"19jan17_4jan17_LEW_f7_sp1_28_rev_20","1","","","","","","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",94,1.2903,0.013721,22,"19jan17_4jan17_LEW_f7_sp1_28_rev_22","1","0","","","2","26","70","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",105,2.8125,0.02677,5,"19jan17_4jan17_LEW_f7_sp1_28_rev_5","1","0","","","1","60","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",88,5.4884,0.062601,7,"19jan17_4jan17_LEW_f7_sp1_28_rev_7","1","","","","","","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_28_rev",75,1.4925,0.019931,9,"19jan17_4jan17_LEW_f7_sp1_28_rev_9","1","0","","","1","35","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",84,3.5348,0.042184,10,"19jan17_4jan17_LEW_f7_sp1_3_rev_10","1","0","","","1","32","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",74,0.3125,0.0042171,14,"19jan17_4jan17_LEW_f7_sp1_3_rev_14","1","0","","","1","60","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",69,3.5941,0.052111,16,"19jan17_4jan17_LEW_f7_sp1_3_rev_16","1","0","","","1","34","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",85,2.4615,0.029063,18,"19jan17_4jan17_LEW_f7_sp1_3_rev_18","1","0","","","1","21","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",123,5.9635,0.048544,5,"19jan17_4jan17_LEW_f7_sp1_3_rev_5","1","1","","","2","65","112","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",102,0.92308,0.0090371,6,"19jan17_4jan17_LEW_f7_sp1_3_rev_6","1","0","","","1","76","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_3_rev",110,3.1884,0.02893,8,"19jan17_4jan17_LEW_f7_sp1_3_rev_8","1","0","","","","","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",71,1.4085,0.019912,1,"19jan17_4jan17_LEW_f7_sp1_32_rev_1","1","0","","","1","48","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",63,1.7391,0.027779,11,"19jan17_4jan17_LEW_f7_sp1_32_rev_11","1","0","","","2","30","57","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",56,2.029,0.036065,12,"19jan17_4jan17_LEW_f7_sp1_32_rev_12","1","1","","","1","23","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",92,3.3009,0.035823,14,"19jan17_4jan17_LEW_f7_sp1_32_rev_14","1","0","","","2","27","58","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",86,0.58824,0.0068008,15,"19jan17_4jan17_LEW_f7_sp1_32_rev_15","1","0","","","1","24","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",51,4.7534,0.093769,16,"19jan17_4jan17_LEW_f7_sp1_32_rev_16","1","0","","","1","17","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",75,3.3557,0.04457,17,"19jan17_4jan17_LEW_f7_sp1_32_rev_17","1","0","","","1","68","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",76,3.6866,0.048741,18,"19jan17_4jan17_LEW_f7_sp1_32_rev_18","1","0","","","1","69","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",62,0.30769,0.0049598,2,"19jan17_4jan17_LEW_f7_sp1_32_rev_2","1","0","","","1","23","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",70,2.1053,0.030211,3,"19jan17_4jan17_LEW_f7_sp1_32_rev_3","1","0","","","1","39","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_32_rev",89,3.1378,0.035224,5,"19jan17_4jan17_LEW_f7_sp1_32_rev_5","1","0","","","3","11","44","76","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",131,6.35,0.048431,1,"19jan17_4jan17_LEW_f7_sp1_4_rev_1","1","0","","","3","26","73","100","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",104,2.8125,0.027017,15,"19jan17_4jan17_LEW_f7_sp1_4_rev_15","1","0","","","1","72","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",132,4.6154,0.035011,19,"19jan17_4jan17_LEW_f7_sp1_4_rev_19","1","0","","","1","62","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",122,3.4246,0.028087,20,"19jan17_4jan17_LEW_f7_sp1_4_rev_20","1","0","","","1","54","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",122,0.60606,0.0049528,3,"19jan17_4jan17_LEW_f7_sp1_4_rev_3","1","0","","","2","52","116","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",94,2.9032,0.031013,4,"19jan17_4jan17_LEW_f7_sp1_4_rev_4","1","0","","","1","27","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_4_rev",93,4.2693,0.046022,7,"19jan17_4jan17_LEW_f7_sp1_4_rev_7","1","0","","","1","49","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_5_rev",114,2.5806,0.022691,1,"19jan17_4jan17_LEW_f7_sp1_5_rev_1","1","0","","","2","22","63","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_5_rev",123,4.8616,0.039514,12,"19jan17_4jan17_LEW_f7_sp1_5_rev_12","1","0","","","2","37","120","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_5_rev",77,7.4099,0.096479,14,"19jan17_4jan17_LEW_f7_sp1_5_rev_14","1","0","","","","","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_5_rev",79,5.4325,0.069141,15,"19jan17_4jan17_LEW_f7_sp1_5_rev_15","1","0","","","2","13","63","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_5_rev",96,4.9868,0.051921,19,"19jan17_4jan17_LEW_f7_sp1_5_rev_19","1","0","","","3","15","21","74","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_6_rev",70,0.86957,0.01235,2,"19jan17_4jan17_LEW_f7_sp1_6_rev_2","1","0","","","1","35","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_6_rev",66,4.4441,0.06771,6,"19jan17_4jan17_LEW_f7_sp1_6_rev_6","1","0","","","1","29","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_6_rev",96,2.3188,0.02421,8,"19jan17_4jan17_LEW_f7_sp1_6_rev_8","1","0","","","1","58","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_7_rev",66,3.9842,0.060813,1,"19jan17_4jan17_LEW_f7_sp1_7_rev_1","1","0","","","1","62","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_7_rev",89,2.3529,0.026467,10,"19jan17_4jan17_LEW_f7_sp1_7_rev_10","1","0","","","1","81","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_7_rev",76,7.2668,0.095031,11,"19jan17_4jan17_LEW_f7_sp1_7_rev_11","1","0","","","1","38","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_7_rev",90,4.1994,0.046803,5,"19jan17_4jan17_LEW_f7_sp1_7_rev_5","1","0","","","1","17","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_7_rev",114,5.4867,0.048282,7,"19jan17_4jan17_LEW_f7_sp1_7_rev_7","1","0","","","2","27","79","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_8_rev",94,3.6403,0.038814,17,"19jan17_4jan17_LEW_f7_sp1_8_rev_17","1","0","","","2","34","78","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_8_rev",80,3.2877,0.041121,18,"19jan17_4jan17_LEW_f7_sp1_8_rev_18","1","0","","","1","77","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_8_rev",83,2.0896,0.025052,3,"19jan17_4jan17_LEW_f7_sp1_8_rev_3","1","0","","","2","20","76","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_8_rev",66,0.82192,0.012362,7,"19jan17_4jan17_LEW_f7_sp1_8_rev_7","1","","","","","","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_8_rev",71,1.5873,0.022378,8,"19jan17_4jan17_LEW_f7_sp1_8_rev_8","1","0","","","2","20","65","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_9_rev",124,3.0303,0.024492,1,"19jan17_4jan17_LEW_f7_sp1_9_rev_1","1","0","","","2","27","58","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_9_rev",109,4.1644,0.038052,11,"19jan17_4jan17_LEW_f7_sp1_9_rev_11","1","0","","","1","33","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_9_rev",144,3.887,0.027043,12,"19jan17_4jan17_LEW_f7_sp1_9_rev_12","1","0","","","1","70","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_9_rev",79,2.4242,0.030748,13,"19jan17_4jan17_LEW_f7_sp1_9_rev_13","1","0","","","1","57","","","","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_9_rev",123,3.1099,0.025265,14,"19jan17_4jan17_LEW_f7_sp1_9_rev_14","1","0","","","4","22","51","83","117","4jan17_LEW_f7","LEW female"
"19jan17_4jan17_LEW_f7_sp1_9_rev",106,2.9412,0.02766,18,"19jan17_4jan17_LEW_f7_sp1_9_rev_18","1","0","","","1","45","","","","4jan17_LEW_f7","LEW female"
