anon batch, rand_name, bin_size, skel_size
anon_batch0, 18804-9486-20666.tif, 13848, 1294
anon_batch0, 18819-179-32574.tif, 16223, 1541
anon_batch0, 18824-23703-3462.tif, 19376, 1724
anon_batch0, 18834-25848-7234.tif, 20408, 1926
anon_batch0, 1884-17293-28239.tif, 18419, 1703
anon_batch0, 18896-29139-14074.tif, 15242, 1511
anon_batch0, 19-29202-1204.tif, 16512, 1518
anon_batch0, 1912-20741-3566.tif, 18049, 1614
anon_batch0, 19159-20620-20363.tif, 13550, 1334
anon_batch0, 19186-25374-13053.tif, 14399, 1379
anon_batch0, 19197-12445-20978.tif, 22895, 2340
anon_batch0, 19263-17933-14643.tif, 23079, 2112
anon_batch0, 19273-9596-10712.tif, 12711, 1190
anon_batch0, 19284-11753-1963.tif, 23945, 2221
anon_batch0, 1932-9752-18782.tif, 16122, 1586
anon_batch0, 19380-15045-1301.tif, 14315, 1444
anon_batch0, 19384-10867-13501.tif, 16376, 1671
anon_batch0, 1943-12781-27065.tif, 18028, 1760
anon_batch0, 19441-25599-16680.tif, 18415, 1753
anon_batch0, 19471-12867-9883.tif, 22252, 2177
anon_batch0, 1951-21623-27492.tif, 12869, 1180
anon_batch0, 19535-31744-9662.tif, 16773, 1721
anon_batch0, 19537-29253-14742.tif, 19375, 1852
anon_batch0, 1955-31845-28821.tif, 21905, 2144
anon_batch0, 19595-13282-32031.tif, 26462, 2551
anon_batch0, 19603-12152-28364.tif, 14767, 1532
anon_batch0, 19622-7352-14022.tif, 15530, 1428
anon_batch0, 19693-6048-13838.tif, 14233, 1361
anon_batch0, 19702-13580-29530.tif, 13384, 1279
anon_batch0, 19715-16528-28685.tif, 26657, 2681
anon_batch0, 198-7467-23379.tif, 22585, 2318
anon_batch0, 19812-19695-6144.tif, 19414, 1916
anon_batch0, 19872-16525-21045.tif, 19660, 1754
anon_batch0, 19907-25696-23786.tif, 16410, 1552
anon_batch0, 19939-7862-31306.tif, 19275, 1799
anon_batch0, 19942-12394-13369.tif, 15766, 1635
anon_batch0, 19955-21647-25553.tif, 17053, 1585
anon_batch0, 20009-18587-24323.tif, 17166, 1650
anon_batch0, 20021-17117-7715.tif, 23992, 2412
anon_batch0, 20070-18724-2890.tif, 16880, 1761
anon_batch0, 20127-4628-13289.tif, 14414, 1445
anon_batch0, 20189-29117-12966.tif, 22972, 2166
anon_batch0, 20191-32284-24179.tif, 20021, 2004
anon_batch0, 20285-29824-593.tif, 12200, 1134
anon_batch0, 20297-12085-1083.tif, 19312, 1859
anon_batch0, 203-8200-29881.tif, 15805, 1600
anon_batch0, 20356-4330-17154.tif, 17100, 1544
anon_batch0, 20357-24179-4600.tif, 20247, 1946
anon_batch0, 20397-25309-9528.tif, 17643, 1668
anon_batch0, 20451-32215-11666.tif, 17981, 1596
anon_batch0, 20455-29125-31374.tif, 19158, 1711
anon_batch0, 20459-22711-18971.tif, 18641, 1699
anon_batch0, 20472-20153-17016.tif, 18948, 1731
anon_batch0, 20477-7611-10990.tif, 15071, 1553
anon_batch0, 2048-15452-29709.tif, 18973, 1763
anon_batch0, 20511-14746-6098.tif, 15394, 1382
anon_batch0, 20547-29439-14245.tif, 13933, 1261
anon_batch0, 2056-10451-31839.tif, 93154, 93154
anon_batch0, 20575-10468-5319.tif, 22780, 2169
anon_batch0, 20587-6611-18693.tif, 16903, 1479
anon_batch0, 20609-9736-18959.tif, 17480, 1571
anon_batch0, 20615-31675-13095.tif, 16747, 1503
anon_batch0, 20635-32455-17114.tif, 15791, 1501
anon_batch0, 20639-31506-11864.tif, 12289, 1162
anon_batch0, 2066-2155-15796.tif, 16661, 1518
anon_batch0, 20692-1059-15173.tif, 20794, 1969
anon_batch0, 20695-14131-3489.tif, 17543, 1729
anon_batch0, 20732-2985-21272.tif, 38465, 38465
anon_batch0, 20796-1336-28278.tif, 17596, 1709
anon_batch0, 20830-22923-28694.tif, 16043, 1435
anon_batch0, 20913-30659-1945.tif, 14102, 1371
anon_batch0, 20955-15045-14983.tif, 15057, 1500
anon_batch0, 21017-10900-8721.tif, 19638, 1900
anon_batch0, 21068-31433-25783.tif, 19953, 1742
anon_batch0, 21110-23811-769.tif, 24844, 2576
anon_batch0, 21126-1888-30799.tif, 14914, 1470
anon_batch0, 2118-25754-32481.tif, 19289, 1684
anon_batch0, 21204-1802-26342.tif, 22906, 2359
anon_batch0, 21262-27935-12218.tif, 15347, 1408
anon_batch0, 21308-8594-5363.tif, 19808, 1767
anon_batch0, 21311-9839-14082.tif, 16423, 1369
anon_batch0, 21350-26505-29709.tif, 19974, 1718
anon_batch0, 21367-24896-31387.tif, 22263, 2184
anon_batch0, 2141-8838-15083.tif, 12786, 1223
anon_batch0, 21441-15519-10681.tif, 14942, 1450
anon_batch0, 2147-3711-32641.tif, 13779, 1305
anon_batch0, 21569-21293-1912.tif, 21913, 2145
anon_batch0, 2159-6530-1730.tif, 17628, 1792
anon_batch0, 21639-24115-9622.tif, 16449, 1672
anon_batch0, 21685-17998-3208.tif, 22067, 2149
anon_batch0, 21688-31104-15406.tif, 15698, 1466
anon_batch0, 21699-29107-31707.tif, 18334, 1583
anon_batch0, 21713-30801-13589.tif, 30716, 3148
anon_batch0, 21735-4276-16129.tif, 23004, 2377
anon_batch0, 21771-450-26589.tif, 17418, 1715
anon_batch0, 21785-16019-26555.tif, 31386, 3040
anon_batch0, 21825-15505-15078.tif, 17032, 1491
anon_batch0, 21888-13169-30449.tif, 17840, 1910
anon_batch0, 21919-29554-21.tif, 21032, 1975
anon_batch0, 2196-19667-29580.tif, 14223, 1289
anon_batch0, 21996-18829-178.tif, 22116, 2145
anon_batch0, 22258-22220-24009.tif, 17177, 1480
anon_batch0, 22291-10672-28927.tif, 13790, 1335
anon_batch0, 22303-29283-7262.tif, 17533, 1824
anon_batch0, 22360-14345-11785.tif, 13502, 1244
anon_batch0, 22364-9942-3241.tif, 18206, 1714
anon_batch0, 22377-22051-27862.tif, 19870, 1836
anon_batch0, 22386-11560-8457.tif, 17178, 1587
anon_batch0, 2243-11801-513.tif, 14040, 1470
anon_batch0, 22447-29271-1404.tif, 21201, 1834
anon_batch0, 22452-21966-15945.tif, 17068, 1586
anon_batch0, 22552-3813-9622.tif, 12412, 1155
anon_batch0, 22554-13777-22426.tif, 20483, 2026
anon_batch0, 22559-2019-7345.tif, 19309, 1764
anon_batch0, 22572-20483-9613.tif, 16652, 1625
anon_batch0, 22594-8992-26182.tif, 18001, 1636
anon_batch0, 22619-10317-23890.tif, 11786, 1194
anon_batch0, 22644-30940-5410.tif, 15341, 1338
anon_batch0, 22694-13575-4200.tif, 18859, 1756
anon_batch0, 22738-13959-12943.tif, 13536, 1372
anon_batch0, 22818-9011-23122.tif, 18128, 1832
anon_batch0, 22826-28260-5369.tif, 26898, 2673
anon_batch0, 22874-20065-16963.tif, 15198, 1400
anon_batch0, 22877-12817-4090.tif, 20841, 1896
anon_batch0, 22901-23479-3739.tif, 22081, 2128
anon_batch0, 22918-11375-22234.tif, 19187, 1850
anon_batch0, 22992-30258-30698.tif, 18766, 1659
anon_batch0, 23076-4295-4168.tif, 19000, 1809
anon_batch0, 23082-713-26682.tif, 17802, 1708
anon_batch0, 23090-26588-16704.tif, 13921, 1440
anon_batch0, 2314-20481-534.tif, 15005, 1323
anon_batch0, 2314-28539-30287.tif, 18906, 1788
anon_batch0, 23143-9260-14206.tif, 29148, 2684
anon_batch0, 23192-10275-23931.tif, 18461, 1697
anon_batch0, 232-18593-11095.tif, 15658, 1600
anon_batch0, 23210-3464-24384.tif, 15134, 1568
anon_batch0, 23212-14551-7133.tif, 12339, 1245
anon_batch0, 23263-17539-10223.tif, 22697, 2203
anon_batch0, 2327-23013-20919.tif, 16705, 1563
anon_batch0, 23318-21453-23334.tif, 19618, 1825
anon_batch0, 23322-30922-28196.tif, 19701, 1970
anon_batch0, 2347-5859-24559.tif, 25403, 2605
anon_batch0, 23580-3641-12788.tif, 22079, 2143
anon_batch0, 23584-9754-1083.tif, 17670, 1702
anon_batch0, 23602-23246-8451.tif, 15530, 1490
anon_batch0, 23608-27582-20568.tif, 19780, 1868
anon_batch0, 23617-30192-3057.tif, 20746, 2058
anon_batch0, 23640-19343-8532.tif, 19596, 1806
anon_batch0, 23662-26982-11146.tif, 22864, 2202
anon_batch0, 23676-6056-2413.tif, 13123, 1299
anon_batch0, 23749-32201-5301.tif, 17516, 1695
anon_batch0, 23761-13102-17015.tif, 14487, 1342
anon_batch0, 23892-27502-11184.tif, 21456, 2143
anon_batch0, 23976-817-19388.tif, 18960, 1728
anon_batch0, 2399-15245-20023.tif, 15280, 1429
anon_batch0, 24025-12067-29114.tif, 27669, 2549
anon_batch0, 24033-13065-25008.tif, 18599, 1603
anon_batch0, 24041-30751-24114.tif, 18132, 1782
anon_batch0, 24094-11933-2775.tif, 19279, 1810
anon_batch0, 24286-29431-24989.tif, 19053, 1743
anon_batch0, 24306-7273-29673.tif, 18401, 1868
anon_batch0, 24308-19830-18195.tif, 16879, 1474
anon_batch0, 24348-5192-19628.tif, 19228, 1759
anon_batch0, 2443-28684-25369.tif, 47741, 47741
anon_batch0, 24461-28773-19879.tif, 24120, 2351
anon_batch0, 24464-30320-24390.tif, 24050, 2254
anon_batch0, 24521-8057-14739.tif, 17023, 1581
anon_batch0, 2458-12743-32728.tif, 12423, 1135
anon_batch0, 24589-22348-32724.tif, 15754, 1509
anon_batch0, 24618-23641-36.tif, 11129, 997
anon_batch0, 2467-23511-31838.tif, 16257, 1362
anon_batch0, 24733-5113-3688.tif, 17072, 1479
anon_batch0, 24747-10927-12782.tif, 17025, 1620
anon_batch0, 24778-13615-2327.tif, 20147, 2043
anon_batch0, 24797-10298-32213.tif, 25422, 2639
anon_batch0, 24809-18755-11043.tif, 13999, 1385
anon_batch0, 24842-18502-11064.tif, 16445, 1698
anon_batch0, 24851-18455-22223.tif, 13803, 1343
anon_batch0, 24858-21523-27470.tif, 20161, 2016
anon_batch0, 24934-26364-18105.tif, 13335, 1192
anon_batch0, 24941-3174-18747.tif, 17427, 1536
anon_batch0, 24943-1741-6205.tif, 17309, 1696
anon_batch0, 2503-4669-12523.tif, 18919, 1892
anon_batch0, 25044-6895-5463.tif, 15722, 1276
anon_batch0, 25070-2445-25472.tif, 16898, 1516
anon_batch0, 25166-2422-10245.tif, 18395, 1658
anon_batch0, 25178-18927-2674.tif, 17129, 1471
anon_batch0, 25180-4609-1458.tif, 24578, 2503
anon_batch0, 25213-14475-20478.tif, 12065, 1209
anon_batch0, 25216-28138-31553.tif, 16075, 1440
anon_batch0, 25252-16339-29574.tif, 122635, 122635
anon_batch0, 25272-6584-19732.tif, 29250, 2901
anon_batch0, 25273-2215-4863.tif, 18417, 1768
anon_batch0, 2535-337-31296.tif, 14553, 1392
anon_batch0, 25391-25385-3293.tif, 19017, 1681
anon_batch0, 25440-1773-12616.tif, 15874, 1381
anon_batch0, 25444-27491-24173.tif, 17180, 1710
anon_batch0, 25472-14911-4777.tif, 27669, 2506
anon_batch0, 25554-11436-28914.tif, 15779, 1374
anon_batch0, 25581-19778-14876.tif, 14316, 1052
anon_batch0, 2567-23401-101.tif, 13874, 1347
anon_batch0, 25670-6386-10784.tif, 22260, 2003
anon_batch0, 25753-18182-7728.tif, 17921, 1675
anon_batch0, 25774-12831-7375.tif, 17594, 1620
anon_batch0, 25815-740-3957.tif, 15228, 1434
anon_batch0, 25827-8010-551.tif, 16341, 1560
anon_batch0, 25828-26869-24121.tif, 17162, 1622
anon_batch0, 25863-25316-26300.tif, 15899, 1616
anon_batch0, 2589-13322-12994.tif, 17560, 1486
anon_batch0, 25910-9431-133.tif, 18089, 1852
anon_batch0, 25995-17771-27941.tif, 26922, 2469
anon_batch0, 26048-21492-15373.tif, 15896, 1320
anon_batch0, 26051-11491-10284.tif, 18084, 1667
anon_batch0, 26066-20294-19231.tif, 14423, 1345
anon_batch0, 26075-24131-12657.tif, 16295, 1517
anon_batch0, 26138-25610-7300.tif, 15236, 1507
anon_batch0, 26154-29214-32426.tif, 12927, 1171
anon_batch0, 26167-10842-9547.tif, 21873, 2142
anon_batch0, 26212-27026-20357.tif, 18585, 1655
anon_batch0, 26220-7473-11658.tif, 21951, 2174
anon_batch0, 26255-690-20837.tif, 15613, 1401
anon_batch0, 2627-3831-7377.tif, 17526, 1683
anon_batch0, 26351-10667-10112.tif, 23535, 2319
anon_batch0, 26370-3983-17884.tif, 27465, 2708
anon_batch0, 26472-169-17355.tif, 14999, 1379
anon_batch0, 2655-4262-4602.tif, 13362, 1215
anon_batch0, 26574-364-28432.tif, 15784, 1544
anon_batch0, 26609-2258-22431.tif, 14553, 1472
anon_batch0, 26619-4703-17901.tif, 13760, 1393
anon_batch0, 26657-14636-11460.tif, 17007, 1769
anon_batch0, 26668-2213-14220.tif, 13868, 1355
anon_batch0, 26686-4504-18554.tif, 13281, 1185
anon_batch0, 26752-2611-9954.tif, 16158, 1530
anon_batch0, 26753-3098-11904.tif, 14671, 1283
anon_batch0, 26813-29626-11754.tif, 17541, 1605
anon_batch0, 26821-31058-3439.tif, 14653, 1464
anon_batch0, 26869-12909-15822.tif, 13105, 1322
anon_batch0, 26872-2242-4883.tif, 19588, 1881
anon_batch0, 2689-2557-26481.tif, 24373, 2318
anon_batch0, 26917-21363-26651.tif, 19290, 1808
anon_batch0, 26919-14356-24704.tif, 20249, 1889
anon_batch0, 26920-7831-20474.tif, 17332, 1505
anon_batch0, 26928-20556-11215.tif, 17065, 1606
anon_batch0, 26984-3136-16203.tif, 28888, 3074
anon_batch0, 26989-13649-5214.tif, 14421, 1335
anon_batch0, 2701-9419-23012.tif, 15361, 1469
anon_batch0, 27058-17896-13992.tif, 22112, 2187
anon_batch0, 2709-18315-11531.tif, 17521, 1831
anon_batch0, 2717-8294-32568.tif, 17066, 1420
anon_batch0, 27200-6628-2894.tif, 15500, 1552
anon_batch0, 27206-9142-13944.tif, 26940, 2678
anon_batch0, 27208-2592-28099.tif, 27305, 2813
anon_batch0, 2736-6368-6873.tif, 14296, 1405
anon_batch0, 27374-14678-20459.tif, 14834, 1607
anon_batch0, 27410-4758-1709.tif, 15141, 1304
anon_batch0, 27422-23029-3021.tif, 36550, 36550
anon_batch0, 27438-28226-15788.tif, 20566, 1919
anon_batch0, 27440-31400-7685.tif, 19976, 1988
anon_batch0, 27505-22651-5170.tif, 20906, 2015
anon_batch0, 27526-20029-12053.tif, 18505, 1794
anon_batch0, 27554-25658-1145.tif, 17547, 1769
anon_batch0, 27558-6148-4251.tif, 16481, 1634
anon_batch0, 27593-17986-24683.tif, 20077, 1789
anon_batch0, 27620-18031-17434.tif, 30815, 3082
